,d2o 015 By Administrator Date Monday. December 13 2021,
Time,14:16:54,
Wavenumbers [1/cm],Transmittance %,
3206.000,0.847521,
3205.000,0.844774,
3204.000,0.84169,
3203.000,0.838471,
3202.000,0.835126,
3201.000,0.831393,
3200.000,0.827331,
3199.000,0.823414,
3198.000,0.819917,
3197.000,0.816737,
3196.000,0.813846,
3195.000,0.811395,
3194.000,0.809264,
3193.000,0.807081,
3192.000,0.804796,
3191.000,0.802707,
3190.000,0.80077,
3189.000,0.798453,
3188.000,0.795536,
3187.000,0.792552,
3186.000,0.790156,
3185.000,0.788465,
3184.000,0.787264,
3183.000,0.78646,
3182.000,0.785971,
3181.000,0.785495,
3180.000,0.784746,
3179.000,0.783729,
3178.000,0.782582,
3177.000,0.781336,
3176.000,0.780015,
3175.000,0.778782,
3174.000,0.777819,
3173.000,0.777238,
3172.000,0.777132,
3171.000,0.777485,
3170.000,0.777999,
3169.000,0.778301,
3168.000,0.778405,
3167.000,0.778625,
3166.000,0.778953,
3165.000,0.778945,
3164.000,0.778391,
3163.000,0.77774,
3162.000,0.777624,
3161.000,0.778264,
3160.000,0.779572,
3159.000,0.781459,
3158.000,0.783685,
3157.000,0.78565,
3156.000,0.786767,
3155.000,0.787081,
3154.000,0.787297,
3153.000,0.788204,
3152.000,0.790144,
3151.000,0.792866,
3150.000,0.79569,
3149.000,0.797917,
3148.000,0.799302,
3147.000,0.800201,
3146.000,0.801221,
3145.000,0.802783,
3144.000,0.805012,
3143.000,0.807856,
3142.000,0.811219,
3141.000,0.815005,
3140.000,0.819095,
3139.000,0.823253,
3138.000,0.827114,
3137.000,0.830497,
3136.000,0.833713,
3135.000,0.837356,
3134.000,0.841673,
3133.000,0.846293,
3132.000,0.850735,
3131.000,0.854981,
3130.000,0.859416,
3129.000,0.864297,
3128.000,0.86947,
3127.000,0.874574,
3126.000,0.879381,
3125.000,0.883948,
3124.000,0.888551,
3123.000,0.893479,
3122.000,0.89888,
3121.000,0.904713,
3120.000,0.910812,
3119.000,0.917006,
3118.000,0.923278,
3117.000,0.929868,
3116.000,0.93712,
3115.000,0.945115,
3114.000,0.953543,
3113.000,0.962043,
3112.000,0.970635,
3111.000,0.979647,
3110.000,0.989241,
3109.000,0.999156,
3108.000,1.00894,
3107.000,1.01837,
3106.000,1.02761,
3105.000,1.03705,
3104.000,1.04693,
3103.000,1.05722,
3102.000,1.06786,
3101.000,1.07907,
3100.000,1.09129,
3099.000,1.10467,
3098.000,1.11884,
3097.000,1.13323,
3096.000,1.1476,
3095.000,1.16203,
3094.000,1.17676,
3093.000,1.19209,
3092.000,1.2082,
3091.000,1.22491,
3090.000,1.24177,
3089.000,1.25869,
3088.000,1.27619,
3087.000,1.29493,
3086.000,1.31511,
3085.000,1.33638,
3084.000,1.35835,
3083.000,1.38075,
3082.000,1.4033,
3081.000,1.42592,
3080.000,1.44905,
3079.000,1.47348,
3078.000,1.49973,
3077.000,1.52774,
3076.000,1.55722,
3075.000,1.58792,
3074.000,1.61956,
3073.000,1.65179,
3072.000,1.68452,
3071.000,1.71816,
3070.000,1.75338,
3069.000,1.79065,
3068.000,1.82997,
3067.000,1.87095,
3066.000,1.91317,
3065.000,1.95655,
3064.000,2.00143,
3063.000,2.04833,
3062.000,2.09759,
3061.000,2.14938,
3060.000,2.20365,
3059.000,2.26027,
3058.000,2.31906,
3057.000,2.37997,
3056.000,2.44316,
3055.000,2.50889,
3054.000,2.57757,
3053.000,2.64996,
3052.000,2.72692,
3051.000,2.80874,
3050.000,2.89482,
3049.000,2.98447,
3048.000,3.07797,
3047.000,3.17637,
3046.000,3.28066,
3045.000,3.39104,
3044.000,3.50715,
3043.000,3.62851,
3042.000,3.75462,
3041.000,3.88528,
3040.000,4.02072,
3039.000,4.16124,
3038.000,4.30666,
3037.000,4.45612,
3036.000,4.6089,
3035.000,4.76489,
3034.000,4.92442,
3033.000,5.0878,
3032.000,5.25501,
3031.000,5.42582,
3030.000,5.59986,
3029.000,5.77677,
3028.000,5.95652,
3027.000,6.13917,
3026.000,6.32424,
3025.000,6.51064,
3024.000,6.69729,
3023.000,6.88355,
3022.000,7.0687,
3021.000,7.25131,
3020.000,7.42922,
3019.000,7.60017,
3018.000,7.76188,
3017.000,7.91211,
3016.000,8.04863,
3015.000,8.16887,
3014.000,8.27004,
3013.000,8.34914,
3012.000,8.40355,
3011.000,8.43109,
3010.000,8.42948,
3009.000,8.3973,
3008.000,8.33432,
3007.000,8.24124,
3006.000,8.11864,
3005.000,7.9666,
3004.000,7.78663,
3003.000,7.5816,
3002.000,7.35473,
3001.000,7.1088,
3000.000,6.84636,
2999.000,6.57064,
2998.000,6.28474,
2997.000,5.9914,
2996.000,5.69358,
2995.000,5.39468,
2994.000,5.09776,
2993.000,4.80464,
2992.000,4.51655,
2991.000,4.23501,
2990.000,3.96187,
2989.000,3.69849,
2988.000,3.44558,
2987.000,3.2036,
2986.000,2.97297,
2985.000,2.75425,
2984.000,2.54782,
2983.000,2.35382,
2982.000,2.17207,
2981.000,2.00207,
2980.000,1.84331,
2979.000,1.69531,
2978.000,1.55757,
2977.000,1.42979,
2976.000,1.31178,
2975.000,1.20329,
2974.000,1.10359,
2973.000,1.01177,
2972.000,0.92729,
2971.000,0.849927,
2970.000,0.779361,
2969.000,0.714802,
2968.000,0.655474,
2967.000,0.601265,
2966.000,0.552444,
2965.000,0.5089,
2964.000,0.469674,
2963.000,0.433607,
2962.000,0.400476,
2961.000,0.371121,
2960.000,0.346444,
2959.000,0.326208,
2958.000,0.309058,
2957.000,0.293601,
2956.000,0.279131,
2955.000,0.265552,
2954.000,0.252905,
2953.000,0.241198,
2952.000,0.230355,
2951.000,0.220016,
2950.000,0.209583,
2949.000,0.198634,
2948.000,0.187248,
2947.000,0.175847,
2946.000,0.164828,
2945.000,0.1545,
2944.000,0.145225,
2943.000,0.137394,
2942.000,0.131284,
2941.000,0.126994,
2940.000,0.124406,
2939.000,0.123135,
2938.000,0.122626,
2937.000,0.122591,
2936.000,0.123388,
2935.000,0.12587,
2934.000,0.130839,
2933.000,0.13857,
2932.000,0.148841,
2931.000,0.161299,
2930.000,0.175761,
2929.000,0.19223,
2928.000,0.210661,
2927.000,0.230983,
2926.000,0.253426,
2925.000,0.278645,
2924.000,0.307334,
2923.000,0.339716,
2922.000,0.375621,
2921.000,0.414928,
2920.000,0.45772,
2919.000,0.504181,
2918.000,0.554536,
2917.000,0.609011,
2916.000,0.667436,
2915.000,0.728817,
2914.000,0.79148,
2913.000,0.853619,
2912.000,0.913642,
2911.000,0.970177,
2910.000,1.02233,
2909.000,1.07007,
2908.000,1.11403,
2907.000,1.15494,
2906.000,1.19336,
2905.000,1.23003,
2904.000,1.26603,
2903.000,1.30215,
2902.000,1.33843,
2901.000,1.37424,
2900.000,1.40857,
2899.000,1.44005,
2898.000,1.46717,
2897.000,1.48898,
2896.000,1.50551,
2895.000,1.51719,
2894.000,1.52418,
2893.000,1.52623,
2892.000,1.52314,
2891.000,1.51475,
2890.000,1.50086,
2889.000,1.4813,
2888.000,1.45598,
2887.000,1.42482,
2886.000,1.38776,
2885.000,1.34531,
2884.000,1.29858,
2883.000,1.24856,
2882.000,1.19566,
2881.000,1.14026,
2880.000,1.08339,
2879.000,1.02625,
2878.000,0.969447,
2877.000,0.913139,
2876.000,0.857817,
2875.000,0.804257,
2874.000,0.75284,
2873.000,0.703503,
2872.000,0.656303,
2871.000,0.611644,
2870.000,0.569977,
2869.000,0.531677,
2868.000,0.497316,
2867.000,0.467723,
2866.000,0.443909,
2865.000,0.427209,
2864.000,0.419202,
2863.000,0.421078,
2862.000,0.433053,
2861.000,0.454787,
2860.000,0.486393,
2859.000,0.528688,
2858.000,0.582803,
2857.000,0.649988,
2856.000,0.731692,
2855.000,0.829222,
2854.000,0.942917,
2853.000,1.07164,
2852.000,1.2129,
2851.000,1.36278,
2850.000,1.51553,
2849.000,1.66402,
2848.000,1.80091,
2847.000,1.91995,
2846.000,2.01663,
2845.000,2.08819,
2844.000,2.13405,
2843.000,2.15568,
2842.000,2.15569,
2841.000,2.13715,
2840.000,2.10342,
2839.000,2.05806,
2838.000,2.00449,
2837.000,1.94571,
2836.000,1.8842,
2835.000,1.82209,
2834.000,1.76098,
2833.000,1.70199,
2832.000,1.64605,
2831.000,1.59383,
2830.000,1.54557,
2829.000,1.50118,
2828.000,1.46045,
2827.000,1.42324,
2826.000,1.38926,
2825.000,1.35814,
2824.000,1.32959,
2823.000,1.30315,
2822.000,1.27782,
2821.000,1.25249,
2820.000,1.22672,
2819.000,1.20094,
2818.000,1.1756,
2817.000,1.15049,
2816.000,1.12498,
2815.000,1.09886,
2814.000,1.07247,
2813.000,1.04645,
2812.000,1.02134,
2811.000,0.997453,
2810.000,0.974719,
2809.000,0.952681,
2808.000,0.930795,
2807.000,0.90886,
2806.000,0.887164,
2805.000,0.866261,
2804.000,0.846602,
2803.000,0.828251,
2802.000,0.810908,
2801.000,0.794251,
2800.000,0.77827,
2799.000,0.763258,
2798.000,0.74947,
2797.000,0.736827,
2796.000,0.724985,
2795.000,0.713649,
2794.000,0.702828,
2793.000,0.692717,
2792.000,0.683281,
2791.000,0.674046,
2790.000,0.664449,
2789.000,0.654458,
2788.000,0.644682,
2787.000,0.635739,
2786.000,0.627605,
2785.000,0.619661,
2784.000,0.611337,
2783.000,0.602638,
2782.000,0.594101,
2781.000,0.586279,
2780.000,0.579221,
2779.000,0.572442,
2778.000,0.565473,
2777.000,0.558418,
2776.000,0.551816,
2775.000,0.545999,
2774.000,0.540785,
2773.000,0.535828,
2772.000,0.530966,
2771.000,0.526136,
2770.000,0.521198,
2769.000,0.516042,
2768.000,0.510744,
2767.000,0.505452,
2766.000,0.500253,
2765.000,0.49528,
2764.000,0.49077,
2763.000,0.486837,
2762.000,0.483295,
2761.000,0.479868,
2760.000,0.476471,
2759.000,0.473175,
2758.000,0.470024,
2757.000,0.467008,
2756.000,0.464102,
2755.000,0.461243,
2754.000,0.458396,
2753.000,0.455693,
2752.000,0.4533,
2751.000,0.451075,
2750.000,0.448595,
2749.000,0.445663,
2748.000,0.442588,
2747.000,0.439795,
2746.000,0.437407,
2745.000,0.435366,
2744.000,0.433653,
2743.000,0.432089,
2742.000,0.430189,
2741.000,0.42764,
2740.000,0.424818,
2739.000,0.422457,
2738.000,0.420861,
2737.000,0.41975,
2736.000,0.418851,
2735.000,0.418216,
2734.000,0.417836,
2733.000,0.417281,
2732.000,0.416007,
2731.000,0.413968,
2730.000,0.411746,
2729.000,0.410067,
2728.000,0.409236,
2727.000,0.409012,
2726.000,0.408926,
2725.000,0.408653,
2724.000,0.408085,
2723.000,0.407242,
2722.000,0.406274,
2721.000,0.405506,
2720.000,0.405189,
2719.000,0.405169,
2718.000,0.404985,
2717.000,0.40442,
2716.000,0.403758,
2715.000,0.403418,
2714.000,0.403514,
2713.000,0.403899,
2712.000,0.4044,
2711.000,0.404844,
2710.000,0.405016,
2709.000,0.404835,
2708.000,0.404515,
2707.000,0.4044,
2706.000,0.404644,
2705.000,0.405171,
2704.000,0.405841,
2703.000,0.406566,
2702.000,0.407333,
2701.000,0.40824,
2700.000,0.409409,
2699.000,0.410768,
2698.000,0.412045,
2697.000,0.413045,
2696.000,0.413806,
2695.000,0.414422,
2694.000,0.414907,
2693.000,0.41534,
2692.000,0.415889,
2691.000,0.416573,
2690.000,0.417221,
2689.000,0.417859,
2688.000,0.418891,
2687.000,0.420627,
2686.000,0.422811,
2685.000,0.424907,
2684.000,0.426728,
2683.000,0.428519,
2682.000,0.43051,
2681.000,0.432627,
2680.000,0.434606,
2679.000,0.436197,
2678.000,0.437294,
2677.000,0.438047,
2676.000,0.438816,
2675.000,0.439874,
2674.000,0.441231,
2673.000,0.442818,
2672.000,0.444689,
2671.000,0.446844,
2670.000,0.449047,
2669.000,0.451048,
2668.000,0.45293,
2667.000,0.455039,
2666.000,0.457621,
2665.000,0.460662,
2664.000,0.463979,
2663.000,0.467324,
2662.000,0.470528,
2661.000,0.473693,
2660.000,0.477106,
2659.000,0.480836,
2658.000,0.484609,
2657.000,0.488292,
2656.000,0.492229,
2655.000,0.496788,
2654.000,0.501765,
2653.000,0.506566,
2652.000,0.510898,
2651.000,0.514903,
2650.000,0.518731,
2649.000,0.522427,
2648.000,0.52622,
2647.000,0.530532,
2646.000,0.53553,
2645.000,0.540965,
2644.000,0.546535,
2643.000,0.552176,
2642.000,0.55796,
2641.000,0.563982,
2640.000,0.570436,
2639.000,0.577486,
2638.000,0.584922,
2637.000,0.592217,
2636.000,0.599113,
2635.000,0.605982,
2634.000,0.613451,
2633.000,0.621772,
2632.000,0.630712,
2631.000,0.639858,
2630.000,0.64886,
2629.000,0.657565,
2628.000,0.666157,
2627.000,0.675144,
2626.000,0.684919,
2625.000,0.695309,
2624.000,0.705734,
2623.000,0.715886,
2622.000,0.726138,
2621.000,0.7372,
2620.000,0.749431,
2619.000,0.762615,
2618.000,0.776249,
2617.000,0.789894,
2616.000,0.803256,
2615.000,0.81621,
2614.000,0.829012,
2613.000,0.842327,
2612.000,0.856733,
2611.000,0.872135,
2610.000,0.88789,
2609.000,0.903607,
2608.000,0.919563,
2607.000,0.93627,
2606.000,0.953965,
2605.000,0.972742,
2604.000,0.992955,
2603.000,1.015,
2602.000,1.03877,
2601.000,1.06369,
2600.000,1.08926,
2599.000,1.1155,
2598.000,1.14261,
2597.000,1.17068,
2596.000,1.19978,
2595.000,1.23008,
2594.000,1.26183,
2593.000,1.29516,
2592.000,1.33015,
2591.000,1.36689,
2590.000,1.40533,
2589.000,1.44533,
2588.000,1.48682,
2587.000,1.52989,
2586.000,1.5747,
2585.000,1.62132,
2584.000,1.66985,
2583.000,1.72053,
2582.000,1.77369,
2581.000,1.82952,
2580.000,1.88797,
2579.000,1.94882,
2578.000,2.01201,
2577.000,2.0778,
2576.000,2.14672,
2575.000,2.21913,
2574.000,2.29493,
2573.000,2.37384,
2572.000,2.45574,
2571.000,2.54079,
2570.000,2.62914,
2569.000,2.72083,
2568.000,2.81622,
2567.000,2.91582,
2566.000,3.02013,
2565.000,3.12934,
2564.000,3.24347,
2563.000,3.36253,
2562.000,3.4863,
2561.000,3.61463,
2560.000,3.74785,
2559.000,3.88653,
2558.000,4.03094,
2557.000,4.18048,
2556.000,4.33434,
2555.000,4.49194,
2554.000,4.65272,
2553.000,4.81603,
2552.000,4.98139,
2551.000,5.14859,
2550.000,5.31713,
2549.000,5.48585,
2548.000,5.65345,
2547.000,5.81914,
2546.000,5.98251,
2545.000,6.1433,
2544.000,6.3014,
2543.000,6.45646,
2542.000,6.60736,
2541.000,6.75242,
2540.000,6.89061,
2539.000,7.022,
2538.000,7.14629,
2537.000,7.26198,
2536.000,7.3671,
2535.000,7.46031,
2534.000,7.54122,
2533.000,7.60957,
2532.000,7.66538,
2531.000,7.70882,
2530.000,7.73935,
2529.000,7.75628,
2528.000,7.75914,
2527.000,7.7481,
2526.000,7.72325,
2525.000,7.68434,
2524.000,7.6323,
2523.000,7.56896,
2522.000,7.49576,
2521.000,7.41316,
2520.000,7.32111,
2519.000,7.22,
2518.000,7.10982,
2517.000,6.99008,
2516.000,6.86096,
2515.000,6.72351,
2514.000,6.57915,
2513.000,6.42895,
2512.000,6.27406,
2511.000,6.11591,
2510.000,5.95545,
2509.000,5.79324,
2508.000,5.63014,
2507.000,5.46738,
2506.000,5.3057,
2505.000,5.14534,
2504.000,4.98687,
2503.000,4.83124,
2502.000,4.67881,
2501.000,4.52919,
2500.000,4.38253,
2499.000,4.23965,
2498.000,4.10101,
2497.000,3.9662,
2496.000,3.83464,
2495.000,3.70652,
2494.000,3.5822,
2493.000,3.46172,
2492.000,3.34504,
2491.000,3.23221,
2490.000,3.12307,
2489.000,3.01715,
2488.000,2.91428,
2487.000,2.81493,
2486.000,2.71938,
2485.000,2.62747,
2484.000,2.53899,
2483.000,2.45398,
2482.000,2.37242,
2481.000,2.29384,
2480.000,2.21775,
2479.000,2.14408,
2478.000,2.07293,
2477.000,2.00441,
2476.000,1.93851,
2475.000,1.8753,
2474.000,1.81463,
2473.000,1.75601,
2472.000,1.69909,
2471.000,1.64396,
2470.000,1.59106,
2469.000,1.5408,
2468.000,1.49324,
2467.000,1.44806,
2466.000,1.4045,
2465.000,1.36191,
2464.000,1.32032,
2463.000,1.28034,
2462.000,1.24249,
2461.000,1.20647,
2460.000,1.17148,
2459.000,1.13705,
2458.000,1.1034,
2457.000,1.07127,
2456.000,1.0412,
2455.000,1.013,
2454.000,0.985957,
2453.000,0.959436,
2452.000,0.933461,
2451.000,0.908366,
2450.000,0.884195,
2449.000,0.860718,
2448.000,0.837887,
2447.000,0.816016,
2446.000,0.795374,
2445.000,0.775899,
2444.000,0.757436,
2443.000,0.739908,
2442.000,0.723173,
2441.000,0.706839,
2440.000,0.69048,
2439.000,0.674102,
2438.000,0.65821,
2437.000,0.643411,
2436.000,0.629853,
2435.000,0.61706,
2434.000,0.604405,
2433.000,0.591738,
2432.000,0.57948,
2431.000,0.568026,
2430.000,0.557237,
2429.000,0.546712,
2428.000,0.536331,
2427.000,0.526308,
2426.000,0.516789,
2425.000,0.507659,
2424.000,0.498817,
2423.000,0.490313,
2422.000,0.482174,
2421.000,0.474275,
2420.000,0.466493,
2419.000,0.458903,
2418.000,0.451693,
2417.000,0.444962,
2416.000,0.438647,
2415.000,0.432577,
2414.000,0.426591,
2413.000,0.420624,
2412.000,0.414704,
2411.000,0.408889,
2410.000,0.403254,
2409.000,0.397915,
2408.000,0.392894,
2407.000,0.387891,
2406.000,0.382442,
2405.000,0.376473,
2404.000,0.370527,
2403.000,0.365183,
2402.000,0.360393,
2401.000,0.355709,
2400.000,0.35102,
2399.000,0.346689,
2398.000,0.342928,
2397.000,0.339436,
2396.000,0.335821,
2395.000,0.332043,
2394.000,0.32824,
2393.000,0.324397,
2392.000,0.32047,
2391.000,0.316681,
2390.000,0.313373,
2389.000,0.310596,
2388.000,0.308023,
2387.000,0.305258,
2386.000,0.302114,
2385.000,0.298618,
2384.000,0.294974,
2383.000,0.291493,
2382.000,0.288425,
2381.000,0.285805,
2380.000,0.2835,
2379.000,0.281343,
2378.000,0.279126,
2377.000,0.276548,
2376.000,0.273488,
2375.000,0.270314,
2374.000,0.267722,
2373.000,0.265997,
2372.000,0.264631,
2371.000,0.262855,
2370.000,0.260499,
2369.000,0.258147,
2368.000,0.256481,
2367.000,0.255623,
2366.000,0.255047,
2365.000,0.253956,
2364.000,0.251776,
2363.000,0.248547,
2362.000,0.245166,
2361.000,0.242886,
2360.000,0.242009,
2359.000,0.241612,
2358.000,0.240565,
2357.000,0.238591,
2356.000,0.236454,
2355.000,0.234763,
2354.000,0.233574,
2353.000,0.23267,
2352.000,0.231849,
2351.000,0.230915,
2350.000,0.229528,
2349.000,0.227924,
2348.000,0.226763,
2347.000,0.226367,
2346.000,0.22645,
2345.000,0.22612,
2344.000,0.224985,
2343.000,0.223131,
2342.000,0.221,
2341.000,0.218998,
2340.000,0.217375,
2339.000,0.216567,
2338.000,0.216546,
2337.000,0.216854,
2336.000,0.216777,
2335.000,0.216088,
2334.000,0.214983,
2333.000,0.213974,
2332.000,0.213231,
2331.000,0.212783,
2330.000,0.212349,
2329.000,0.21202,
2328.000,0.211821,
2327.000,0.211627,
2326.000,0.211284,
2325.000,0.21067,
2324.000,0.210035,
2323.000,0.209449,
2322.000,0.208936,
2321.000,0.208605,
2320.000,0.20861,
2319.000,0.209017,
2318.000,0.209328,
2317.000,0.209169,
2316.000,0.208517,
2315.000,0.207969,
2314.000,0.207862,
2313.000,0.208111,
2312.000,0.208249,
2311.000,0.20814,
2310.000,0.207975,
2309.000,0.208067,
2308.000,0.20846,
2307.000,0.209028,
2306.000,0.209567,
2305.000,0.209914,
2304.000,0.209921,
2303.000,0.209596,
2302.000,0.209122,
2301.000,0.208844,
2300.000,0.208987,
2299.000,0.209595,
2298.000,0.21049,
2297.000,0.211462,
2296.000,0.212351,
2295.000,0.213057,
2294.000,0.2134,
2293.000,0.213177,
2292.000,0.212663,
2291.000,0.212886,
2290.000,0.214941,
2289.000,0.218519,
2288.000,0.221623,
2287.000,0.222249,
2286.000,0.220478,
2285.000,0.218352,
2284.000,0.217668,
2283.000,0.218329,
2282.000,0.219069,
2281.000,0.219215,
2280.000,0.219212,
2279.000,0.219699,
2278.000,0.220674,
2277.000,0.221706,
2276.000,0.222531,
2275.000,0.223269,
2274.000,0.22417,
2273.000,0.225325,
2272.000,0.226561,
2271.000,0.227624,
2270.000,0.22851,
2269.000,0.229499,
2268.000,0.230756,
2267.000,0.232049,
2266.000,0.233065,
2265.000,0.233896,
2264.000,0.234908,
2263.000,0.236156,
2262.000,0.237258,
2261.000,0.237931,
2260.000,0.238471,
2259.000,0.239499,
2258.000,0.241341,
2257.000,0.243785,
2256.000,0.246405,
2255.000,0.24898,
2254.000,0.2515,
2253.000,0.253864,
2252.000,0.255726,
2251.000,0.256852,
2250.000,0.25756,
2249.000,0.258573,
2248.000,0.260324,
2247.000,0.2626,
2246.000,0.264969,
2245.000,0.267313,
2244.000,0.269719,
2243.000,0.272064,
2242.000,0.274092,
2241.000,0.275845,
2240.000,0.277686,
2239.000,0.279884,
2238.000,0.282403,
2237.000,0.285147,
2236.000,0.288138,
2235.000,0.291385,
2234.000,0.294813,
2233.000,0.298403,
2232.000,0.302188,
2231.000,0.305999,
2230.000,0.309437,
2229.000,0.312268,
2228.000,0.314763,
2227.000,0.31753,
2226.000,0.321049,
2225.000,0.325345,
2224.000,0.329972,
2223.000,0.334289,
2222.000,0.337974,
2221.000,0.341413,
2220.000,0.345424,
2219.000,0.350461,
2218.000,0.356164,
2217.000,0.361801,
2216.000,0.367014,
2215.000,0.371983,
2214.000,0.377003,
2213.000,0.382141,
2212.000,0.38733,
2211.000,0.39262,
2210.000,0.398246,
2209.000,0.404459,
2208.000,0.41132,
2207.000,0.418652,
2206.000,0.426191,
2205.000,0.43379,
2204.000,0.441463,
2203.000,0.449297,
2202.000,0.457411,
2201.000,0.465981,
2200.000,0.475119,
2199.000,0.484636,
2198.000,0.494096,
2197.000,0.503302,
2196.000,0.51272,
2195.000,0.523168,
2194.000,0.535023,
2193.000,0.547811,
2192.000,0.560667,
2191.000,0.573128,
2190.000,0.585455,
2189.000,0.598247,
2188.000,0.611909,
2187.000,0.626465,
2186.000,0.641792,
2185.000,0.657875,
2184.000,0.674801,
2183.000,0.692564,
2182.000,0.710984,
2181.000,0.729879,
2180.000,0.749243,
2179.000,0.769163,
2178.000,0.789604,
2177.000,0.81041,
2176.000,0.831554,
2175.000,0.853317,
2174.000,0.876194,
2173.000,0.900763,
2172.000,0.927601,
2171.000,0.957111,
2170.000,0.989248,
2169.000,1.0235,
2168.000,1.05938,
2167.000,1.09687,
2166.000,1.13643,
2165.000,1.17857,
2164.000,1.22366,
2163.000,1.27191,
2162.000,1.32345,
2161.000,1.37815,
2160.000,1.43577,
2159.000,1.49621,
2158.000,1.55969,
2157.000,1.62664,
2156.000,1.6974,
2155.000,1.77202,
2154.000,1.85026,
2153.000,1.93188,
2152.000,2.01704,
2151.000,2.10629,
2150.000,2.19987,
2149.000,2.29743,
2148.000,2.3984,
2147.000,2.50257,
2146.000,2.61016,
2145.000,2.72147,
2144.000,2.83665,
2143.000,2.95541,
2142.000,3.07662,
2141.000,3.19876,
2140.000,3.32088,
2139.000,3.44287,
2138.000,3.56471,
2137.000,3.68589,
2136.000,3.80613,
2135.000,3.92567,
2134.000,4.0446,
2133.000,4.16237,
2132.000,4.27845,
2131.000,4.39289,
2130.000,4.50557,
2129.000,4.61552,
2128.000,4.72144,
2127.000,4.82211,
2126.000,4.91576,
2125.000,4.99984,
2124.000,5.07191,
2123.000,5.13041,
2122.000,5.17402,
2121.000,5.20153,
2120.000,5.21267,
2119.000,5.2082,
2118.000,5.18878,
2117.000,5.15445,
2116.000,5.10572,
2115.000,5.04413,
2114.000,4.97114,
2113.000,4.88758,
2112.000,4.79444,
2111.000,4.69309,
2110.000,4.58445,
2109.000,4.46875,
2108.000,4.34662,
2107.000,4.21975,
2106.000,4.09,
2105.000,3.95884,
2104.000,3.82748,
2103.000,3.69691,
2102.000,3.56764,
2101.000,3.43989,
2100.000,3.31437,
2099.000,3.19211,
2098.000,3.07367,
2097.000,2.95909,
2096.000,2.84856,
2095.000,2.74247,
2094.000,2.64076,
2093.000,2.54295,
2092.000,2.44877,
2091.000,2.3583,
2090.000,2.27144,
2089.000,2.18787,
2088.000,2.10733,
2087.000,2.02955,
2086.000,1.95404,
2085.000,1.88044,
2084.000,1.80903,
2083.000,1.74041,
2082.000,1.67458,
2081.000,1.61097,
2080.000,1.54904,
2079.000,1.48867,
2078.000,1.43,
2077.000,1.37322,
2076.000,1.31842,
2075.000,1.26554,
2074.000,1.21434,
2073.000,1.16494,
2072.000,1.11778,
2071.000,1.07316,
2070.000,1.03095,
2069.000,0.990878,
2068.000,0.952981,
2067.000,0.917253,
2066.000,0.883383,
2065.000,0.851167,
2064.000,0.821005,
2063.000,0.793564,
2062.000,0.768816,
2061.000,0.745842,
2060.000,0.72365,
2059.000,0.70191,
2058.000,0.680913,
2057.000,0.660959,
2056.000,0.641898,
2055.000,0.62326,
2054.000,0.604718,
2053.000,0.586443,
2052.000,0.568848,
2051.000,0.552077,
2050.000,0.535908,
2049.000,0.520052,
2048.000,0.504443,
2047.000,0.489227,
2046.000,0.474617,
2045.000,0.460811,
2044.000,0.447887,
2043.000,0.435723,
2042.000,0.424049,
2041.000,0.412666,
2040.000,0.401604,
2039.000,0.391072,
2038.000,0.38129,
2037.000,0.372249,
2036.000,0.363553,
2035.000,0.354677,
2034.000,0.345516,
2033.000,0.336611,
2032.000,0.328618,
2031.000,0.321624,
2030.000,0.315152,
2029.000,0.30871,
2028.000,0.30216,
2027.000,0.295668,
2026.000,0.289489,
2025.000,0.283787,
2024.000,0.278445,
2023.000,0.27317,
2022.000,0.267936,
2021.000,0.263058,
2020.000,0.258718,
2019.000,0.254579,
2018.000,0.250172,
2017.000,0.245479,
2016.000,0.240859,
2015.000,0.236527,
2014.000,0.23241,
2013.000,0.228441,
2012.000,0.224631,
2011.000,0.22089,
2010.000,0.217103,
2009.000,0.213382,
2008.000,0.209937,
2007.000,0.20679,
2006.000,0.20385,
2005.000,0.201219,
2004.000,0.199035,
2003.000,0.197069,
2002.000,0.194851,
2001.000,0.192151,
2000.000,0.189175,
1999.000,0.186213,
1998.000,0.183394,
1997.000,0.180802,
1996.000,0.178411,
1995.000,0.176012,
1994.000,0.173473,
1993.000,0.171022,
1992.000,0.168981,
1991.000,0.167269,
1990.000,0.165438,
1989.000,0.163202,
1988.000,0.160671,
1987.000,0.158138,
1986.000,0.155911,
1985.000,0.154246,
1984.000,0.153107,
1983.000,0.152012,
1982.000,0.150442,
1981.000,0.148436,
1980.000,0.146608,
1979.000,0.145449,
1978.000,0.144868,
1977.000,0.144426,
1976.000,0.143737,
1975.000,0.142666,
1974.000,0.141349,
1973.000,0.140103,
1972.000,0.139096,
1971.000,0.138116,
1970.000,0.136822,
1969.000,0.135183,
1968.000,0.133481,
1967.000,0.131978,
1966.000,0.130794,
1965.000,0.129995,
1964.000,0.129519,
1963.000,0.129075,
1962.000,0.128381,
1961.000,0.127463,
1960.000,0.126562,
1959.000,0.125779,
1958.000,0.125002,
1957.000,0.124102,
1956.000,0.122974,
1955.000,0.12151,
1954.000,0.119802,
1953.000,0.118332,
1952.000,0.117624,
1951.000,0.117687,
1950.000,0.117979,
1949.000,0.117908,
1948.000,0.117271,
1947.000,0.116199,
1946.000,0.114984,
1945.000,0.114026,
1944.000,0.113658,
1943.000,0.113851,
1942.000,0.114166,
1941.000,0.114085,
1940.000,0.11338,
1939.000,0.112231,
