Wavelength [nm],Absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,
643.000,0.4721394,0.4585357,0.4523044,0.4789848,0.3233585,0.3937836,0.5109348,0.4394212,0.4695578,0.3994808,0.419251,0.3863969,0.3149199,0.5979342,0.4196687,0.458498,0.5832591,0.4951787,0.516336,0.3652334,0.3762512,0.3693309,0.4732847,0.4373913,0.3464065,0.378653,0.3390365,0.4159088,0.3336415,0.4116516,0.4101691,0.376267,0.429873,0.4479833,0.3564959,0.4704185,0.4930849,0.3309269,0.3911762,0.357996,0.4491878,0.4685669,0.4080458,0.408052,0.3789411,0.3789544,0.3692408,0.3440413,0.3722157,0.3841233,0.4353952,0.3648419,0.4232674,0.3560886,0.3448467,0.4407935,0.4471073,0.4028401,0.4184494,0.3656549,0.3816919,0.3818612,0.3863802,0.3963766,0.4661694,0.367722,0.4135299,0.4663014,0.3743234,0.4459677,0.3951988,0.3932862,0.3771453,0.402482,0.4611096,0.4501619,0.438201,0.4383206,0.2769132,0.4182301,0.4274812,0.6229157,0.3614039,0.30088,0.4539504,0.4253421,0.4473019,0.4006448,0.4048676,0.5266309,0.4189706,0.3985209,0.4254222,0.3743792,0.3801241,0.491118,0.399229,0.3886714,0.4215646,0.4893751,0.3970003,0.3484259,0.4281316,0.3778119,0.3549032,0.4489818,0.4579582,0.3445868,0.3828526,0.4549041,0.3727341,0.3676157,0.3823543,0.408936,
644.000,0.3595905,0.4926515,0.4941797,0.4459734,0.473577,0.4411259,0.4428821,0.4289365,0.4600601,0.444273,0.3724747,0.3838992,0.5098424,0.3756704,0.3582816,0.3097129,0.313736,0.3590527,0.3245082,0.4434538,0.443253,0.5273871,0.4151106,0.3606534,0.5469284,0.3831887,0.4420795,0.4750872,0.4265924,0.4131975,0.4148846,0.4286327,0.4449534,0.4135404,0.4421849,0.4778652,0.4611559,0.3978238,0.3727016,0.5282955,0.30059,0.3888679,0.3858395,0.4122801,0.4135852,0.4423261,0.5107512,0.4589529,0.4126368,0.4281573,0.345644,0.3844972,0.4273748,0.5283022,0.3990259,0.412868,0.4440641,0.4585657,0.5106077,0.4270678,0.3579402,0.3985424,0.4436989,0.4141731,0.3877668,0.4751248,0.4132295,0.4125724,0.4574957,0.4297228,0.3721719,0.4934592,0.4003277,0.4278307,0.4140792,0.4153581,0.4002948,0.3611369,0.3986712,0.4146457,0.4439678,0.3495607,0.3332963,0.5675397,0.3861899,0.4590626,0.3475642,0.4587622,0.3996873,0.4307742,0.4765196,0.3464231,0.3854156,0.3199992,0.4590597,0.3223639,0.3851323,0.4294777,0.3732986,0.3361669,0.4131403,0.3979278,0.4443541,0.4118137,0.4141593,0.3862414,0.3349385,0.4127917,0.4129939,0.4287825,0.3868613,0.5096908,0.4598937,0.415307,
645.000,0.5276508,0.5571556,0.4123235,0.4077668,0.5487247,0.6192403,0.6175489,0.4737673,0.5202127,0.4591613,0.532156,0.5605512,0.3936567,0.4280643,0.5377121,0.5853987,0.503335,0.5394402,0.4856777,0.4664645,0.5010552,0.5238142,0.4753485,0.4308119,0.5247474,0.6056433,0.4908228,0.5562744,0.5163636,0.5586257,0.3626204,0.4521408,0.4449296,0.5656981,0.5316172,0.3735881,0.402092,0.4947467,0.433475,0.4913049,0.4260454,0.3362956,0.4909425,0.6022816,0.487937,0.553997,0.4178166,0.4249868,0.5551343,0.4891753,0.5595355,0.4967995,0.5805259,0.4803662,0.4694452,0.5694041,0.4827862,0.55586,0.5117564,0.5553274,0.580132,0.5150161,0.4844289,0.4396496,0.4266849,0.5353866,0.5002251,0.5946875,0.5729556,0.4030037,0.4556537,0.4488535,0.4111891,0.5126791,0.4762111,0.4388618,0.4387484,0.3723912,0.3756304,0.4217176,0.4363127,0.5397964,0.5425982,0.4051576,0.4914479,0.4522357,0.4928889,0.5233669,0.4897466,0.4693036,0.4625101,0.4815502,0.5239863,0.6592031,0.5152493,0.5630751,0.4778891,0.3711414,0.4053283,0.4542007,0.4996777,0.5774484,0.4700346,0.5774169,0.3716826,0.4444385,0.4902887,0.4689269,0.4980054,0.5188804,0.3622246,0.4722705,0.4495363,0.3566556,
646.000,0.4697347,0.4518623,0.358954,0.3883057,0.324935,0.3368659,0.3148632,0.4505672,0.4147401,0.3737822,0.4484248,0.3531437,0.381669,0.40944,0.3209133,0.2854757,0.4485669,0.3945823,0.467144,0.4468393,0.442565,0.3463411,0.4532065,0.4375248,0.385448,0.3267732,0.3922873,0.4403777,0.3960299,0.3873415,0.4300194,0.4015317,0.5021253,0.4692593,0.3630514,0.3848453,0.3449392,0.3252673,0.3211198,0.3936419,0.3747716,0.4606767,0.4170976,0.3705702,0.4474893,0.3635693,0.4345937,0.4155221,0.350347,0.4294596,0.3885298,0.3382277,0.4316969,0.4018292,0.4206953,0.3206582,0.4160089,0.4270267,0.4544644,0.3996096,0.3806729,0.3917341,0.4412699,0.5029678,0.4203529,0.4033065,0.443831,0.2902441,0.4061041,0.3867936,0.4648814,0.3786225,0.4094405,0.3426814,0.3150878,0.4490638,0.3836617,0.4032407,0.3657036,0.395175,0.3421922,0.4784474,0.3276153,0.3556857,0.3943496,0.3131313,0.40413,0.4466419,0.4437575,0.4826398,0.3500161,0.4253621,0.4113812,0.4143782,0.3427377,0.400507,0.3583417,0.4609356,0.3527927,0.3842506,0.3437614,0.3799605,0.4057789,0.3911443,0.359508,0.3565984,0.3863382,0.4140611,0.3762255,0.3566613,0.3491468,0.3204737,0.410141,0.4894891,
647.000,0.5798783,0.5565796,0.5125103,0.4561434,0.498476,0.4676833,0.4805732,0.4925861,0.4790311,0.5589552,0.4122462,0.4367456,0.5833807,0.4805298,0.4762702,0.3931746,0.3546362,0.5723643,0.3129592,0.6102118,0.5192299,0.5449257,0.3980675,0.4013615,0.5462112,0.4056087,0.652585,0.5957108,0.5275044,0.4303231,0.5421314,0.4536157,0.4235067,0.4745364,0.4707675,0.5070977,0.4543629,0.4550028,0.4117908,0.5399375,0.474555,0.4192491,0.4478273,0.4389291,0.492044,0.5249577,0.3983068,0.6190915,0.4551325,0.4610057,0.5481915,0.471365,0.5342693,0.4259539,0.4689589,0.6195397,0.5407934,0.5020156,0.6179266,0.5215244,0.4984107,0.5922909,0.4936781,0.5736547,0.4557624,0.429894,0.6244712,0.4891162,0.5178981,0.4685411,0.524621,0.4339457,0.4366241,0.5180621,0.4837518,0.5128284,0.3935385,0.4159894,0.708436,0.434586,0.6844668,0.3628116,0.4309802,0.4020195,0.413372,0.5770774,0.37467,0.417666,0.4723082,0.6168385,0.4213309,0.6354589,0.3786139,0.4667306,0.3990784,0.5876064,0.572206,0.4216475,0.4265637,0.4782958,0.4303074,0.5116553,0.4597783,0.4717641,0.5013247,0.6455932,0.4337521,0.4390097,0.5160294,0.4372759,0.4889517,0.4436288,0.4793358,0.5242682,
648.000,0.5276418,0.4716988,0.5178652,0.5142803,0.504643,0.5046253,0.4623961,0.5822692,0.5003495,0.4259539,0.5813308,0.6148376,0.446003,0.5293541,0.4590783,0.6191683,0.5131097,0.631803,0.4326205,0.5142493,0.4224095,0.4289656,0.5587072,0.5029173,0.3812032,0.7006965,0.4137301,0.5570507,0.5137796,0.3970742,0.4323649,0.5162864,0.4490161,0.427062,0.4279065,0.4802442,0.5113659,0.4274588,0.4247637,0.4565539,0.509295,0.4395018,0.5505986,0.5200043,0.5344329,0.5552397,0.4216499,0.4268804,0.4505067,0.5626683,0.4902673,0.4510689,0.5147529,0.57796,0.4681044,0.5392504,0.5660014,0.432354,0.4115391,0.4874191,0.4987955,0.4608183,0.4647579,0.47296,0.448936,0.4803696,0.4892201,0.5455785,0.5393701,0.4380322,0.4039421,0.499186,0.5326409,0.4824476,0.449717,0.4855494,0.4746485,0.5204806,0.379951,0.5045309,0.4508648,0.5180712,0.5424399,0.427784,0.5361571,0.4805183,0.5420547,0.5723319,0.5149889,0.4671926,0.5419736,0.4070373,0.41432,0.547183,0.4867721,0.494143,0.4398479,0.5219579,0.5104723,0.4230485,0.5866232,0.4990425,0.5326753,0.4361892,0.4735513,0.5208635,0.4507561,0.4707923,0.5079894,0.4868731,0.4374738,0.4748268,0.536819,0.4843135,
649.000,0.5496783,0.5018525,0.4938884,0.5254927,0.4671783,0.4565105,0.4996519,0.5180783,0.5290208,0.4982057,0.5358219,0.4743156,0.5017304,0.5630584,0.4290814,0.4355154,0.5133195,0.5493045,0.5313177,0.5715036,0.5435205,0.537818,0.5875521,0.4957352,0.4213963,0.4391179,0.4634814,0.4832935,0.4694896,0.5436187,0.5021024,0.4493589,0.4826703,0.4642944,0.563632,0.487041,0.4658918,0.4859548,0.499073,0.4941425,0.5048904,0.4336557,0.4912553,0.5016093,0.5303121,0.5121026,0.4664216,0.5195799,0.5346456,0.5288639,0.5007014,0.5562449,0.5593171,0.5217996,0.4688106,0.5215292,0.4986048,0.5258341,0.4957628,0.5154004,0.5069003,0.4598279,0.4879217,0.538518,0.4396696,0.5435596,0.4904814,0.4838305,0.5822811,0.5191894,0.4932528,0.5242901,0.4823942,0.4824748,0.4870062,0.5852137,0.4291434,0.5137734,0.4867687,0.4995704,0.4913402,0.5270796,0.4373369,0.5207348,0.481257,0.3690705,0.5813603,0.5099983,0.5436649,0.5573077,0.5708685,0.5053172,0.559979,0.4948215,0.5180087,0.4846749,0.4932737,0.5506244,0.5408077,0.4883285,0.5513592,0.5251994,0.4239001,0.4503007,0.5083094,0.4711795,0.436439,0.4455209,0.4982653,0.4490843,0.5055809,0.5128918,0.5206785,0.4974489,
650.000,0.5796623,0.6453013,0.5560122,0.5477252,0.6535759,0.6023664,0.5826726,0.545136,0.5714364,0.5813689,0.6564293,0.6498003,0.7838931,0.4897413,0.6170745,0.5669384,0.5543966,0.6113062,0.5674591,0.7304907,0.5450068,0.6843543,0.6079402,0.4753199,0.5735183,0.5781846,0.6311359,0.5878019,0.6100769,0.5881128,0.5514836,0.5859118,0.5002213,0.5435109,0.6486154,0.5472159,0.5825491,0.6021647,0.5281587,0.7105742,0.6524615,0.7184825,0.5850196,0.7571068,0.5760565,0.6053309,0.6154594,0.5020666,0.641129,0.5585823,0.6007075,0.6118369,0.645143,0.6364479,0.5689731,0.5398517,0.5610137,0.6036916,0.5661759,0.5113254,0.6651316,0.5410662,0.648922,0.4948549,0.5298624,0.5308361,0.7166939,0.605442,0.5541444,0.5408359,0.5975013,0.6187067,0.6062584,0.6125627,0.5270219,0.5185938,0.4559045,0.528244,0.5137711,0.5155196,0.6151142,0.5670485,0.7790179,0.4838605,0.564857,0.8627658,0.6425066,0.5370836,0.571053,0.6037817,0.5970817,0.5202107,0.5192494,0.6177506,0.5767231,0.5438657,0.6014395,0.5703554,0.5712247,0.592061,0.5835524,0.5937357,0.5415616,0.6680484,0.66466,0.5557857,0.5894709,0.6510558,0.6945958,0.570004,0.6329899,0.6468768,0.4925098,0.5385003,
651.000,0.4818063,0.6421885,0.4794817,0.5020933,0.5398455,0.5686669,0.5898948,0.4695601,0.5695086,0.4625216,0.5665894,0.531611,0.405858,0.4459662,0.4941335,0.5699883,0.5632615,0.5716329,0.5981698,0.4254937,0.3959026,0.4907489,0.5553432,0.5604606,0.4125371,0.4222875,0.5059476,0.5413918,0.5278168,0.4394183,0.4783483,0.4782839,0.4346809,0.4576602,0.4865937,0.443306,0.4329038,0.5230908,0.4641991,0.5290823,0.4967494,0.5402012,0.4923801,0.5406313,0.4420338,0.4151239,0.3867135,0.4466095,0.5164981,0.4641757,0.5411024,0.4050894,0.5139122,0.5869775,0.5443864,0.5196857,0.4758244,0.5221958,0.4446683,0.3828669,0.4768453,0.4494214,0.5441093,0.5397925,0.4168644,0.590477,0.4120154,0.5811081,0.529016,0.5431523,0.4497814,0.4631071,0.4441948,0.4963093,0.4295158,0.4853935,0.4807429,0.4430895,0.3787937,0.656755,0.4421506,0.5105672,0.5860238,0.4472542,0.560153,0.6109662,0.6378078,0.5146241,0.5402217,0.5664978,0.4834495,0.5194058,0.4980841,0.5349545,0.3751159,0.4803195,0.4709044,0.4940176,0.5348821,0.438282,0.4484711,0.5448103,0.4945555,0.5698643,0.4736433,0.5205812,0.4303761,0.4941573,0.5478225,0.485652,0.4794674,0.4930749,0.5116949,0.556601,
652.000,0.629137,0.6017237,0.6736913,0.664855,0.6202779,0.7729931,0.5412107,0.6526432,0.7003646,0.8117905,0.6160464,0.660686,0.807827,0.5967259,0.58178,0.5036716,0.4861541,0.5023937,0.6829238,0.7366843,0.7681088,0.5742822,0.5366082,0.5776324,0.7513404,0.4733887,0.6441197,0.582325,0.6308308,0.7256985,0.8822989,0.6286464,0.8107982,0.6945615,0.6655116,0.6490974,0.6410661,0.5748944,0.6433978,0.5775456,0.6128736,0.6534457,0.6416893,0.6211324,0.6047883,0.5684056,0.6826973,0.6731815,0.6371183,0.6622667,0.5284352,0.5947876,0.6432819,0.6208758,0.7127171,0.7058368,0.6118131,0.6956339,0.6271501,0.5789008,0.7585788,0.6127357,0.6765947,0.5203257,0.789876,0.5987773,0.6728745,0.6029625,0.5708709,0.6314135,0.8211942,0.6131916,0.608211,0.6274376,0.7401462,0.6400828,0.6643224,0.5746784,0.7975178,0.5207601,0.7994027,0.5429559,0.4745631,0.7160959,0.5410318,0.7048998,0.5287981,0.6547322,0.5586925,0.5711966,0.5003486,0.6542001,0.6795368,0.6372681,0.8344173,0.7250686,0.6963305,0.6398149,0.5462241,0.7242284,0.78092,0.6648417,0.677577,0.6303468,0.7925739,0.6464601,0.6234646,0.6588559,0.6396885,0.7229815,0.5928192,0.5269299,0.663619,0.6047478,
653.000,0.6785254,0.5903077,0.6555004,0.6160455,0.5608191,0.7312102,0.6102352,0.6762242,0.540988,0.517292,0.6523504,0.7037148,0.7082434,0.633646,0.7038832,0.8022752,0.6726055,0.6762428,0.5521746,0.588294,0.6255002,0.5979033,0.4647889,0.8042426,0.4731245,0.6736426,0.4862976,0.7806768,0.8452482,0.545424,0.5176253,0.6130929,0.5819101,0.6382732,0.6603861,0.6556997,0.4766932,0.6549683,0.5734353,0.6259332,0.5273175,0.5235596,0.5122037,0.6010041,0.583149,0.5434861,0.5483499,0.6385231,0.5944457,0.5915504,0.7783794,0.6780071,0.5546551,0.5297942,0.5608945,0.5841079,0.627327,0.7003222,0.6164975,0.654264,0.6594515,0.560173,0.5826774,0.7180386,0.7069225,0.6054268,0.603816,0.6123276,0.5082169,0.5284753,0.7112389,0.616148,0.5938993,0.6346579,0.6202149,0.4871607,0.5750751,0.6118212,0.6008568,0.5466847,0.5857954,0.6490808,0.7513566,0.4684553,0.6450167,0.5996284,0.6044202,0.632751,0.555582,0.6109362,0.5546889,0.4946055,0.6374798,0.6134353,0.7923102,0.6360497,0.5988202,0.5949101,0.8036623,0.5090985,0.5114641,0.7827067,0.6529942,0.6526833,0.6221051,0.7521563,0.561131,0.6821113,0.5533352,0.5817008,0.6154947,0.725461,0.615664,0.6319928,
654.000,0.6063952,0.6518841,0.6468854,0.5883875,0.5269151,0.6014771,0.5835338,0.6729326,0.6814847,0.6375604,0.6733327,0.5774112,0.7029233,0.5590129,0.4677763,0.6362591,0.5591259,0.5028424,0.791925,0.4499316,0.4799953,0.4964094,0.9074712,0.6369939,0.5721874,0.6002274,0.4527278,0.5384731,0.5364809,0.6310043,0.6842804,0.6483083,0.6526074,0.6098776,0.524127,0.6239429,0.7345781,0.5624824,0.7034364,0.8291001,0.5678229,0.7337313,0.5479088,0.4784589,0.4337144,0.5493155,0.547545,0.545063,0.6273322,0.7294817,0.535635,0.6016316,0.7297478,0.9072466,0.6320257,0.4811859,0.7868185,0.6974211,0.564641,0.624507,0.7023244,0.5893502,0.5146799,0.642025,0.6470923,0.7560511,0.4945436,0.6032548,0.5650711,0.4962082,0.5620661,0.54637,0.652895,0.6285672,0.5839119,0.7956586,0.6477184,0.600359,0.6799393,0.728044,0.6168633,0.6689382,0.4846649,0.6376143,0.7542009,0.6284699,0.7271652,0.6727276,0.6099324,0.6045074,0.5848899,0.610867,0.5412598,0.6259322,0.559165,0.6775155,0.5846329,0.6315551,0.6925478,0.7625337,0.7663879,0.5558119,0.7276111,0.6997409,0.6056547,0.6222534,0.5867963,0.5634708,0.7941685,0.587966,0.5239177,0.5204353,0.5614567,0.601305,
655.000,0.6160693,0.5663342,0.5015602,0.6161256,0.5216427,0.5437603,0.5641527,0.5455494,0.582624,0.5966825,0.5451093,0.4924827,0.5836062,0.4841232,0.494998,0.4810963,0.5474544,0.5258608,0.5016723,0.5859303,0.593493,0.6259294,0.4985232,0.4807763,0.5412626,0.5339613,0.5835872,0.5818353,0.5826283,0.5270104,0.5600038,0.5006104,0.5067945,0.6259966,0.5311842,0.5126581,0.5155067,0.5664225,0.5394163,0.6152892,0.5427933,0.5363879,0.5167046,0.5822234,0.5877457,0.5755429,0.517796,0.5568948,0.529479,0.5187054,0.5428414,0.5329432,0.4994941,0.528852,0.5662427,0.6024308,0.4782314,0.5234671,0.5550132,0.5307012,0.5508299,0.5922742,0.6109653,0.5129857,0.5103788,0.4982052,0.5615416,0.5227485,0.4977689,0.5593257,0.5370498,0.5767188,0.5658793,0.5797181,0.5151038,0.5190091,0.4577045,0.471252,0.5622864,0.5089588,0.6719837,0.4816127,0.5664458,0.584949,0.5085535,0.5291266,0.529119,0.5061345,0.6009436,0.5509996,0.5423226,0.5472374,0.4935646,0.5205045,0.5384393,0.573967,0.5237269,0.5996513,0.5559015,0.4850678,0.5405989,0.5305595,0.5286803,0.5420556,0.5120435,0.5615382,0.5408206,0.5761008,0.5403438,0.5611134,0.5128665,0.5522947,0.5000844,0.5057855,
656.000,0.5822101,0.5893674,0.5976195,0.5775189,0.597023,0.5926695,0.5856905,0.5916276,0.5848413,0.578671,0.5930181,0.5995669,0.5810466,0.5960331,0.5899687,0.6020188,0.5913992,0.5906668,0.5972648,0.5772882,0.5708885,0.5769587,0.6030526,0.5974298,0.5873518,0.5866404,0.5741873,0.5822654,0.5841775,0.5885696,0.5830688,0.590982,0.5946693,0.5731139,0.5832076,0.590282,0.592669,0.5829663,0.5895901,0.5799427,0.5872121,0.591538,0.5903444,0.5783772,0.5723543,0.5798988,0.5871196,0.581214,0.5875964,0.5919542,0.5850964,0.5898123,0.5929961,0.5965061,0.5793109,0.5723786,0.5969219,0.5874124,0.5829086,0.5881138,0.5835934,0.5770993,0.5722957,0.5904493,0.5907927,0.5940051,0.5788102,0.5901623,0.5898476,0.5791144,0.5810986,0.576932,0.5834484,0.577075,0.5861602,0.5888262,0.6005874,0.5922804,0.5769157,0.5942059,0.5644989,0.5944195,0.5790191,0.5752072,0.5976,0.5860238,0.5894895,0.5946236,0.5733118,0.5815496,0.5869126,0.5836554,0.5869336,0.5852962,0.5844617,0.5822062,0.5871229,0.5751185,0.5809512,0.5940857,0.5864067,0.5845075,0.5868225,0.5881138,0.584363,0.5841613,0.582653,0.578146,0.5865164,0.5783615,0.585537,0.5775576,0.5890188,0.58849,
657.000,0.5903573,0.585772,0.5920682,0.6036859,0.5866046,0.5776706,0.5940061,0.5792065,0.5826125,0.5961442,0.5764689,0.5720682,0.5958939,0.5735316,0.5775342,0.5619025,0.5584474,0.5821791,0.5721717,0.5821443,0.6016407,0.5732188,0.5704474,0.5794821,0.5828471,0.5740104,0.6002884,0.5799642,0.5579925,0.5827341,0.5991836,0.5825796,0.567174,0.5916524,0.5862327,0.5855961,0.5772815,0.5839672,0.5687304,0.5694356,0.5695529,0.5859089,0.5681186,0.5615382,0.5926356,0.5823216,0.5816002,0.5775352,0.5913749,0.5714202,0.571568,0.5578852,0.5753326,0.5755444,0.5873265,0.5755734,0.5795016,0.5794344,0.5811038,0.5724545,0.5809259,0.5810757,0.5873461,0.5708318,0.5749445,0.5768552,0.5865712,0.5655136,0.5785418,0.5769134,0.5882511,0.587379,0.5771556,0.5914502,0.5800548,0.5919003,0.5625157,0.5731635,0.5973644,0.5720911,0.5756164,0.5691028,0.5641475,0.5884485,0.5625534,0.5836802,0.5740409,0.555963,0.5827394,0.5786343,0.5717173,0.5760026,0.5747643,0.5956635,0.5700817,0.5730205,0.5729523,0.5844607,0.5686989,0.5667076,0.5777812,0.5756187,0.567759,0.5703087,0.5779486,0.5677862,0.5740013,0.5831151,0.5798922,0.5887671,0.5802045,0.5758648,0.5687466,0.5819411,
658.000,0.5349736,0.5778875,0.5554166,0.529377,0.524559,0.5918469,0.5613523,0.5878911,0.5625529,0.5447421,0.5248365,0.5668135,0.5625815,0.5384417,0.5816355,0.6230302,0.5616689,0.5791211,0.5459909,0.5956082,0.541729,0.6141911,0.538022,0.5327644,0.5757179,0.5744848,0.5145502,0.5969653,0.662333,0.5713859,0.5355749,0.5455065,0.5829949,0.5436335,0.515769,0.5210299,0.5767927,0.560957,0.551126,0.5952139,0.5204496,0.5244842,0.5558071,0.645607,0.5181365,0.644906,0.5571136,0.5583167,0.5970354,0.5590239,0.5366659,0.6044264,0.5740528,0.5741634,0.5219388,0.5981274,0.550652,0.5704141,0.5393786,0.5440226,0.5606871,0.5841694,0.5195327,0.5572739,0.5601192,0.5370116,0.5948906,0.5855508,0.5928917,0.5665579,0.5084491,0.5509424,0.5531483,0.5438795,0.5609064,0.4934835,0.5778089,0.5587301,0.540874,0.5408711,0.6035476,0.5438051,0.6184793,0.5331283,0.5377932,0.5914984,0.494874,0.6333857,0.5167389,0.5533967,0.5901399,0.5604019,0.552475,0.5329781,0.5512891,0.5855079,0.5443654,0.5872283,0.5650373,0.5735378,0.6220331,0.5954223,0.5599999,0.597527,0.5147142,0.5184741,0.547133,0.5028329,0.5140529,0.559267,0.5431485,0.5621924,0.5669451,0.5381761,
659.000,0.5231667,0.5678124,0.6051078,0.680716,0.6491632,0.6475606,0.708518,0.7240691,0.566926,0.5887551,0.6513309,0.7012172,0.5437236,0.6674848,0.6352525,0.5885286,0.5943575,0.7295117,0.7211738,0.5797739,0.5229883,0.4435334,0.6591811,0.7409663,0.5385356,0.7325768,0.6325603,0.693234,0.6025629,0.6164637,0.6787682,0.5307131,0.5721445,0.5327687,0.6619697,0.6414132,0.5710516,0.7098937,0.6294069,0.523737,0.5792632,0.6966457,0.6683578,0.6301451,0.6527462,0.6127968,0.6276507,0.6092048,0.6418014,0.5618753,0.4954329,0.7022238,0.6754985,0.5779605,0.5580921,0.4976854,0.6998696,0.6142077,0.6416178,0.6959887,0.5782681,0.5582561,0.6398959,0.6118793,0.6481075,0.7176747,0.6341305,0.6619163,0.6459246,0.5616856,0.7284365,0.6905584,0.5963244,0.6366377,0.681386,0.7307062,0.7356501,0.6572728,0.5673957,0.6990347,0.5078363,0.7209096,0.5951018,0.515573,0.6283612,0.6278863,0.6623116,0.679749,0.7771697,0.6094136,0.5571299,0.6427388,0.5971785,0.5800991,0.735076,0.6019998,0.5907669,0.6407685,0.5165253,0.5579281,0.6375065,0.5993543,0.5682974,0.5685225,0.6834621,0.5738573,0.6460547,0.7762971,0.622035,0.6470389,0.6716633,0.6048069,0.5248508,0.5593681,
660.000,0.9330587,0.5815663,0.8155494,0.7577105,0.7260823,0.6629272,0.623414,0.5660915,0.8674912,0.6439567,0.6560302,0.5386815,1.01788,0.6103225,0.6782098,0.5478821,0.6962094,0.6194024,0.8316994,1.072512,0.8525209,1.216962,0.6709666,0.6656561,0.8733058,0.6007442,0.8184581,0.6399884,0.8464656,0.6991549,0.7464142,0.6387,0.6376591,0.9495869,0.7266073,0.6450729,0.6399522,0.7599273,0.673821,0.8292403,0.6389771,0.6860752,0.7850909,0.7137871,0.7405872,0.7660732,0.8030462,0.6531587,0.71875,0.7445469,0.7290626,0.6810365,0.6399398,0.7185917,0.5876856,0.9209852,0.914227,0.7412362,0.7153029,0.6924582,0.6215711,0.8878613,0.7569122,0.7400823,0.7398553,0.6534495,0.7913947,0.8056889,0.7281008,0.659081,0.8836484,0.6859131,0.6052895,1.182374,0.6751089,0.8078609,0.7298088,0.7076979,0.877316,0.6736636,0.9206376,0.5865326,0.7646608,1.007234,0.6649861,1.008725,0.6169858,0.7865725,0.6925411,0.6251154,0.6396694,0.6807384,0.5138807,0.8283911,0.798461,0.7071028,0.7117033,0.727911,0.7715349,0.8975196,0.7927275,0.4469357,0.7273245,0.5841608,0.7439036,0.5862212,0.8456244,0.8197217,0.7165909,0.9244442,0.6583095,0.6669259,0.8061333,0.6391077,
661.000,0.7014804,0.6608691,0.6769605,0.5938969,0.6959615,0.5812187,0.9006495,0.7718129,0.515976,0.5541377,0.5967917,0.7761865,0.5833249,0.5892339,0.6577253,0.7825265,0.8501568,0.7684131,0.5634894,0.6718416,0.6013374,0.7135668,0.6608815,0.7607636,0.7150536,0.7304406,0.5812321,0.8111563,0.7425895,0.3616877,0.4732313,0.6131396,0.7591171,0.6350093,0.5615649,0.8490248,0.6112375,0.7464242,0.693078,0.553957,0.5316334,0.5301948,0.7033033,0.6416702,0.4687157,0.5825052,0.5684595,0.6408901,0.6459751,0.7434063,0.7381563,0.5243516,0.6735539,0.9256892,0.5521646,0.9760699,0.8389673,0.6404467,0.7240887,0.6009998,0.6110134,0.6148095,0.722796,0.6818228,0.5397906,0.5957317,0.8260169,0.7464991,0.5488491,0.4829574,0.6083674,0.6430821,0.5859733,0.8425674,0.8480749,0.4853792,0.5483885,0.7633982,0.5173311,0.5476155,0.5662594,0.7157888,0.5310698,0.6496801,0.7658248,0.7548323,0.7774568,0.5497036,0.526897,0.6691813,0.6954455,0.6935177,0.6281505,0.6137099,0.800879,0.7806058,0.6032352,0.5834408,0.6900177,0.5554562,0.7233701,1.11326,0.6309018,0.5770726,0.4901433,0.5490303,0.5559611,0.6270823,0.5665998,0.6746626,0.6097112,0.534121,0.7656679,0.680088,
