Wavelength [nm];Absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;
647,000;0,1399112;0,123342;0,07682753;0,04965353;0,1173172;0,1125731;0,122777;0,08317947;0,08946276;0,04955959;0,09699297;-0,02114248;0,05372858;0,008642197;0,1178331;-0,02167034;0,1414013;-0,07645893;-0,04230976;0,1334281;-0,07402992;0,1415372;0,2372055;0,2471437;0,08533525;0,06328821;0,1817102;0,1280107;0,2525401;0,1316924;0,1458521;0,1236916;-0,1105561;0,02042294;0,1425877;-0,001926899;0,2712102;-0,08974171;0,1696401;0,05553579;-0,005833149;0,05879307;-0,01927042;0,06433916;0,1248851;-0,0007529259;0,0634551;0,1274734;0,1409655;-0,003832817;0,1650238;0,1843762;0,04738617;-0,07045937;0,289453;0,007925987;0,1132321;0,1268492;0,1094027;0,2751102;0,2257237;
648,000;0,052701;0,06723499;0,1348381;0,02524137;-0,1189418;-0,1364694;0,2578096;0,1711302;-0,01391125;-0,03027248;0,1180687;0,005805016;0,0267539;-0,05284262;0,1170592;0,0311594;0,02445078;-0,02199602;0,1643796;0,05398703;-0,05286789;0,02115297;-0,07325411;-0,05410862;0,09213972;-0,09437132;0,009483337;-0,1123948;-0,004766941;0,02673292;-0,03268576;-0,06231737;0,00747776;0,2015734;-0,0253973;0,08197641;0,05371952;0,001393795;-0,03534842;0,01373816;0,1099958;-0,07219124;0,01034546;-0,05264235;-0,1557274;0,119812;-0,0722971;-0,03940535;-0,07598782;0,01141357;-0,1484528;-0,04336786;-0,02781487;0,1505079;0,06105614;0,0708313;0,09844446;0,1263223;0,06758499;0,01054049;0,05226183;
649,000;0,0657196;0,1508598;0,2422767;0,1962337;0,09834576;0,2289753;0,08191252;0,02829695;0,173583;0,2067347;0,2038174;0,1602139;0,1257081;0,0824728;0,06349087;0,192935;0,07535219;0,2010431;0,1137009;0,1139898;0,1073747;0,09848213;0,1913214;0,09734917;0,04882813;0,2146435;0,1625943;0,2640886;0,1609464;0,0977416;0,1122799;0,1754003;0,122838;-0,08581257;0,2774968;0,1902366;0,1705074;0,1066322;0,3060818;0,1540346;0,2150884;0,06504488;0,1314812;0,2347302;0,156322;0,1555052;0,1578107;0,1397486;0,1716466;0,2172537;0,1732039;0,217423;0,2117243;0,153296;0,2071986;0,2504334;0,2639446;0,0646348;0,05114746;0,2415004;0,04320192;
650,000;0,04784107;-0,001888752;-0,06412125;0,1076345;-0,08500528;-0,1589484;0,08877945;0,08258581;-0,05969667;0,04462576;-0,05527973;-0,05351305;-0,1420698;0,04344463;-0,124783;-0,02931023;0,1064568;-0,08896494;0,07426929;0,1528406;-0,02293205;0,1760931;-0,08976173;0,02100515;-0,04279757;-0,150034;-0,190814;-0,09824896;0,003317356;-0,05606842;0,01105547;-0,003735542;-0,01080036;0,8539572;-0,01033401;-0,1319628;0,03449154;-0,003912449;-0,1943669;-0,03967714;-0,1624222;0,09049368;-0,1169968;-0,08945227;-0,05799389;-0,1332445;-0,1398015;0,02677774;-0,1015625;-0,06067801;0,08063316;0,07691526;-0,196425;-0,04728365;-0,0009803772;-0,1687932;-0,09022188;0,1233358;-0,05722046;-0,009162426;-0,02686596;
651,000;0,1243849;0,2283521;0,1040053;0,1995449;0,1737351;0,1618781;0,243104;0,1905732;0,113389;0,1131582;0,1803207;0,175796;0,1687403;0,1373587;0,1227303;0,1081219;0,2750864;0,2934031;0,2919769;0,1224027;0,1796417;0,09383631;0,1906629;0,1422105;0,02375889;0,1693606;0,1750922;0,01451969;0,05593395;0,09320498;0,02862072;0,1570697;0,2816234;0,50318;0,2646327;0,07403421;0,08792353;0,06434393;0,1902075;0,1560545;0,1837621;0,136447;0,3362341;0,1639771;0,214273;0,2522364;0,3441525;0,01417112;0,25209;0,1050839;0,1906834;0,04182673;0,1111937;0,1973338;0,2142105;0,7000594;0,2655716;0,2548685;0,2354641;0,02299023;0,1008968;
652,000;0,1361465;0,166883;0,1563659;0,1781521;0,2111254;0,2159853;0,1065621;0,04695749;0,1586599;0,2135301;0,2583542;0,1029229;0,09860611;0,2203608;-0,05610085;0,01787949;0,02144575;0,0407505;0,07863855;0,163867;-0,001176834;0,1132584;0,1104474;0,1990175;0,01337528;0,08170462;0,08348083;0,1587248;0,03173971;0,07032824;0,2382779;0,08471394;0,07259226;0,09956408;0,1613526;0,11307;0,1157494;0,08918476;0,1615686;0,2059779;0,04267645;0,1358385;0,07462597;0,1682677;0,1767759;0,08749628;0,1484194;0,1012502;0,1399646;0,1135798;0,2562456;0,1770377;0,1489105;0,06267691;0,3831029;0,1140785;0,2240458;0,1503406;-0,006946087;0,252564;0,1607342;
653,000;-0,03477526;0,07403374;0,09169436;0,09850931;0,03498268;-0,06087112;0,07033491;0,2357693;0,01273155;0,1145177;-0,06534958;0,2087655;0,1802726;-0,01330614;0,1769919;0,2305622;0,06810236;-0,008449078;0,04867363;-0,0132575;0,04419804;0,05638695;0,02947569;0,2468133;0,2365823;0,06317949;0,02651596;-0,01296854;0,1345859;0,0684371;0,1630082;0,1823177;0,08349085;0,07076645;-0,01727247;0,1784883;0,01888895;0,05348015;0,04376125;0,0357542;0,007154465;-0,0004563332;-0,04029179;0,009913445;0,07415247;-0,07570553;-0,07197428;0,0735116;0,02228546;-0,05971861;-0,01392889;-0,04327774;-0,04109144;-0,02398729;-0,05552149;0,03502035;0,000919342;0,01785851;0,1040335;0,001028538;0,1432352;
654,000;0,1770997;0,03080368;0,113627;-0,05150747;0,1395583;0,07296562;0,09782934;0,07126808;0,1774912;0,1544409;0,2557192;0,05912733;0,05438566;0,07909012;0,0397234;0,1470714;0,02774477;0,05726719;0,09244919;0,1044526;0,1322775;0,04887438;0,1361074;-0,06857204;0,09388685;0,196506;0,1767159;0,01945448;0,06171274;0,1146603;0,1520038;0,06095028;0,2214375;0,1936178;0,03599024;0,1902566;0,03445625;0,06395006;0,2440867;0,1190939;0,2039461;0,1181993;0,09648991;0,2485905;0,01749229;0,3022695;0,2258329;0,08294964;0,3278174;0,3654203;0,1416059;0,07428026;0,3053575;0,154932;0,1270919;0,2197838;0,01877165;0,04928446;0,1501212;0,1815691;-0,03433847;
655,000;-0,00365591;0,07165527;0,04366684;0,1135035;0,1041708;0,1330528;0,08716679;0,07216978;0,04577303;0,07120609;0,1026578;0,1296639;0,03292704;-0,02848196;0,08498812;0,08656979;0,0526638;-0,04176378;-0,01099491;0,1070561;0,04191589;0,09174252;0,07148838;0,1425004;0,1506257;0,05593443;0,06790257;0,06132078;0,1150713;0,06510878;0,05137825;0,1403298;0,09820652;-0,01097822;0,1025124;0,01857233;0,09239674;0,0797224;0,02070522;0,08403063;0,1490731;0,05173349;0,004519463;0,05936956;0,1064553;0,0115819;0,04929209;0,1242428;0,001571178;0,02478504;0,09261179;0,1594467;0,06274652;0,01802444;0,1144862;0,07419014;0,07209253;0,080091;0,05136967;0,07690096;0,2165112;
656,000;0,03931808;0,02804756;0,03595638;0,01497078;0,02308941;0,01816082;0,02832127;0,03274488;0,0305829;0,02798939;0,02729321;0,01714754;0,03448153;0,04493332;0,02611732;0,02945137;0,03333759;0,04592991;0,04568291;0,02366495;0,03763771;0,01878309;0,02816534;0,01505804;0,01963758;0,03284216;0,03161192;0,02443933;0,0229516;0,03188944;0,03208017;0,01990891;0,02730179;0,04636335;0,02293062;0,03838158;0,02237654;0,031322;0,03735304;0,02522612;0,02007103;0,03315639;0,04019737;0,0320549;0,02003241;0,04236603;0,02800465;0,01635981;0,0433774;0,03727722;0,02581406;0,01594353;0,03466177;0,04112291;0,02100897;0,03328753;0,0261488;0,03153563;0,04061508;0,02993727;0,005174637;
657,000;0,02198935;0,007479191;0,004554749;0,03246641;0,02271938;0,01848078;0,008734703;-0,003593445;0,02255535;0,02766323;0,01654625;0,03418159;0,01637745;0,01256466;0,008721352;0,01580763;0,009262562;0,0171113;-0,00562191;0,01895952;0,01721859;0,03953409;0,03295851;0,02139044;-0,0003194809;0,01909876;0,01679373;0,0345788;0,01196909;0,02132559;0,02415276;0,006839752;0,02300119;0,01597595;0,01848936;0,02085638;0,02411842;0,01111078;0,03262186;0,03570557;0,04289293;0,01352406;0,01947355;0,02371979;0,03542709;0,01636457;0,03566647;0,03816414;0,01954842;0,01926088;0,03758144;0,02629089;0,003089905;0,008229256;0,02760458;0,01270294;0,03137922;0,002276421;-0,0004072189;0,02661085;0,02668381;
658,000;0,01259756;-0,01324129;0,04979658;0,04970121;-0,02305794;-0,00307703;0,01222467;0,04800177;-0,01733446;0,07434559;0,01078176;0,01596975;-0,00828886;-0,001368046;0,006091118;0,0390234;0,01945925;-0,01411676;0,03525877;-0,01011562;0,02047539;-0,02782726;-0,01239109;0,01212263;0,01797485;0,0009622574;0,02577496;0,004565716;0,03331041;-0,01219654;0,0221796;0,03210497;-0,04208136;0,01500463;0,03051996;0,00684309;0,01674891;0,02452993;0,003557682;-0,008856297;-0,02992678;0,04713774;-0,05602217;0,02432632;0,04141474;-0,03334045;-0,03206301;0,02642393;-0,05044699;-0,07019949;-0,008815765;0,003938198;-0,05473995;-0,02605963;0,04232883;-0,01294947;-0,006006241;0,01435089;0,04083967;-0,004969597;0,02011728;
659,000;-0,1015992;0,02639246;-0,01416063;-0,04572153;-0,01406384;-0,08665419;-0,04363394;-0,005535603;-0,08194923;-0,04274845;-0,06394958;-0,1439133;-0,04443073;-0,004971504;0,06574678;-0,04285192;-0,07091141;0,09509373;0,05107307;-0,04408932;0,08046675;-0,017097;-0,04379845;-0,1633949;-0,01769876;-0,04798889;-0,004970074;-0,1059971;-0,0543952;-0,06431866;-0,1432052;-0,1152506;-0,055089;-0,05768394;-0,07731152;0,0884881;-0,1402774;-0,08914614;-0,1041183;-0,032166;0,1877899;-0,1394544;0,01241207;-0,01641655;-0,0401001;0,03111172;0,0180378;-0,1898122;0,03160334;0,07202387;-0,06651306;-0,04398251;-0,04985094;0,1403494;-0,06117201;0,06367016;0,01662016;-0,08472395;0,02193546;0,01882553;-0,004990101;
660,000;0,1405201;0,09834814;0,005207062;0,173501;0,1955423;0,07210779;0,03715849;0,01012945;0,05936861;0,118844;0,1024408;0,0761137;-0,0513382;0,228642;0,06944132;0,08727932;-0,0006713867;0,1194925;-0,07624149;0,1522703;0,02241945;0,01281881;0,09090233;0,2195916;-0,002064705;0,07016659;0,17274;0,2096944;0,0529995;0,02462292;0,2036238;0,03153753;0,1144853;0,004460335;0,1187096;0,04454947;0,08398533;0,01058531;0,1756568;0,147347;0,07698774;0,3283362;0,1160593;0,2028117;0,2196045;0,2514691;0,2076402;0,1308589;0,1787667;0,2379751;0,1650009;0,167088;0,01037264;0,08294535;0,136095;0,02773666;0,1730428;-0,08053064;-0,1052399;0,1916628;0,1366119;
661,000;-0,07618761;0,2264795;0,08503628;0,1963181;-0,05746794;0,006206036;0,07682848;0,2324238;-0,01636696;0,07420683;0,163085;0,236095;0,2869501;0,01447821;0,09125614;0,1603689;0,1177325;0,08955812;0,462595;0,01974535;0,3411093;0,4346781;0,07287407;0,0762229;0,2529631;-0,04690933;0,01830626;0,1215162;0,1197639;0,3920441;0,04932022;0,2208252;0,1623955;0,6442733;0,03668737;0,1357627;-0,05096912;0,129528;-0,08194923;0,1252398;0,05194187;0,347991;-0,02171373;0,0117569;0,1047907;0,2112598;-0,0699811;0,04398012;0,2801623;0,01548338;0,02799082;-0,02522898;-0,05247259;0,2602057;-0,02349138;0,09484959;0,03249502;0,3173223;0,7132916;0,06618834;0,0574398;
662,000;-0,2639828;-0,237813;-0,181757;-0,3593106;0,5957284;-0,4518385;-0,3090649;-0,3019223;0,5858698;-0,3623352;0,1224661;-0,4539046;-0,5939159;-0,1849933;-0,4868736;-0,4465895;-0,5061088;0,003038406;-0,2830176;-0,1058087;0,3128686;-0,5027475;-0,1937199;0,1094198;-0,1715269;-0,01376534;-0,3057938;-0,1829648;-0,364696;-0,5614343;0,1023135;-0,4369965;-0,2414589;-0,2116604;-0,4148669;0,1219759;0,5805659;-0,2965069;-0,02035379;-0,10707;-0,09887123;-0,3577766;0,5893536;0,1012983;-0,2576952;0,1235585;0,1087828;-0,5657878;0,1293216;0,1157327;-0,5025568;-0,5916338;0,2960949;-0,3416824;0,5812416;0,1324973;-0,2539482;-0,4293313;0,04399538;-0,02021027;-0,7219591;
663,000;0,3361421;0,1592188;0,2136426;0,2920442;-0,03677893;0,2185659;0,2128024;0,2922058;0,2615314;0,2550979;0,2105584;0,5606542;0,2311549;0,06739664;0,3375492;0,3405161;0,09410095;0,02181196;0,2610078;0,1510391;0,1720924;0,390686;0,4227667;0,2372141;0,1813397;0,2083282;0,002801418;0,1837931;0,3795595;0,2326736;0,3595085;0,1943607;0,1281686;0,1703458;0,3333325;0,2005968;0,2130828;0,1751113;0,2435951;0,2814283;0,1814609;0,336339;0,117866;0,3560538;0,3305144;0,1741724;0,2069998;0,4363961;0,1740923;0,0793252;0,4864745;0,2556605;0,03496504;0,1328416;0,2560639;0,02715445;0,2547493;0,1920476;0,03973866;0,4158187;1,043998;
664,000;0,1910424;0,05363178;0,01860666;-0,03266239;0,1258144;-0,09495401;-0,06424713;-0,04413509;0,07676792;0,1268458;0,1794882;0,0247798;-0,04893637;-0,08798265;-0,005657673;0,1304908;0,2002935;0,03318167;0,08149004;0,07297707;0,112011;0,03346443;-0,03672743;-0,01914072;-0,0671401;0,08300734;-0,01871967;0,07254839;-0,05476618;0,05582666;-0,04293776;0,06233692;0,08775091;0,2432027;-0,03422928;-0,03850985;-0,1021271;0,4053183;0,0597086;-0,04012775;0,1239338;0,05652475;-0,132688;-0,09960318;-0,02000093;0,03920364;0,1390591;0,0100565;0,01022196;-0,1037097;-0,1426167;-0,08141661;0,09803581;0,04405117;-0,01764917;0,2883239;0,1878281;-0,05222464;0,3288455;-0,02364349;-0,007161617;
665,000;0,002675056;0,001034737;-0,008159637;0,06249285;-0,03957748;0,03566504;0,09945726;-0,08488035;-0,0619297;0,177979;0,05956841;-0,006972313;0,002133369;0,05913591;0,04100418;0,08655643;-0,06383419;0,07804108;-0,06416893;0,08706379;0,01754665;-0,05069113;-0,0005793571;0,03748512;0,005398273;0,03952122;0,2792368;0,09892082;-0,009518147;-0,007119179;0,1290073;0,0375185;0,1090279;-0,09000969;0,08340406;0,1327929;0,09958553;-0,09866095;0,05881214;0,1211023;0,1088758;0,08274555;-0,003193378;0,1831975;-0,001154423;0,02145529;0,2554336;0,08626509;-0,06778717;0,1235113;0,05765676;0,156209;-0,03736591;0,01737404;0,1791692;0,08132601;0,247623;-0,02807331;-0,007570744;0,1009932;0,02581549;
666,000;-0,1535401;0,0255971;-0,1152372;-0,03853321;-0,1468291;-0,1338334;-0,1254368;-0,02763462;-0,1827807;-0,1783338;-0,01077652;-0,09137917;-0,05306864;-0,1041374;-0,1266866;-0,1777096;-0,0267005;-0,1918364;-0,07148027;-0,005391121;-0,1067414;-0,05003786;-0,1085796;0,04977131;-0,01952267;-0,1361365;-0,1909447;0,04741573;0,02739477;-0,005139351;0,05111408;0,05826712;-0,2968488;-0,09784222;0,01641941;-0,09390306;-0,1650925;0,001630306;-0,03059673;0,08801413;-0,1898594;-0,02801561;-0,1635218;-0,1251431;-0,04638624;-0,04079247;0,05326605;0,01753712;-0,1477442;-0,1643095;-0,1920142;-0,1756363;-0,1751375;-0,2371745;-0,03998613;-0,1618204;-0,06091166;-0,04077387;0,03122187;-0,06871939;0,1250782;
667,000;0,04881907;-0,09032822;-0,1279073;0,09799385;0,1311417;-0,06950045;0,07475996;-0,03542042;0,101687;-0,09487057;-0,08026123;0,08806801;0,1352811;-0,1841912;-0,005021095;-0,005397797;-0,1012721;0,514173;0,09911346;-0,1023912;0,3384123;-0,116961;-0,1118841;-0,2058387;0,06614017;-0,02233839;-0,2060432;0,07136011;-0,2164359;-0,05911255;0,0669775;-0,03198147;0,5113316;0,2114682;-0,2242856;0,04343605;-0,1471996;-0,1044617;-0,146513;-0,04992151;0,3155055;0,06175566;0,2296543;0,3116522;-0,1885104;0,1501446;0,4724755;-0,1837211;0,1428175;0,1064091;0,06630993;0,1170039;0,02870417;0,3807316;0,0007257462;0,2616401;0,2253985;-0,2193809;0,105288;0,198154;-0,08629847;
668,000;0,3132195;-0,09293842;-0,1120176;0,2059536;0,1907496;0,2285352;-0,1115937;-0,1557536;0,171463;0,3187237;0,3175335;0,09515572;0,06970882;-0,1762953;0,01591206;0,07290459;0,006935596;0,4667068;-0,01358843;0,02896643;0,1607423;-0,02624273;0,01802492;0,03030968;0,1591854;-0,001834393;0,1282945;0,1766715;0,08900785;0,02948475;0,08614731;-0,05758619;0,4462128;0,145988;0,2833328;-0,1372252;0,03597975;0,1291423;0,03984451;0,2472911;0,1902719;0,1965175;0,1781487;0,3553538;0,08518982;0,05731392;0,4105844;0,1516461;0,2058973;0,280241;0,210042;0,1941934;-0,09234047;0,2699161;0,4261789;0,2157393;0,3489323;-0,01301432;-0,0003170967;0,2790709;0,358285;
669,000;0,1653113;0,00298357;0,04764032;0,1269016;0,01367474;0,07625532;0,01975203;0,102932;0,05207062;0,2190928;0,218977;0,1375484;-0,07435846;-0,05329704;-0,03166103;0,01343107;0,1732435;-0,06051683;0,02049351;0,07602501;-0,1118927;0,1708751;0,03847504;0,2596965;0,1633492;0,02314472;0,166429;0,2563038;0,08100891;0,08235788;0,06716251;0,1564379;-0,08226299;0,03905869;0,2023358;-0,07417536;0,1209002;0,1781487;0,05382299;0,2605386;-0,03348923;0,1397099;-0,01045465;-0,03027248;0,2188802;-0,01567316;-0,06949282;0,1771026;0,08580828;0,06449461;0,1075048;0,1573482;-0,05019188;-0,105566;0,1057901;-0,124382;0,05112362;0,1325059;0,06208992;0,08774662;0,2986703;
670,000;0,03890038;-0,003363132;0,1631851;0,01934242;0,05811691;-0,00633812;0,04377317;0,08585262;-0,02778435;-0,06251049;-0,04622602;-0,0473938;0,006761074;0,02115345;0,2537718;6,198883E-5;0,1081438;0,123445;0,06622219;0,03764153;0,1215291;-0,02934122;-0,004725456;0,1431723;0,1359868;0,07897997;-0,08055782;-0,002947807;-0,0270977;0,1962867;0,0381937;0,08236122;0,08145189;0,1715059;-0,04676056;0,02881098;0,05815268;-0,01534891;0,03259993;0,004871845;0,08448696;0,01955366;0,09342051;-0,004915237;0,01779175;0,114377;-0,0141077;-0,006986618;0,1612682;0,03764963;-0,05835342;-0,02093506;0,09117603;0,2904744;-0,04684782;0,1880999;0,050354;0,03079414;0,1293154;0,02432156;-0,05295229;
671,000;0,001107693;0,1004119;-0,05544329;-0,002779484;0,07678223;0,02295876;0,000515461;-0,002058029;0,02274036;0,04531765;0,1030111;-0,03155565;0,02620411;0,05163813;-0,1061168;-0,0216074;-0,04010725;0,08199692;-0,01959181;-0,02111435;-0,0145793;-0,06676292;-0,001451015;0,004443645;0,02747011;0,07925844;0,07189989;0,07061672;-0,08542347;-0,05264473;-0,001288414;-0,04475164;0,1396885;-0,05454063;0,0721941;0,07607174;-0,01826763;-0,06525135;-0,00100565;0,02402163;0,1077585;-0,1036291;-0,01690865;0,1017466;0,06950808;0,1711268;0,0718751;0,02287626;0,05760622;0,1361299;0,1232524;0,06744623;-0,01498556;0,04124069;0,07411242;0,01293945;0,1044016;-0,02335501;-0,09371471;0,1031013;-0,003786564;
672,000;-0,01382017;0,007784843;0,03316689;0,01000118;-0,01693296;-0,005006313;0,002119541;0,05734205;-0,0293088;0,009373188;-0,05921602;0,07045078;-0,07273293;-0,03843212;0,03552437;0,002148628;0,01688671;-0,05320978;0,001888275;0,001715183;-0,01054239;0,002777576;0,04183578;0,01590061;0,02823019;-0,01691914;-0,04373264;-0,001765251;0,0596633;0,03377485;0,04218292;0,07674217;-0,08901119;-0,008734703;0,02054691;-0,02755928;-0,02728748;0,01606989;0,04094362;-0,02741671;-0,04223347;0,04444742;-0,01132679;-0,01964426;0,03540421;-0,05892134;-0,01587677;0,01043367;-0,02408504;-0,03293467;0,03382444;-0,009045124;-0,04764414;-0,0344882;-0,01962471;-0,02333546;-0,005607605;0,05787802;0,006818295;-0,01910448;0,02534914;
673,000;0,02493429;0,01545334;0,02134037;0,03765917;0,03043652;-0,01824236;0,06647682;0,03402901;0,02395439;0,06795597;0,01418924;0,004851818;0,07064533;0,07190943;0,03396988;0,05706692;0,04278851;0,04777956;0,04826212;0,0270853;0,05100441;0,05941248;0,03685141;0,03551054;0,04500246;0,03520536;0,06654406;0,06274414;0,02384615;0,03781796;0,01680326;0,04649734;0,070117;0,01703978;0,0229826;0,03883505;0,03308868;0,04835081;0,01481819;0,0536499;0,05886316;-0,02934027;0,07193136;0,04182911;-0,01443434;0,06856012;0,043046;0,02240276;0,0634675;0,07541513;0,01585674;0,02267313;0,06300306;0,0748477;0,01776505;0,07045412;0,05476856;0,003096581;0,02125454;0,05445147;-0,001581669;
674,000;0,06586027;0,06513453;-0,006373405;0,2100449;0,0866971;0,1283736;0,01899242;0,1187096;0,1131563;0,1611986;0,1300755;0,1069279;0,04418707;0,01579475;0,06325245;0,09380627;0,05714893;0,1059742;0,07927942;0,02331495;0,02141285;0,07222271;0,1121392;0,07006359;0,04289293;0,09976912;0,09943151;0,05921268;0,1074495;0,07270145;0,04180193;0,06609106;0,08466768;0,01880741;0,1316361;0,04979515;0,1437821;0,06607676;0,07725477;0,06987381;0,05290842;0,03807211;0,09592295;0,1140685;0,09668875;0,1423459;0,05531359;0,09592438;-0,01968622;0,1474061;0,09655237;0,2063394;0,03812885;0,06948423;0,09014606;0,1136723;0,1368828;0,09727812;0,04605913;0,1488233;0,08915615;
675,000;-0,0111165;0,002491951;0,02148962;-0,03703213;0,02839613;-0,005860329;-0,01608324;0,01742744;-0,00784111;-0,02518654;-0,03214884;0,006073952;0,02018213;-0,006247044;0,02030516;0,02153254;0,0323801;0,01093626;0,06133652;-0,01852274;-0,03979826;-0,01063204;-0,004087448;0,08443451;0,01685047;-0,04084682;-0,08148003;0,001397133;-0,01501322;-0,003368378;-0,0124855;-0,01803923;0,05464172;-0,03411865;-0,05248451;0,09395885;0,01250076;0,03899622;0,001011372;0,005690575;-0,04319477;-0,004538059;-0,05839634;-0,005144119;-0,04635286;-0,01934481;0,03923893;-0,05331469;0,01348114;-0,05094099;-0,017138;-0,05907393;-0,02534151;0,03856707;-0,06357145;-0,02643633;-0,06423521;0,05888939;0,07374382;-0,03821564;-0,01545;
676,000;0,008570671;0,05733681;0,06074953;0,001736641;0,1216063;0,04355001;0,0311718;-0,0169239;0,03602839;0,04846001;0,07035875;0,06777716;0,003179073;0,0512104;0,08738899;-0,01756382;0,03740072;0,002746105;0,01808596;0,00451231;0,09201336;-0,0198288;0,0132885;0,04569769;0,05058908;0,06222868;0,0007109642;0,0143733;-0,005133152;-0,008608341;0,01462126;-0,008252621;0,07324934;0,01371241;-0,0007123947;0,07911158;0,07496881;0,06065369;0,1094084;0,09362459;0,07633638;-0,007582188;0,0606389;0,04035664;0,007420063;0,08601093;0,04236984;-0,003437996;0,1229353;0,1136203;-0,01375914;0,03966665;0,06405926;0,06815863;0,1014743;0,03222895;0,08503675;-0,03167725;0,02275944;0,03248644;-0,02929735;
677,000;0,03439808;0,03317595;-0,03376245;0,04432917;0,03366947;0,05729675;0,004723072;0,02413464;0,01836252;0,04009199;0,08042288;0,04430294;-0,02539968;0,02640152;-0,0269475;-0,03636122;0,005072594;0,06251335;-0,006252289;0,06401205;-0,02518559;0,01856947;-0,06244707;0,02126694;0,09680557;0,05217123;0,01543188;0,06823874;0,05549431;0,06147146;0,06951237;0,06924582;0,05229759;0,02713919;0,01184511;-0,02376556;0,08160448;-0,01849508;0,04493761;0,05270052;-0,0283699;0,05463314;0,001010895;0,007225513;0,09696007;-2,336502E-5;0,00612402;0,0813179;-0,02035666;-0,003174305;0,03685474;0,07192564;-0,0467062;-0,02430582;0,08770561;-0,007852077;0,1174045;0,008542538;0,02504921;0,07703924;0,06799507;
678,000;0,01781368;0,09771681;0,09556293;0,03148413;0,04841995;0,001267433;0,07120943;0,00328207;0,03526115;0,006247044;-0,008978844;0,01492167;0,02421236;0,06401777;0,07881546;0,05957985;0,06067228;0,1100616;4,482269E-5;0,03986979;0,02967167;0,03010321;0,0650425;0,03362989;0,06630898;0,01264906;-0,004213333;-0,01336908;0,0506649;0,07537079;-0,007740974;0,01761436;0,06502962;0,05790615;0,0121727;0,08737612;-0,02497435;0,04650831;0,01061153;0,004191399;0,05426407;0,05547667;0,04528713;0,01397371;0,01834869;0,06121492;0,04124928;0,0466094;0,09502459;0,04934883;0,02884388;0,005862713;0,03999615;0,08809757;-0,01302767;0,08235693;0,015172;0,06300116;0,007015705;0,01291037;0,007468224;
679,000;0,02413845;0,02274084;0,003457546;0,09577608;0,07282686;0,06560993;0,04318476;0,06013966;0,08575058;0,1069236;0,08896446;0,04464817;0,07089901;0,02850103;0,02101564;0,01914263;0,01815987;0,06606817;0,03256321;0,04469013;0,03072214;0,01721954;0,07903242;0,05376339;0,006023407;0,08011866;0,06444311;0,04631233;0,0621624;0,06758881;0,04103041;0,0184927;0,08767986;0,01607323;0,1020288;0,06934166;0,07109594;0,1087794;0,1082273;0,1080236;0,1052723;0,03282928;0,0230937;0,1245842;0,07292366;0,07045174;0,05683804;0,03245401;0,055902;0,1076226;0,02663851;0,07549906;0,07763243;0,05178881;0,1171312;0,07699442;0,06435537;0,001662254;0,03301954;0,07447386;0,03317356;
680,000;0,01128149;0,02290916;-0,01207399;-0,008525848;-0,008367062;-0,01910019;0,01214409;0,01286364;-0,01951218;-0,01821566;0,01386595;0,04961157;-0,01097059;0,01147842;0,03381205;0,03431082;0,0098629;-0,05317354;0,001024723;0,0610652;-0,0001535416;0,06085014;0,0008468628;0,001751423;0,04706383;-0,008004665;-0,03014183;0,002092361;0,02562857;0,03495073;0,01395321;0,02434683;-0,02145386;0,02296543;0,02673101;-0,01160479;-0,02951097;0,02591562;-0,006778717;-0,01900434;-0,01955271;0,0731864;-0,03261328;-0,008529663;0,02597284;0,02322054;0,001364708;0,03680658;-0,02170706;-0,04007578;-0,009502888;0,02493;-0,02215528;-0,001279354;0,02708721;0,0007991791;-0,01953125;0,04680443;0,03450966;0,01459694;0,01305819;
681,000;0,04573298;0,02238035;0,01714087;0,02258205;-0,01133442;-0,001187325;0,02135563;0,03399086;0,009257317;0,01197863;0,03820515;-0,01584148;0,07656336;0,03278971;0,04430819;0,03161383;0,07346821;0,1162138;0,03454304;0,001089573;0,04893398;-0,01083565;0,01852608;-0,006607533;0,02916145;6,008148E-5;0,02425528;0,009497166;-0,0001392365;0,05751944;-0,002807617;-0,008027077;0,1186371;0,0008816719;-0,001842499;0,06104231;0,02239466;0,008242607;-0,009876728;0,05491734;0,008200645;0,01213694;0,05150223;0,06628656;-0,01908827;0,08177233;0,02420712;-0,02004051;0,03667879;0,04658556;-0,002915859;0,01832294;0,09558916;0,07300138;-0,002792358;0,0344739;0,02625465;-0,0007500648;0,07529402;-0,01536179;0,009395599;
