,180,172,188,192,196,200,204,208,212,182,186,190,176,194,198,202,206,210,178,174,170,166,162,168,158,154,150,181,185,189,193,197,201,205,164,209,213,177,173,169,165,161,157,153,149,160,179,175,156,152,148,184,
Wavenumbers [1/cm],Transmittance,transmittance,transmittance,transmittance,transmittance,transmittance,transmittance,transmittance,transmittance,transmittance,transmittance,transmittance,transmittance,transmittance,transmittance,transmittance,transmittance,transmittance,transmittance,transmittance,transmittance,transmittance,transmittance,transmittance,transmittance,transmittance,transmittance,transmittance,transmittance,transmittance,transmittance,transmittance,transmittance,transmittance,transmittance,transmittance,transmittance,transmittance,transmittance,transmittance,transmittance,transmittance,transmittance,transmittance,transmittance,transmittance,transmittance,transmittance,transmittance,transmittance,transmittance,transmittance,
2237.326,0.01601983,0.01746433,0.006628545,0.00182891,7.374089E-5,0.001518448,0.002987617,0.003428927,9.707655E-5,0.02410565,0.0187037,0.0131236,0.01969177,0.005564619,0.0007782742,0.00287659,0.004959962,0.006103622,0.0245028,0.02258537,0.01201712,0.003870168,0.001308818,0.01142378,0.0008327134,0.001275256,0.009359471,0.02541961,0.0220943,0.01638524,0.003508048,0.001843455,0.003456862,0.008590348,0.01609038,0.005282612,0.001115727,0.0275043,0.01247906,0.0125839,0.0031253,0.001115468,0.001092956,0.001990937,0.002989324,0.005223895,0.02700907,0.02485182,0.001406651,0.002486081,0.006421877,0.008070077,
2233.468,0.02240042,0.02342768,0.006901563,0.001527299,6.090653E-5,0.001349044,0.003857017,0.003202585,8.211074E-5,0.02300612,0.01663478,0.01060897,0.0217489,0.004212941,0.0007163713,0.003572901,0.004710844,0.005693692,0.02653703,0.01967901,0.009062982,0.002904416,0.001218661,0.009115268,0.0009622935,0.001629967,0.009936727,0.02470283,0.02105486,0.01422284,0.002700017,0.001704526,0.004279127,0.008620645,0.0141743,0.005012596,0.0008966428,0.02701387,0.00956326,0.009475301,0.002477824,0.001112656,0.001367989,0.002422427,0.002893256,0.003822289,0.02665528,0.02236266,0.001282161,0.003071166,0.006935037,0.009870805,
2229.611,0.0278884,0.02777346,0.006910405,0.001234302,5.460257E-5,0.001277517,0.004787459,0.002959992,7.871864E-5,0.02125099,0.0142344,0.008128536,0.0211514,0.003184085,0.0006882881,0.004286107,0.004437277,0.005214627,0.02734393,0.01648956,0.006603154,0.00231674,0.001173819,0.006489401,0.001160191,0.002042711,0.01035826,0.02321402,0.01936612,0.01175075,0.002206882,0.001662286,0.005236616,0.00854057,0.01187509,0.00474261,0.0007555414,0.02550157,0.007078787,0.00688664,0.00208028,0.00113839,0.001736664,0.002847397,0.002577813,0.002849694,0.02532219,0.01935985,0.001203696,0.003748283,0.007391987,0.01147676,
2225.753,0.03025587,0.02846599,0.006637881,0.0009721792,5.204016E-5,0.001280815,0.005681357,0.002721375,8.503999E-5,0.0189236,0.01161033,0.005976467,0.01799276,0.002474208,0.0006994598,0.00495877,0.004140181,0.004648722,0.02685012,0.01323104,0.004753693,0.001956275,0.001166239,0.004318488,0.001456565,0.002523445,0.01057165,0.02100761,0.01700111,0.009209316,0.001905298,0.00172262,0.006267034,0.008370585,0.009455746,0.004455342,0.0006777613,0.02309534,0.005145373,0.004954073,0.001823592,0.001202082,0.002207675,0.003220583,0.002088059,0.002214791,0.02306868,0.0160683,0.001169948,0.004471722,0.007747316,0.0126776,
2221.896,0.02874345,0.02529465,0.006105244,0.0007520875,4.281162E-5,0.00134354,0.006454052,0.002493702,8.714424E-5,0.01614583,0.008979968,0.004347745,0.01360849,0.002023767,0.000756498,0.005537946,0.003826278,0.004017743,0.02502464,0.01013608,0.003504271,0.001736969,0.001182117,0.002844477,0.001863228,0.003049238,0.01053408,0.01815705,0.01406268,0.006879838,0.001719495,0.001902816,0.007309681,0.008140594,0.007181273,0.004118383,0.0006483226,0.01992245,0.003773097,0.003647061,0.00165058,0.00132028,0.002777259,0.003484224,0.001546893,0.001817429,0.01999327,0.01272334,0.00119038,0.005207092,0.007949647,0.01328519,
2218.038,0.02448999,0.0200154,0.005378559,0.0005706897,2.670675E-5,0.001484759,0.007035817,0.002278653,8.112803E-5,0.01311663,0.006640521,0.003259081,0.009500545,0.001761621,0.000865803,0.005970736,0.003510009,0.003362306,0.02190802,0.007454193,0.00272177,0.001599599,0.001218504,0.001946998,0.002371044,0.003559296,0.01017888,0.01485413,0.01087891,0.004995761,0.001615852,0.002241684,0.00831477,0.007864827,0.005256936,0.003709809,0.0006644976,0.01620021,0.002866302,0.00282346,0.001542327,0.001509471,0.003420631,0.003560111,0.001079889,0.001571189,0.01633159,0.009588892,0.001265355,0.005941235,0.007954351,0.01318081,
2214.181,0.01931559,0.01466721,0.004556153,0.0004290775,2.12083E-5,0.00174883,0.007406858,0.002083447,7.017812E-5,0.01012803,0.004820982,0.002587803,0.006409066,0.001633844,0.001044009,0.006230783,0.003217162,0.002730949,0.01781108,0.005376185,0.002236617,0.001502099,0.001295047,0.001423994,0.002979271,0.003989642,0.009432492,0.01145955,0.007932168,0.003647274,0.001582956,0.002792528,0.009243975,0.007553476,0.003790738,0.003245314,0.0007277824,0.01234357,0.002304173,0.002314307,0.001489824,0.001802737,0.004115188,0.003392691,0.0007426006,0.001420156,0.01251053,0.00694382,0.001402082,0.006668,0.007753789,0.01238723,
2210.323,0.0144932,0.01031578,0.003730411,0.0003276687,2.529725E-5,0.002197979,0.007597636,0.001914344,6.743425E-5,0.007490938,0.00356882,0.002178947,0.00435318,0.001588605,0.001329417,0.006336848,0.002971402,0.002168901,0.01339877,0.003934221,0.00192501,0.001435648,0.001442043,0.001109317,0.003686141,0.004284017,0.008286662,0.008398714,0.005619023,0.002771675,0.001610998,0.003573718,0.01007923,0.007228142,0.002776997,0.002761316,0.0008457899,0.008893441,0.001969486,0.001994706,0.001472317,0.002256244,0.004861695,0.00298186,0.0005232991,0.001331915,0.009058927,0.004975989,0.001629297,0.007402494,0.007372484,0.01106888,
2206.466,0.01053041,0.007158806,0.002956138,0.0002561278,2.854208E-5,0.00291089,0.007636982,0.00176944,8.275858E-5,0.005419689,0.002769468,0.001927179,0.003062321,0.001593335,0.00175844,0.006315941,0.002769073,0.001710212,0.00945774,0.003006617,0.001726543,0.001409064,0.001689195,0.0009031009,0.004468734,0.004378285,0.006833807,0.005984764,0.004053591,0.00223748,0.001692751,0.004541728,0.01081817,0.00689219,0.002120624,0.002284746,0.001020436,0.006249596,0.00175688,0.001796845,0.001484025,0.002909107,0.005667219,0.002385628,0.0003883094,0.001285441,0.006369359,0.003669917,0.001980077,0.008158848,0.006826694,0.00943998,
2202.608,0.007510368,0.005017648,0.002269865,0.0002103194,3.273214E-5,0.003919407,0.007546497,0.001639211,0.0001001394,0.00396511,0.002269024,0.001778845,0.002264743,0.001664473,0.002342569,0.006186574,0.002591992,0.001374007,0.006502703,0.002426557,0.00160774,0.001425587,0.002069695,0.0007647754,0.005315874,0.004200235,0.005266283,0.004312251,0.003089208,0.001918231,0.001847163,0.005627905,0.01146191,0.006540472,0.00170408,0.001849619,0.001247208,0.004476292,0.00161354,0.001677007,0.00154429,0.003763882,0.006511608,0.001735491,0.0003045747,0.001270125,0.004536487,0.002854847,0.002480042,0.008913559,0.006114391,0.007695151,
2198.751,0.005346315,0.0036162,0.001704188,0.0001870146,3.783501E-5,0.005144129,0.007358375,0.001514399,0.000109473,0.003030705,0.001964378,0.001705029,0.001775795,0.001850362,0.003057881,0.005972923,0.002424755,0.001153585,0.004575042,0.002065081,0.001535033,0.00148711,0.002634821,0.0006752007,0.006227364,0.003713088,0.003835534,0.003267228,0.002495441,0.001720793,0.002123305,0.006771557,0.01199667,0.006180027,0.001439006,0.001496183,0.00152308,0.003376301,0.001524896,0.001599811,0.001664932,0.004796214,0.007338508,0.001189643,0.000245472,0.001292102,0.003404497,0.002351373,0.003151725,0.009621114,0.005254779,0.005999058,
2194.893,0.003873841,0.002710826,0.001270778,0.0001741452,3.582128E-5,0.00641074,0.007080413,0.001389061,0.0001217653,0.002460222,0.001788576,0.001696112,0.001472701,0.002202753,0.003825056,0.005687296,0.002246901,0.00102379,0.00340804,0.001841921,0.00149353,0.001603508,0.003434048,0.0006145973,0.007151437,0.002974325,0.002730284,0.002634839,0.002113448,0.001598782,0.002581616,0.007890673,0.01236145,0.005793066,0.001270785,0.001241079,0.001827776,0.002700588,0.00147608,0.001551141,0.001852425,0.005953837,0.008034077,0.0008206049,0.0002031272,0.001363498,0.002723264,0.002036149,0.003980234,0.0101995,0.004300865,0.004481087,
2191.036,0.002911648,0.002130854,0.0009604857,0.000165035,2.90553E-5,0.007513357,0.00670294,0.001255375,0.0001437837,0.002115496,0.001685713,0.001748692,0.001271178,0.002762192,0.004522413,0.005321464,0.002036911,0.0009565672,0.002705532,0.001703258,0.001492682,0.001784978,0.00445312,0.0005681062,0.007968993,0.002152222,0.001982904,0.002232511,0.001877068,0.001538805,0.003278736,0.00886941,0.01244957,0.005327816,0.001162503,0.001082995,0.002117656,0.002271881,0.001460597,0.001539461,0.002139373,0.007162943,0.008419769,0.0005938351,0.0001823762,0.001487799,0.002292283,0.001832546,0.004889897,0.01052467,0.003336655,0.003233326,
2187.179,0.002302873,0.001763894,0.0007530708,0.000158055,2.940742E-5,0.00829274,0.006254649,0.001106807,0.0001812254,0.001900432,0.001630289,0.001863222,0.001126088,0.003529499,0.005039596,0.004886413,0.00179469,0.0009389137,0.002264707,0.001614283,0.001540011,0.002051254,0.005607014,0.0005287235,0.0085366,0.001447499,0.00151624,0.001964774,0.001742712,0.001533848,0.004231981,0.009611547,0.0121964,0.004756461,0.001093092,0.001017782,0.002354837,0.001995843,0.001478954,0.001576727,0.002584614,0.008343062,0.008338353,0.0004504117,0.0001775029,0.001677924,0.002008035,0.001696201,0.005787902,0.01051214,0.00248206,0.002314771,
2183.321,0.001918526,0.001528067,0.0006249088,0.0001555949,4.213402E-5,0.008691004,0.005786972,0.0009514584,0.0002475694,0.001759937,0.001625866,0.002061839,0.001021248,0.00442878,0.005316982,0.004427244,0.00154117,0.0009741206,0.001969726,0.001562703,0.001626563,0.002449567,0.006794217,0.0004956977,0.008730587,0.0009702178,0.001236111,0.001792863,0.001663322,0.001576811,0.005374016,0.01007482,0.01163283,0.004107805,0.00105448,0.001034262,0.002527536,0.001823085,0.001530075,0.001667819,0.003237206,0.009418592,0.007727725,0.0003574743,0.0001749524,0.001963352,0.001822189,0.001609051,0.006603765,0.01016267,0.00183104,0.001716136,
2179.464,0.001660157,0.001365634,0.0005530005,0.0001626547,5.838655E-5,0.00878709,0.005348365,0.0008074219,0.0003410897,0.001671883,0.00167216,0.002387698,0.0009522378,0.00535987,0.005380622,0.004004138,0.001300893,0.001064489,0.001763373,0.001547373,0.001742689,0.003031953,0.00797486,0.0004786317,0.008516671,0.0006956835,0.001071739,0.001693145,0.001621104,0.00166946,0.006608002,0.01032194,0.01088004,0.003450804,0.001040207,0.001115648,0.002655698,0.001716622,0.001623157,0.001811942,0.004125943,0.01037963,0.006665582,0.0002934988,0.0001707469,0.002377463,0.001709287,0.001574059,0.007331659,0.009565467,0.001391714,0.00135022,
2175.606,0.001475827,0.001247696,0.000510389,0.0001740507,7.16838E-5,0.008796446,0.005002255,0.000685169,0.0004434674,0.001630994,0.001764568,0.002910377,0.0009104563,0.00633322,0.005353083,0.003681432,0.001095511,0.001219619,0.001625043,0.001569978,0.001906348,0.003869756,0.009262187,0.0004885532,0.007983064,0.0005327804,0.0009783136,0.001645171,0.001622394,0.001830761,0.007950052,0.01056744,0.01013485,0.002858478,0.001050298,0.001255919,0.002787318,0.00164597,0.001771115,0.00202276,0.005317115,0.01135652,0.005383602,0.0002451046,0.0001677956,0.00297629,0.001649552,0.001587965,0.008089735,0.008895458,0.001117822,0.001122426,
2171.749,0.001352709,0.001165335,0.0004770767,0.0001863594,9.077313E-5,0.008901897,0.004775026,0.0005893091,0.0005539079,0.001640087,0.001926394,0.003744495,0.0008765598,0.007466155,0.005350742,0.003480953,0.0009339208,0.00146824,0.001543599,0.001637779,0.002172127,0.005101871,0.01083433,0.0005129697,0.007193475,0.0004237036,0.0009236817,0.001642809,0.001673588,0.002114041,0.009501795,0.01099493,0.009508259,0.002359085,0.001094457,0.001479756,0.002965818,0.001601863,0.00198826,0.002354852,0.006934459,0.01248056,0.004121623,0.0002176524,0.0001630516,0.003859872,0.001622516,0.001635107,0.009016067,0.0082539,0.0009545035,0.0009762896,
2167.891,0.001281243,0.001111873,0.0004512345,0.0002065086,0.0001307273,0.00906966,0.004594138,0.0005262076,0.0006812581,0.001703044,0.002209991,0.005009859,0.0008463798,0.008791032,0.005362934,0.003342415,0.0008130795,0.001840012,0.001501041,0.001762006,0.002622224,0.006863535,0.01266577,0.0005356232,0.006095937,0.000354444,0.0008897758,0.001684019,0.001787889,0.00260849,0.01124842,0.01153757,0.008878144,0.001939721,0.001182156,0.001831311,0.003180971,0.00159983,0.002316594,0.002904444,0.009058842,0.0136012,0.003015962,0.0002121884,0.0001583284,0.005113836,0.001623944,0.00171033,0.01007449,0.007523135,0.0008530863,0.0008790682,
2164.034,0.00124022,0.001082602,0.0004393877,0.0002382088,0.0001940673,0.009140939,0.004348762,0.0004948317,0.000804696,0.001821246,0.002695584,0.006726588,0.0008403505,0.01017309,0.005291175,0.003178481,0.0007353837,0.002344673,0.001490472,0.001957515,0.003374363,0.009172628,0.01445108,0.0005695481,0.004735688,0.0003080069,0.0008884284,0.001769296,0.002002412,0.003408974,0.01300453,0.01197757,0.008042513,0.001599182,0.001320742,0.002330192,0.003369192,0.00165005,0.002850295,0.003804832,0.01163346,0.01429442,0.002146416,0.0002088231,0.0001597228,0.006723677,0.001666065,0.001832526,0.0110741,0.00653663,0.0007860336,0.0008137896,
2160.176,0.001220419,0.001080844,0.0004456787,0.000283451,0.0002710206,0.009031061,0.003978553,0.000486134,0.0008912581,0.002014353,0.003517158,0.008756138,0.0008673391,0.01144198,0.005080677,0.002936124,0.0007050994,0.002956709,0.001516474,0.002252834,0.004598774,0.01191972,0.01577862,0.0006295235,0.003382869,0.0002728802,0.000938383,0.001919764,0.002380578,0.004572322,0.01454286,0.01215708,0.006950564,0.001358582,0.001529096,0.002949402,0.003475761,0.00174441,0.003757133,0.005214393,0.01446266,0.01415654,0.001540833,0.0001959993,0.000169282,0.008582832,0.001764176,0.002044282,0.01180872,0.00531268,0.0007473411,0.0007781889,
2156.319,0.001223707,0.001103968,0.000473165,0.0003578793,0.0003533175,0.008757632,0.003494258,0.0005027609,0.000924773,0.002334052,0.004832382,0.01085888,0.0009134798,0.01249499,0.004760807,0.002599778,0.0007235825,0.003608353,0.001575833,0.002718654,0.006487372,0.01487546,0.0162917,0.0007125933,0.002316943,0.0002547246,0.001038416,0.002166982,0.00301032,0.006068476,0.01570771,0.01202723,0.005719394,0.001231157,0.001856128,0.003628769,0.003492768,0.001888034,0.005289505,0.00727082,0.01721593,0.01301686,0.00115365,0.0001812744,0.000188903,0.01054417,0.001935183,0.002396202,0.012123,0.004051552,0.0007364515,0.0007743094,
2152.461,0.001248631,0.001147154,0.0005223482,0.0004877467,0.0004330426,0.008359656,0.002945438,0.0005618716,0.0009018033,0.00286615,0.006706206,0.01279714,0.0009748557,0.01328028,0.004388749,0.002190857,0.0008032199,0.004227099,0.00167079,0.003490628,0.009152388,0.0176516,0.01578629,0.0008235822,0.001620791,0.0002480616,0.001190033,0.002563549,0.004002578,0.007767598,0.01643758,0.011602,0.00450984,0.001201591,0.002382518,0.004295189,0.003438918,0.002119629,0.007710562,0.01001306,0.01943898,0.01100375,0.0009083539,0.000170859,0.0002161389,0.01244362,0.002209143,0.002959904,0.0119412,0.002974394,0.0007617752,0.0007921414,
2148.604,0.001302087,0.001212976,0.0005944568,0.0006865704,0.0004941625,0.007853386,0.002393656,0.0006816658,0.0008324637,0.003753548,0.009006627,0.0144121,0.001072577,0.01376629,0.004001527,0.001763186,0.0009704247,0.004780069,0.001819749,0.004774822,0.01249842,0.01973564,0.01427096,0.0009911711,0.001209445,0.0002407542,0.001412479,0.003223192,0.005432063,0.009494143,0.01671408,0.01090836,0.003440945,0.001252705,0.003204866,0.004878873,0.003334451,0.002501741,0.01108773,0.01328718,0.02069424,0.008523774,0.0007445327,0.0001694756,0.0002472417,0.01410565,0.002647539,0.003879535,0.01126672,0.002186309,0.000844389,0.0008134955,
2144.747,0.001392513,0.001310353,0.0007081292,0.0009509349,0.0005186097,0.007228144,0.00190197,0.0008866958,0.0007338495,0.005160113,0.011423,0.01564192,0.001222704,0.01392697,0.003606391,0.001380827,0.001250281,0.005244987,0.002062815,0.006792603,0.01610656,0.02069297,0.01196353,0.001265755,0.0009599517,0.0002291752,0.001720084,0.004304384,0.007236843,0.01109573,0.01650453,0.009964666,0.002590126,0.001402557,0.004396603,0.005322415,0.003192296,0.003122889,0.01503073,0.01667421,0.02076292,0.006111326,0.0006322055,0.0001787789,0.0002923216,0.01533273,0.00335883,0.005367169,0.01015151,0.001670795,0.0009948644,0.0008474327,
2140.889,0.001526152,0.001459013,0.0008951737,0.00125302,0.0004973008,0.006470832,0.001507989,0.001195476,0.0006213331,0.007122452,0.01360937,0.01646815,0.001430767,0.01373701,0.003201194,0.001087836,0.001648838,0.005580313,0.002462158,0.009586588,0.01925022,0.02039767,0.00927138,0.001717199,0.0007935663,0.000222767,0.002101497,0.005907508,0.009209507,0.01246957,0.01578573,0.008808669,0.001992002,0.001678985,0.005948693,0.005594512,0.003020451,0.004116533,0.01866803,0.01954966,0.01971279,0.004182879,0.0005625015,0.0001992408,0.0003624662,0.01594128,0.004485032,0.007571642,0.008701672,0.001353623,0.001205164,0.0009228422,
2137.032,0.001718355,0.0016748,0.001185017,0.001544257,0.0004330048,0.005619637,0.001222145,0.001583846,0.0005148095,0.009488579,0.01537652,0.01692203,0.001738272,0.01322798,0.002792021,0.0008908108,0.002144297,0.005784194,0.003097617,0.01290319,0.02127184,0.01907934,0.00670756,0.002428524,0.0006806344,0.0002303755,0.002530594,0.007996107,0.01115406,0.01359752,0.01463544,0.007528883,0.001615641,0.002086753,0.007764872,0.005713507,0.00284157,0.005649531,0.02115238,0.02139178,0.01782931,0.002873377,0.0005228564,0.0002304018,0.0004605924,0.0158771,0.006155218,0.01044025,0.007101315,0.00115924,0.001468214,0.001047136,
2133.174,0.001988522,0.001975384,0.001610989,0.001798779,0.0003463061,0.004758797,0.001040117,0.002007153,0.0004250333,0.01206439,0.01678396,0.01713938,0.002236857,0.01252253,0.002382586,0.0007792896,0.002692573,0.005923687,0.004109684,0.01635255,0.02204305,0.01713321,0.004667134,0.003476716,0.0006110018,0.0002514836,0.003003513,0.01046178,0.01304815,0.01457873,0.01322263,0.006238421,0.001399634,0.002621416,0.009733282,0.005744098,0.002688964,0.007870392,0.02224335,0.0221199,0.01547294,0.00207556,0.0004966623,0.0002654393,0.000597732,0.01525316,0.008441451,0.0137541,0.005557509,0.001039877,0.001790582,0.001223208,
2129.317,0.002382664,0.002432554,0.002206381,0.002011749,0.0002654041,0.003946002,0.000942663,0.002432424,0.0003461026,0.01472464,0.01797071,0.01722778,0.003075364,0.01170726,0.001970758,0.0007393459,0.003256991,0.006060287,0.005716995,0.01953993,0.02183816,0.01483987,0.003254821,0.004924128,0.0005685923,0.000278025,0.003538938,0.01321366,0.01495595,0.01551782,0.01164948,0.005020546,0.001295766,0.003290333,0.01174231,0.005744739,0.002563706,0.01084427,0.02219171,0.02198102,0.01289664,0.001600155,0.0004856394,0.0003055481,0.0007900919,0.01419232,0.01133051,0.01721484,0.004215493,0.0009727124,0.002181016,0.001500824,
2125.459,0.003018869,0.003193663,0.002964923,0.00215463,0.0002010849,0.003196332,0.0009103836,0.002815601,0.0002763793,0.01730166,0.01888121,0.01708253,0.00450481,0.0107203,0.001563926,0.0007484782,0.003799126,0.006184082,0.008102335,0.02199891,0.02083277,0.01228287,0.002352133,0.006759308,0.0005392645,0.000308417,0.004139066,0.0160927,0.01680126,0.01634283,0.009880064,0.003921296,0.001267716,0.004083589,0.01358572,0.005718938,0.002430821,0.01440664,0.02121293,0.02111048,0.01022558,0.001310802,0.0004869859,0.0003706246,0.001038552,0.01268676,0.0146499,0.02037294,0.003135615,0.0009505782,0.002633269,0.001981287,
2121.602,0.004112687,0.004504399,0.003814148,0.002184416,0.000148378,0.002527245,0.0009377284,0.003102727,0.00021844,0.01947827,0.01927712,0.01648532,0.006814845,0.00946335,0.001199377,0.0008022364,0.004241193,0.006239378,0.01124183,0.02327154,0.01902534,0.009565031,0.001792028,0.008756329,0.0005249025,0.0003525125,0.004781575,0.01876202,0.01834504,0.01681058,0.007907496,0.002987738,0.001302041,0.004931938,0.01494864,0.005637865,0.002258606,0.01806046,0.01937957,0.01945318,0.007636979,0.001137496,0.0004916983,0.0004768329,0.001336402,0.01072622,0.01799389,0.02264348,0.002318482,0.0009680251,0.003123235,0.002766223,
2117.744,0.006040799,0.006780277,0.004645467,0.002085776,0.0001060696,0.001970675,0.001034119,0.003265673,0.000170215,0.02093661,0.01899944,0.01532898,0.01009569,0.007965148,0.0009234082,0.0009290176,0.004516901,0.006197274,0.01483769,0.02319334,0.01651865,0.006990102,0.001447764,0.01039621,0.0005255291,0.0004233644,0.0054485,0.02083196,0.01936326,0.0166891,0.005934228,0.002273908,0.001409838,0.005739511,0.01555442,0.005489502,0.002032935,0.02117066,0.01686064,0.01704825,0.005416439,0.001029957,0.0005129126,0.0006258473,0.001671234,0.008511635,0.02083663,0.02361687,0.001747187,0.001029214,0.003622324,0.003916092,
2113.887,0.009353978,0.01050001,0.005353781,0.001882741,7.783155E-5,0.001550746,0.001221422,0.003309861,0.0001336743,0.02152376,0.01805171,0.01363497,0.01397354,0.00636834,0.0007448608,0.001156251,0.004625889,0.006068659,0.01838003,0.02193438,0.01359009,0.004903301,0.001233906,0.01097489,0.0005386061,0.0005270471,0.006142642,0.02202386,0.01972753,0.0158615,0.004268752,0.001795061,0.001611842,0.0064281,0.01526876,0.00528504,0.0017549,0.0232311,0.01395859,0.01412555,0.00377866,0.0009580068,0.000567914,0.0008197735,0.002004296,0.006387097,0.02274543,0.02324481,0.00138428,0.001159365,0.00411786,0.005419171,
2110.029,0.01431759,0.01564538,0.005841963,0.001617022,6.493563E-5,0.001266691,0.001537098,0.003248937,0.0001142515,0.02119033,0.01648537,0.01147958,0.0174434,0.004842272,0.0006435114,0.001504693,0.004593394,0.005860245,0.02126049,0.01975417,0.01056538,0.003442803,0.001095429,0.01002438,0.0005720028,0.0006720631,0.006847376,0.02218514,0.01934982,0.01432083,0.003074789,0.001505373,0.001938152,0.006937127,0.01409775,0.005041119,0.001449071,0.02395395,0.01098051,0.0110118,0.002722873,0.0009060249,0.0006593216,0.001069992,0.002285277,0.004609408,0.02346412,0.02169371,0.001160174,0.001379935,0.004613677,0.007134165,
2106.172,0.02002015,0.0209617,0.006028715,0.001326079,6.452914E-5,0.001094827,0.002018548,0.003096374,0.0001041797,0.01994799,0.01438029,0.009052725,0.01907334,0.003550729,0.000589208,0.001984959,0.004438387,0.005559831,0.0229483,0.01691116,0.007768939,0.002522499,0.001005274,0.007842847,0.0006291827,0.0008728193,0.0074942,0.0213033,0.0181846,0.01219297,0.00230745,0.001340976,0.002415,0.007227208,0.01220204,0.0047656,0.00115566,0.02330358,0.008207658,0.008081362,0.002091937,0.0008676928,0.000786462,0.001383589,0.002466513,0.003279264,0.02292393,0.01922294,0.001018076,0.001701364,0.005096506,0.008789397,
2102.314,0.02428831,0.02416472,0.005889275,0.001042199,6.543471E-5,0.001002856,0.002667639,0.002881241,8.749124E-5,0.01794746,0.01191381,0.006698476,0.01793706,0.002598962,0.0005516775,0.002559394,0.00419575,0.005163009,0.02320779,0.01374602,0.005487629,0.001964859,0.0009518212,0.005386383,0.000717491,0.001129467,0.008012363,0.01952248,0.01628108,0.009755095,0.001836281,0.001264698,0.003041122,0.007300473,0.009906735,0.004466724,0.0009025445,0.02149159,0.005889639,0.005677041,0.001716651,0.0008604361,0.0009653382,0.001736622,0.00249449,0.002376851,0.02126156,0.01618564,0.0009332729,0.002132545,0.005529868,0.01009658,
2098.457,0.02527781,0.02369029,0.005483938,0.0007908498,6.176149E-5,0.000963102,0.003431434,0.002640543,6.636844E-5,0.01546613,0.009360813,0.004763442,0.01457071,0.001979425,0.0005287554,0.003161885,0.003920402,0.004698171,0.02216166,0.01064545,0.003856103,0.001620756,0.0009228972,0.003461725,0.0008575973,0.001438752,0.008382641,0.01710173,0.0138001,0.007368016,0.001548034,0.001260956,0.003787225,0.007223575,0.007606059,0.004169861,0.0007049444,0.01887145,0.004171611,0.003965996,0.001483287,0.0008927712,0.001220902,0.002089594,0.002339929,0.001809382,0.0187689,0.01297648,0.0008903965,0.002664646,0.005899779,0.01088022,
2094.600,0.02305574,0.02014291,0.004920232,0.00058305,5.013504E-5,0.0009674304,0.004228947,0.002404119,5.750902E-5,0.01278969,0.007011841,0.003402288,0.01056847,0.001605859,0.0005363691,0.003757179,0.003650956,0.004207494,0.02008051,0.007916883,0.00280966,0.00140356,0.0009112785,0.002244385,0.001063143,0.001811802,0.008633662,0.01433012,0.01101679,0.005339085,0.001369114,0.001321054,0.004626544,0.007098028,0.005604323,0.003899798,0.0005707945,0.01578427,0.00303148,0.002885916,0.001328608,0.0009526318,0.001564706,0.002425663,0.002024351,0.001466348,0.01577002,0.009938153,0.0008826721,0.003270206,0.006225906,0.01111237,
2090.742,0.01911771,0.01546254,0.004285157,0.0004209781,3.495759E-5,0.00102694,0.005002953,0.002194837,6.222667E-5,0.01013442,0.005082575,0.002549053,0.007204826,0.001387946,0.0005758367,0.004342377,0.003398496,0.003707143,0.01716199,0.005729904,0.002178665,0.001265639,0.0009240461,0.00153915,0.001355042,0.002258144,0.008792943,0.01144583,0.008285784,0.003814051,0.001263396,0.001450178,0.00555677,0.006987493,0.004032594,0.003651733,0.000490804,0.01249953,0.002320606,0.002241841,0.001226954,0.001041289,0.002007922,0.002731884,0.001605085,0.00124953,0.01255251,0.007311576,0.000914943,0.003940112,0.006515218,0.01084737,
2086.885,0.01485373,0.01114805,0.003619528,0.0003049802,3.184849E-5,0.00115359,0.005710515,0.002017012,6.953996E-5,0.007666915,0.003660565,0.00203567,0.004831473,0.001269227,0.0006502882,0.004895248,0.003161752,0.003185836,0.01362355,0.004120384,0.001799187,0.001180907,0.0009680355,0.001132897,0.001766119,0.002761164,0.008814933,0.008657143,0.005939606,0.002777533,0.001215641,0.001692391,0.006573227,0.006892182,0.002887644,0.00338014,0.0004491569,0.00930756,0.00187755,0.001845279,0.001167513,0.001177684,0.002561465,0.002959637,0.001164982,0.001108694,0.009409515,0.005228953,0.0009838981,0.00468411,0.006728095,0.01012771,
2083.027,0.01096068,0.007730416,0.002937911,0.0002306745,3.470686E-5,0.001370768,0.0062813,0.001860575,6.632738E-5,0.005556521,0.002710267,0.001715427,0.003285992,0.001214757,0.0007893633,0.005339023,0.002932118,0.002638854,0.009936393,0.003022902,0.001557087,0.001132177,0.001046475,0.000882473,0.002304218,0.003256582,0.008542215,0.006210527,0.004175159,0.002123322,0.001213237,0.002126946,0.007620755,0.006762702,0.002105276,0.003027968,0.0004404204,0.00656547,0.001590444,0.001588241,0.001139804,0.00139616,0.003215161,0.003013228,0.0007909214,0.001030942,0.006671913,0.003725438,0.001090994,0.005473667,0.006784586,0.008966716,
