,kine_135610_0,kine_135610_1,kine_135610_2,kine_135610_3,kine_135610_4,kine_135610_5,kine_135610_6,kine_135610_7,kine_135610_8,kine_135610_10,kine_135610_11,kine_135610_12,kine_135610_13,kine_135610_14,kine_135610_15,kine_135610_16,kine_135610_17,kine_135610_18,kine_135610_19,kine_135610_20,kine_135610_21,kine_135610_22,kine_135610_23,kine_135610_24,kine_135610_25,kine_135610_26,kine_135610_27,kine_135610_28,kine_135610_29,kine_135610_30,kine_135610_31,kine_135610_33,kine_135610_34,kine_135610_35,kine_135610_36,kine_135610_37,kine_135610_38,kine_135610_39,kine_135610_40,kine_135610_41,kine_135610_42,kine_135610_43,kine_135610_44,kine_135610_45,kine_135610_46,kine_135610_47,kine_135610_48,kine_135610_49,kine_135610_50,kine_135610_51,kine_135610_52,kine_135610_53,kine_135610_54,kine_135610_55,kine_135610_56,kine_135610_57,kine_135610_58,kine_135610_59,kine_135610_60,kine_135610_61,kine_135610_62,kine_135610_63,kine_135610_64,kine_135610_65,kine_135610_66,kine_135610_67,kine_135610_68,kine_135610_69,kine_135610_70,kine_135610_71,kine_135610_72,kine_135610_73,kine_135610_74,kine_135610_75,kine_135610_76,kine_135610_77,kine_135610_78,kine_135610_79,kine_135610_80,kine_135610_81,kine_135610_82,kine_135610_83,kine_135610_84,kine_135610_85,kine_135610_86,kine_135610_87,kine_135610_88,kine_135610_89,kine_135610_90,kine_135610_91,kine_135610_92,kine_135610_93,kine_135610_94,kine_135610_95,kine_135610_96,kine_135610_97,kine_135610_98,kine_135610_99,kine_135610_100,kine_135610_101,kine_135610_102,kine_135610_103,
Wavelength [nm],Absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,
567.000,0.80499,0.79088,0.7789,0.76633,0.75505,0.74585,0.73647,0.72723,0.71932,0.71315,0.70465,0.69863,0.6924,0.68601,0.68047,0.67647,0.67042,0.6665,0.66188,0.65827,0.65418,0.65154,0.64834,0.6453,0.64203,0.63771,0.63651,0.63433,0.63134,0.62939,0.6269,0.62454,0.62365,0.62115,0.62115,0.62008,0.61859,0.61679,0.61679,0.61564,0.61484,0.61307,0.61163,0.61026,0.60929,0.60828,0.60754,0.60612,0.60494,0.60454,0.60406,0.60252,0.60234,0.60051,0.59971,0.59993,0.59873,0.59863,0.5976,0.59725,0.59613,0.59591,0.59568,0.59534,0.59459,0.59398,0.59389,0.59276,0.59304,0.5926,0.59206,0.59216,0.59094,0.59129,0.5911,0.58975,0.59021,0.58957,0.58977,0.58879,0.58838,0.58804,0.58816,0.5881,0.58738,0.5868,0.58655,0.58603,0.58697,0.58641,0.5861,0.58488,0.58576,0.58544,0.58527,0.58526,0.58446,0.5847,0.58417,0.58449,0.58394,0.58346,
568.000,0.81554,0.80219,0.78821,0.77649,0.76507,0.75501,0.74531,0.73684,0.72783,0.72057,0.71255,0.70623,0.69927,0.69351,0.68696,0.68309,0.67895,0.67343,0.66897,0.66422,0.66023,0.65749,0.65391,0.65076,0.64721,0.64436,0.64144,0.63827,0.63645,0.63423,0.63182,0.62985,0.62729,0.62526,0.62526,0.62293,0.622,0.61995,0.61995,0.61794,0.61628,0.61553,0.61367,0.61319,0.61118,0.61011,0.60843,0.60758,0.60641,0.60498,0.60412,0.60286,0.60232,0.60118,0.60069,0.59931,0.59861,0.59834,0.59787,0.59646,0.59553,0.59514,0.59368,0.59341,0.59212,0.59137,0.59143,0.59021,0.5898,0.5892,0.58911,0.58854,0.5869,0.58656,0.58608,0.58507,0.58509,0.58338,0.58318,0.5844,0.58339,0.58259,0.58159,0.58149,0.5813,0.58087,0.58175,0.58391,0.58333,0.58316,0.58328,0.58207,0.58218,0.58105,0.58034,0.58043,0.57959,0.57888,0.57827,0.57773,0.57764,0.57757,
569.000,0.81934,0.80583,0.79104,0.77885,0.76754,0.75636,0.74566,0.73644,0.72785,0.71932,0.71145,0.70424,0.6978,0.69061,0.68538,0.68025,0.67459,0.66973,0.6647,0.65917,0.65584,0.65242,0.64865,0.64507,0.64061,0.63816,0.63463,0.6323,0.62857,0.62637,0.62437,0.62162,0.61899,0.61623,0.61623,0.6142,0.61262,0.61097,0.61097,0.6088,0.60801,0.60559,0.60342,0.60244,0.60052,0.59906,0.59794,0.59576,0.59498,0.59364,0.5921,0.59076,0.58998,0.58834,0.58886,0.58752,0.5861,0.58597,0.58388,0.58318,0.58176,0.5808,0.58094,0.57924,0.5776,0.5769,0.57631,0.5756,0.575,0.57349,0.57261,0.57204,0.57015,0.5705,0.56995,0.56868,0.56759,0.56689,0.56761,0.56649,0.56515,0.56474,0.56343,0.56318,0.56227,0.56237,0.56512,0.56686,0.56733,0.56726,0.56599,0.56563,0.56478,0.56416,0.56323,0.5625,0.56181,0.56152,0.56048,0.56052,0.55952,0.55885,
570.000,0.81546,0.80194,0.78665,0.77427,0.7615,0.7497,0.73966,0.7278,0.7195,0.71002,0.70221,0.69463,0.68705,0.68033,0.67429,0.66758,0.66183,0.65717,0.65154,0.64658,0.64226,0.63825,0.63382,0.62905,0.62553,0.62281,0.61969,0.6162,0.61279,0.61006,0.60757,0.60455,0.602,0.59974,0.59974,0.59676,0.59399,0.59304,0.59304,0.58982,0.58881,0.58622,0.58517,0.58285,0.58126,0.57883,0.57653,0.57649,0.57426,0.57275,0.57163,0.57062,0.56859,0.56692,0.56739,0.56523,0.56445,0.56323,0.56199,0.56068,0.55916,0.55856,0.55673,0.55569,0.55362,0.55461,0.55312,0.55173,0.55096,0.54911,0.54796,0.54762,0.54739,0.54619,0.54468,0.54384,0.54303,0.54223,0.54223,0.54129,0.5399,0.53926,0.53778,0.53832,0.53735,0.53755,0.5404,0.54271,0.54285,0.54208,0.54125,0.5408,0.53928,0.53846,0.53782,0.53704,0.53611,0.5357,0.53499,0.53477,0.5336,0.53264,
571.000,0.80615,0.78977,0.77549,0.76122,0.74915,0.73532,0.72387,0.71305,0.70347,0.69367,0.68496,0.67638,0.66923,0.66153,0.65546,0.64851,0.64211,0.63619,0.63061,0.62547,0.62077,0.61595,0.61197,0.60616,0.60292,0.59944,0.59616,0.59198,0.58843,0.58509,0.58289,0.57972,0.5756,0.5737,0.5737,0.57098,0.56729,0.56631,0.56631,0.56364,0.56208,0.56044,0.55711,0.55552,0.5529,0.55122,0.55006,0.54878,0.54681,0.54497,0.54251,0.54215,0.54031,0.53924,0.53981,0.53629,0.53528,0.53532,0.53406,0.53143,0.52994,0.52898,0.52746,0.5264,0.52473,0.52477,0.52349,0.52215,0.52041,0.51999,0.51822,0.51706,0.5163,0.51534,0.5145,0.51393,0.51227,0.51142,0.51124,0.50954,0.50829,0.50763,0.50709,0.50685,0.50587,0.50639,0.5095,0.51159,0.5128,0.51145,0.51098,0.51063,0.50899,0.50793,0.50697,0.50575,0.50495,0.50475,0.50345,0.50277,0.50103,0.50075,
572.000,0.79212,0.77418,0.75905,0.74384,0.73081,0.71685,0.70487,0.69373,0.68258,0.67277,0.66372,0.65547,0.64716,0.63816,0.63125,0.62415,0.61752,0.61158,0.60591,0.60062,0.59523,0.59041,0.58533,0.58046,0.57647,0.57279,0.56866,0.56522,0.56202,0.55808,0.55494,0.55077,0.54846,0.54589,0.54589,0.54274,0.54006,0.53747,0.53747,0.53534,0.53335,0.53058,0.52797,0.52626,0.52352,0.52262,0.52071,0.51861,0.51719,0.51504,0.51309,0.51211,0.51023,0.50871,0.50925,0.50679,0.5062,0.50479,0.50244,0.50069,0.49991,0.49852,0.49699,0.49519,0.49527,0.49372,0.49152,0.49148,0.4906,0.48926,0.48781,0.48628,0.48616,0.4843,0.48426,0.48326,0.48168,0.48082,0.48066,0.47978,0.47871,0.47749,0.47701,0.47672,0.47673,0.47588,0.47911,0.48023,0.48202,0.48068,0.47996,0.47876,0.47775,0.47713,0.4762,0.47526,0.47471,0.4739,0.47281,0.47189,0.47105,0.46981,
573.000,0.77367,0.75706,0.74058,0.72501,0.71108,0.69692,0.68533,0.67331,0.66224,0.65244,0.64244,0.6326,0.62455,0.61586,0.60901,0.60176,0.59507,0.58926,0.58216,0.57665,0.57094,0.56561,0.56144,0.55582,0.55156,0.54722,0.5439,0.54072,0.53622,0.53238,0.52929,0.52586,0.52245,0.51981,0.51981,0.51712,0.51532,0.51197,0.51197,0.5095,0.50808,0.50486,0.50247,0.50072,0.4978,0.4973,0.49412,0.49293,0.4916,0.48959,0.48784,0.4866,0.48471,0.48351,0.48424,0.48211,0.47977,0.47842,0.47755,0.47629,0.47537,0.47358,0.47208,0.47116,0.47063,0.46919,0.46817,0.46629,0.46533,0.46477,0.46286,0.46273,0.46246,0.46149,0.46086,0.45912,0.45799,0.45778,0.45692,0.45623,0.45571,0.45459,0.45497,0.45406,0.45356,0.45276,0.45553,0.45607,0.45688,0.45624,0.45515,0.45439,0.45415,0.45344,0.45297,0.45158,0.45088,0.4502,0.44915,0.44907,0.44863,0.44784,
574.000,0.75599,0.739,0.72254,0.70595,0.69199,0.67906,0.66578,0.65344,0.64215,0.63128,0.62183,0.61216,0.60351,0.59527,0.58815,0.58064,0.57371,0.56786,0.56163,0.5553,0.54939,0.54519,0.54034,0.53552,0.53071,0.52642,0.52269,0.51882,0.51513,0.51152,0.50926,0.50599,0.50235,0.49982,0.49982,0.49661,0.4945,0.49164,0.49164,0.48963,0.48683,0.48484,0.48355,0.48048,0.47859,0.4774,0.47548,0.47372,0.47209,0.47151,0.46923,0.46837,0.4657,0.4649,0.46518,0.46384,0.46112,0.46025,0.45936,0.45854,0.45755,0.45642,0.45504,0.45476,0.45356,0.45239,0.45127,0.45112,0.4505,0.44917,0.44872,0.44807,0.44741,0.447,0.44589,0.44482,0.44498,0.44476,0.44371,0.44269,0.44203,0.44177,0.44168,0.44137,0.44033,0.44058,0.44075,0.44132,0.4411,0.44036,0.44035,0.44003,0.44,0.43863,0.43785,0.43787,0.43799,0.43724,0.43707,0.43616,0.43603,0.43588,
575.000,0.74168,0.72404,0.70719,0.69251,0.67823,0.6648,0.65122,0.63962,0.62863,0.61833,0.6089,0.59896,0.59019,0.58292,0.57539,0.56813,0.56168,0.55549,0.54961,0.54375,0.5387,0.53412,0.52885,0.52443,0.51992,0.51711,0.51273,0.50869,0.50596,0.50284,0.5003,0.49704,0.49455,0.4916,0.4916,0.48928,0.48616,0.48444,0.48444,0.48253,0.48104,0.47794,0.4761,0.47481,0.47266,0.47089,0.46976,0.46928,0.46741,0.46551,0.46484,0.4633,0.46234,0.46068,0.46078,0.45948,0.45812,0.45743,0.45651,0.4554,0.45469,0.45462,0.45322,0.45285,0.45261,0.45166,0.45105,0.45059,0.45058,0.44955,0.44962,0.44913,0.44838,0.4484,0.44804,0.44796,0.4474,0.44675,0.44657,0.44612,0.4463,0.44576,0.44564,0.44566,0.44528,0.4451,0.44391,0.44215,0.44134,0.44096,0.44119,0.44064,0.44093,0.44141,0.44093,0.44131,0.44099,0.4408,0.44076,0.4408,0.4402,0.44118,
576.000,0.73288,0.71569,0.70028,0.6852,0.67164,0.65871,0.64645,0.63541,0.62452,0.61438,0.60474,0.59699,0.58916,0.58116,0.57356,0.56776,0.56184,0.55515,0.55016,0.54522,0.53998,0.53563,0.53156,0.52791,0.5234,0.51961,0.51707,0.51351,0.51058,0.50786,0.50471,0.50236,0.49999,0.49743,0.49743,0.49513,0.4937,0.49117,0.49117,0.48997,0.48819,0.4873,0.48456,0.48425,0.48218,0.48136,0.48009,0.47908,0.47728,0.47669,0.47607,0.47566,0.47464,0.47363,0.47128,0.47068,0.47075,0.47006,0.47032,0.46857,0.46865,0.46886,0.46813,0.46779,0.46732,0.46717,0.46741,0.46668,0.46623,0.46625,0.46586,0.46602,0.46584,0.46601,0.46627,0.46699,0.46675,0.46621,0.46631,0.46532,0.46502,0.46632,0.46662,0.46604,0.46576,0.46625,0.46282,0.45995,0.45848,0.45862,0.45916,0.45896,0.45925,0.45987,0.45972,0.45998,0.46092,0.46095,0.46138,0.46249,0.46152,0.46241,
577.000,0.73224,0.71643,0.70101,0.68662,0.67374,0.66224,0.65066,0.64064,0.63142,0.62248,0.61375,0.60625,0.59913,0.59225,0.58549,0.57962,0.57366,0.56875,0.56377,0.55899,0.55521,0.55054,0.54737,0.54376,0.54102,0.53713,0.53533,0.53112,0.5291,0.52735,0.52514,0.52214,0.5207,0.51933,0.51933,0.5171,0.51551,0.51371,0.51371,0.51251,0.51179,0.51006,0.50889,0.50793,0.50706,0.50629,0.50587,0.50462,0.5036,0.50275,0.50257,0.50211,0.50137,0.50093,0.49759,0.49901,0.49856,0.49853,0.49786,0.49713,0.49784,0.49763,0.49814,0.49722,0.49787,0.49744,0.49777,0.4973,0.49654,0.49797,0.49829,0.49862,0.49844,0.49864,0.49864,0.49902,0.49962,0.50004,0.49916,0.499,0.49922,0.50017,0.49987,0.50004,0.50025,0.5002,0.49569,0.49116,0.49038,0.49156,0.49125,0.49205,0.493,0.49235,0.4929,0.49394,0.49466,0.49474,0.49637,0.49646,0.49686,0.49691,
578.000,0.74011,0.72503,0.71053,0.69815,0.68673,0.67574,0.66521,0.65675,0.64755,0.6395,0.63172,0.62559,0.61913,0.61235,0.607,0.60108,0.59677,0.59165,0.58756,0.58364,0.57949,0.57641,0.57299,0.57048,0.56752,0.56495,0.56208,0.56068,0.55843,0.5563,0.55379,0.55298,0.55087,0.54981,0.54981,0.5479,0.54639,0.546,0.546,0.54473,0.54357,0.5417,0.5415,0.54103,0.54033,0.53962,0.53818,0.53775,0.53774,0.53737,0.53692,0.53672,0.53531,0.5362,0.53169,0.5341,0.53443,0.53442,0.53273,0.53223,0.53382,0.53342,0.53364,0.53356,0.53361,0.534,0.53358,0.53398,0.53409,0.53444,0.53514,0.53573,0.53581,0.53632,0.5365,0.53641,0.53679,0.53611,0.53656,0.53692,0.53708,0.5378,0.53735,0.53737,0.53762,0.53755,0.53363,0.52907,0.52825,0.52908,0.52926,0.52945,0.53,0.53053,0.53122,0.53257,0.53288,0.53314,0.53399,0.53419,0.53468,0.53513,
579.000,0.75575,0.74182,0.72828,0.71663,0.70674,0.69658,0.68748,0.67891,0.67132,0.66401,0.65847,0.65215,0.64498,0.64056,0.63487,0.63028,0.62592,0.62151,0.61821,0.61514,0.61081,0.60807,0.60542,0.60316,0.60043,0.59871,0.59604,0.59436,0.5921,0.58955,0.5891,0.58778,0.58607,0.58427,0.58427,0.5835,0.5826,0.58235,0.58235,0.58111,0.57927,0.57852,0.57802,0.57699,0.5765,0.57527,0.57576,0.57495,0.57468,0.57434,0.5733,0.57324,0.57249,0.57237,0.56909,0.57173,0.57184,0.57129,0.57032,0.57027,0.5707,0.57076,0.57128,0.57172,0.5716,0.57053,0.5704,0.57116,0.57112,0.57091,0.57255,0.57235,0.5724,0.57295,0.57348,0.57325,0.57246,0.57344,0.57325,0.57306,0.57352,0.57319,0.57347,0.5739,0.57363,0.57418,0.57034,0.56691,0.56563,0.56559,0.56665,0.5671,0.56769,0.56772,0.56891,0.5694,0.56935,0.56967,0.57036,0.57017,0.57146,0.5717,
580.000,0.77339,0.76022,0.74825,0.73791,0.7286,0.71919,0.71092,0.70303,0.69616,0.6894,0.68339,0.67784,0.6718,0.66697,0.66237,0.65733,0.65425,0.65121,0.64705,0.64345,0.64026,0.63787,0.63441,0.6326,0.63051,0.62815,0.62686,0.62514,0.62237,0.62064,0.61937,0.61801,0.61623,0.61531,0.61531,0.614,0.61299,0.61129,0.61129,0.61069,0.60951,0.60922,0.60848,0.60831,0.60648,0.60651,0.60578,0.60493,0.60458,0.60437,0.60449,0.6025,0.60264,0.60238,0.59951,0.60184,0.60084,0.6011,0.60007,0.6004,0.60001,0.60001,0.60017,0.60018,0.59925,0.59979,0.59938,0.59904,0.59994,0.59896,0.59986,0.60008,0.6004,0.6,0.59901,0.60018,0.59951,0.5997,0.60032,0.59961,0.59987,0.59923,0.59946,0.60017,0.59945,0.59961,0.59749,0.59472,0.59396,0.59476,0.5949,0.59489,0.59567,0.59581,0.59588,0.59591,0.59649,0.59624,0.59658,0.59681,0.59661,0.59729,
581.000,0.79028,0.77874,0.76809,0.757,0.74797,0.73974,0.73186,0.72388,0.71798,0.71067,0.70458,0.69936,0.69437,0.68897,0.68495,0.68086,0.67692,0.67231,0.6686,0.66557,0.66255,0.65994,0.65678,0.65556,0.65276,0.6505,0.64767,0.64562,0.64412,0.64348,0.64093,0.63949,0.63835,0.63727,0.63727,0.63614,0.63391,0.63293,0.63293,0.63268,0.63145,0.63051,0.62907,0.62819,0.62738,0.62676,0.62623,0.62535,0.62412,0.62404,0.62291,0.62268,0.62123,0.62192,0.61935,0.62015,0.61992,0.61954,0.61903,0.61881,0.61805,0.61841,0.61811,0.61747,0.61683,0.6165,0.61684,0.61598,0.61557,0.61567,0.61558,0.61572,0.61523,0.61469,0.61513,0.61457,0.61419,0.61434,0.61392,0.6139,0.61389,0.61285,0.61416,0.61331,0.61317,0.61291,0.61172,0.6108,0.61057,0.61064,0.61065,0.61096,0.61099,0.61042,0.61051,0.61042,0.60946,0.61025,0.6106,0.61017,0.60939,0.61019,
582.000,0.80433,0.79274,0.78175,0.77163,0.76248,0.75403,0.74542,0.7382,0.73146,0.7246,0.71807,0.71292,0.70742,0.70216,0.69701,0.69357,0.68867,0.68522,0.68175,0.67781,0.67519,0.67193,0.66878,0.66665,0.66376,0.66191,0.65893,0.65687,0.65538,0.65382,0.65095,0.65055,0.64839,0.64655,0.64655,0.64469,0.64368,0.64258,0.64258,0.64001,0.63991,0.63832,0.63706,0.63612,0.63496,0.63316,0.63356,0.63186,0.63121,0.63024,0.63069,0.62887,0.62835,0.62712,0.62646,0.62604,0.62516,0.62501,0.62429,0.62336,0.62315,0.62216,0.62174,0.62176,0.62084,0.61978,0.61911,0.61931,0.61864,0.61835,0.61777,0.61665,0.61732,0.61645,0.61602,0.61575,0.61514,0.61515,0.61406,0.61396,0.61384,0.61334,0.61223,0.61261,0.61275,0.61152,0.6127,0.61361,0.61303,0.61306,0.61245,0.61246,0.61194,0.61098,0.61166,0.61086,0.61014,0.61009,0.60994,0.60973,0.60892,0.60853,
583.000,0.81128,0.79951,0.78812,0.77832,0.76816,0.7593,0.75006,0.74212,0.73581,0.72814,0.7235,0.71628,0.70986,0.70478,0.70065,0.69539,0.69132,0.68716,0.68276,0.67873,0.67529,0.6725,0.66937,0.66584,0.66365,0.66,0.65749,0.65575,0.65358,0.65064,0.64862,0.64704,0.64491,0.64321,0.64321,0.64064,0.63934,0.63838,0.63838,0.63669,0.63499,0.63331,0.63171,0.6309,0.62955,0.62862,0.6273,0.62642,0.62516,0.62375,0.62245,0.62225,0.62059,0.61965,0.6204,0.61859,0.61762,0.61607,0.61604,0.61464,0.61428,0.61291,0.61233,0.61198,0.61094,0.61013,0.60946,0.60835,0.60763,0.60664,0.60675,0.60611,0.60463,0.60389,0.60379,0.60337,0.60161,0.60222,0.60136,0.60125,0.6005,0.59954,0.59921,0.59902,0.59845,0.59782,0.60003,0.60205,0.60174,0.60141,0.60118,0.60025,0.59937,0.59885,0.59818,0.59768,0.5975,0.5963,0.59564,0.59482,0.59482,0.59399,
584.000,0.81213,0.79983,0.78742,0.77572,0.76576,0.75631,0.74791,0.73919,0.73082,0.72327,0.71623,0.71014,0.70372,0.69792,0.69246,0.68797,0.68329,0.67822,0.67383,0.66969,0.66586,0.66267,0.65879,0.65519,0.65246,0.64994,0.6466,0.6438,0.6415,0.63881,0.63571,0.63423,0.63125,0.62869,0.62869,0.62725,0.62577,0.62413,0.62413,0.62219,0.62045,0.61849,0.61688,0.61495,0.6139,0.61245,0.61111,0.6094,0.60798,0.60728,0.60609,0.60429,0.60318,0.60214,0.60295,0.6006,0.59994,0.59859,0.5972,0.59588,0.59474,0.59407,0.59371,0.59243,0.59239,0.59007,0.5893,0.58788,0.5875,0.5871,0.58579,0.58482,0.58427,0.58309,0.58222,0.58151,0.58053,0.57934,0.57878,0.57848,0.57687,0.57764,0.57608,0.57603,0.57492,0.5749,0.57715,0.58052,0.58132,0.5806,0.57945,0.57844,0.57811,0.57738,0.57559,0.57532,0.57456,0.57355,0.57251,0.57203,0.57092,0.57033,
585.000,0.80296,0.79027,0.77744,0.76593,0.75555,0.74459,0.73354,0.72544,0.71671,0.70829,0.70087,0.69394,0.68694,0.68051,0.67472,0.66955,0.66451,0.65922,0.65407,0.65008,0.64533,0.64246,0.63776,0.63418,0.63064,0.62714,0.62435,0.62076,0.61812,0.61515,0.61279,0.61079,0.6075,0.60521,0.60521,0.60284,0.60073,0.599,0.599,0.59641,0.59422,0.59252,0.59087,0.58935,0.58708,0.5851,0.58407,0.58264,0.58165,0.57998,0.57789,0.57691,0.57578,0.57387,0.57558,0.57253,0.57063,0.5699,0.56878,0.56751,0.56605,0.56595,0.56374,0.56276,0.56145,0.5603,0.55882,0.55753,0.55791,0.55627,0.55524,0.55365,0.55269,0.5516,0.55116,0.54894,0.54821,0.54758,0.5477,0.54656,0.54583,0.54527,0.54485,0.54479,0.54311,0.54217,0.54559,0.55042,0.55049,0.54926,0.54899,0.54759,0.54652,0.54522,0.54445,0.5436,0.54259,0.54132,0.54105,0.53989,0.53905,0.53785,
586.000,0.78473,0.77195,0.75775,0.74586,0.73489,0.72407,0.71195,0.70283,0.69331,0.68423,0.67645,0.66923,0.66179,0.65505,0.64885,0.64262,0.63826,0.63162,0.62612,0.62149,0.61748,0.61368,0.60873,0.60466,0.60083,0.59719,0.59468,0.59022,0.58749,0.58431,0.58169,0.57854,0.57601,0.57328,0.57328,0.57152,0.56805,0.56639,0.56639,0.56319,0.5625,0.56013,0.55761,0.55649,0.55455,0.5524,0.55078,0.54932,0.54734,0.5455,0.54399,0.54277,0.54107,0.54018,0.54045,0.53871,0.53681,0.53563,0.53413,0.53284,0.53175,0.53063,0.52896,0.52797,0.52676,0.5252,0.52436,0.52331,0.52187,0.5205,0.52019,0.51933,0.51734,0.51672,0.51568,0.51403,0.51257,0.51177,0.51248,0.51086,0.51022,0.5095,0.50879,0.50851,0.50702,0.50666,0.50983,0.51567,0.51602,0.51362,0.51287,0.51202,0.51073,0.50923,0.50895,0.50736,0.5067,0.50522,0.50443,0.50373,0.503,0.50218,
587.000,0.7637,0.75078,0.73616,0.72322,0.71103,0.69883,0.68738,0.6776,0.66787,0.65817,0.6497,0.64147,0.6348,0.62831,0.62089,0.61495,0.60918,0.60365,0.59764,0.59281,0.58914,0.58428,0.57987,0.57491,0.57138,0.5666,0.56378,0.5602,0.55715,0.55386,0.55113,0.54765,0.54538,0.54255,0.54255,0.5401,0.53762,0.53531,0.53531,0.53229,0.53077,0.529,0.52651,0.52386,0.5225,0.52064,0.51947,0.51758,0.51629,0.51373,0.51286,0.51106,0.50953,0.50864,0.50826,0.5066,0.50475,0.50395,0.50296,0.50148,0.50007,0.49839,0.49785,0.49626,0.49558,0.49426,0.49296,0.49152,0.49097,0.48943,0.48853,0.48758,0.48628,0.4849,0.48453,0.48381,0.48251,0.48193,0.48118,0.48032,0.47977,0.47876,0.47769,0.477,0.4766,0.47625,0.47911,0.4837,0.48326,0.48257,0.48164,0.47989,0.47898,0.47838,0.47769,0.47663,0.47576,0.47493,0.47457,0.47375,0.47338,0.47184,
588.000,0.7381,0.72362,0.71035,0.6955,0.68264,0.67127,0.65947,0.64804,0.63894,0.62913,0.62022,0.61325,0.60524,0.59782,0.59164,0.58439,0.57899,0.57312,0.56755,0.56295,0.55793,0.55252,0.54908,0.54458,0.54026,0.53641,0.53289,0.52992,0.52707,0.52328,0.52039,0.51759,0.51496,0.51202,0.51202,0.5099,0.50757,0.50568,0.50568,0.50405,0.5015,0.49905,0.49655,0.49443,0.49291,0.49114,0.48939,0.48836,0.48644,0.48505,0.48346,0.4822,0.48113,0.48002,0.47925,0.47766,0.47652,0.47489,0.4743,0.47291,0.47214,0.47156,0.46958,0.4687,0.46771,0.46655,0.46597,0.4649,0.46417,0.46286,0.46184,0.46145,0.45996,0.45929,0.45878,0.4577,0.45707,0.45653,0.45567,0.45564,0.45466,0.45421,0.45359,0.45335,0.45301,0.45257,0.45347,0.45777,0.45601,0.45559,0.45477,0.45438,0.45324,0.45194,0.45176,0.45189,0.45055,0.45088,0.45043,0.44982,0.44875,0.44791,
589.000,0.71181,0.69747,0.68248,0.66822,0.65547,0.64345,0.63261,0.62241,0.61248,0.60325,0.59483,0.58655,0.57861,0.57178,0.56539,0.55896,0.55374,0.54849,0.54295,0.53715,0.53266,0.52884,0.52404,0.52091,0.51651,0.51309,0.5098,0.50784,0.50361,0.50117,0.49797,0.49483,0.49224,0.49082,0.49082,0.48787,0.48705,0.4844,0.4844,0.48207,0.47989,0.47816,0.4759,0.4744,0.47335,0.47128,0.47063,0.46906,0.46818,0.46654,0.46506,0.46369,0.46272,0.46188,0.46107,0.46033,0.45862,0.45783,0.45723,0.45633,0.45497,0.45434,0.45344,0.45272,0.4523,0.45146,0.45033,0.44926,0.44938,0.4493,0.4485,0.44752,0.44726,0.44632,0.44619,0.44548,0.44531,0.44504,0.44457,0.44391,0.44381,0.44344,0.4431,0.4421,0.44251,0.4423,0.44246,0.44291,0.44244,0.44164,0.44205,0.44124,0.44003,0.44024,0.43999,0.44033,0.44026,0.4396,0.43851,0.43901,0.43837,0.43875,
590.000,0.68907,0.67484,0.66115,0.64719,0.63501,0.62278,0.61271,0.60278,0.59366,0.58505,0.57689,0.56952,0.56195,0.55624,0.54955,0.54382,0.53914,0.53328,0.52899,0.52479,0.52014,0.51592,0.51206,0.50842,0.50506,0.50262,0.49941,0.49679,0.49417,0.49087,0.4897,0.48717,0.48483,0.48285,0.48285,0.48081,0.47894,0.47731,0.47731,0.47576,0.47442,0.4727,0.47114,0.47041,0.46863,0.46825,0.46699,0.46595,0.46364,0.46353,0.46247,0.46154,0.46128,0.46052,0.45913,0.4583,0.45807,0.45804,0.45683,0.45591,0.45556,0.45512,0.45524,0.45448,0.45361,0.45376,0.45369,0.45313,0.45413,0.45259,0.45265,0.45199,0.45219,0.45201,0.45152,0.45184,0.451,0.45147,0.45122,0.45112,0.45115,0.45063,0.45082,0.45102,0.45009,0.45103,0.44898,0.4462,0.44574,0.44705,0.44662,0.44626,0.4463,0.44663,0.44686,0.44643,0.44661,0.44678,0.44739,0.44735,0.44778,0.44855,
