,cavity_before,
Wavenumbers [1/cm],Transmittance %,
4211.000,2.28,
4210.000,2.28,
4209.000,2.29,
4208.000,2.31,
4207.000,2.32,
4206.000,2.34,
4205.000,2.35,
4204.000,2.37,
4203.000,2.38,
4202.000,2.4,
4201.000,2.42,
4200.000,2.44,
4199.000,2.46,
4198.000,2.49,
4197.000,2.51,
4196.000,2.54,
4195.000,2.56,
4194.000,2.59,
4193.000,2.62,
4192.000,2.65,
4191.000,2.69,
4190.000,2.72,
4189.000,2.76,
4188.000,2.8,
4187.000,2.84,
4186.000,2.88,
4185.000,2.92,
4184.000,2.97,
4183.000,3.01,
4182.000,3.07,
4181.000,3.12,
4180.000,3.17,
4179.000,3.23,
4178.000,3.29,
4177.000,3.36,
4176.000,3.43,
4175.000,3.5,
4174.000,3.57,
4173.000,3.65,
4172.000,3.73,
4171.000,3.82,
4170.000,3.91,
4169.000,4,
4168.000,4.1,
4167.000,4.2,
4166.000,4.31,
4165.000,4.43,
4164.000,4.55,
4163.000,4.68,
4162.000,4.81,
4161.000,4.95,
4160.000,5.1,
4159.000,5.26,
4158.000,5.42,
4157.000,5.59,
4156.000,5.77,
4155.000,5.96,
4154.000,6.16,
4153.000,6.36,
4152.000,6.58,
4151.000,6.81,
4150.000,7.05,
4149.000,7.3,
4148.000,7.56,
4147.000,7.83,
4146.000,8.12,
4145.000,8.42,
4144.000,8.72,
4143.000,9.04,
4142.000,9.38,
4141.000,9.72,
4140.000,10.07,
4139.000,10.44,
4138.000,10.82,
4137.000,11.2,
4136.000,11.59,
4135.000,11.98,
4134.000,12.38,
4133.000,12.78,
4132.000,13.18,
4131.000,13.57,
4130.000,13.95,
4129.000,14.32,
4128.000,14.68,
4127.000,15.02,
4126.000,15.35,
4125.000,15.66,
4124.000,15.95,
4123.000,16.22,
4122.000,16.46,
4121.000,16.66,
4120.000,16.84,
4119.000,16.98,
4118.000,17.08,
4117.000,17.14,
4116.000,17.17,
4115.000,17.15,
4114.000,17.1,
4113.000,17.01,
4112.000,16.88,
4111.000,16.72,
4110.000,16.53,
4109.000,16.3,
4108.000,16.05,
4107.000,15.77,
4106.000,15.48,
4105.000,15.16,
4104.000,14.83,
4103.000,14.49,
4102.000,14.13,
4101.000,13.76,
4100.000,13.39,
4099.000,13.02,
4098.000,12.64,
4097.000,12.26,
4096.000,11.87,
4095.000,11.49,
4094.000,11.12,
4093.000,10.75,
4092.000,10.38,
4091.000,10.03,
4090.000,9.68,
4089.000,9.34,
4088.000,9,
4087.000,8.68,
4086.000,8.37,
4085.000,8.07,
4084.000,7.78,
4083.000,7.51,
4082.000,7.24,
4081.000,6.98,
4080.000,6.74,
4079.000,6.5,
4078.000,6.28,
4077.000,6.06,
4076.000,5.86,
4075.000,5.66,
4074.000,5.47,
4073.000,5.29,
4072.000,5.12,
4071.000,4.95,
4070.000,4.79,
4069.000,4.64,
4068.000,4.5,
4067.000,4.37,
4066.000,4.24,
4065.000,4.11,
4064.000,3.99,
4063.000,3.88,
4062.000,3.78,
4061.000,3.67,
4060.000,3.58,
4059.000,3.48,
4058.000,3.4,
4057.000,3.32,
4056.000,3.24,
4055.000,3.16,
4054.000,3.09,
4053.000,3.02,
4052.000,2.95,
4051.000,2.89,
4050.000,2.83,
4049.000,2.77,
4048.000,2.72,
4047.000,2.67,
4046.000,2.62,
4045.000,2.58,
4044.000,2.53,
4043.000,2.49,
4042.000,2.45,
4041.000,2.41,
4040.000,2.38,
4039.000,2.34,
4038.000,2.31,
4037.000,2.28,
4036.000,2.25,
4035.000,2.22,
4034.000,2.2,
4033.000,2.17,
4032.000,2.14,
4031.000,2.12,
4030.000,2.1,
4029.000,2.08,
4028.000,2.06,
4027.000,2.04,
4026.000,2.02,
4025.000,2.01,
4024.000,1.99,
4023.000,1.98,
4022.000,1.96,
4021.000,1.95,
4020.000,1.94,
4019.000,1.92,
4018.000,1.91,
4017.000,1.9,
4016.000,1.89,
4015.000,1.89,
4014.000,1.88,
4013.000,1.88,
4012.000,1.87,
4011.000,1.87,
4010.000,1.86,
4009.000,1.86,
4008.000,1.86,
4007.000,1.86,
4006.000,1.86,
4005.000,1.86,
4004.000,1.86,
4003.000,1.86,
4002.000,1.86,
4001.000,1.87,
4000.000,1.87,
3999.000,1.88,
3998.000,1.88,
3997.000,1.89,
3996.000,1.89,
3995.000,1.9,
3994.000,1.91,
3993.000,1.92,
3992.000,1.93,
3991.000,1.94,
3990.000,1.95,
3989.000,1.97,
3988.000,1.98,
3987.000,2,
3986.000,2.01,
3985.000,2.03,
3984.000,2.05,
3983.000,2.06,
3982.000,2.08,
3981.000,2.11,
3980.000,2.13,
3979.000,2.15,
3978.000,2.18,
3977.000,2.21,
3976.000,2.23,
3975.000,2.26,
3974.000,2.29,
3973.000,2.32,
3972.000,2.36,
3971.000,2.4,
3970.000,2.43,
3969.000,2.47,
3968.000,2.52,
3967.000,2.56,
3966.000,2.6,
3965.000,2.65,
3964.000,2.7,
3963.000,2.75,
3962.000,2.81,
3961.000,2.87,
3960.000,2.93,
3959.000,2.99,
3958.000,3.06,
3957.000,3.13,
3956.000,3.2,
3955.000,3.28,
3954.000,3.35,
3953.000,3.44,
3952.000,3.53,
3951.000,3.62,
3950.000,3.72,
3949.000,3.82,
3948.000,3.93,
3947.000,4.04,
3946.000,4.16,
3945.000,4.29,
3944.000,4.42,
3943.000,4.57,
3942.000,4.72,
3941.000,4.87,
3940.000,5.04,
3939.000,5.22,
3938.000,5.4,
3937.000,5.6,
3936.000,5.81,
3935.000,6.03,
3934.000,6.26,
3933.000,6.5,
3932.000,6.76,
3931.000,7.03,
3930.000,7.31,
3929.000,7.61,
3928.000,7.92,
3927.000,8.24,
3926.000,8.59,
3925.000,8.95,
3924.000,9.32,
3923.000,9.71,
3922.000,10.11,
3921.000,10.52,
3920.000,10.95,
3919.000,11.39,
3918.000,11.84,
3917.000,12.3,
3916.000,12.76,
3915.000,13.22,
3914.000,13.68,
3913.000,14.12,
3912.000,14.55,
3911.000,14.96,
3910.000,15.35,
3909.000,15.71,
3908.000,16.03,
3907.000,16.32,
3906.000,16.57,
3905.000,16.78,
3904.000,16.96,
3903.000,17.11,
3902.000,17.21,
3901.000,17.27,
3900.000,17.28,
3899.000,17.24,
3898.000,17.14,
3897.000,16.99,
3896.000,16.79,
3895.000,16.54,
3894.000,16.25,
3893.000,15.92,
3892.000,15.56,
3891.000,15.18,
3890.000,14.8,
3889.000,14.42,
3888.000,14.03,
3887.000,13.62,
3886.000,13.18,
3885.000,12.73,
3884.000,12.3,
3883.000,11.88,
3882.000,11.47,
3881.000,11.04,
3880.000,10.61,
3879.000,10.19,
3878.000,9.8,
3877.000,9.43,
3876.000,9.08,
3875.000,8.73,
3874.000,8.38,
3873.000,8.06,
3872.000,7.74,
3871.000,7.44,
3870.000,7.13,
3869.000,6.82,
3868.000,6.54,
3867.000,6.28,
3866.000,6.04,
3865.000,5.8,
3864.000,5.57,
3863.000,5.35,
3862.000,5.14,
3861.000,4.94,
3860.000,4.76,
3859.000,4.59,
3858.000,4.43,
3857.000,4.29,
3856.000,4.16,
3855.000,4.04,
3854.000,3.9,
3853.000,3.77,
3852.000,3.63,
3851.000,3.5,
3850.000,3.39,
3849.000,3.28,
3848.000,3.18,
3847.000,3.09,
3846.000,3.01,
3845.000,2.93,
3844.000,2.85,
3843.000,2.78,
3842.000,2.71,
3841.000,2.64,
3840.000,2.58,
3839.000,2.52,
3838.000,2.46,
3837.000,2.41,
3836.000,2.35,
3835.000,2.3,
3834.000,2.26,
3833.000,2.21,
3832.000,2.17,
3831.000,2.12,
3830.000,2.08,
3829.000,2.05,
3828.000,2.01,
3827.000,1.98,
3826.000,1.95,
3825.000,1.92,
3824.000,1.89,
3823.000,1.86,
3822.000,1.84,
3821.000,1.81,
3820.000,1.79,
3819.000,1.77,
3818.000,1.74,
3817.000,1.72,
3816.000,1.7,
3815.000,1.69,
3814.000,1.67,
3813.000,1.66,
3812.000,1.64,
3811.000,1.63,
3810.000,1.61,
3809.000,1.6,
3808.000,1.58,
3807.000,1.57,
3806.000,1.56,
3805.000,1.55,
3804.000,1.55,
3803.000,1.54,
3802.000,1.53,
3801.000,1.52,
3800.000,1.51,
3799.000,1.51,
3798.000,1.5,
3797.000,1.5,
3796.000,1.49,
3795.000,1.49,
3794.000,1.49,
3793.000,1.48,
3792.000,1.48,
3791.000,1.48,
3790.000,1.48,
3789.000,1.48,
3788.000,1.49,
3787.000,1.49,
3786.000,1.49,
3785.000,1.49,
3784.000,1.49,
3783.000,1.5,
3782.000,1.5,
3781.000,1.51,
3780.000,1.51,
3779.000,1.52,
3778.000,1.53,
3777.000,1.54,
3776.000,1.55,
3775.000,1.56,
3774.000,1.57,
3773.000,1.58,
3772.000,1.59,
3771.000,1.6,
3770.000,1.61,
3769.000,1.63,
3768.000,1.64,
3767.000,1.66,
3766.000,1.68,
3765.000,1.69,
3764.000,1.71,
3763.000,1.73,
3762.000,1.76,
3761.000,1.78,
3760.000,1.8,
3759.000,1.83,
3758.000,1.85,
3757.000,1.88,
3756.000,1.91,
3755.000,1.94,
3754.000,1.97,
3753.000,2.01,
3752.000,2.05,
3751.000,2.09,
3750.000,2.14,
3749.000,2.18,
3748.000,2.23,
3747.000,2.28,
3746.000,2.33,
3745.000,2.38,
3744.000,2.44,
3743.000,2.51,
3742.000,2.57,
3741.000,2.64,
3740.000,2.7,
3739.000,2.76,
3738.000,2.83,
3737.000,2.91,
3736.000,2.99,
3735.000,3.09,
3734.000,3.19,
3733.000,3.29,
3732.000,3.4,
3731.000,3.52,
3730.000,3.65,
3729.000,3.78,
3728.000,3.91,
3727.000,4.06,
3726.000,4.21,
3725.000,4.38,
3724.000,4.55,
3723.000,4.74,
3722.000,4.94,
3721.000,5.16,
3720.000,5.39,
3719.000,5.64,
3718.000,5.9,
3717.000,6.18,
3716.000,6.47,
3715.000,6.78,
3714.000,7.11,
3713.000,7.46,
3712.000,7.85,
3711.000,8.27,
3710.000,8.7,
3709.000,9.15,
3708.000,9.6,
3707.000,10.06,
3706.000,10.52,
3705.000,10.99,
3704.000,11.45,
3703.000,11.92,
3702.000,12.38,
3701.000,12.83,
3700.000,13.27,
3699.000,13.67,
3698.000,14.04,
3697.000,14.37,
3696.000,14.65,
3695.000,14.88,
3694.000,15.06,
3693.000,15.2,
3692.000,15.3,
3691.000,15.36,
3690.000,15.38,
3689.000,15.38,
3688.000,15.35,
3687.000,15.3,
3686.000,15.22,
3685.000,15.09,
3684.000,14.89,
3683.000,14.63,
3682.000,14.32,
3681.000,13.99,
3680.000,13.63,
3679.000,13.25,
3678.000,12.85,
3677.000,12.44,
3676.000,11.99,
3675.000,11.52,
3674.000,11.08,
3673.000,10.67,
3672.000,10.27,
3671.000,9.85,
3670.000,9.41,
3669.000,8.97,
3668.000,8.56,
3667.000,8.18,
3666.000,7.81,
3665.000,7.47,
3664.000,7.13,
3663.000,6.82,
3662.000,6.51,
3661.000,6.22,
3660.000,5.95,
3659.000,5.69,
3658.000,5.44,
3657.000,5.2,
3656.000,4.97,
3655.000,4.75,
3654.000,4.55,
3653.000,4.37,
3652.000,4.21,
3651.000,4.04,
3650.000,3.88,
3649.000,3.73,
3648.000,3.57,
3647.000,3.43,
3646.000,3.29,
3645.000,3.17,
3644.000,3.07,
3643.000,2.97,
3642.000,2.87,
3641.000,2.78,
3640.000,2.7,
3639.000,2.61,
3638.000,2.53,
3637.000,2.46,
3636.000,2.39,
3635.000,2.32,
3634.000,2.26,
3633.000,2.2,
3632.000,2.15,
3631.000,2.09,
3630.000,2.04,
3629.000,2,
3628.000,1.95,
3627.000,1.9,
3626.000,1.86,
3625.000,1.82,
3624.000,1.79,
3623.000,1.75,
3622.000,1.71,
3621.000,1.68,
3620.000,1.65,
3619.000,1.62,
3618.000,1.59,
3617.000,1.57,
3616.000,1.54,
3615.000,1.52,
3614.000,1.5,
3613.000,1.48,
3612.000,1.46,
3611.000,1.44,
3610.000,1.42,
3609.000,1.41,
3608.000,1.39,
3607.000,1.38,
3606.000,1.37,
3605.000,1.35,
3604.000,1.34,
3603.000,1.32,
3602.000,1.31,
3601.000,1.3,
3600.000,1.29,
3599.000,1.28,
3598.000,1.27,
3597.000,1.26,
3596.000,1.25,
3595.000,1.24,
3594.000,1.23,
3593.000,1.22,
3592.000,1.21,
3591.000,1.2,
3590.000,1.2,
3589.000,1.2,
3588.000,1.19,
3587.000,1.19,
3586.000,1.19,
3585.000,1.19,
3584.000,1.19,
3583.000,1.19,
3582.000,1.19,
3581.000,1.19,
3580.000,1.19,
3579.000,1.19,
3578.000,1.2,
3577.000,1.2,
3576.000,1.2,
3575.000,1.2,
3574.000,1.2,
3573.000,1.2,
3572.000,1.2,
3571.000,1.2,
3570.000,1.2,
3569.000,1.2,
3568.000,1.2,
3567.000,1.2,
3566.000,1.2,
3565.000,1.2,
3564.000,1.2,
3563.000,1.2,
3562.000,1.21,
3561.000,1.21,
3560.000,1.22,
3559.000,1.22,
3558.000,1.23,
3557.000,1.24,
3556.000,1.25,
3555.000,1.26,
3554.000,1.27,
3553.000,1.28,
3552.000,1.29,
3551.000,1.3,
3550.000,1.32,
3549.000,1.33,
3548.000,1.35,
3547.000,1.36,
3546.000,1.38,
3545.000,1.4,
3544.000,1.41,
3543.000,1.43,
3542.000,1.46,
3541.000,1.48,
3540.000,1.5,
3539.000,1.52,
3538.000,1.55,
3537.000,1.58,
3536.000,1.61,
3535.000,1.64,
3534.000,1.67,
3533.000,1.7,
3532.000,1.74,
3531.000,1.77,
3530.000,1.81,
3529.000,1.85,
3528.000,1.89,
3527.000,1.94,
3526.000,1.99,
3525.000,2.04,
3524.000,2.09,
3523.000,2.15,
3522.000,2.21,
3521.000,2.27,
3520.000,2.33,
3519.000,2.4,
3518.000,2.47,
3517.000,2.55,
3516.000,2.63,
3515.000,2.72,
3514.000,2.81,
3513.000,2.9,
3512.000,3,
3511.000,3.11,
3510.000,3.23,
3509.000,3.35,
3508.000,3.48,
3507.000,3.61,
3506.000,3.76,
3505.000,3.91,
3504.000,4.07,
3503.000,4.25,
3502.000,4.43,
3501.000,4.62,
3500.000,4.83,
3499.000,5.04,
3498.000,5.26,
3497.000,5.5,
3496.000,5.75,
3495.000,6.01,
3494.000,6.28,
3493.000,6.56,
3492.000,6.84,
3491.000,7.14,
3490.000,7.44,
3489.000,7.74,
3488.000,8.05,
3487.000,8.36,
3486.000,8.67,
3485.000,8.97,
3484.000,9.26,
3483.000,9.55,
3482.000,9.82,
3481.000,10.07,
3480.000,10.31,
3479.000,10.52,
3478.000,10.7,
3477.000,10.86,
3476.000,10.98,
3475.000,11.07,
3474.000,11.12,
3473.000,11.14,
3472.000,11.12,
3471.000,11.07,
3470.000,10.98,
3469.000,10.87,
3468.000,10.72,
3467.000,10.54,
3466.000,10.33,
3465.000,10.1,
3464.000,9.85,
3463.000,9.58,
3462.000,9.3,
3461.000,9.01,
3460.000,8.71,
3459.000,8.41,
3458.000,8.1,
3457.000,7.79,
3456.000,7.49,
3455.000,7.19,
3454.000,6.89,
3453.000,6.6,
3452.000,6.31,
3451.000,6.04,
3450.000,5.77,
3449.000,5.52,
3448.000,5.27,
3447.000,5.03,
3446.000,4.8,
3445.000,4.58,
3444.000,4.37,
3443.000,4.18,
3442.000,3.99,
3441.000,3.81,
3440.000,3.65,
3439.000,3.49,
3438.000,3.34,
3437.000,3.2,
3436.000,3.06,
3435.000,2.94,
3434.000,2.82,
3433.000,2.71,
3432.000,2.6,
3431.000,2.5,
3430.000,2.41,
3429.000,2.32,
3428.000,2.24,
3427.000,2.16,
3426.000,2.08,
3425.000,2.01,
3424.000,1.94,
3423.000,1.88,
3422.000,1.82,
3421.000,1.77,
3420.000,1.72,
3419.000,1.67,
3418.000,1.63,
3417.000,1.58,
3416.000,1.54,
3415.000,1.51,
3414.000,1.47,
3413.000,1.44,
3412.000,1.41,
3411.000,1.38,
3410.000,1.36,
3409.000,1.33,
3408.000,1.31,
3407.000,1.29,
3406.000,1.27,
3405.000,1.25,
3404.000,1.24,
3403.000,1.22,
3402.000,1.21,
3401.000,1.2,
3400.000,1.19,
3399.000,1.17,
3398.000,1.16,
3397.000,1.15,
3396.000,1.13,
3395.000,1.12,
3394.000,1.11,
3393.000,1.09,
3392.000,1.08,
3391.000,1.07,
3390.000,1.06,
3389.000,1.05,
3388.000,1.04,
3387.000,1.03,
3386.000,1.02,
3385.000,1.01,
3384.000,1,
3383.000,0.99,
3382.000,0.98,
3381.000,0.97,
3380.000,0.96,
3379.000,0.95,
3378.000,0.95,
3377.000,0.94,
3376.000,0.94,
3375.000,0.93,
3374.000,0.93,
3373.000,0.92,
3372.000,0.92,
3371.000,0.92,
3370.000,0.91,
3369.000,0.91,
3368.000,0.91,
3367.000,0.9,
3366.000,0.9,
3365.000,0.9,
3364.000,0.9,
3363.000,0.9,
3362.000,0.9,
3361.000,0.9,
3360.000,0.9,
3359.000,0.9,
3358.000,0.9,
3357.000,0.9,
3356.000,0.91,
3355.000,0.91,
3354.000,0.91,
3353.000,0.91,
3352.000,0.92,
3351.000,0.92,
3350.000,0.93,
3349.000,0.93,
3348.000,0.94,
3347.000,0.94,
3346.000,0.95,
3345.000,0.96,
3344.000,0.97,
3343.000,0.97,
3342.000,0.98,
3341.000,0.99,
3340.000,1,
3339.000,1.01,
3338.000,1.02,
3337.000,1.03,
3336.000,1.04,
3335.000,1.06,
3334.000,1.07,
3333.000,1.09,
3332.000,1.1,
3331.000,1.12,
3330.000,1.13,
3329.000,1.15,
3328.000,1.17,
3327.000,1.19,
3326.000,1.21,
3325.000,1.23,
3324.000,1.25,
3323.000,1.28,
3322.000,1.31,
3321.000,1.33,
3320.000,1.36,
3319.000,1.39,
3318.000,1.42,
3317.000,1.45,
3316.000,1.48,
3315.000,1.52,
3314.000,1.55,
3313.000,1.59,
3312.000,1.63,
3311.000,1.68,
3310.000,1.72,
3309.000,1.77,
3308.000,1.83,
3307.000,1.88,
3306.000,1.94,
3305.000,2,
3304.000,2.07,
3303.000,2.14,
3302.000,2.22,
3301.000,2.3,
3300.000,2.38,
3299.000,2.48,
3298.000,2.57,
3297.000,2.68,
3296.000,2.79,
3295.000,2.91,
3294.000,3.03,
3293.000,3.17,
3292.000,3.32,
3291.000,3.48,
3290.000,3.64,
3289.000,3.82,
3288.000,4.01,
3287.000,4.22,
3286.000,4.43,
3285.000,4.66,
3284.000,4.91,
3283.000,5.16,
3282.000,5.44,
3281.000,5.72,
3280.000,6.02,
3279.000,6.34,
3278.000,6.66,
3277.000,7,
3276.000,7.34,
3275.000,7.69,
3274.000,8.04,
3273.000,8.4,
3272.000,8.75,
3271.000,9.1,
3270.000,9.43,
3269.000,9.75,
3268.000,10.05,
3267.000,10.32,
3266.000,10.56,
3265.000,10.76,
3264.000,10.93,
3263.000,11.06,
3262.000,11.15,
3261.000,11.19,
3260.000,11.18,
3259.000,11.13,
3258.000,11.04,
3257.000,10.91,
3256.000,10.73,
3255.000,10.53,
3254.000,10.29,
3253.000,10.03,
3252.000,9.74,
3251.000,9.44,
3250.000,9.13,
3249.000,8.8,
3248.000,8.47,
3247.000,8.13,
3246.000,7.8,
3245.000,7.46,
3244.000,7.13,
3243.000,6.81,
3242.000,6.5,
3241.000,6.19,
3240.000,5.9,
3239.000,5.62,
3238.000,5.34,
3237.000,5.08,
3236.000,4.83,
3235.000,4.59,
3234.000,4.37,
3233.000,4.15,
3232.000,3.95,
3231.000,3.76,
3230.000,3.58,
3229.000,3.41,
3228.000,3.26,
3227.000,3.1,
3226.000,2.96,
3225.000,2.83,
3224.000,2.7,
3223.000,2.59,
3222.000,2.48,
3221.000,2.37,
3220.000,2.28,
3219.000,2.19,
3218.000,2.1,
3217.000,2.02,
3216.000,1.95,
3215.000,1.88,
3214.000,1.81,
3213.000,1.75,
3212.000,1.69,
3211.000,1.64,
3210.000,1.59,
3209.000,1.54,
3208.000,1.49,
3207.000,1.45,
3206.000,1.4,
3205.000,1.37,
3204.000,1.33,
3203.000,1.29,
3202.000,1.26,
3201.000,1.23,
3200.000,1.2,
3199.000,1.17,
3198.000,1.15,
3197.000,1.12,
3196.000,1.1,
3195.000,1.07,
3194.000,1.05,
3193.000,1.03,
3192.000,1.01,
3191.000,0.99,
3190.000,0.98,
3189.000,0.96,
3188.000,0.94,
3187.000,0.93,
3186.000,0.91,
3185.000,0.9,
3184.000,0.88,
3183.000,0.87,
3182.000,0.86,
3181.000,0.85,
3180.000,0.84,
3179.000,0.83,
3178.000,0.82,
3177.000,0.81,
3176.000,0.8,
3175.000,0.8,
3174.000,0.79,
3173.000,0.78,
3172.000,0.78,
3171.000,0.77,
3170.000,0.76,
3169.000,0.76,
3168.000,0.75,
3167.000,0.75,
3166.000,0.74,
3165.000,0.74,
3164.000,0.74,
3163.000,0.73,
3162.000,0.73,
3161.000,0.73,
3160.000,0.73,
3159.000,0.73,
3158.000,0.73,
3157.000,0.73,
3156.000,0.73,
3155.000,0.73,
3154.000,0.73,
3153.000,0.73,
3152.000,0.73,
3151.000,0.73,
3150.000,0.73,
3149.000,0.73,
3148.000,0.73,
3147.000,0.73,
3146.000,0.74,
3145.000,0.74,
3144.000,0.75,
3143.000,0.75,
3142.000,0.75,
3141.000,0.76,
3140.000,0.76,
3139.000,0.77,
3138.000,0.77,
3137.000,0.78,
3136.000,0.79,
3135.000,0.8,
3134.000,0.8,
3133.000,0.81,
3132.000,0.82,
3131.000,0.83,
3130.000,0.84,
3129.000,0.86,
3128.000,0.87,
3127.000,0.88,
3126.000,0.89,
3125.000,0.91,
3124.000,0.92,
3123.000,0.94,
3122.000,0.95,
3121.000,0.97,
3120.000,0.99,
3119.000,1.01,
3118.000,1.03,
3117.000,1.05,
3116.000,1.08,
3115.000,1.1,
3114.000,1.13,
3113.000,1.15,
3112.000,1.18,
3111.000,1.22,
3110.000,1.25,
3109.000,1.29,
3108.000,1.32,
3107.000,1.37,
3106.000,1.41,
3105.000,1.46,
3104.000,1.51,
3103.000,1.56,
3102.000,1.62,
3101.000,1.68,
3100.000,1.75,
3099.000,1.82,
3098.000,1.9,
3097.000,1.98,
3096.000,2.07,
3095.000,2.17,
3094.000,2.27,
3093.000,2.38,
3092.000,2.5,
3091.000,2.63,
3090.000,2.77,
3089.000,2.93,
3088.000,3.1,
3087.000,3.28,
3086.000,3.47,
3085.000,3.68,
3084.000,3.91,
3083.000,4.15,
3082.000,4.41,
3081.000,4.69,
3080.000,4.98,
3079.000,5.3,
3078.000,5.62,
3077.000,5.96,
3076.000,6.31,
3075.000,6.66,
3074.000,7.01,
3073.000,7.35,
3072.000,7.69,
3071.000,8,
3070.000,8.29,
3069.000,8.55,
3068.000,8.77,
3067.000,8.94,
3066.000,9.06,
3065.000,9.13,
3064.000,9.15,
3063.000,9.11,
3062.000,9.02,
3061.000,8.88,
3060.000,8.7,
3059.000,8.48,
3058.000,8.23,
3057.000,7.95,
3056.000,7.65,
3055.000,7.33,
3054.000,7,
3053.000,6.67,
3052.000,6.34,
3051.000,6,
3050.000,5.68,
3049.000,5.36,
3048.000,5.04,
3047.000,4.74,
3046.000,4.45,
3045.000,4.18,
3044.000,3.91,
3043.000,3.66,
3042.000,3.42,
3041.000,3.2,
3040.000,3,
3039.000,2.81,
3038.000,2.63,
3037.000,2.47,
3036.000,2.32,
3035.000,2.18,
3034.000,2.05,
3033.000,1.93,
3032.000,1.83,
3031.000,1.73,
3030.000,1.64,
3029.000,1.56,
3028.000,1.48,
3027.000,1.41,
3026.000,1.35,
3025.000,1.29,
3024.000,1.23,
3023.000,1.18,
3022.000,1.13,
3021.000,1.08,
3020.000,1.04,
3019.000,1,
3018.000,0.96,
3017.000,0.93,
3016.000,0.9,
3015.000,0.86,
3014.000,0.83,
3013.000,0.81,
3012.000,0.78,
3011.000,0.76,
3010.000,0.74,
3009.000,0.72,
3008.000,0.7,
3007.000,0.68,
3006.000,0.67,
3005.000,0.65,
3004.000,0.64,
3003.000,0.62,
3002.000,0.61,
3001.000,0.6,
3000.000,0.59,
2999.000,0.58,
2998.000,0.57,
2997.000,0.56,
2996.000,0.56,
2995.000,0.55,
2994.000,0.54,
2993.000,0.54,
2992.000,0.54,
2991.000,0.53,
2990.000,0.53,
2989.000,0.53,
2988.000,0.53,
2987.000,0.54,
2986.000,0.54,
2985.000,0.54,
2984.000,0.54,
2983.000,0.55,
2982.000,0.55,
2981.000,0.55,
2980.000,0.56,
2979.000,0.56,
2978.000,0.55,
2977.000,0.55,
2976.000,0.54,
2975.000,0.52,
2974.000,0.5,
2973.000,0.48,
2972.000,0.45,
2971.000,0.41,
2970.000,0.37,
2969.000,0.33,
2968.000,0.29,
2967.000,0.25,
2966.000,0.22,
2965.000,0.19,
2964.000,0.16,
2963.000,0.14,
2962.000,0.11,
2961.000,0.1,
2960.000,0.08,
2959.000,0.07,
2958.000,0.06,
2957.000,0.05,
2956.000,0.05,
2955.000,0.04,
2954.000,0.04,
2953.000,0.04,
2952.000,0.03,
2951.000,0.03,
2950.000,0.03,
2949.000,0.02,
2948.000,0.02,
2947.000,0.02,
2946.000,0.02,
2945.000,0.01,
2944.000,0.01,
2943.000,0.01,
2942.000,0.01,
2941.000,0.01,
2940.000,0.01,
2939.000,0.01,
2938.000,0.01,
2937.000,0.01,
2936.000,0.01,
2935.000,0.01,
2934.000,0.01,
2933.000,0.01,
2932.000,0.01,
2931.000,0.02,
2930.000,0.02,
2929.000,0.02,
2928.000,0.03,
2927.000,0.03,
2926.000,0.03,
2925.000,0.04,
2924.000,0.04,
2923.000,0.05,
2922.000,0.06,
2921.000,0.07,
2920.000,0.08,
2919.000,0.09,
2918.000,0.11,
2917.000,0.12,
2916.000,0.14,
2915.000,0.15,
2914.000,0.17,
2913.000,0.18,
2912.000,0.19,
2911.000,0.2,
2910.000,0.21,
2909.000,0.21,
2908.000,0.22,
2907.000,0.22,
2906.000,0.23,
2905.000,0.23,
2904.000,0.24,
2903.000,0.24,
2902.000,0.25,
2901.000,0.25,
2900.000,0.26,
2899.000,0.26,
2898.000,0.26,
2897.000,0.27,
2896.000,0.27,
2895.000,0.27,
2894.000,0.27,
2893.000,0.27,
2892.000,0.28,
2891.000,0.28,
2890.000,0.28,
2889.000,0.28,
2888.000,0.28,
2887.000,0.29,
2886.000,0.29,
2885.000,0.29,
2884.000,0.29,
2883.000,0.29,
2882.000,0.29,
2881.000,0.28,
2880.000,0.28,
2879.000,0.27,
2878.000,0.27,
2877.000,0.26,
2876.000,0.25,
2875.000,0.24,
2874.000,0.22,
2873.000,0.21,
2872.000,0.19,
2871.000,0.17,
2870.000,0.16,
2869.000,0.14,
2868.000,0.12,
2867.000,0.11,
2866.000,0.09,
2865.000,0.08,
2864.000,0.08,
2863.000,0.07,
2862.000,0.07,
2861.000,0.07,
2860.000,0.08,
2859.000,0.09,
2858.000,0.1,
2857.000,0.11,
2856.000,0.13,
2855.000,0.14,
2854.000,0.16,
2853.000,0.19,
2852.000,0.21,
2851.000,0.24,
2850.000,0.26,
2849.000,0.28,
2848.000,0.3,
2847.000,0.32,
2846.000,0.33,
2845.000,0.35,
2844.000,0.36,
2843.000,0.37,
2842.000,0.39,
2841.000,0.4,
2840.000,0.41,
2839.000,0.42,
2838.000,0.44,
2837.000,0.45,
2836.000,0.46,
2835.000,0.48,
2834.000,0.49,
2833.000,0.5,
2832.000,0.52,
2831.000,0.53,
2830.000,0.55,
2829.000,0.56,
2828.000,0.58,
2827.000,0.59,
2826.000,0.61,
2825.000,0.63,
2824.000,0.65,
2823.000,0.68,
2822.000,0.7,
2821.000,0.73,
2820.000,0.77,
2819.000,0.8,
2818.000,0.84,
2817.000,0.88,
2816.000,0.93,
2815.000,0.98,
2814.000,1.04,
2813.000,1.11,
