Wavelength nm.	kine_164638 - ...	kine_164638 - ...	kine_164638 - ...	kine_164638 - ...	kine_164638 - ...	kine_164638 - ...	kine_164638 - ...	kine_164638 - ...	kine_164638 - ...	kine_164638 - ...	kine_164638 - ...	kine_164638 - ...	kine_164638 - ...	kine_164638 - ...	kine_164638 - ...	kine_164638 - ...	kine_164638 - ...	kine_164638 - ...	kine_164638 - ...	kine_164638 - ...	kine_164638 - ...	kine_164638 - ...	kine_164638 - ...	kine_164638 - ...	kine_164638 - ...	kine_164638 - ...	kine_164638 - ...	kine_164638 - ...	kine_164638 - ...	kine_164638 - ...	kine_164638 - ...	kine_164638 - ...	kine_164638 - ...	kine_164638 - ...	kine_164638 - ...	kine_164638 - ...	kine_164638 - ...	kine_164638 - ...	kine_164638 - ...	kine_164638 - ...	kine_164638 - ...	kine_164638 - ...	kine_164638 - ...	kine_164638 - ...	kine_164638 - ...	kine_164638 - ...	kine_164638 - ...	kine_164638 - ...	kine_164638 - ...	kine_164638 - ...	kine_164638 - ...	kine_164638 - ...	kine_164638 - ...	kine_164638 - ...	kine_164638 - ...	kine_164638 - ...	kine_164638 - ...	kine_164638 - ...	kine_164638 - ...	kine_164638 - ...	kine_164638 - ...	kine_164638 - ...	kine_164638 - ...	kine_164638 - ...	kine_164638 - ...	kine_164638 - ...	kine_164638 - ...	kine_164638 - ...	kine_164638 - ...	kine_164638 - ...	kine_164638 - ...	kine_164638 - ...	kine_164638 - ...	kine_164638 - ...	kine_164638 - ...	kine_164638 - ...	kine_164638 - ...	kine_164638 - ...	kine_164638 - ...	kine_164638 - ...	kine_164638 - ...	kine_164638 - ...	kine_164638 - ...	kine_164638 - ...	kine_164638 - ...	kine_164638 - ...	kine_164638 - ...	kine_164638 - ...	kine_164638 - ...	kine_164638 - ...	kine_164638 - ...	kine_164638 - ...	kine_164638 - ...	kine_164638 - ...	kine_164638 - ...	kine_164638 - ...	kine_164638 - ...	kine_164638 - ...	kine_164638 - ...	kine_164638 - ...
570.00	0.51600	0.51237	0.50878	0.50507	0.50148	0.49793	0.49492	0.49156	0.48874	0.48655	0.48347	0.48100	0.47878	0.47642	0.47459	0.47211	0.47038	0.46840	0.46603	0.46393	0.46278	0.46057	0.45957	0.45708	0.45672	0.45505	0.45400	0.45297	0.45244	0.45066	0.45000	0.44847	0.44835	0.44641	0.44660	0.44491	0.44454	0.44396	0.44321	0.44250	0.44143	0.44144	0.44097	0.43997	0.43957	0.43904	0.43846	0.43823	0.43770	0.43743	0.43678	0.43682	0.43524	0.43531	0.43506	0.43444	0.43404	0.43429	0.43335	0.43358	0.43344	0.43240	0.43251	0.43259	0.43144	0.43197	0.43114	0.43122	0.43119	0.43064	0.43083	0.43037	0.42995	0.43012	0.43025	0.43042	0.42929	0.42939	0.42889	0.42919	0.42917	0.42895	0.42890	0.42836	0.42891	0.42863	0.42813	0.42822	0.42785	0.42846	0.42818	0.42783	0.42787	0.42820	0.42715	0.42717	0.42680	0.42723	0.42740	0.42714
571.00	0.52601	0.52309	0.51917	0.51560	0.51179	0.50941	0.50593	0.50279	0.50077	0.49723	0.49494	0.49232	0.48967	0.48823	0.48615	0.48348	0.48224	0.47988	0.47769	0.47646	0.47435	0.47315	0.47172	0.47020	0.46929	0.46741	0.46640	0.46524	0.46423	0.46295	0.46170	0.46132	0.46036	0.45990	0.45867	0.45789	0.45717	0.45675	0.45594	0.45529	0.45477	0.45461	0.45371	0.45292	0.45243	0.45200	0.45173	0.45149	0.45073	0.44994	0.44954	0.44933	0.44883	0.44837	0.44811	0.44775	0.44754	0.44750	0.44722	0.44703	0.44668	0.44602	0.44600	0.44547	0.44491	0.44545	0.44499	0.44447	0.44456	0.44467	0.44491	0.44408	0.44410	0.44391	0.44398	0.44354	0.44348	0.44373	0.44311	0.44439	0.44330	0.44375	0.44320	0.44292	0.44239	0.44290	0.44215	0.44253	0.44304	0.44310	0.44235	0.44232	0.44262	0.44218	0.44222	0.44291	0.44145	0.44203	0.44282	0.44226
572.00	0.53930	0.53577	0.53228	0.52967	0.52696	0.52340	0.52008	0.51697	0.51420	0.51100	0.50952	0.50710	0.50472	0.50338	0.50115	0.49851	0.49599	0.49495	0.49372	0.49133	0.48982	0.48836	0.48683	0.48583	0.48473	0.48324	0.48240	0.48101	0.47982	0.47872	0.47788	0.47746	0.47639	0.47513	0.47542	0.47448	0.47390	0.47330	0.47145	0.47142	0.47069	0.47047	0.46972	0.46911	0.46872	0.46849	0.46810	0.46777	0.46711	0.46688	0.46576	0.46676	0.46570	0.46514	0.46515	0.46451	0.46417	0.46533	0.46360	0.46416	0.46371	0.46381	0.46295	0.46226	0.46239	0.46224	0.46259	0.46251	0.46266	0.46171	0.46158	0.46126	0.46182	0.46182	0.46113	0.46046	0.46091	0.46065	0.46165	0.46116	0.46090	0.46023	0.46042	0.46034	0.46012	0.46083	0.46093	0.46078	0.46012	0.46007	0.46032	0.46071	0.46009	0.46036	0.46029	0.46050	0.46038	0.45940	0.46014	0.46023
573.00	0.55372	0.54976	0.54684	0.54337	0.54067	0.53795	0.53514	0.53193	0.52944	0.52660	0.52526	0.52244	0.52013	0.51802	0.51663	0.51430	0.51242	0.51098	0.50922	0.50786	0.50544	0.50507	0.50315	0.50270	0.50100	0.50014	0.49878	0.49750	0.49692	0.49597	0.49499	0.49446	0.49430	0.49221	0.49168	0.49158	0.49039	0.49075	0.48942	0.48916	0.48773	0.48710	0.48698	0.48766	0.48602	0.48614	0.48540	0.48500	0.48505	0.48505	0.48401	0.48330	0.48333	0.48365	0.48278	0.48244	0.48297	0.48221	0.48139	0.48234	0.48122	0.48069	0.48097	0.48022	0.48044	0.48016	0.48015	0.48024	0.47984	0.47989	0.48002	0.47974	0.47939	0.47878	0.47908	0.47891	0.47948	0.47897	0.47913	0.47922	0.47948	0.47852	0.47887	0.47889	0.47906	0.47839	0.47862	0.47916	0.47876	0.47785	0.47874	0.47867	0.47819	0.47814	0.47930	0.47859	0.47805	0.47874	0.47839	0.47887
574.00	0.56801	0.56506	0.56140	0.55848	0.55540	0.55342	0.54994	0.54728	0.54452	0.54219	0.54048	0.53825	0.53587	0.53391	0.53223	0.53041	0.52875	0.52680	0.52537	0.52381	0.52215	0.52063	0.51987	0.51932	0.51806	0.51640	0.51585	0.51463	0.51341	0.51309	0.51143	0.51091	0.51074	0.50958	0.50898	0.50868	0.50777	0.50721	0.50685	0.50543	0.50579	0.50459	0.50453	0.50447	0.50398	0.50347	0.50278	0.50316	0.50267	0.50130	0.50155	0.50138	0.50106	0.50022	0.50037	0.49993	0.49974	0.49994	0.49914	0.49914	0.49855	0.49850	0.49803	0.49847	0.49785	0.49805	0.49745	0.49817	0.49773	0.49690	0.49766	0.49679	0.49701	0.49623	0.49685	0.49620	0.49693	0.49629	0.49630	0.49578	0.49625	0.49575	0.49661	0.49651	0.49614	0.49593	0.49631	0.49618	0.49591	0.49632	0.49559	0.49558	0.49546	0.49547	0.49586	0.49589	0.49618	0.49535	0.49559	0.49511
575.00	0.58102	0.57743	0.57429	0.57094	0.56716	0.56460	0.56222	0.55990	0.55719	0.55501	0.55320	0.55037	0.54900	0.54694	0.54477	0.54268	0.54157	0.53982	0.53896	0.53700	0.53538	0.53418	0.53339	0.53261	0.53141	0.53024	0.52888	0.52897	0.52810	0.52663	0.52586	0.52476	0.52419	0.52338	0.52281	0.52229	0.52194	0.52079	0.52052	0.51980	0.51983	0.51914	0.51929	0.51790	0.51746	0.51706	0.51701	0.51636	0.51619	0.51548	0.51528	0.51539	0.51535	0.51539	0.51436	0.51323	0.51357	0.51316	0.51349	0.51330	0.51250	0.51279	0.51199	0.51224	0.51183	0.51181	0.51148	0.51187	0.51163	0.51074	0.51138	0.51122	0.51131	0.51030	0.51080	0.51010	0.51048	0.50984	0.50986	0.51001	0.50942	0.50986	0.50934	0.50972	0.50935	0.51010	0.50958	0.50923	0.50955	0.50851	0.50956	0.50883	0.50890	0.50880	0.50913	0.50937	0.50899	0.50865	0.50964	0.50848
576.00	0.58929	0.58619	0.58353	0.58002	0.57670	0.57397	0.57135	0.56923	0.56720	0.56468	0.56203	0.55908	0.55772	0.55665	0.55461	0.55241	0.55146	0.54967	0.54806	0.54645	0.54577	0.54468	0.54357	0.54258	0.54159	0.54012	0.53988	0.53875	0.53737	0.53651	0.53579	0.53524	0.53467	0.53392	0.53331	0.53231	0.53084	0.53104	0.53021	0.53004	0.52962	0.52909	0.52891	0.52826	0.52813	0.52807	0.52691	0.52663	0.52642	0.52583	0.52574	0.52497	0.52489	0.52452	0.52471	0.52404	0.52370	0.52337	0.52366	0.52288	0.52284	0.52231	0.52253	0.52126	0.52181	0.52148	0.52143	0.52142	0.52045	0.52075	0.52010	0.52071	0.52095	0.52043	0.52037	0.51943	0.51948	0.51956	0.51960	0.51925	0.51945	0.51956	0.51870	0.51945	0.51923	0.51845	0.51872	0.51870	0.51780	0.51800	0.51805	0.51854	0.51814	0.51754	0.51793	0.51787	0.51753	0.51708	0.51801	0.51807
577.00	0.59469	0.59125	0.58784	0.58425	0.58119	0.57901	0.57601	0.57391	0.57126	0.56900	0.56665	0.56473	0.56148	0.56105	0.55858	0.55761	0.55593	0.55459	0.55320	0.55263	0.55051	0.54953	0.54831	0.54694	0.54614	0.54563	0.54391	0.54303	0.54282	0.54221	0.54077	0.54055	0.53952	0.53912	0.53795	0.53726	0.53765	0.53677	0.53579	0.53524	0.53405	0.53453	0.53397	0.53314	0.53307	0.53206	0.53232	0.53148	0.53138	0.53137	0.53028	0.52981	0.52966	0.52963	0.52929	0.52886	0.52843	0.52792	0.52794	0.52800	0.52700	0.52771	0.52677	0.52696	0.52658	0.52660	0.52632	0.52569	0.52652	0.52559	0.52483	0.52532	0.52506	0.52475	0.52421	0.52473	0.52411	0.52392	0.52415	0.52387	0.52303	0.52357	0.52305	0.52331	0.52317	0.52271	0.52271	0.52291	0.52200	0.52214	0.52242	0.52233	0.52128	0.52199	0.52201	0.52196	0.52176	0.52153	0.52147	0.52159
578.00	0.59454	0.59209	0.58891	0.58512	0.58225	0.57894	0.57749	0.57402	0.57195	0.56881	0.56709	0.56486	0.56381	0.56148	0.56008	0.55840	0.55732	0.55531	0.55414	0.55241	0.55142	0.55053	0.54928	0.54763	0.54720	0.54624	0.54494	0.54441	0.54311	0.54206	0.54192	0.54140	0.54019	0.53963	0.53910	0.53803	0.53812	0.53701	0.53602	0.53567	0.53589	0.53469	0.53392	0.53406	0.53354	0.53309	0.53276	0.53255	0.53213	0.53139	0.53137	0.53072	0.53017	0.52989	0.52950	0.52894	0.52878	0.52932	0.52862	0.52802	0.52764	0.52695	0.52737	0.52687	0.52709	0.52636	0.52619	0.52596	0.52570	0.52509	0.52497	0.52501	0.52530	0.52489	0.52406	0.52399	0.52441	0.52374	0.52401	0.52347	0.52313	0.52328	0.52268	0.52317	0.52286	0.52215	0.52253	0.52246	0.52260	0.52162	0.52171	0.52179	0.52136	0.52125	0.52046	0.52074	0.52136	0.52130	0.52097	0.52107
579.00	0.59200	0.58904	0.58657	0.58258	0.57925	0.57652	0.57335	0.57148	0.56879	0.56585	0.56409	0.56189	0.56056	0.55814	0.55723	0.55447	0.55357	0.55197	0.55000	0.55011	0.54871	0.54668	0.54629	0.54499	0.54406	0.54314	0.54199	0.54140	0.54029	0.53936	0.53834	0.53784	0.53682	0.53660	0.53630	0.53512	0.53482	0.53371	0.53320	0.53256	0.53158	0.53182	0.53137	0.53075	0.53040	0.52965	0.52892	0.52883	0.52838	0.52762	0.52735	0.52735	0.52688	0.52662	0.52574	0.52587	0.52528	0.52518	0.52457	0.52418	0.52370	0.52400	0.52332	0.52324	0.52295	0.52212	0.52256	0.52177	0.52210	0.52168	0.52184	0.52082	0.52038	0.52046	0.52052	0.51974	0.51934	0.52011	0.51912	0.51937	0.51940	0.51896	0.51864	0.51876	0.51851	0.51853	0.51799	0.51840	0.51781	0.51701	0.51777	0.51730	0.51749	0.51697	0.51676	0.51683	0.51665	0.51732	0.51629	0.51601
580.00	0.58499	0.58214	0.57886	0.57585	0.57267	0.56894	0.56714	0.56423	0.56139	0.55914	0.55698	0.55529	0.55332	0.55137	0.54974	0.54795	0.54693	0.54465	0.54439	0.54274	0.54083	0.54008	0.53913	0.53779	0.53683	0.53607	0.53538	0.53451	0.53301	0.53263	0.53135	0.53143	0.53028	0.52915	0.52914	0.52802	0.52725	0.52610	0.52614	0.52536	0.52506	0.52463	0.52352	0.52364	0.52268	0.52268	0.52223	0.52095	0.52098	0.52001	0.51939	0.51977	0.51931	0.51934	0.51874	0.51882	0.51774	0.51801	0.51681	0.51635	0.51666	0.51551	0.51591	0.51575	0.51643	0.51463	0.51505	0.51416	0.51398	0.51368	0.51308	0.51317	0.51360	0.51257	0.51254	0.51229	0.51195	0.51183	0.51182	0.51190	0.51124	0.51123	0.51055	0.50997	0.51127	0.51023	0.50940	0.50927	0.50911	0.50937	0.50979	0.50921	0.50892	0.50872	0.50842	0.50836	0.50817	0.50884	0.50781	0.50760
581.00	0.57686	0.57414	0.57050	0.56650	0.56367	0.56001	0.55701	0.55489	0.55206	0.54954	0.54849	0.54601	0.54378	0.54220	0.54112	0.53951	0.53723	0.53556	0.53450	0.53395	0.53238	0.53096	0.52987	0.52834	0.52706	0.52682	0.52560	0.52432	0.52370	0.52287	0.52235	0.52161	0.52057	0.51948	0.51885	0.51871	0.51750	0.51655	0.51619	0.51604	0.51504	0.51510	0.51353	0.51342	0.51300	0.51283	0.51222	0.51184	0.51146	0.51046	0.50980	0.50938	0.50950	0.50893	0.50849	0.50855	0.50846	0.50748	0.50775	0.50684	0.50677	0.50681	0.50587	0.50548	0.50535	0.50543	0.50476	0.50500	0.50428	0.50403	0.50362	0.50336	0.50285	0.50318	0.50248	0.50221	0.50211	0.50178	0.50138	0.50160	0.50121	0.50100	0.50118	0.49976	0.49976	0.50057	0.50034	0.49980	0.49924	0.49881	0.49906	0.49853	0.49902	0.49883	0.49804	0.49857	0.49809	0.49770	0.49732	0.49739
582.00	0.56554	0.56266	0.55927	0.55637	0.55291	0.54895	0.54656	0.54456	0.54177	0.53881	0.53734	0.53498	0.53288	0.53116	0.52967	0.52795	0.52622	0.52504	0.52361	0.52260	0.52124	0.51931	0.51848	0.51714	0.51650	0.51527	0.51486	0.51297	0.51269	0.51187	0.51089	0.50993	0.50956	0.50872	0.50787	0.50740	0.50636	0.50629	0.50510	0.50423	0.50405	0.50287	0.50234	0.50229	0.50163	0.50136	0.50067	0.50019	0.49988	0.49984	0.49861	0.49869	0.49772	0.49790	0.49702	0.49613	0.49679	0.49614	0.49581	0.49635	0.49533	0.49476	0.49432	0.49421	0.49346	0.49339	0.49371	0.49308	0.49243	0.49297	0.49160	0.49196	0.49131	0.49105	0.49091	0.49049	0.49074	0.49111	0.48948	0.48929	0.48886	0.48865	0.48912	0.48858	0.48890	0.48875	0.48815	0.48807	0.48763	0.48673	0.48779	0.48689	0.48648	0.48682	0.48601	0.48559	0.48571	0.48577	0.48528	0.48487
583.00	0.55363	0.55124	0.54792	0.54450	0.54105	0.53704	0.53460	0.53223	0.52973	0.52655	0.52498	0.52240	0.52132	0.51904	0.51772	0.51515	0.51437	0.51295	0.51141	0.50961	0.50848	0.50733	0.50604	0.50526	0.50418	0.50412	0.50209	0.50118	0.50068	0.49895	0.49833	0.49735	0.49669	0.49661	0.49535	0.49428	0.49403	0.49332	0.49235	0.49207	0.49167	0.49039	0.49007	0.48959	0.48967	0.48806	0.48847	0.48742	0.48764	0.48695	0.48598	0.48539	0.48539	0.48507	0.48413	0.48460	0.48413	0.48349	0.48285	0.48200	0.48191	0.48190	0.48175	0.48093	0.48068	0.48035	0.48036	0.48023	0.47926	0.47904	0.47921	0.47911	0.47837	0.47819	0.47810	0.47730	0.47704	0.47736	0.47719	0.47655	0.47598	0.47652	0.47606	0.47570	0.47496	0.47495	0.47425	0.47454	0.47403	0.47416	0.47416	0.47354	0.47390	0.47458	0.47318	0.47274	0.47240	0.47215	0.47201	0.47183
584.00	0.54204	0.53943	0.53504	0.53144	0.52871	0.52508	0.52210	0.52013	0.51686	0.51446	0.51275	0.51009	0.50792	0.50667	0.50463	0.50284	0.50123	0.49970	0.49841	0.49738	0.49617	0.49456	0.49317	0.49184	0.49137	0.49097	0.48918	0.48848	0.48746	0.48653	0.48555	0.48396	0.48406	0.48327	0.48153	0.48150	0.48046	0.48027	0.47919	0.47908	0.47804	0.47796	0.47711	0.47659	0.47644	0.47548	0.47552	0.47437	0.47393	0.47370	0.47370	0.47300	0.47200	0.47237	0.47162	0.47133	0.47038	0.47024	0.47026	0.46935	0.46918	0.46908	0.46829	0.46858	0.46711	0.46683	0.46724	0.46659	0.46681	0.46696	0.46627	0.46518	0.46561	0.46495	0.46515	0.46475	0.46435	0.46360	0.46347	0.46336	0.46372	0.46243	0.46284	0.46297	0.46247	0.46190	0.46137	0.46261	0.46184	0.46111	0.46153	0.46047	0.46035	0.46072	0.45979	0.45928	0.45934	0.45923	0.45928	0.45946
585.00	0.52938	0.52689	0.52307	0.51954	0.51640	0.51323	0.51003	0.50695	0.50539	0.50243	0.49991	0.49776	0.49588	0.49418	0.49250	0.49010	0.48869	0.48777	0.48587	0.48516	0.48322	0.48243	0.48098	0.47993	0.47885	0.47788	0.47623	0.47568	0.47483	0.47404	0.47295	0.47190	0.47128	0.47097	0.46960	0.46844	0.46810	0.46845	0.46670	0.46681	0.46575	0.46500	0.46455	0.46366	0.46375	0.46356	0.46279	0.46191	0.46115	0.46111	0.46036	0.46018	0.45925	0.45895	0.45901	0.45895	0.45741	0.45773	0.45774	0.45710	0.45618	0.45636	0.45603	0.45527	0.45452	0.45470	0.45457	0.45413	0.45443	0.45423	0.45271	0.45323	0.45274	0.45273	0.45262	0.45173	0.45171	0.45128	0.45091	0.45081	0.45076	0.45025	0.45057	0.44989	0.44920	0.45005	0.44972	0.44967	0.44957	0.44793	0.44795	0.44828	0.44855	0.44768	0.44772	0.44696	0.44693	0.44713	0.44662	0.44671
586.00	0.51856	0.51610	0.51169	0.50871	0.50551	0.50232	0.49883	0.49686	0.49369	0.49115	0.48875	0.48663	0.48470	0.48260	0.48124	0.47997	0.47818	0.47620	0.47438	0.47339	0.47217	0.47140	0.46964	0.46878	0.46727	0.46652	0.46578	0.46408	0.46305	0.46233	0.46099	0.46051	0.45976	0.45867	0.45767	0.45710	0.45703	0.45684	0.45525	0.45465	0.45461	0.45365	0.45280	0.45308	0.45241	0.45145	0.45091	0.45074	0.45020	0.44971	0.44926	0.44862	0.44812	0.44744	0.44707	0.44767	0.44692	0.44601	0.44578	0.44601	0.44497	0.44477	0.44471	0.44393	0.44397	0.44367	0.44378	0.44341	0.44303	0.44274	0.44188	0.44215	0.44172	0.44114	0.44076	0.44049	0.44057	0.44103	0.44060	0.44046	0.43952	0.43978	0.43878	0.43863	0.43864	0.43869	0.43902	0.43835	0.43798	0.43832	0.43780	0.43778	0.43736	0.43751	0.43644	0.43641	0.43634	0.43664	0.43617	0.43629
587.00	0.51097	0.50770	0.50486	0.50078	0.49756	0.49528	0.49237	0.48940	0.48650	0.48364	0.48167	0.48055	0.47750	0.47630	0.47359	0.47275	0.47136	0.46917	0.46741	0.46653	0.46522	0.46340	0.46280	0.46123	0.45958	0.45885	0.45777	0.45691	0.45644	0.45502	0.45475	0.45385	0.45217	0.45159	0.45124	0.45038	0.44966	0.44878	0.44785	0.44788	0.44779	0.44691	0.44538	0.44550	0.44543	0.44485	0.44419	0.44339	0.44354	0.44248	0.44242	0.44182	0.44121	0.44107	0.44059	0.44024	0.43977	0.44003	0.43927	0.43902	0.43839	0.43830	0.43794	0.43780	0.43758	0.43738	0.43669	0.43681	0.43628	0.43619	0.43564	0.43588	0.43534	0.43499	0.43451	0.43453	0.43451	0.43424	0.43370	0.43364	0.43381	0.43340	0.43290	0.43273	0.43322	0.43307	0.43254	0.43256	0.43169	0.43220	0.43181	0.43151	0.43202	0.43099	0.43024	0.43097	0.42990	0.43007	0.43012	0.43065
588.00	0.50493	0.50193	0.49961	0.49624	0.49295	0.49004	0.48678	0.48483	0.48145	0.47950	0.47671	0.47488	0.47255	0.47101	0.46943	0.46812	0.46598	0.46522	0.46322	0.46131	0.46025	0.45923	0.45797	0.45682	0.45535	0.45443	0.45385	0.45225	0.45124	0.45038	0.44945	0.44896	0.44840	0.44801	0.44619	0.44577	0.44594	0.44425	0.44385	0.44344	0.44299	0.44205	0.44154	0.44161	0.44183	0.44074	0.43975	0.43945	0.43916	0.43829	0.43846	0.43825	0.43790	0.43724	0.43672	0.43752	0.43629	0.43552	0.43539	0.43503	0.43441	0.43444	0.43444	0.43440	0.43407	0.43270	0.43362	0.43342	0.43311	0.43297	0.43299	0.43253	0.43234	0.43180	0.43217	0.43168	0.43131	0.43123	0.43119	0.43130	0.43063	0.43119	0.43076	0.43051	0.43027	0.43048	0.42986	0.42988	0.43015	0.42934	0.42924	0.42976	0.42966	0.42963	0.42844	0.42827	0.42826	0.42840	0.42868	0.42833
589.00	0.50460	0.50247	0.49840	0.49619	0.49227	0.48926	0.48753	0.48439	0.48192	0.47983	0.47717	0.47473	0.47349	0.47192	0.46968	0.46811	0.46660	0.46465	0.46305	0.46261	0.46132	0.45969	0.45944	0.45744	0.45679	0.45499	0.45453	0.45394	0.45216	0.45194	0.45071	0.44993	0.44932	0.44925	0.44803	0.44760	0.44690	0.44652	0.44596	0.44491	0.44479	0.44385	0.44360	0.44352	0.44319	0.44252	0.44177	0.44164	0.44119	0.43994	0.44074	0.44049	0.43969	0.43925	0.43917	0.43943	0.43846	0.43811	0.43806	0.43786	0.43711	0.43742	0.43685	0.43726	0.43703	0.43674	0.43542	0.43661	0.43611	0.43548	0.43501	0.43468	0.43502	0.43488	0.43483	0.43505	0.43527	0.43478	0.43496	0.43471	0.43432	0.43409	0.43430	0.43429	0.43403	0.43413	0.43384	0.43404	0.43377	0.43398	0.43359	0.43393	0.43360	0.43313	0.43271	0.43255	0.43258	0.43258	0.43319	0.43296
590.00	0.50853	0.50613	0.50250	0.49996	0.49774	0.49522	0.49292	0.49059	0.48756	0.48577	0.48343	0.48165	0.47935	0.47788	0.47619	0.47401	0.47308	0.47193	0.47039	0.46881	0.46787	0.46758	0.46572	0.46471	0.46365	0.46223	0.46146	0.46069	0.46007	0.45926	0.45843	0.45747	0.45654	0.45654	0.45596	0.45565	0.45483	0.45389	0.45342	0.45305	0.45212	0.45169	0.45126	0.45097	0.45135	0.45067	0.44981	0.45020	0.44992	0.44872	0.44923	0.44828	0.44826	0.44771	0.44787	0.44753	0.44769	0.44706	0.44694	0.44709	0.44648	0.44679	0.44628	0.44632	0.44582	0.44558	0.44579	0.44608	0.44546	0.44547	0.44535	0.44528	0.44514	0.44513	0.44520	0.44460	0.44493	0.44448	0.44442	0.44410	0.44478	0.44458	0.44425	0.44446	0.44448	0.44381	0.44403	0.44466	0.44441	0.44375	0.44410	0.44389	0.44396	0.44384	0.44333	0.44394	0.44378	0.44373	0.44330	0.44350
591.00	0.51916	0.51665	0.51338	0.51154	0.50846	0.50692	0.50474	0.50157	0.49955	0.49772	0.49542	0.49408	0.49203	0.49045	0.48817	0.48705	0.48601	0.48415	0.48372	0.48158	0.48089	0.48007	0.47909	0.47752	0.47720	0.47621	0.47562	0.47421	0.47347	0.47329	0.47275	0.47155	0.47096	0.47074	0.47024	0.46967	0.46878	0.46850	0.46803	0.46747	0.46672	0.46752	0.46643	0.46702	0.46606	0.46621	0.46585	0.46555	0.46486	0.46394	0.46519	0.46380	0.46446	0.46334	0.46365	0.46337	0.46266	0.46296	0.46324	0.46252	0.46237	0.46185	0.46192	0.46244	0.46170	0.46239	0.46236	0.46229	0.46210	0.46219	0.46159	0.46169	0.46129	0.46186	0.46109	0.46134	0.46110	0.46191	0.46186	0.46143	0.46191	0.46160	0.46113	0.46148	0.46146	0.46161	0.46148	0.46112	0.46167	0.46180	0.46162	0.46203	0.46113	0.46155	0.46129	0.46139	0.46152	0.46130	0.46145	0.46134
592.00	0.53286	0.53047	0.52727	0.52565	0.52347	0.52151	0.51886	0.51690	0.51523	0.51439	0.51158	0.50991	0.50910	0.50709	0.50528	0.50444	0.50325	0.50241	0.50099	0.49989	0.49944	0.49793	0.49632	0.49634	0.49497	0.49408	0.49327	0.49290	0.49180	0.49090	0.49140	0.49074	0.48985	0.48911	0.48904	0.48831	0.48811	0.48753	0.48770	0.48632	0.48602	0.48600	0.48621	0.48632	0.48611	0.48539	0.48493	0.48443	0.48419	0.48376	0.48405	0.48367	0.48353	0.48353	0.48321	0.48341	0.48324	0.48313	0.48286	0.48225	0.48222	0.48252	0.48257	0.48261	0.48215	0.48273	0.48205	0.48187	0.48147	0.48214	0.48192	0.48148	0.48244	0.48180	0.48173	0.48226	0.48229	0.48200	0.48228	0.48171	0.48213	0.48208	0.48208	0.48164	0.48212	0.48279	0.48235	0.48159	0.48234	0.48216	0.48170	0.48234	0.48295	0.48268	0.48179	0.48344	0.48221	0.48221	0.48280	0.48362
593.00	0.54904	0.54593	0.54400	0.54201	0.54028	0.53806	0.53630	0.53445	0.53348	0.53200	0.53007	0.52892	0.52672	0.52575	0.52352	0.52251	0.52247	0.52078	0.52011	0.51861	0.51833	0.51746	0.51595	0.51560	0.51430	0.51440	0.51314	0.51258	0.51174	0.51102	0.51108	0.51026	0.51081	0.50926	0.50891	0.50895	0.50872	0.50771	0.50738	0.50750	0.50696	0.50700	0.50601	0.50595	0.50604	0.50604	0.50594	0.50594	0.50558	0.50465	0.50509	0.50453	0.50421	0.50471	0.50494	0.50433	0.50462	0.50428	0.50381	0.50440	0.50393	0.50398	0.50356	0.50335	0.50426	0.50391	0.50369	0.50302	0.50363	0.50366	0.50357	0.50362	0.50320	0.50356	0.50395	0.50322	0.50334	0.50451	0.50362	0.50384	0.50344	0.50331	0.50349	0.50340	0.50399	0.50393	0.50369	0.50356	0.50382	0.50413	0.50374	0.50391	0.50383	0.50434	0.50395	0.50468	0.50463	0.50352	0.50402	0.50431
594.00	0.56524	0.56293	0.56116	0.55873	0.55695	0.55559	0.55394	0.55263	0.55030	0.54940	0.54820	0.54617	0.54482	0.54335	0.54224	0.54141	0.54093	0.54006	0.53864	0.53766	0.53703	0.53635	0.53570	0.53407	0.53404	0.53283	0.53276	0.53196	0.53169	0.53070	0.53091	0.53039	0.53001	0.52903	0.52920	0.52869	0.52845	0.52811	0.52795	0.52772	0.52725	0.52712	0.52605	0.52565	0.52607	0.52581	0.52624	0.52571	0.52559	0.52509	0.52491	0.52530	0.52492	0.52467	0.52548	0.52425	0.52387	0.52424	0.52416	0.52443	0.52466	0.52430	0.52396	0.52399	0.52379	0.52386	0.52364	0.52385	0.52375	0.52411	0.52378	0.52421	0.52404	0.52369	0.52410	0.52301	0.52340	0.52430	0.52401	0.52348	0.52390	0.52379	0.52338	0.52395	0.52386	0.52295	0.52430	0.52369	0.52337	0.52327	0.52409	0.52492	0.52507	0.52384	0.52490	0.52418	0.52405	0.52418	0.52440	0.52416
