;cavity_after;
Wavenumbers [1/cm];Transmittance;
3016,532;0,03080668;
3014,603;0,02901939;
3012,675;0,02730618;
3010,746;0,0256516;
3008,817;0,02409487;
3006,888;0,02263626;
3004,960;0,02125057;
3003,031;0,01994953;
3001,102;0,0187421;
2999,173;0,01761213;
2997,245;0,01655371;
2995,316;0,01555929;
2993,387;0,01459669;
2991,458;0,01365433;
2989,530;0,01277517;
2987,601;0,01198407;
2985,672;0,01122934;
2983,744;0,01047443;
2981,815;0,009754596;
2979,886;0,009083421;
2977,957;0,008443887;
2976,029;0,007850243;
2974,100;0,007306522;
2972,171;0,006782394;
2970,242;0,006260031;
2968,314;0,005756791;
2966,385;0,005297805;
2964,456;0,004895882;
2962,528;0,004563173;
2960,599;0,004288326;
2958,670;0,00404338;
2956,741;0,003829708;
2954,813;0,003652313;
2952,884;0,003493947;
2950,955;0,003333403;
2949,026;0,003161738;
2947,098;0,002991203;
2945,169;0,002841936;
2943,240;0,002722245;
2941,312;0,002634255;
2939,383;0,002599044;
2937,454;0,002649507;
2935,525;0,002798617;
2933,597;0,003052619;
2931,668;0,003432469;
2929,739;0,003961168;
2927,810;0,004634927;
2925,882;0,005422037;
2923,953;0,006303457;
2922,024;0,007270043;
2920,096;0,008288644;
2918,167;0,00929624;
2916,238;0,01019356;
2914,309;0,01087143;
2912,381;0,01127537;
2910,452;0,01142999;
2908,523;0,01142118;
2906,594;0,01134287;
2904,666;0,01124264;
2902,737;0,01112492;
2900,808;0,01097482;
2898,880;0,01078288;
2896,951;0,01053942;
2895,022;0,01022469;
2893,093;0,009862408;
2891,165;0,009511985;
2889,236;0,009178213;
2887,307;0,008813526;
2885,378;0,008406777;
2883,450;0,007981875;
2881,521;0,007542837;
2879,592;0,007100716;
2877,663;0,00666879;
2875,735;0,006244358;
2873,806;0,005854828;
2871,877;0,005524911;
2869,949;0,00523288;
2868,020;0,004978125;
2866,091;0,004834728;
2864,162;0,00489178;
2862,234;0,005182129;
2860,305;0,005695485;
2858,376;0,006409308;
2856,447;0,007275254;
2854,519;0,008188944;
2852,590;0,009003974;
2850,661;0,009581733;
2848,733;0,009845946;
2846,804;0,009836549;
2844,875;0,009654594;
2842,946;0,00936634;
2841,018;0,009015077;
2839,089;0,008644964;
2837,160;0,008290315;
2835,231;0,007974674;
2833,303;0,007706093;
2831,374;0,007471247;
2829,445;0,007262469;
2827,517;0,007096994;
2825,588;0,006973458;
2823,659;0,006856876;
2821,730;0,006732777;
2819,802;0,006615056;
2817,873;0,0064996;
2815,944;0,006373687;
2814,015;0,006245972;
2812,087;0,00611793;
2810,158;0,005986276;
2808,229;0,005867748;
2806,301;0,005760383;
2804,372;0,005643259;
2802,443;0,00552882;
2800,514;0,005439329;
2798,586;0,005357419;
2796,657;0,005269771;
2794,728;0,005194036;
2792,799;0,005133694;
2790,871;0,005083736;
2788,942;0,005041575;
2787,013;0,004987055;
2785,085;0,004915996;
2783,156;0,004848595;
2781,227;0,004789302;
2779,298;0,004734629;
2777,370;0,004690337;
2775,441;0,004659189;
2773,512;0,004622805;
2771,583;0,004557515;
2769,655;0,004483549;
2767,726;0,004435767;
2765,797;0,004401933;
2763,868;0,004359914;
2761,940;0,004318466;
2760,011;0,004284924;
2758,082;0,004258271;
2756,154;0,004256042;
2754,225;0,004273733;
2752,296;0,004262655;
2750,367;0,004206407;
2748,439;0,004142843;
2746,510;0,004110737;
2744,581;0,004106462;
2742,652;0,004090355;
2740,724;0,004055251;
2738,795;0,004035822;
2736,866;0,004040068;
2734,938;0,004037209;
2733,009;0,004020433;
2731,080;0,00400942;
2729,151;0,003989322;
2727,223;0,003948603;
2725,294;0,003918392;
2723,365;0,003906634;
2721,436;0,003894683;
2719,508;0,003893309;
2717,579;0,003917636;
2715,650;0,003941701;
2713,722;0,00392676;
2711,793;0,003878769;
2709,864;0,003852675;
2707,935;0,003870135;
2706,007;0,003889776;
2704,078;0,003884944;
2702,149;0,003871309;
2700,220;0,003858437;
2698,292;0,003845961;
2696,363;0,00384659;
2694,434;0,003863733;
2692,506;0,003883899;
2690,577;0,003899055;
2688,648;0,003908296;
2686,719;0,003912474;
2684,791;0,003910043;
2682,862;0,003901844;
2680,933;0,003895062;
2679,004;0,003897001;
2677,076;0,003913727;
2675,147;0,003931309;
2673,218;0,003930105;
2671,290;0,003920976;
2669,361;0,003925411;
2667,432;0,00395356;
2665,503;0,003992311;
2663,575;0,004015318;
2661,646;0,004022084;
2659,717;0,004028582;
2657,788;0,004048497;
2655,860;0,004086626;
2653,931;0,004119637;
2652,002;0,004136672;
2650,073;0,004161938;
2648,145;0,004200422;
2646,216;0,004234101;
2644,287;0,004257757;
2642,359;0,004277447;
2640,430;0,004301571;
2638,501;0,004335157;
2636,572;0,004368854;
2634,644;0,004396194;
2632,715;0,0044313;
2630,786;0,004479229;
2628,857;0,004517;
2626,929;0,004538081;
2625,000;0,004572546;
2623,071;0,004620402;
2621,143;0,004651912;
2619,214;0,004685572;
2617,285;0,004749513;
2615,356;0,004822255;
2613,428;0,004890807;
2611,499;0,004971416;
2609,570;0,005045065;
2607,641;0,00508523;
2605,713;0,005128875;
2603,784;0,005201949;
2601,855;0,005270368;
2599,927;0,005321635;
2597,998;0,005387705;
2596,069;0,00548074;
2594,140;0,005569048;
2592,212;0,005630264;
2590,283;0,005692697;
2588,354;0,005792627;
2586,425;0,005916048;
2584,497;0,006002638;
2582,568;0,006062654;
2580,639;0,00618869;
2578,711;0,006368701;
2576,782;0,006497726;
2574,853;0,006574712;
2572,924;0,006678222;
2570,996;0,006815809;
2569,067;0,006943885;
2567,138;0,007060444;
2565,209;0,007191102;
2563,281;0,007351798;
2561,352;0,007540899;
2559,423;0,007725128;
2557,494;0,007878008;
2555,566;0,00803289;
2553,637;0,008239502;
2551,708;0,008485279;
2549,780;0,008720098;
2547,851;0,008926657;
2545,922;0,009122806;
2543,993;0,009349702;
2542,065;0,009625997;
2540,136;0,009909897;
2538,207;0,01017999;
2536,278;0,01046547;
2534,350;0,01077808;
2532,421;0,01110805;
2530,492;0,01145734;
2528,564;0,01182886;
2526,635;0,01221907;
2524,706;0,01263718;
2522,777;0,01308764;
2520,849;0,01356071;
2518,920;0,01405174;
2516,991;0,01455994;
2515,062;0,01510295;
2513,134;0,01571295;
2511,205;0,01639329;
2509,276;0,01710776;
2507,348;0,01784158;
2505,419;0,01864181;
2503,490;0,01952431;
2501,561;0,0204446;
2499,633;0,02140678;
2497,704;0,02245484;
2495,775;0,02359084;
2493,846;0,02480011;
2491,918;0,02609481;
2489,989;0,02748646;
2488,060;0,0289639;
2486,132;0,03052021;
2484,203;0,03217702;
2482,274;0,0339718;
2480,345;0,03591361;
2478,417;0,03796573;
2476,488;0,04009879;
2474,559;0,04233805;
2472,630;0,04470339;
2470,702;0,04714756;
2468,773;0,04963276;
2466,844;0,05218133;
2464,916;0,05481056;
2462,987;0,05752745;
2461,058;0,06034664;
2459,129;0,06322664;
2457,201;0,06607773;
2455,272;0,06883792;
2453,343;0,07146861;
2451,414;0,07394853;
2449,486;0,07627695;
2447,557;0,07842402;
2445,628;0,08031774;
2443,699;0,08188805;
2441,771;0,08309025;
2439,842;0,08389229;
2437,913;0,08425627;
2435,985;0,08412269;
2434,056;0,0834435;
2432,127;0,08224286;
2430,198;0,08060598;
2428,270;0,0786405;
2426,341;0,07643868;
2424,412;0,0740417;
2422,483;0,07147295;
2420,555;0,06877886;
2418,626;0,06601345;
2416,697;0,06320083;
2414,769;0,06033343;
2412,840;0,0574259;
2410,911;0,05451646;
2408,982;0,0516213;
2407,054;0,04875758;
2405,125;0,04596891;
2403,196;0,0432843;
2401,267;0,04070317;
2399,339;0,03823611;
2397,410;0,03591945;
2395,481;0,03377485;
2393,553;0,03176701;
2391,624;0,02984999;
2389,695;0,02804635;
2387,766;0,02639194;
2385,838;0,0248571;
2383,909;0,02341188;
2381,980;0,02207258;
2380,051;0,02084671;
2378,123;0,01971154;
2376,194;0,01863308;
2374,265;0,01760197;
2372,337;0,01664618;
2370,408;0,0157732;
2368,479;0,01497406;
2366,550;0,01425345;
2364,622;0,01358404;
2362,693;0,01294063;
2360,764;0,01235045;
2358,835;0,01182999;
2356,907;0,01135814;
2354,978;0,01091135;
2353,049;0,01048692;
2351,121;0,01009983;
2349,192;0,009739447;
2347,263;0,009363276;
2345,334;0,008956593;
2343,406;0,008565117;
2341,477;0,008236021;
2339,548;0,007953;
2337,619;0,007673794;
2335,691;0,007396328;
2333,762;0,007149233;
2331,833;0,006935594;
2329,904;0,006729288;
2327,976;0,006531155;
2326,047;0,006353817;
2324,118;0,006169528;
2322,190;0,005963332;
2320,261;0,005771674;
2318,332;0,005611697;
2316,403;0,005469482;
2314,475;0,005338009;
2312,546;0,005204629;
2310,617;0,005068989;
2308,688;0,004942212;
2306,760;0,004803204;
2304,831;0,004647848;
2302,902;0,004510188;
2300,974;0,004396224;
2299,045;0,004302769;
2297,116;0,004233378;
2295,187;0,004151036;
2293,259;0,004033553;
2291,330;0,003918734;
2289,401;0,003824782;
2287,472;0,003741077;
2285,544;0,003672259;
2283,615;0,003611;
2281,686;0,0035364;
2279,758;0,003457351;
2277,829;0,003403121;
2275,900;0,003365139;
2273,971;0,003299001;
2272,043;0,00319315;
2270,114;0,003087336;
2268,185;0,003022984;
2266,256;0,002993458;
2264,328;0,002957434;
2262,399;0,002907158;
2260,470;0,002868355;
2258,542;0,002837757;
2256,613;0,002794718;
2254,684;0,002744379;
2252,755;0,002691501;
2250,827;0,00263194;
2248,898;0,002574918;
2246,969;0,002523388;
2245,040;0,002471053;
2243,112;0,002424987;
2241,183;0,002396219;
2239,254;0,002380288;
2237,326;0,002365836;
2235,397;0,002350105;
2233,468;0,0023278;
2231,539;0,002293148;
2229,611;0,002252999;
2227,682;0,002211818;
2225,753;0,002175449;
2223,824;0,002152591;
2221,896;0,002134598;
2219,967;0,002120554;
2218,038;0,002114651;
2216,109;0,002089965;
2214,181;0,002044277;
2212,252;0,002014635;
2210,323;0,002000063;
2208,395;0,0019728;
2206,466;0,001940546;
2204,537;0,001921409;
2202,608;0,001904504;
2200,680;0,00188706;
2198,751;0,001882932;
2196,822;0,001883192;
2194,893;0,001878207;
2192,965;0,001862212;
2191,036;0,001818007;
2189,107;0,001759576;
2187,179;0,001724101;
2185,250;0,001722734;
2183,321;0,001739629;
2181,392;0,001754333;
2179,464;0,001758741;
2177,535;0,001752933;
2175,606;0,001741043;
2173,677;0,001737518;
2171,749;0,001740217;
2169,820;0,001726384;
2167,891;0,001697766;
2165,963;0,001679443;
2164,034;0,001671167;
2162,105;0,001652279;
2160,176;0,001623781;
2158,248;0,001598305;
2156,319;0,001583056;
2154,390;0,00158591;
2152,461;0,00159621;
2150,533;0,001600953;
2148,604;0,001610357;
2146,675;0,001616318;
2144,747;0,001600532;
2142,818;0,001582205;
2140,889;0,001573607;
2138,960;0,001553416;
2137,032;0,001529655;
2135,103;0,001540346;
2133,174;0,001583888;
2131,245;0,001609807;
2129,317;0,001585131;
2127,388;0,001542046;
2125,459;0,001530592;
2123,530;0,001545227;
2121,602;0,001549003;
2119,673;0,0015443;
2117,744;0,001545763;
2115,816;0,001539032;
2113,887;0,001521805;
2111,958;0,001512615;
2110,029;0,001516288;
2108,101;0,001524994;
2106,172;0,001531408;
2104,243;0,001534607;
2102,314;0,001544346;
2100,386;0,001563416;
2098,457;0,001568801;
2096,528;0,001552792;
2094,600;0,001542067;
2092,671;0,001543938;
2090,742;0,001550798;
2088,813;0,0015655;
2086,885;0,001577619;
2084,956;0,001573422;
2083,027;0,001558577;
2081,098;0,001547456;
2079,170;0,001556711;
2077,241;0,001586732;
2075,312;0,001607202;
2073,384;0,001598261;
2071,455;0,001583858;
2069,526;0,001592271;
2067,597;0,00161888;
2065,669;0,001644871;
2063,740;0,00165747;
2061,811;0,001656443;
2059,882;0,001652953;
2057,954;0,001654765;
2056,025;0,00166787;
2054,096;0,001691574;
2052,168;0,001712776;
2050,239;0,001719452;
2048,310;0,001710607;
2046,381;0,001707517;
2044,453;0,001712627;
2042,524;0,001708776;
2040,595;0,001719203;
2038,666;0,0017638;
2036,738;0,001817494;
2034,809;0,001843412;
2032,880;0,001834244;
2030,952;0,001832685;
2029,023;0,001862021;
2027,094;0,001883085;
2025,165;0,001882224;
2023,237;0,001895242;
2021,308;0,001928271;
2019,379;0,001961962;
2017,450;0,001995792;
2015,522;0,002027506;
2013,593;0,002047499;
2011,664;0,002067961;
2009,735;0,002099268;
2007,807;0,002129907;
2005,878;0,002163301;
2003,949;0,002205442;
2002,021;0,002238051;
2000,092;0,002254551;
1998,163;0,002276837;
1996,234;0,002319446;
1994,306;0,002370053;
1992,377;0,00241805;
1990,448;0,002467268;
1988,519;0,002519825;
1986,591;0,002569119;
1984,662;0,002609733;
1982,733;0,002654454;
1980,805;0,00270697;
1978,876;0,002752931;
1976,947;0,00279749;
1975,018;0,002852775;
1973,090;0,002915243;
1971,161;0,002977687;
1969,232;0,003043132;
1967,303;0,003122794;
1965,375;0,003217971;
1963,446;0,003308532;
1961,517;0,003387044;
1959,589;0,003483383;
1957,660;0,003602007;
1955,731;0,003704735;
1953,802;0,003789361;
1951,874;0,003888059;
1949,945;0,004002252;
1948,016;0,004117934;
1946,087;0,004238758;
1944,159;0,004358554;
1942,230;0,004478113;
1940,301;0,004624909;
1938,373;0,004798959;
1936,444;0,004981835;
1934,515;0,0051822;
1932,586;0,005407732;
1930,658;0,005649981;
1928,729;0,005905137;
1926,800;0,006164514;
1924,871;0,006422978;
1922,943;0,00670412;
1921,014;0,007026627;
1919,085;0,007384109;
1917,157;0,007771566;
1915,228;0,00818795;
1913,299;0,008634431;
1911,370;0,009116304;
1909,442;0,009645613;
1907,513;0,01023042;
1905,584;0,01085775;
1903,655;0,01153052;
1901,727;0,01227438;
1899,798;0,01310818;
1897,869;0,01405802;
1895,940;0,01513257;
1894,012;0,01630109;
1892,083;0,01755506;
1890,154;0,01892292;
1888,226;0,02040283;
1886,297;0,02195589;
1884,368;0,02355135;
1882,439;0,02517813;
1880,511;0,02683348;
1878,582;0,02849365;
1876,653;0,03011525;
1874,724;0,03166353;
1872,796;0,03312787;
1870,867;0,03456601;
1868,938;0,0361002;
1867,010;0,03775956;
1865,081;0,03940471;
1863,152;0,04085989;
1861,223;0,0419753;
1859,295;0,04262315;
1857,366;0,04272109;
1855,437;0,04225806;
1853,508;0,04127885;
1851,580;0,03983046;
1849,651;0,03795992;
1847,722;0,03573186;
1845,794;0,03324072;
1843,865;0,03066528;
1841,936;0,02819237;
1840,007;0,02583237;
1838,079;0,02356002;
1836,150;0,02143385;
1834,221;0,01948194;
1832,292;0,01769247;
1830,364;0,0160543;
1828,435;0,01458255;
1826,506;0,0132688;
1824,578;0,01207798;
1822,649;0,01100707;
1820,720;0,01003508;
1818,791;0,009136024;
1816,863;0,008318164;
1814,934;0,007599128;
1813,005;0,006985742;
1811,076;0,00647892;
1809,148;0,006082697;
1807,219;0,005776125;
1805,290;0,005518316;
1803,362;0,005280192;
1801,433;0,005038714;
1799,504;0,0047726;
1797,575;0,004480693;
1795,647;0,004173235;
1793,718;0,003869277;
1791,789;0,003610923;
1789,860;0,003403212;
1787,932;0,003194219;
1786,003;0,002965496;
1784,074;0,002746364;
1782,145;0,002550625;
1780,217;0,002378638;
1778,288;0,002233451;
1776,359;0,002104653;
1774,431;0,001983408;
1772,502;0,001866995;
1770,573;0,001757735;
1768,644;0,001658204;
1766,716;0,001566315;
1764,787;0,001487171;
1762,858;0,001420052;
1760,929;0,001360497;
1759,001;0,001301916;
1757,072;0,001235487;
1755,143;0,001162921;
1753,215;0,001092506;
1751,286;0,001041214;
1749,357;0,001012481;
1747,428;0,0009820085;
1745,500;0,0009342039;
1743,571;0,0008786025;
1741,642;0,0008252061;
1739,713;0,0007671794;
1737,785;0,0006929927;
1735,856;0,0006094354;
1733,927;0,000552079;
1731,999;0,0005352408;
1730,070;0,0005170028;
1728,141;0,0004575606;
1726,212;0,0003560781;
1724,284;0,0002488678;
1722,355;0,0001635737;
1720,426;9,982247E-5;
1718,497;5,659956E-5;
1716,569;4,448902E-5;
1714,640;5,484413E-5;
1712,711;6,872871E-5;
1710,783;6,497914E-5;
1708,854;6,429833E-5;
1706,925;8,952091E-5;
1704,996;0,0001449008;
1703,068;0,0002625889;
1701,139;0,000492451;
1699,210;0,0008853637;
1697,281;0,001509208;
1695,353;0,002548274;
1693,424;0,004096605;
1691,495;0,005965014;
1689,567;0,0076729;
1687,638;0,008558444;
1685,709;0,008345096;
1683,780;0,007357289;
1681,852;0,006212854;
1679,923;0,00524225;
1677,994;0,004511387;
1676,065;0,004017805;
1674,137;0,003695777;
1672,208;0,003454888;
1670,279;0,003219694;
1668,350;0,002992604;
1666,422;0,002793555;
1664,493;0,002586564;
1662,564;0,002360938;
1660,636;0,002160902;
1658,707;0,002002075;
1656,778;0,001861709;
1654,849;0,001730318;
1652,921;0,001627042;
1650,992;0,001560552;
1649,063;0,00149633;
1647,134;0,001421239;
1645,206;0,001354338;
1643,277;0,001296108;
1641,348;0,001240182;
1639,420;0,001193489;
1637,491;0,001156607;
1635,562;0,001123911;
1633,633;0,001104229;
1631,705;0,001089999;
1629,776;0,001060823;
1627,847;0,001019764;
1625,918;0,0009787234;
1623,990;0,000950563;
1622,061;0,0009390714;
1620,132;0,0009287203;
1618,204;0,0009118267;
1616,275;0,0008932826;
1614,346;0,0008709535;
1612,417;0,0008430624;
1610,489;0,0008193439;
1608,560;0,0008042152;
1606,631;0,000791258;
1604,702;0,0007742806;
1602,774;0,0007521443;
1600,845;0,0007321594;
1598,916;0,0007225964;
1596,988;0,0007241792;
1595,059;0,0007269618;
1593,130;0,0007230139;
1591,201;0,0007141207;
1589,273;0,0007053909;
1587,344;0,0006886528;
1585,415;0,0006604404;
1583,486;0,0006354141;
1581,558;0,0006188702;
1579,629;0,0006049355;
1577,700;0,0005876778;
1575,771;0,0005608537;
1573,843;0,0005450742;
1571,914;0,0005658061;
1569,985;0,0006017284;
1568,057;0,0006086148;
1566,128;0,0005925454;
1564,199;0,0005833136;
1562,270;0,0005776026;
1560,342;0,0005610611;
1558,413;0,0005431289;
1556,484;0,000539942;
1554,555;0,0005452411;
1552,627;0,0005471637;
1550,698;0,0005442222;
1548,769;0,0005375544;
1546,841;0,0005355817;
1544,912;0,0005389071;
1542,983;0,0005308807;
1541,054;0,0005045962;
1539,126;0,0004838655;
1537,197;0,000486952;
1535,268;0,0004997794;
1533,339;0,0004965097;
1531,411;0,0004741907;
1529,482;0,0004654171;
1527,553;0,0004833748;
1525,625;0,00050829;
1523,696;0,0005180885;
1521,767;0,0005025947;
1519,838;0,0004742364;
1517,910;0,000450799;
1515,981;0,0004410148;
1514,052;0,0004467189;
1512,123;0,0004518819;
1510,195;0,0004364925;
1508,266;0,0004207234;
1506,337;0,0004347635;
1504,409;0,0004597174;
1502,480;0,0004657964;
1500,551;0,0004542578;
1498,622;0,0004486701;
1496,694;0,0004585434;
1494,765;0,0004618051;
1492,836;0,0004507884;
1490,907;0,0004477577;
1488,979;0,0004575423;
1487,050;0,0004555824;
1485,121;0,0004421205;
1483,193;0,0004466599;
1481,264;0,0004705758;
1479,335;0,0004913666;
1477,406;0,0004927056;
1475,478;0,0004777276;
1473,549;0,0004733399;
1471,620;0,0004819058;
1469,691;0,0004720235;
1467,763;0,0004468718;
1465,834;0,0004401589;
1463,905;0,0004553139;
1461,976;0,000467672;
1460,048;0,0004675871;
1458,119;0,0004561606;
1456,190;0,0004372153;
1454,262;0,0004161287;
1452,333;0,0003842994;
1450,404;0,0003444778;
1448,475;0,0003239934;
1446,547;0,0003356264;
1444,618;0,0003695063;
1442,689;0,0004069538;
1440,760;0,0004331552;
1438,832;0,0004518549;
1436,903;0,0004759099;
1434,974;0,0004975935;
1433,046;0,00049788;
1431,117;0,0004813316;
1429,188;0,0004638229;
1427,259;0,000452188;
1425,331;0,0004460005;
1423,402;0,0004360799;
1421,473;0,0004139615;
1419,544;0,0004000213;
1417,616;0,0004000972;
1415,687;0,000399371;
1413,758;0,0004016477;
1411,830;0,0004166017;
1409,901;0,0004292756;
1407,972;0,0004314657;
1406,043;0,00044498;
1404,115;0,0004726892;
1402,186;0,0004845677;
1400,257;0,0004810922;
1398,328;0,0004834823;
1396,400;0,0004913395;
1394,471;0,0004797618;
1392,542;0,0004565988;
1390,614;0,0004617095;
1388,685;0,0004988774;
1386,756;0,0005325054;
1384,827;0,0005467799;
1382,899;0,0005429931;
1380,970;0,0005355957;
1379,041;0,0005392451;
1377,112;0,0005500392;
1375,184;0,0005610738;
1373,255;0,0005749564;
1371,326;0,0005863452;
1369,398;0,0006059622;
1367,469;0,0006458087;
1365,540;0,0006765818;
1363,611;0,000681615;
1361,683;0,0006875274;
1359,754;0,0007184073;
1357,825;0,0007689106;
1355,896;0,0008101774;
1353,968;0,0008175879;
1352,039;0,0007960553;
1350,110;0,0007600365;
1348,181;0,0007138489;
1346,253;0,0006767273;
1344,324;0,0006699247;
1342,395;0,0006766266;
1340,467;0,0006673997;
1338,538;0,0006425182;
1336,609;0,0006216093;
1334,680;0,0006221639;
1332,752;0,0006484692;
1330,823;0,0006931339;
1328,894;0,0007516825;
1326,965;0,0008222024;
1325,037;0,0008887679;
1323,108;0,0009315982;
1321,179;0,0009503885;
1319,251;0,0009445928;
1317,322;0,0008935965;
1315,393;0,0007898008;
1313,464;0,0006609882;
1311,536;0,0005527743;
1309,607;0,0005022812;
1307,678;0,000508972;
1305,749;0,0005383196;
1303,821;0,0005757936;
1301,892;0,0006283877;
1299,963;0,0006815457;
1298,035;0,0007354087;
1296,106;0,0008020236;
1294,177;0,0008714263;
1292,248;0,0009295521;
1290,320;0,0009855285;
1288,391;0,001059853;
1286,462;0,001151046;
1284,533;0,001240923;
1282,605;0,001326294;
1280,676;0,001413618;
1278,747;0,001498801;
1276,819;0,001576868;
1274,890;0,001661174;
1272,961;0,001754926;
1271,032;0,001841941;
1269,104;0,00191161;
1267,175;0,001948213;
1265,246;0,001967641;
1263,317;0,002032146;
1261,389;0,002177654;
1259,460;0,002398956;
1257,531;0,002684442;
1255,603;0,003013039;
1253,674;0,003352113;
1251,745;0,003678945;
1249,816;0,003988359;
1247,888;0,004276585;
1245,959;0,004531589;
1244,030;0,004728805;
1242,101;0,004820425;
1240,173;0,004752771;
1238,244;0,004515286;
1236,315;0,004133997;
1234,386;0,003622898;
1232,458;0,003001126;
1230,529;0,002328591;
1228,600;0,001683997;
1226,672;0,001140598;
1224,743;0,0007614286;
1222,814;0,0005725058;
1220,885;0,0005625134;
1218,957;0,0006987018;
1217,028;0,0009446524;
1215,099;0,001287751;
1213,170;0,001722137;
1211,242;0,002253171;
1209,313;0,002877721;
1207,384;0,003543421;
1205,456;0,004212373;
1203,527;0,004878062;
1201,598;0,005490379;
1199,669;0,005968532;
1197,741;0,006245483;
1195,812;0,006282044;
1193,883;0,006102693;
1191,954;0,005792302;
1190,026;0,005414843;
1188,097;0,004989518;
1186,168;0,004539593;
1184,240;0,004095955;
1182,311;0,003680468;
1180,382;0,003303418;
1178,453;0,00297094;
1176,525;0,002674551;
1174,596;0,002392408;
1172,667;0,002144344;
1170,738;0,001960182;
1168,810;0,001796802;
1166,881;0,001611253;
1164,952;0,001433723;
1163,024;0,00129283;
1161,095;0,001174405;
1159,166;0,001075812;
1157,237;0,001011125;
1155,309;0,0009596074;
1153,380;0,0008946912;
1151,451;0,0008261579;
1149,522;0,0007513372;
1147,594;0,0006691075;
1145,665;0,0006111877;
1143,736;0,0005612381;
1141,807;0,0004864162;
1139,879;0,0004139622;
1137,950;0,0003685776;
1136,021;0,0003486107;
1134,093;0,0003418462;
1132,164;0,0003229575;
1130,235;0,000282465;
1128,306;0,000241643;
1126,378;0,0002164638;
1124,449;0,0002146779;
1122,520;0,0002242942;
1120,591;0,0002275214;
1118,663;0,0002324135;
1116,734;0,0002497926;
1114,805;0,0002735012;
1112,877;0,0002872249;
1110,948;0,000298699;
1109,019;0,0003436713;
1107,090;0,0003903198;
1105,162;0,0003893816;
1103,233;0,0003604002;
1101,304;0,0003303092;
1099,375;0,0002928923;
1097,447;0,0002374717;
1095,518;0,0001760275;
1093,589;0,0001359948;
1091,661;0,0001209767;
1089,732;0,0001026483;
1087,803;8,185521E-5;
1085,874;7,806439E-5;
1083,946;9,153096E-5;
1082,017;0,0001062384;
1080,088;0,0001333436;
1078,159;0,0001419246;
1076,231;0,0001202958;
1074,302;0,0001093753;
1072,373;9,626672E-5;
1070,445;9,427471E-5;
1068,516;0,0001426754;
1066,587;0,0001511104;
1064,658;0,0001507916;
1062,730;0,000173439;
1060,801;0,0001827313;
1058,872;0,0001286025;
1056,943;8,868412E-5;
1055,015;0,0001036546;
1053,086;0,0001119904;
1051,157;0,000124932;
1049,229;0,0001132755;
1047,300;6,807997E-5;
1045,371;8,101627E-5;
1043,442;9,177433E-5;
1041,514;7,961703E-5;
1039,585;8,329564E-5;
1037,656;0,0001046203;
1035,727;0,000141361;
1033,799;0,0001738233;
1031,870;0,0001740544;
1029,941;0,0001405194;
1028,012;0,0001210327;
1026,084;0,0001054117;
1024,155;9,206594E-5;
1022,226;7,098515E-5;
1020,298;4,569393E-5;
1018,369;5,907728E-5;
1016,440;5,422596E-5;
1014,511;5,503361E-5;
1012,583;8,782329E-5;
1010,654;9,604443E-5;
1008,725;6,355477E-5;
1006,796;6,826261E-5;
1004,868;6,156066E-5;
1002,939;6,822272E-5;
1001,010;6,580456E-5;
999,082;7,187699E-5;
997,153;7,688004E-5;
995,224;9,521252E-5;
993,295;8,673885E-5;
991,367;5,228118E-5;
989,438;5,758221E-5;
987,509;7,895735E-5;
985,580;6,193093E-5;
983,652;5,306831E-5;
981,723;4,92997E-5;
979,794;4,403128E-5;
977,866;5,578125E-5;
975,937;7,099679E-5;
974,008;8,478218E-5;
972,079;8,8441E-5;
970,151;7,930334E-5;
968,222;6,592618E-5;
966,293;4,563128E-5;
964,364;1,29118E-5;
962,436;6,654266E-5;
960,507;7,844511E-5;
958,578;4,956469E-5;
956,650;6,297145E-5;
954,721;6,178409E-5;
952,792;3,263805E-5;
950,863;4,402532E-5;
948,935;6,866796E-5;
947,006;7,356765E-5;
945,077;7,924483E-5;
943,148;8,134591E-5;
941,220;0,0001065904;
939,291;0,0001380085;
937,362;0,0001169195;
935,434;5,876421E-5;
933,505;5,498661E-5;
931,576;5,975366E-5;
929,647;3,077967E-5;
927,719;2,752276E-5;
925,790;4,170009E-5;
923,861;5,912471E-5;
921,932;8,727723E-5;
920,004;0,0001215145;
918,075;0,0001225512;
916,146;8,597062E-5;
914,217;5,884576E-5;
912,289;6,446576E-5;
910,360;8,685119E-5;
908,431;8,209008E-5;
906,503;7,869866E-5;
904,574;5,733875E-5;
902,645;6,598987E-5;
900,716;0,0001038158;
898,788;0,0001183883;
896,859;0,000127385;
894,930;9,607017E-5;
893,001;9,705484E-5;
891,073;8,917828E-5;
889,144;7,4454E-5;
887,215;4,076293E-5;
885,287;5,730299E-5;
883,358;9,132671E-5;
881,429;9,842067E-5;
879,500;0,000113144;
877,572;0,0001457537;
875,643;0,000137559;
873,714;8,358323E-5;
871,785;5,704605E-5;
869,857;7,236958E-5;
867,928;9,741988E-5;
865,999;0,000104229;
864,071;8,660232E-5;
862,142;7,235874E-5;
860,213;7,433123E-5;
858,284;9,918733E-5;
856,356;0,0001211179;
854,427;8,331127E-5;
852,498;2,624875E-5;
850,569;8,440004E-5;
848,641;8,437341E-5;
846,712;8,318023E-5;
844,783;5,527305E-5;
842,855;8,650788E-5;
840,926;9,09426E-5;
838,997;9,853562E-5;
837,068;0,0001273569;
835,140;0,0001170421;
833,211;0,0001148337;
831,282;0,0001258194;
