Wavelength [nm];Absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;
636,000;0,03341007;0,1030035;0,0872016;0,1177845;0,07687664;0,07612801;0,03998375;0,1419344;0,08391762;0,04574203;0,04915524;0,03159142;0,08270311;0,04914999;0,03625345;0,09903002;0,09259033;0,1429834;0,0646143;0,0308075;0,1004457;0,0294404;-0,00278759;0,09628201;0,09776497;0,05259275;0,03511477;0,02855062;0,03492451;0,05636358;0,100028;0,0787077;0,06999397;0,04911804;0,1245975;0,0818615;0,08190632;0,09837532;0,02721834;0,0512352;0,08217287;0,06386805;0,04286051;0,0837698;0,05307817;0,07645321;0,07244062;0,07815266;0,07334042;0,06680441;0,02861261;0,09804487;0,0692482;0,077528;0,06581497;0,01617622;0,08544874;0,02853823;0,06460857;0,09733295;0,0602541;0,03116226;
637,000;0,01635075;-0,01654911;-0,0005407333;-0,0110631;-0,01496601;-0,03064823;-0,03222036;-0,01364946;0,01158571;-0,016716;-0,01290274;-0,005527496;0,02526951;-0,02547359;0,06502771;-0,00210619;0,004995823;0,007818222;-0,008303642;-0,013165;0,00635767;0,01971722;0,004124641;-0,01121855;-0,008710861;0,01581478;-0,00646925;-0,009903908;0,002179146;-0,01621056;-0,01297665;-0,01146793;0,01006556;-0,004268169;-0,01158857;-0,01785088;-0,0273838;-0,002247334;0,007371902;-0,01225805;0,03843832;0,02075624;-0,00188303;-0,01110315;0,01512909;0,007285118;-0,05036116;0,02656221;-0,02199268;-0,01603842;0,01002932;-0,02727842;0,02186441;-0,004490376;0,003205776;0,005722523;0,02802706;-0,0141983;-0,001379013;0,007214546;-0,009404659;0,01015091;
638,000;-0,02608061;0,01408005;-0,008671761;0,05262852;0,01894379;-0,00551033;0,01751757;-0,07221794;0,02163124;0,008559227;-0,005393505;-0,01488256;0,00173378;-0,04050207;0,01536179;0,01370859;0,04858685;-0,0006875992;0,0381465;0,01344061;-0,001084805;0,01888227;0,06189156;0,03624964;-0,004496098;-0,0188117;0,008691311;-0,001672268;-0,008121014;0,02142525;-0,03412342;0,009389877;-0,02445221;-0,0134325;-0,04140997;-0,05166101;0,001930237;0,03614521;-0,02051544;0,006084919;0,009791374;0,02557039;0,02296448;-0,03429794;-0,001843929;0,04417133;-0,006717682;0,04642725;-0,03134918;-0,05381632;0,0191021;-0,02628326;0,02784204;0,0121274;0,004815578;-0,04595327;0,001703739;-0,0137701;-0,004446983;7,009506E-5;-0,006141186;-0,009538651;
639,000;0,03131962;0,07936335;0,1163516;0,1601777;-0,03740835;0,04548454;0,03796196;0,05055857;0,0472784;0,01593351;0,0571208;0,07088184;0,01490736;0,004955769;0,04630852;0,04163742;0,03148651;0,0412364;0,01660395;0,04219484;0,01418924;0,00496006;0,04465628;0,0296979;0,05307102;0,05494928;0,07751083;0,03459692;0,0294199;0,007521152;0,103322;0,05317307;0,02797556;0,04367924;0,03242493;0,02276087;0,02953959;0,02337933;0,04750824;0,05886602;0,05645514;0,01290846;-0,000369072;0,05408955;0,05703115;0,002182961;0,08050156;0,0223093;0,04466391;-0,007730484;0,01057243;0,04787779;0,09439611;0,02464819;0,03412056;0,03366709;0,01694965;0,02627182;0,01533699;0,003709316;0,03274822;0,01492262;
640,000;0,07264519;0,006406784;-0,08725786;-0,1641159;0,2522078;-0,05408382;0,02363157;-0,04553938;0,05541611;0,06486797;-0,02973843;-0,137804;-0,09375954;-0,02583885;0,04522324;0,06778097;0,02594757;-0,01888132;0,06562233;-0,04450703;0,0399065;0,01951599;0,02979708;-0,007499695;-0,01277494;-0,07170153;0,08801413;0,04491329;-0,0143199;0,1051745;-0,01164961;-0,01957321;-0,06405115;0,0271678;0,1004648;-0,01782513;-0,04724932;0,02936602;-0,01851368;-0,1093826;0,03381443;0,0760541;-0,05152702;0,02317142;-0,07662487;-0,07238483;0,009795666;-0,02107906;-0,0287261;0,04290724;-0,012568;0,03799009;-0,02501345;0,0113349;0,04105377;0,0139904;-0,03773928;-0,06123734;0,008553505;-0,01234055;0,06179285;-0,01153088;
641,000;0,08468914;0,07846546;0,02120399;0,1374326;0,227457;0,1913562;0,0009493828;0,1544003;0,02957726;-0,008963585;0,1082859;0,1923852;-0,02085972;0,04278851;0,1325407;0,1177697;0,1520567;0,1080785;0,09475708;-0,005993366;0,2473354;0,06050253;0,1911097;0,1078076;0,01386738;0,234601;0,07670879;0,1931686;0,09244585;0,1567621;0,1582441;0,1384864;0,1743331;0,08182859;0,05422497;0,2204356;-0,003085613;0,09435034;0,07471657;0,01082182;0,1959529;0,2116914;0,1113086;0,08893394;0,05464268;0,03341961;0,1913438;0,1415958;0,1152062;0,1412368;0,05870914;0,06261683;0,004012585;0,06820583;-0,04019451;0,0359807;-0,04398251;0,03508425;0,01314592;0,1605644;0,04188108;0,04648829;
642,000;-0,09094381;0,07067394;0,04860306;0,08213377;-0,05648327;0,1006036;-0,009878635;0,07708597;0,0009412766;-0,005110741;0,007520676;0,0259757;-0,1093678;-0,01746178;0,03327227;0,04391718;-0,002963543;0,0451622;-0,08213902;-0,05246687;-0,00482893;-0,04021645;0,1864572;0,02917814;0,03312397;0,07063627;-0,003255367;-0,04495907;-0,002458572;-0,1012464;0,0777545;0,03168249;-0,03815889;0,02867889;0,1188898;0,002912521;-0,003371239;0,07104445;-0,01718807;-0,06435299;0,06825447;0,08554316;-0,081707;-0,09134626;0,09221077;0,04487658;-0,05903578;-0,01782942;-0,06830311;-0,02269316;-0,01643467;-0,07257271;-0,01178169;0,0487628;0,04382467;-0,01618242;0,03529119;0,02162457;-0,05503654;0,02120686;-0,03411436;-0,05448961;
643,000;0,09311152;0,01819515;-0,08893538;-0,1601334;0,06307936;-0,07367039;-0,03313351;0,007193089;0,01917839;0,09732151;-0,0008926392;0,0663619;-0,02078199;-0,03267288;-0,03184605;-0,04821253;-0,06633329;0,08916807;-0,07895803;-0,08822441;-0,01358032;0,0176487;-0,03390217;0,009114742;0,003317833;0,05917025;0,01971197;-0,07494545;0,08010721;-0,05094576;0,004489422;-0,01124859;-0,001914024;0,04241133;-0,06356621;-0,0335474;-0,01780081;-0,05620527;0,09222603;0,01623821;0,03503656;0,06040955;0,04153109;0,06313801;0,05876732;0,007458687;0,03485441;0,03967619;0,009242535;-0,007651806;-0,0811305;0,02916193;-0,04106522;0,0440135;0,04863882;0,009051323;0,06582308;0,01700974;0,1191692;0,06139755;0,09230089;-0,00492239;
644,000;-0,002804756;0,07078791;0,2799993;0,3159575;0,120358;0,3184037;0,5540094;0,1151724;0,05031109;0,1173162;0,1170802;0,2201939;0,07378769;0,1918573;0,2197075;0,1172495;0,3554196;0,4393854;0,1907263;0,1658115;0,191977;0,3162484;0,05435848;0,09365129;0,05138206;0,1671767;0,1664114;0,2201986;0,1930294;0,1178112;0,1392374;0,0547328;0,2190118;0,1164193;0,3523602;0,2500772;0,1929407;0,2495537;0,2223778;0,2214065;0,1405244;0,2823858;0,2832384;0,05505276;0,09700584;0,2838068;0,1661677;0,1920786;0,1166573;0,2190175;0,4400449;0,2838974;0,09549379;0,4928236;0,318439;0,3975677;0,2519007;0,1660466;0,2206945;0,1428618;0,0753293;0,118793;
645,000;0,3000379;0,3266625;0,1523023;0,04125071;-0,007508278;-0,08272028;-0,08832788;0,2934752;0,374362;0,2425761;0,1115737;0,1465096;0,1502314;0,1254077;0,1205907;0,08270788;0,0522933;0,401886;0,1346946;0,03500605;0,1087556;0,1852064;0,06065416;0,229105;0,3055387;0,1046553;0,1394243;0,09980154;0,1176348;0,02691078;0,2207909;0,09612274;0,216526;0,1927471;0,1523228;0,147728;0,08910275;0,09858608;0,05669117;0,02194118;0,1685963;0,1685171;0,142323;0,1022515;0,0259428;-0,03107548;0,173707;0,165441;0,2336335;0,1908021;0,1759562;0,02489805;0,03415823;0,147203;0,1184058;-0,003148556;0,01424265;0,1275282;0,163343;0,1181278;0,0769453;-0,009318829;
646,000;-0,138618;-0,2010598;-0,1168189;-0,06981373;0,06128645;0,08147335;0,2772207;0,0699873;-0,1923923;0,1137156;-0,1542964;0,1623788;-0,09330559;-0,0343976;-0,051229;-0,01744461;0,0407095;-0,01723814;-0,1330028;-0,01934719;-0,07626057;-0,06425381;0,110786;-0,08319759;-0,0849905;-0,02600384;0,1167116;0,06282091;-0,03499079;-0,09692001;-0,07273388;0,04972029;-0,1660547;0,006765842;-0,01882744;-0,04662609;0,2115455;0,006141186;-0,03946114;0,03963852;-0,02991247;-0,05672026;-0,005325317;-0,06328392;-0,009528637;0,03501368;0,001194477;0,01459217;-0,08895063;-0,1353946;0,05444765;-0,08611917;-0,08279228;-0,0600543;0,2352214;-0,03352737;-0,0277524;0,009633541;-0,1159339;0,3311925;-0,0435977;0,1646595;
647,000;0,1510806;0,1432619;0,3223233;0,1729879;0,1533446;0,3998342;0,2351518;0,5554214;0,06826353;0,2168159;0,2469807;1,00231;0,1391673;0,07250977;0,03975964;0,04542303;0,1179752;0,2048593;0,1400785;0,1870174;0,3075686;0,2169681;-0,004974842;0,1864958;0,1143522;0,09156275;0,04629803;0,1831141;0,1847873;0,25137;0,324656;0,02874851;0,1143327;0,3837004;0,3093519;0,02449751;0,2498722;0,05804539;0,06900549;0,4988656;0,2190442;0,04947233;0,09830618;0,230401;0,0992341;0,3504467;0,1990814;0,338089;0,1215429;0,08649206;0,4211469;0,07360697;0,1883235;0,2373443;0,05583715;0,2589273;0,09814644;0,1550894;0,2096915;0,4685311;0,2244873;0,7641687;
648,000;-0,03163719;-0,02669525;-0,03433561;-0,1097951;-0,07999563;-0,1123409;-0,1428347;0,01264477;0,03037882;-0,06912088;0,01246595;-0,2307134;-0,01351213;0,0489254;-0,03150892;-0,1299238;-0,01266384;-0,006658554;-0,07370663;-0,0272522;-0,09887552;-0,06576681;-0,007971764;-0,08771467;0,04128361;-0,01920891;-0,0007371902;-0,1031404;-0,1069689;-0,08926344;-0,0972681;-0,04893827;-0,03602648;-0,1392274;-0,1068425;-0,04675055;-0,07204819;-0,1467881;-0,01973152;-0,1270518;-0,1214614;-0,03751373;-0,08577967;-0,01210594;-0,05153799;0,009239674;-0,1354146;-0,05317974;-0,02608585;-0,02640009;-0,0559411;-0,1474862;-0,03470039;-0,1053119;-0,01834965;-0,01750469;-0,03232956;0,04671478;-0,07154036;0,01351547;-0,1527805;-0,0628829;
649,000;0,04321957;0,09712458;0,021173;-0,04878092;0,1382332;0,03031492;0,07708406;0,06064653;0,003661633;0,07184887;0,002174854;0,1746473;-0,0153904;-0,00282383;0,07545471;0,048141;0,0117197;0,1965642;0,1538277;0,04291248;0,0433917;0,05841637;0,06784534;0,05507326;-0,02744389;-0,01974869;0,03888702;0,002174377;0,002010822;0,03076935;0,1091361;0,02392721;0,078197;0,1507907;0,1123147;0,05402565;0,1325722;0,1053977;0,04943943;0,03446579;0,1139359;0,05117178;0,1420097;0,08388376;0,03591871;0,2077355;0,07089043;0,1347699;-0,07553101;0,1915016;0,08238029;0,04834366;-0,05243015;0,02396631;0,03127813;0,01516008;0,09747171;0,05530071;0,01919985;0,102107;0,1137295;0,1944642;
650,000;0,127501;0,008150578;0,1727462;-0,001796722;-0,0660634;-0,08150816;0,005208015;0,07893419;0,02160263;0,00548172;-0,08489513;0,1142983;0,05616188;0,1044321;0,07036209;0,0929203;0,1168995;0,06394196;0,1490288;-0,01066303;0,06940079;0,005369186;0,01576567;0,07418203;0,0937233;-0,02886677;-0,00452137;-0,06437635;0,0539875;0,1381106;0,0814538;0,04778862;-0,07689619;0,05319548;0,1815886;0,03072071;0,007283688;0,01226616;0,002119541;-0,09102011;0,01044655;0,007734299;-0,04556942;-0,06038094;-0,0142808;0,001023769;0,05768728;0,07112312;-0,02275705;0,03398561;0,07862091;0,01594925;-0,03111506;0,0134244;0,005293369;0,03580618;0,01301336;-0,022964;-0,0345726;-0,02576733;0,07416344;0,08489084;
651,000;0,07322454;-0,1046209;-0,03536892;-0,2173419;0,03252554;0,02345228;0,1372294;0,1267514;-0,0523653;-0,01048613;0,006428719;0,08191013;-0,04378223;-0,07784891;0,05744839;0,2196231;0,185111;0,1295428;-0,008798122;-0,01382923;0,02993727;0,02927208;0,03024673;-0,02869463;0,06291151;0,1132188;-0,009389877;0,09488773;-0,09285021;0,1631827;-0,1236863;0,02478409;-0,05941057;-0,07434797;0,07582474;0,02878857;-0,03606939;-0,000292778;-0,04353189;0,03827238;-0,07821512;0,01474619;-0,02129126;0,02163744;0,0386138;0,06522942;0,02680874;-0,02530289;0,09788465;0,1041698;0,02951479;0,07044601;0,03364706;0,03386068;0,2144051;0,004013538;-0,032969;-0,07301855;0,1372066;0,05678701;0,06663132;0,06134081;
652,000;-0,04937649;-0,01524401;0,1542659;0,1700888;0,01767731;0,1472521;0,1343632;0,05247831;-0,04310894;0,08705521;0,02516747;0,07478333;0,01588917;0,0715313;0,1483397;0,02026081;0,1157727;0,1250844;0,04346037;0,1343675;0,05478668;0,04696655;-0,06957006;0,08393717;0,01558208;0,006813049;0,1111078;0,0552268;0,1086969;0,009494781;-0,04991007;0,04576302;0,07822084;0,05368805;0,0874896;0,06277704;0,03086424;0,006477833;0,1684804;-0,002448082;0,2196989;-0,009098053;0,09484434;0,102335;0,1066356;0,07899809;0,06150389;0,04975557;0,0989027;0,1143112;-0,02855635;0,1201253;0,1038675;0,05357552;0,09070826;0,01275969;0,01092243;0,04070997;0,04238987;0,08906126;0,0186305;0,04862213;
653,000;0,07615852;0,2047663;0,1361561;0,07402992;0,1031952;0,02405119;-0,0337534;0,1109476;0,1656766;0,01036549;0,1116958;0,01133156;0,103291;0,03980541;0,0163393;0,01233768;0,03971624;0,1327868;0,1488614;0,08183908;0,09690762;0,07986927;0,09077263;0,1141877;0,2418327;0,2945509;0,09170055;0,1279373;0,06925821;0,07257938;0,09013176;0,0353837;0,04877329;-0,006520748;-0,002699375;0,0407238;-0,0163331;0,09219933;0,1102357;0,04641914;-0,01995945;0,04231644;0,09919262;0,0983448;0,07525682;0,1854835;0,1258469;0,07700253;0,186233;0,1117616;0,1278749;0,08673954;-0,02408123;0,05288029;0,06252289;0,1284056;0,04771042;0,02976084;0,06141329;0,03304625;0,07854319;0,1388841;
654,000;-0,2010217;-0,2242246;-0,2189379;-0,1873741;-0,03358316;-0,1717315;-0,02549171;-0,1988654;-0,2406797;0,1763978;-0,19488;-0,2051587;0,032794;-0,1941767;0,0860095;-0,03009033;-0,2976642;-0,2604861;-0,1931815;-0,1474066;-0,1945963;-0,1948743;-0,1992764;-0,1714826;-0,03671455;-0,2506762;0,000228405;-0,1973739;-0,1422606;-0,02880287;-0,06206846;-0,140554;-0,08864164;-0,05907011;-0,1915803;0,03803778;-0,1889715;-0,1448579;0,04250765;-0,1980619;-0,184989;-0,06780148;-0,2624431;-0,240459;-0,03527308;-0,1674929;-0,0958972;-0,06373596;-0,2213321;-0,1735349;-0,1934061;-0,2893848;-0,2746844;-0,2957878;0,2345414;-0,1738687;-0,1755619;0,003715515;-0,1965117;-0,09378719;-0,1945682;-0,003108978;
655,000;0,04985571;0,1143823;0,1116252;0,2086239;0,119091;0,06827593;0,1293011;0,09679031;0,1704087;0,02084923;0,1643157;0,2811666;0,004790306;0,09457302;0,1185517;0,1172519;0,06905937;0,1290941;0,2113461;0,1032662;0,149765;0,1341329;0,09720373;0,1474781;0,1662216;0,1065693;0,06436539;0,1366763;0,1721854;0,1771188;0,1660638;0,2031493;0,1669579;0,1193042;0,1193485;0,04737043;0,1611371;0,189393;0,1394606;0,07122517;0,173697;0,03577995;0,06670094;0,1005507;0,04341698;0,2810788;0,1123462;0,1081109;0,1403918;0,1199422;0,2113519;0,2353272;0,08914566;0,1176944;0,09209824;0,1339464;0,04628277;0,08735991;0,1079521;0,07212925;0,1492867;0,06581068;
656,000;0,0232048;0,01891422;0,01301861;-0,002881527;0,01739979;0,0178113;0,01273918;0,01436758;0,008638382;0,03303623;0,009246826;-0,008403778;0,03770971;0,01791954;0,01956034;0,01812553;0,01939249;0,009386539;-0,0002198219;0,01801872;0,009941578;0,009754181;0,0178318;0,005033016;0,008338928;0,01240444;0,02292442;0,008244991;0,008787632;0,00852108;0,009593487;-0,0005640984;0,007788658;0,01671886;0,01194859;0,03152704;0,007609844;0,003284931;0,009599209;0,01566696;0,004599571;0,02705526;0,01723528;0,01244116;0,02617502;-0,01178551;0,01599789;0,01582766;0,009902477;0,009084225;0,0007162094;-0,004963875;0,01770926;0,01036787;0,02754831;0,009167671;0,02693558;0,02002239;0,01602173;0,0197401;0,00763464;0,0196352;
657,000;0,03081799;0,0127449;0,02806377;0,03872299;0,02956057;0,04385567;0,04357481;0,02686024;0,01879025;0,02934551;0,02704287;0,04484749;0,009050369;0,02127695;0,02392054;0,02536249;0,01418257;0,03910685;0,03798485;0,02100277;0,03023434;0,02240753;0,02619934;0,05208969;0,03390026;0,03348207;0,03569937;0,04140663;0,02410889;0,03040123;0,03786421;0,03907681;0,03860807;0,02742767;0,03499985;0,010952;0,03734493;0,03145695;0,03910923;0,03257275;0,02989674;0,02302885;0,02555323;0,03490353;0,02277946;0,04509497;0,0221386;0,03528404;0,03613377;0,04134512;0,03546524;0,02485514;0,0252037;0,02987051;0,02903128;0,02735043;0,02068377;0,02856874;0,02244902;0,02922153;0,04077911;0,03247356;
658,000;0,01102066;0,02072763;0,04607725;0,01057577;-0,04476357;-0,03274059;-0,009057999;-0,01213074;0,03703833;0,01733828;0,03541899;-0,03544855;-0,01345444;-0,004235744;0,02863646;0,01940727;-0,02216196;-0,04492807;0,0002675056;0,01395464;-0,01927614;0,03295374;-0,04614449;-0,01411724;-0,009477139;-0,01150703;0,006831169;-0,01330185;0,003762245;-0,005540371;-0,03816748;-0,03261518;-0,02445936;-0,02841711;-0,03572702;-0,01058054;-0,01072454;-0,03972292;0,01357222;-0,05639124;-0,02714729;-0,03327751;0,009154797;0,01613855;0,004155636;0,02822685;-0,007600784;-0,05438232;-0,037992;0,01987267;0,01237154;0,01829529;-0,05722332;-0,01906633;-0,02947187;0,002287865;0,002509594;-0,009317398;-0,02967024;0,02317715;-0,05349588;0,02861881;
659,000;0,1774797;0,100008;-0,02893257;-0,06342745;0,1009121;0,05260706;0,05264664;0,0820694;0,1049495;0,1212797;0,06617785;0,05314302;0,08440685;0,01154184;0,1034307;0,029387;0,06831741;0,142488;0,08000088;0,1181793;0,001910686;0,1332879;0,04784107;0,1446614;0,01736641;0,07799673;0,03147936;0,1245198;0,03900576;-0,01870203;0,09689808;0,1330347;0,02623177;0,07376289;0,08723497;0,06852627;0,0869627;0,05740929;0,06451559;0,03200293;0,07070637;0,02890015;0,0583787;-0,004611492;0,06702137;0,1415415;0,06071663;0,1431112;0,04389334;0,1209722;0,09465122;0,0003533363;0,07496595;0,05164337;0,07530928;0,01125336;0,08502293;0,02001095;0,04448128;0,05867004;0,03481102;0,002086639;
660,000;0,06503534;0,04996204;0,04535437;0,1305408;0,06861305;0,2411671;0,266222;0,03199005;0,122025;0,1115828;0,06902075;0,1566548;0,1638303;0,0490613;0,2938972;0,1369224;0,1227131;0,05794096;0,1198339;0,18151;0,3375463;0,02441835;0,04076338;0,0760498;0,03370571;0,1800113;0,215888;0,1409602;0,1873984;0,238636;0,1349878;0,06506157;0,396934;0,02825689;0,04582119;0,03173018;0,1960378;0,2991076;0,1221972;0,1371975;0,1253324;0,3225837;0,2142706;0,1300049;0,1467638;0,2786818;-0,02975559;0,2351189;0,1182451;0,07085943;0,1165071;0,2604246;0,08750963;0,3119235;0,0725522;0,1600566;0,07929039;0,3512397;0,1469688;0,3057694;0,102747;0,3110366;
661,000;0,06885433;0,1738849;0,08605623;0,1300154;-0,0247407;-0,05693197;0,07454491;0,2010117;0,2756495;0,07768965;0,1611428;0,1098843;0,2142644;0,06744719;0,1894979;0,06856155;0,1092191;0,09718132;0,04288721;0,1726089;0,08603621;0,2799921;0,0244503;0,1546555;0,2380743;0,1757593;0,08774853;0,1589761;0,03008318;0,03633976;-0,06283331;0,04432535;0,1291866;0,08849955;0,09208679;0,1443458;0,07840776;0,1273875;-0,006671906;0,2343984;0,1203465;0,2344193;0,1090636;0,05402088;-0,0534029;0,1268401;0,09249496;0,1085629;0,1460571;0,03549576;0,3338313;0,1442733;0,05655098;0,05097008;0,1449375;0,0299468;0,02646732;0,1320868;0,1806464;0,09724379;0,09450054;0,194768;
662,000;0,3543463;0,05830336;-0,05247784;-0,1064992;0,4714012;0,9398265;0,1003976;-0,001104832;0,1817551;0,1033206;0,05227804;0,0491848;-0,09284353;0,04523182;0,3430176;0,169785;0,1785388;-0,05380344;0,6417589;0,05262661;0,2319503;0,1900506;0,3447313;0,1753879;0,1772199;0,04766989;0,2471657;0,1011224;0,4618764;0,09471941;0,9415774;0,2545428;0,1631041;0,04858112;0,3524008;0,1116738;-0,09091949;-0,1712465;0,6381044;0,1039495;0,1038027;-0,007695198;0,2412925;-0,00487566;0,3301644;0,2472725;-0,04723215;0,4675884;0,00333786;0,1020355;-0,1173162;0,1468062;-0,05371189;0,246345;0,1136532;0,9340482;0,1017122;0,9520049;0,6444259;0,6436186;0,1070037;0,2384086;
663,000;0,002879143;0,08756256;0,153358;0,4571543;0,03955698;-0,006581306;0,1531243;0,2443581;0,09607315;0,1478672;0,1004353;0,05023527;0,2400861;0,1514463;0,1943688;0,09508991;-0,01016712;0,2774405;0,1545892;0,05300713;0,3945313;0,01231909;0,1105237;0,2100072;0,2066169;0,1792688;0,08740187;0,2708282;0,2289586;0,2099886;0,09711266;0,07367134;0,1712976;0,1527691;0,06760931;0,07527828;0,08102703;0,211525;0,1519384;0,3135347;0,2113585;0,2041779;0,2659807;0,03072166;0,2587276;0,1405773;0,1252637;0,1922312;0,03528309;0,1473622;0,1570611;0,566184;0,1788044;0,04530144;0,05620623;0,2813306;0,1512237;-0,07204342;0,2545581;0,07703066;0,1277442;0,3966818;
664,000;-0,07606983;0,1260123;-0,2476821;-0,1961989;-0,04909706;-0,1913319;-0,0125761;-0,1878142;-0,2303123;-0,1529837;-0,1603813;-0,1874142;-0,3079319;-0,1455526;-0,1938109;-0,187974;-0,1172585;-0,2491617;-0,1948471;-0,1921415;-0,1253123;-0,1027856;-0,1659803;-0,0578413;-0,1481376;-0,1714611;-0,2000279;-0,250886;-0,03629446;-0,01249218;-0,06116056;-0,03285742;-0,2214732;-0,1240602;-0,1639771;-0,1889944;-0,06403828;-0,2398787;-0,1346865;-0,1362352;-0,09588099;-0,3184786;-0,1131697;-0,2196183;-0,1633182;-0,1478963;-0,2112226;-0,1662412;-0,08794403;-0,1791453;-0,2058353;-0,2895751;-0,2450485;-0,1714664;-0,06084776;-0,1251774;-0,1036701;-0,1083894;-0,1505418;-0,1208825;-0,05313015;-0,06355238;
665,000;0,1820912;0,04912233;0,1232824;0,1253233;0,2894454;0,3087072;0,2221456;0,0690012;0,10356;0,1358261;0,05941057;0,2918968;0,06425095;0,02065897;0,2872844;0,02052116;0,1316299;0,09472895;0,177022;0,1992884;0,01733732;0,1553607;0,2701268;0,1119294;0,1081758;0,08708382;0,2028632;0,09949875;0,1522279;0,1867256;0,1557131;0,03658152;0,04006863;0,0594821;0,06599092;0,02756977;0,281889;0,3458819;0,5271139;0,09530258;-0,01186323;0,07784319;0,257184;0,2200608;0,3169947;0,3080282;0,1007314;0,1711302;0,1913972;0,1360011;0,1469841;0,1304693;0,05432653;0,1212759;0,04627991;0,1209502;0,08405495;0,07567167;0,1268439;0,2094526;0,1229744;0,1454787;
666,000;0,02812529;0,1625619;0,4175749;0,370049;0,2359357;0,05732679;0,2792792;0,2374444;0,3486915;0,1747332;0,1768517;0,231317;0,1489158;0,1019583;0,2744823;0,09729242;0,08527565;0,3295708;0,1645608;0,2461386;0,1428928;0,2356477;0,1694221;0,1401114;0,2267537;0,1761112;0,1291699;0,2465072;0,2044063;0,2215514;0,3647223;0,09154177;0,1032763;0,1528344;0,2998614;0,1969514;0,2198887;0,4395642;0,3317571;0,2283983;0,1338744;0,1992402;0,07342196;0,2842288;0,1616116;0,2115016;0,1543226;0,1853509;0,109355;0,2078543;0,2529006;0,1699142;0,2351279;0,08344746;0,1097054;0,1704936;0,2124295;0,2201376;0,1565151;0,1550989;0,2339697;0,2305284;
667,000;0,0619235;0,04988337;-0,156713;0,03525829;0,2023301;0,2110872;-0,04544449;-0,03653383;0,04038095;0,1931014;0,1299162;0,06755066;-0,08315992;-0,04618025;0,02754402;0,02435446;0,2464232;-0,05226135;-0,05175018;0,1205668;-0,02443981;0,009091377;0,07645178;0,1493158;0,03150177;0,2183466;0,08585548;0,08000469;-0,02225018;0,05474901;0,03740454;0,09817696;0,06428194;0,001657963;-0,07436132;0,03802681;0,03480959;0,0426712;-0,05411291;-0,01290751;-0,04088116;0,07837534;-0,03482008;0,05369329;0,09735632;-0,04503155;-0,0721488;-0,1493464;-0,02343655;0,0672822;0,05334616;0,08550692;0,08534575;0,6793618;0,08614922;0,09299231;0,08870411;0,05295515;0,06085968;0,1304283;-0,08429384;0,1623888;
668,000;0,03114891;-0,0999341;0,1930389;0,1301956;0,06305552;0,2751889;-0,103631;-0,01250172;0,08196831;0,09920788;0,2691355;0,08148098;-0,02275991;0,2434421;0,2290149;0,2082453;0,2170157;0,009414196;0,2288241;0,1839442;0,1186581;0,2547569;0,2086434;0,1640983;0,1030169;0,5347686;0,02404356;0,1499205;-0,04464054;0,03951931;-0,03980875;0,05005169;0,05038643;0,08849621;0,2259164;0,2740822;0,1079955;0,08673286;0,09652519;-0,0933156;0,08348942;0,0737915;0,1545691;0,006571293;-0,0005617142;0,1460066;0,101007;0,5477099;0,1082673;0,1643963;0,1628079;0,2007785;-0,04433632;0,563509;0,1081471;0,000825882;0,02178383;0,2274346;0,06531191;0,1524892;0,02059364;0,4537435;
669,000;-0,0009174347;0,1225562;0,1425409;0,1869941;-0,01765394;0,06715584;0,06432533;0,04865074;0,1233964;0,1105695;0,1967654;0,02966452;0,1590304;0,2634401;0,1377935;0,09082842;0,008605003;0,1161475;0,1007586;0,06394529;0,04828835;0,1197929;0,04258204;-0,002059937;0,07965183;0,1583905;0,09518385;0,1021256;0,03328419;0,03368139;0,04565668;0,03815413;0,07669401;0,08082104;0,3155603;0,1109481;0,168211;0,03187799;0,1287594;0,06952763;0,163126;0,0890398;0,1076703;0,02854729;0,05928278;0,1855564;0,1228237;0,2761378;0,1182861;0,1763358;0,06366444;0,08226967;0,1168065;-0,03402662;0,1055727;0,04779863;0,02890491;0,06878805;0,06313944;0,0892458;0,07627583;0,221024;
