Wavelength [nm], Absorbance, absorbance, absorbance, absorbance, absorbance, absorbance, absorbance, absorbance, absorbance, absorbance, absorbance, absorbance, absorbance, absorbance, absorbance, absorbance, absorbance, absorbance, absorbance, absorbance, absorbance, absorbance, absorbance, absorbance, absorbance, absorbance, absorbance, absorbance, absorbance, absorbance, absorbance, absorbance, absorbance, absorbance, absorbance, absorbance, absorbance, absorbance, absorbance, absorbance, 
240.000, 0.9164972, 0.9172554, 0.9200783, 1.044131, 1.031514, 1.044693, 1.044179, 1.045946, 1.055945, 1.055274, 1.058293, 1.05805, 1.062058, 1.064428, 1.061957, 1.068896, 1.068164, 1.068274, 1.067442, 1.066504, 1.066682, 1.067508, 1.068427, 1.06878, 1.069146, 1.067096, 1.07272, 1.069146, 1.077517, 1.075195, 1.076695, 1.072637, 1.071007, 1.070473, 1.078246, 1.07184, 1.0749, 1.072282, 1.077478, 1.077422, 
241.000, 0.9280839, 0.9272981, 0.926013, 1.050976, 1.03842, 1.054656, 1.056168, 1.059359, 1.066614, 1.065079, 1.072263, 1.071299, 1.067362, 1.071792, 1.069869, 1.073602, 1.077483, 1.078035, 1.080186, 1.076488, 1.073476, 1.074752, 1.079936, 1.079714, 1.080282, 1.077947, 1.080102, 1.084382, 1.081962, 1.082878, 1.078433, 1.084143, 1.083556, 1.082501, 1.083075, 1.083023, 1.08544, 1.082658, 1.088027, 1.083855, 
242.000, 0.9400182, 0.9418783, 0.9407697, 1.06858, 1.051847, 1.071759, 1.069403, 1.07029, 1.079055, 1.082004, 1.079949, 1.085324, 1.082762, 1.086245, 1.085351, 1.087205, 1.095494, 1.089679, 1.092543, 1.090066, 1.089993, 1.091058, 1.096091, 1.09398, 1.097633, 1.092619, 1.094944, 1.093871, 1.090649, 1.093375, 1.103055, 1.096786, 1.098084, 1.098991, 1.097688, 1.096599, 1.097543, 1.103223, 1.100753, 1.098894, 
243.000, 0.9532704, 0.9589562, 0.9585972, 1.084847, 1.062616, 1.086051, 1.083505, 1.08461, 1.092869, 1.093957, 1.098605, 1.095648, 1.103175, 1.102247, 1.104605, 1.109177, 1.108734, 1.10282, 1.113373, 1.108907, 1.110496, 1.11099, 1.112361, 1.109075, 1.111916, 1.11289, 1.112789, 1.11416, 1.115805, 1.11791, 1.117326, 1.112251, 1.108713, 1.114029, 1.117078, 1.114135, 1.119277, 1.117383, 1.116603, 1.11761, 
244.000, 0.9708557, 0.9766126, 0.9733315, 1.098441, 1.075414, 1.096684, 1.10115, 1.101549, 1.112033, 1.109773, 1.123826, 1.118397, 1.115263, 1.119839, 1.117621, 1.124899, 1.124692, 1.123387, 1.128421, 1.123695, 1.128336, 1.130828, 1.130497, 1.126414, 1.127877, 1.126802, 1.128683, 1.129044, 1.129882, 1.130953, 1.130748, 1.127976, 1.128182, 1.130226, 1.134032, 1.130417, 1.131369, 1.132418, 1.132059, 1.129541, 
245.000, 0.9871054, 0.9884973, 0.9908943, 1.113724, 1.090126, 1.109487, 1.113465, 1.113482, 1.122997, 1.127851, 1.122659, 1.132334, 1.129538, 1.136095, 1.130812, 1.139099, 1.143036, 1.140788, 1.141784, 1.136072, 1.140644, 1.141325, 1.141657, 1.141484, 1.13621, 1.138291, 1.141574, 1.139339, 1.144057, 1.13948, 1.148846, 1.144537, 1.146182, 1.144925, 1.144516, 1.141816, 1.142251, 1.145165, 1.147403, 1.145086, 
246.000, 0.9998026, 0.998281, 1.001776, 1.127658, 1.099137, 1.12717, 1.12668, 1.126106, 1.136718, 1.139186, 1.138625, 1.140428, 1.139771, 1.14477, 1.145139, 1.149885, 1.152026, 1.146559, 1.151384, 1.145213, 1.149969, 1.148032, 1.150367, 1.151031, 1.148072, 1.152551, 1.152276, 1.14863, 1.159954, 1.153535, 1.154323, 1.15597, 1.158174, 1.155756, 1.151081, 1.153031, 1.154099, 1.156633, 1.15617, 1.151965, 
247.000, 1.009231, 1.013675, 1.017462, 1.13566, 1.101844, 1.135162, 1.141519, 1.13685, 1.142911, 1.148224, 1.154062, 1.153215, 1.151047, 1.153322, 1.152738, 1.154649, 1.158832, 1.158905, 1.15996, 1.158931, 1.157155, 1.158688, 1.158015, 1.1584, 1.160274, 1.161538, 1.163592, 1.157289, 1.160221, 1.159561, 1.169314, 1.164863, 1.163602, 1.161942, 1.167162, 1.163182, 1.165755, 1.169398, 1.165045, 1.157614, 
248.000, 1.033671, 1.033089, 1.037957, 1.157088, 1.114016, 1.150341, 1.154998, 1.146754, 1.156085, 1.166636, 1.155893, 1.172935, 1.165413, 1.171962, 1.170444, 1.171346, 1.171998, 1.179908, 1.176301, 1.177592, 1.175012, 1.173853, 1.173141, 1.180494, 1.17732, 1.179444, 1.182744, 1.177777, 1.177299, 1.174082, 1.184797, 1.179121, 1.177664, 1.175869, 1.182766, 1.173927, 1.179808, 1.179199, 1.182408, 1.179414, 
249.000, 1.053316, 1.055438, 1.055796, 1.169795, 1.131755, 1.166514, 1.171582, 1.16923, 1.174399, 1.176506, 1.181781, 1.183063, 1.185192, 1.188066, 1.186117, 1.190355, 1.189477, 1.193542, 1.192502, 1.189073, 1.196564, 1.19362, 1.191803, 1.194083, 1.192745, 1.192313, 1.19535, 1.192451, 1.198979, 1.199499, 1.200243, 1.200242, 1.197153, 1.195147, 1.192778, 1.195718, 1.195552, 1.197523, 1.197327, 1.197196, 
250.000, 1.067429, 1.071147, 1.066167, 1.175162, 1.140901, 1.179544, 1.188222, 1.183438, 1.186264, 1.191997, 1.198184, 1.198949, 1.19355, 1.195448, 1.193248, 1.200977, 1.206877, 1.196221, 1.204516, 1.199702, 1.197836, 1.202456, 1.206148, 1.201671, 1.199002, 1.198939, 1.205597, 1.201481, 1.205397, 1.207463, 1.210869, 1.207698, 1.202926, 1.199854, 1.204532, 1.21047, 1.209885, 1.206077, 1.211419, 1.209959, 
251.000, 1.08901, 1.087127, 1.092337, 1.201294, 1.154785, 1.199481, 1.202815, 1.195709, 1.209523, 1.215153, 1.204851, 1.217523, 1.215826, 1.216611, 1.214766, 1.216173, 1.221601, 1.220445, 1.223552, 1.220582, 1.21469, 1.224214, 1.223208, 1.221411, 1.218302, 1.218554, 1.225918, 1.222817, 1.230189, 1.229338, 1.233677, 1.224403, 1.223517, 1.226522, 1.223955, 1.22887, 1.233726, 1.220997, 1.22691, 1.230594, 
252.000, 1.109871, 1.107677, 1.109752, 1.213864, 1.168124, 1.219107, 1.219975, 1.213675, 1.230803, 1.224343, 1.234636, 1.230802, 1.231164, 1.230626, 1.243067, 1.232937, 1.233664, 1.238825, 1.239792, 1.232311, 1.234714, 1.228415, 1.233964, 1.235454, 1.234386, 1.224851, 1.24508, 1.238946, 1.247303, 1.247704, 1.240052, 1.239028, 1.246986, 1.236226, 1.246475, 1.231526, 1.254375, 1.240592, 1.244932, 1.247724, 
253.000, 1.123778, 1.117706, 1.119926, 1.219212, 1.176069, 1.231323, 1.236169, 1.227901, 1.231644, 1.237942, 1.257989, 1.25528, 1.244017, 1.240811, 1.244824, 1.239446, 1.240235, 1.243352, 1.251093, 1.244842, 1.245089, 1.249369, 1.25012, 1.253228, 1.248486, 1.246904, 1.245283, 1.258195, 1.247482, 1.259412, 1.252022, 1.25283, 1.23658, 1.240823, 1.261783, 1.252005, 1.252299, 1.254073, 1.25808, 1.243408, 
254.000, 1.143348, 1.138303, 1.149038, 1.248315, 1.189084, 1.245111, 1.250631, 1.239305, 1.247535, 1.251641, 1.246448, 1.259117, 1.26068, 1.260498, 1.262039, 1.256762, 1.272722, 1.266964, 1.259516, 1.260009, 1.255198, 1.273359, 1.265458, 1.274827, 1.266252, 1.255797, 1.268734, 1.267795, 1.263195, 1.261071, 1.274907, 1.276711, 1.271041, 1.271652, 1.263875, 1.263791, 1.271625, 1.265638, 1.262569, 1.273191, 
255.000, 1.152466, 1.163914, 1.163132, 1.256536, 1.203361, 1.25268, 1.264154, 1.26264, 1.281675, 1.287252, 1.267595, 1.278512, 1.276717, 1.271313, 1.26775, 1.27585, 1.278058, 1.280241, 1.288854, 1.281367, 1.280729, 1.279106, 1.266785, 1.303348, 1.284322, 1.281611, 1.279472, 1.278083, 1.293185, 1.289714, 1.290394, 1.289364, 1.28701, 1.291928, 1.286937, 1.289115, 1.280296, 1.280418, 1.288022, 1.285356, 
256.000, 1.17246, 1.172924, 1.169261, 1.272505, 1.214621, 1.273093, 1.285425, 1.277759, 1.288398, 1.292417, 1.296938, 1.304469, 1.28603, 1.295611, 1.299483, 1.306571, 1.29049, 1.292193, 1.304682, 1.296366, 1.280907, 1.312103, 1.298908, 1.30865, 1.304749, 1.296608, 1.30303, 1.30993, 1.28898, 1.296693, 1.304056, 1.29972, 1.311382, 1.296186, 1.304862, 1.303562, 1.301142, 1.309717, 1.298099, 1.306389, 
257.000, 1.184255, 1.203923, 1.195399, 1.301618, 1.239204, 1.31503, 1.309364, 1.28556, 1.322045, 1.316034, 1.297763, 1.304068, 1.321377, 1.313469, 1.330683, 1.314794, 1.313252, 1.313611, 1.319427, 1.30977, 1.321927, 1.313432, 1.31732, 1.320197, 1.340692, 1.316501, 1.31942, 1.331232, 1.331216, 1.328097, 1.331789, 1.323023, 1.319667, 1.315643, 1.330047, 1.3279, 1.334945, 1.317084, 1.327955, 1.336225, 
258.000, 1.211575, 1.226568, 1.227158, 1.322354, 1.259655, 1.327047, 1.317831, 1.328959, 1.362334, 1.325643, 1.339901, 1.338481, 1.325128, 1.343682, 1.350377, 1.34418, 1.338035, 1.353998, 1.36204, 1.345498, 1.356727, 1.369204, 1.345246, 1.35605, 1.359588, 1.351297, 1.351416, 1.352916, 1.378118, 1.367716, 1.357017, 1.351459, 1.356415, 1.337916, 1.345012, 1.359704, 1.361434, 1.352119, 1.355064, 1.355889, 
259.000, 1.233454, 1.235247, 1.238792, 1.317977, 1.274126, 1.344464, 1.336979, 1.342149, 1.342077, 1.35964, 1.357335, 1.351615, 1.347758, 1.350044, 1.36424, 1.340992, 1.349294, 1.340281, 1.360067, 1.360182, 1.368346, 1.369313, 1.36208, 1.361093, 1.384427, 1.344653, 1.365816, 1.367699, 1.36008, 1.356146, 1.371768, 1.34818, 1.345819, 1.353384, 1.360045, 1.365727, 1.385847, 1.355147, 1.384744, 1.378131, 
260.000, 1.252773, 1.269099, 1.261191, 1.374009, 1.276455, 1.357638, 1.358758, 1.364587, 1.392682, 1.364118, 1.35405, 1.372963, 1.390134, 1.394244, 1.389538, 1.392406, 1.394271, 1.373635, 1.381267, 1.397719, 1.383607, 1.40517, 1.375131, 1.400083, 1.399217, 1.395123, 1.375854, 1.390649, 1.394852, 1.388465, 1.422791, 1.391199, 1.391494, 1.38581, 1.389901, 1.38536, 1.382694, 1.389221, 1.392272, 1.388068, 
261.000, 1.274071, 1.275776, 1.269556, 1.373619, 1.295528, 1.393677, 1.370659, 1.382971, 1.392175, 1.367247, 1.40444, 1.37526, 1.399424, 1.387495, 1.415773, 1.403235, 1.384593, 1.398991, 1.415428, 1.406765, 1.398579, 1.40426, 1.413738, 1.420505, 1.414469, 1.420188, 1.402163, 1.409885, 1.433142, 1.415621, 1.396093, 1.431664, 1.422729, 1.407335, 1.414423, 1.423112, 1.384941, 1.410606, 1.405891, 1.405542, 
262.000, 1.314691, 1.300879, 1.297476, 1.395777, 1.335454, 1.422473, 1.426236, 1.417391, 1.421644, 1.417444, 1.44068, 1.425854, 1.422084, 1.434845, 1.421868, 1.439519, 1.409138, 1.422026, 1.418172, 1.448692, 1.430804, 1.425978, 1.448901, 1.422132, 1.453376, 1.430748, 1.435022, 1.458186, 1.426158, 1.430544, 1.448031, 1.445042, 1.462913, 1.43411, 1.449012, 1.435669, 1.462728, 1.444491, 1.453247, 1.458045, 
263.000, 1.293957, 1.30753, 1.31099, 1.416674, 1.325115, 1.395063, 1.395063, 1.4079, 1.4079, 1.3993, 1.390867, 1.4079, 1.403579, 1.412265, 1.434772, 1.425629, 1.390867, 1.416674, 1.412265, 1.421129, 1.416674, 1.425629, 1.430177, 1.425629, 1.434772, 1.434772, 1.425629, 1.430177, 1.453658, 1.439417, 1.434772, 1.4079, 1.430177, 1.468381, 1.421129, 1.425629, 1.4079, 1.412265, 1.434772, 1.434772, 
264.000, 1.346776, 1.33831, 1.345873, 1.435603, 1.382237, 1.460973, 1.466316, 1.445845, 1.446597, 1.48239, 1.483034, 1.462108, 1.456494, 1.476997, 1.471172, 1.486712, 1.462243, 1.493187, 1.476745, 1.466573, 1.48702, 1.466282, 1.471434, 1.470665, 1.481735, 1.486954, 1.460859, 1.504328, 1.476067, 1.481686, 1.487441, 1.462004, 1.461842, 1.481205, 1.471503, 1.498589, 1.467048, 1.466343, 1.492999, 1.503602, 
265.000, 1.337595, 1.327275, 1.3316, 1.421801, 1.337864, 1.429967, 1.433892, 1.43041, 1.460568, 1.464474, 1.480752, 1.474164, 1.460413, 1.470468, 1.470832, 1.443661, 1.475174, 1.492424, 1.458807, 1.477037, 1.45455, 1.464826, 1.464538, 1.451545, 1.464641, 1.464064, 1.455829, 1.489895, 1.482523, 1.475821, 1.480522, 1.481691, 1.486543, 1.487866, 1.465621, 1.491416, 1.463835, 1.455028, 1.492181, 1.468745, 
266.000, 1.344257, 1.357177, 1.363127, 1.467596, 1.37918, 1.466712, 1.470217, 1.468687, 1.478256, 1.483244, 1.508641, 1.45768, 1.491045, 1.495022, 1.488417, 1.473501, 1.478843, 1.510568, 1.481448, 1.512902, 1.496345, 1.479435, 1.472651, 1.527961, 1.491479, 1.49379, 1.495806, 1.492774, 1.519615, 1.517634, 1.489108, 1.494234, 1.483684, 1.519299, 1.502363, 1.500171, 1.476299, 1.505669, 1.520598, 1.492169, 
267.000, 1.371617, 1.374857, 1.342832, 1.461872, 1.39245, 1.450968, 1.485963, 1.469596, 1.473067, 1.476341, 1.529985, 1.50092, 1.495839, 1.485516, 1.474535, 1.486034, 1.507469, 1.47906, 1.508188, 1.49422, 1.500568, 1.499058, 1.482766, 1.510353, 1.518973, 1.525039, 1.484804, 1.541585, 1.522344, 1.541155, 1.50134, 1.501506, 1.506089, 1.522316, 1.51058, 1.498892, 1.522532, 1.522613, 1.533286, 1.5157, 
268.000, 1.355971, 1.361693, 1.356734, 1.514773, 1.386294, 1.51001, 1.489587, 1.500546, 1.481674, 1.508273, 1.524622, 1.505505, 1.507746, 1.512279, 1.497518, 1.526854, 1.521519, 1.50361, 1.488197, 1.499475, 1.518961, 1.514939, 1.516523, 1.506056, 1.545307, 1.487807, 1.505219, 1.524225, 1.538395, 1.49124, 1.539409, 1.527381, 1.537021, 1.538849, 1.524421, 1.509581, 1.514188, 1.494929, 1.534138, 1.522057, 
269.000, 1.367363, 1.374034, 1.401061, 1.4975, 1.412943, 1.497492, 1.510265, 1.522983, 1.523774, 1.505769, 1.517199, 1.495765, 1.549331, 1.536971, 1.525736, 1.483645, 1.511312, 1.522779, 1.518142, 1.542087, 1.478578, 1.533289, 1.543403, 1.554275, 1.533737, 1.524079, 1.533264, 1.548693, 1.549222, 1.568829, 1.518088, 1.505501, 1.577593, 1.535923, 1.519022, 1.507633, 1.55977, 1.570569, 1.558773, 1.565523, 
270.000, 1.389678, 1.37826, 1.380698, 1.477403, 1.407177, 1.478887, 1.500715, 1.495497, 1.494563, 1.511483, 1.569893, 1.483021, 1.496515, 1.513952, 1.52173, 1.502322, 1.525815, 1.52152, 1.515142, 1.519208, 1.527986, 1.513483, 1.538307, 1.541621, 1.515526, 1.516074, 1.495242, 1.543421, 1.520284, 1.536933, 1.480464, 1.534354, 1.544004, 1.50863, 1.509617, 1.544502, 1.548809, 1.532604, 1.52693, 1.547353, 
271.000, 1.409302, 1.41121, 1.413321, 1.51156, 1.434445, 1.516442, 1.51723, 1.549013, 1.513339, 1.561695, 1.531138, 1.549755, 1.554675, 1.57227, 1.528061, 1.514992, 1.531557, 1.569147, 1.534452, 1.555575, 1.580122, 1.548908, 1.548568, 1.596862, 1.569728, 1.539253, 1.530751, 1.563036, 1.514951, 1.540142, 1.549892, 1.548148, 1.561245, 1.572373, 1.562577, 1.552589, 1.559997, 1.57126, 1.580102, 1.564417, 
272.000, 1.382554, 1.400243, 1.391733, 1.494313, 1.445634, 1.496688, 1.519856, 1.512556, 1.530265, 1.513029, 1.523876, 1.489235, 1.526951, 1.507517, 1.523763, 1.500453, 1.530023, 1.555236, 1.524691, 1.549725, 1.55624, 1.527622, 1.516144, 1.527622, 1.531202, 1.504274, 1.528443, 1.52009, 1.535982, 1.556595, 1.54217, 1.543467, 1.584476, 1.563646, 1.563704, 1.532634, 1.555062, 1.530217, 1.54749, 1.564651, 
273.000, 1.381664, 1.383843, 1.383161, 1.473435, 1.432284, 1.484564, 1.54072, 1.524053, 1.513463, 1.525664, 1.578914, 1.526222, 1.515664, 1.501646, 1.508561, 1.482096, 1.519004, 1.512869, 1.533283, 1.534122, 1.546519, 1.516061, 1.506062, 1.543526, 1.560568, 1.517991, 1.495935, 1.55284, 1.49981, 1.544688, 1.540718, 1.512227, 1.558599, 1.51232, 1.504268, 1.552798, 1.536587, 1.533023, 1.513256, 1.530034, 
274.000, 1.390775, 1.386055, 1.373992, 1.479073, 1.423819, 1.484119, 1.491303, 1.483184, 1.495231, 1.507725, 1.478433, 1.522945, 1.501227, 1.517991, 1.518145, 1.498169, 1.496208, 1.533605, 1.482397, 1.503928, 1.526439, 1.521064, 1.522371, 1.52762, 1.522429, 1.509005, 1.518495, 1.52374, 1.54018, 1.516635, 1.547547, 1.523293, 1.567153, 1.509691, 1.50173, 1.514598, 1.533048, 1.516355, 1.537708, 1.501359, 
275.000, 1.403545, 1.390816, 1.390321, 1.49461, 1.417198, 1.484736, 1.477691, 1.503327, 1.501213, 1.508195, 1.536454, 1.483399, 1.524712, 1.501148, 1.496575, 1.493918, 1.521863, 1.549542, 1.515435, 1.498998, 1.541995, 1.501115, 1.532325, 1.545237, 1.51125, 1.530175, 1.514414, 1.515034, 1.535306, 1.565468, 1.485273, 1.541918, 1.544133, 1.497683, 1.537054, 1.513968, 1.542588, 1.525913, 1.545877, 1.508451, 
276.000, 1.389505, 1.389458, 1.417961, 1.507155, 1.419091, 1.502994, 1.488378, 1.498116, 1.513423, 1.515774, 1.54452, 1.511398, 1.510531, 1.506694, 1.513852, 1.490222, 1.525284, 1.53192, 1.512492, 1.515594, 1.506588, 1.505345, 1.520186, 1.547964, 1.541376, 1.52747, 1.536879, 1.51676, 1.508713, 1.521485, 1.50067, 1.532298, 1.509059, 1.50868, 1.506278, 1.545982, 1.530553, 1.530929, 1.535577, 1.525003, 
277.000, 1.395641, 1.401164, 1.411059, 1.498717, 1.421148, 1.511, 1.508737, 1.523872, 1.50744, 1.542823, 1.497791, 1.484782, 1.534933, 1.51486, 1.53258, 1.501481, 1.507224, 1.524562, 1.511145, 1.539298, 1.541605, 1.504528, 1.541324, 1.534498, 1.556943, 1.535323, 1.532363, 1.515409, 1.551607, 1.528594, 1.545144, 1.556168, 1.557866, 1.52442, 1.540618, 1.542181, 1.560002, 1.535324, 1.548043, 1.53076, 
278.000, 1.403228, 1.377693, 1.38857, 1.483853, 1.409464, 1.488042, 1.491578, 1.501321, 1.484205, 1.518183, 1.518921, 1.466683, 1.483242, 1.492228, 1.486842, 1.502061, 1.507814, 1.510007, 1.514018, 1.492167, 1.51206, 1.488507, 1.508103, 1.527508, 1.516097, 1.509283, 1.509221, 1.485687, 1.525421, 1.538777, 1.489877, 1.526869, 1.521104, 1.500436, 1.50226, 1.519456, 1.514011, 1.538747, 1.518317, 1.526024, 
279.000, 1.377222, 1.378468, 1.391467, 1.439128, 1.386776, 1.453118, 1.469786, 1.465098, 1.485673, 1.485511, 1.505029, 1.467285, 1.438718, 1.475433, 1.486009, 1.466391, 1.499226, 1.461186, 1.470679, 1.490446, 1.465181, 1.481623, 1.494067, 1.47653, 1.483221, 1.511644, 1.45217, 1.488594, 1.496999, 1.489036, 1.487214, 1.487333, 1.509287, 1.484234, 1.48971, 1.47617, 1.508035, 1.507131, 1.469398, 1.492707, 
280.000, 1.384234, 1.410718, 1.385948, 1.482542, 1.404034, 1.458755, 1.475353, 1.493795, 1.474942, 1.500928, 1.473981, 1.477229, 1.471537, 1.483065, 1.490064, 1.483511, 1.494009, 1.503922, 1.485314, 1.48192, 1.479907, 1.492111, 1.504831, 1.498728, 1.495573, 1.512056, 1.497914, 1.496156, 1.48982, 1.518899, 1.523561, 1.499863, 1.530181, 1.503744, 1.515479, 1.490425, 1.505997, 1.522909, 1.508212, 1.491415, 
281.000, 1.368318, 1.376226, 1.358018, 1.444964, 1.374847, 1.444979, 1.429141, 1.446183, 1.433981, 1.484902, 1.454579, 1.43943, 1.447559, 1.45678, 1.444199, 1.464705, 1.447986, 1.456055, 1.452045, 1.464651, 1.447204, 1.477695, 1.47265, 1.466315, 1.458178, 1.458156, 1.485399, 1.446364, 1.455587, 1.482056, 1.458854, 1.449864, 1.463097, 1.450656, 1.459992, 1.455815, 1.454999, 1.483149, 1.465486, 1.450167, 
282.000, 1.339225, 1.355886, 1.354879, 1.41334, 1.354366, 1.407915, 1.422076, 1.411351, 1.434919, 1.448645, 1.444872, 1.434235, 1.428837, 1.436956, 1.427883, 1.447174, 1.439179, 1.434111, 1.442048, 1.435227, 1.42336, 1.439735, 1.436334, 1.420861, 1.450568, 1.453106, 1.444339, 1.425776, 1.44057, 1.422991, 1.432622, 1.437511, 1.458281, 1.428533, 1.437138, 1.431774, 1.442029, 1.44961, 1.450442, 1.428573, 
283.000, 1.327967, 1.353074, 1.338892, 1.434664, 1.354447, 1.417449, 1.402439, 1.417732, 1.420064, 1.44269, 1.402861, 1.43989, 1.413955, 1.43104, 1.4349, 1.410574, 1.435255, 1.437278, 1.435514, 1.419453, 1.435427, 1.435896, 1.443516, 1.434235, 1.424923, 1.424169, 1.437314, 1.424995, 1.444309, 1.437422, 1.424487, 1.431297, 1.441786, 1.426566, 1.447726, 1.412646, 1.436048, 1.42894, 1.442866, 1.415735, 
284.000, 1.333161, 1.351684, 1.320354, 1.411864, 1.335098, 1.422765, 1.400796, 1.423542, 1.40166, 1.407083, 1.438366, 1.393451, 1.380105, 1.409318, 1.4219, 1.421362, 1.435995, 1.410013, 1.420168, 1.402246, 1.437162, 1.424369, 1.430718, 1.400953, 1.41255, 1.419839, 1.418749, 1.410087, 1.426305, 1.451044, 1.414255, 1.437153, 1.422678, 1.407854, 1.426326, 1.413351, 1.411903, 1.441882, 1.433938, 1.409538, 
285.000, 1.32216, 1.314843, 1.312993, 1.368331, 1.324976, 1.394165, 1.390767, 1.394405, 1.385163, 1.400355, 1.417397, 1.405869, 1.386744, 1.405993, 1.390415, 1.39642, 1.407606, 1.404998, 1.415008, 1.371689, 1.384486, 1.408776, 1.400935, 1.395535, 1.395472, 1.405244, 1.407564, 1.39555, 1.392847, 1.403163, 1.398098, 1.423351, 1.410999, 1.416008, 1.408364, 1.399858, 1.391551, 1.410029, 1.38951, 1.403634, 
286.000, 1.326714, 1.329191, 1.317467, 1.369449, 1.333971, 1.401536, 1.385209, 1.388761, 1.376675, 1.406433, 1.390109, 1.385763, 1.386833, 1.403085, 1.407121, 1.406729, 1.402736, 1.38583, 1.402284, 1.400946, 1.402779, 1.403532, 1.403961, 1.399755, 1.407997, 1.402128, 1.403668, 1.406338, 1.408542, 1.40529, 1.407548, 1.414118, 1.394065, 1.417404, 1.403567, 1.391741, 1.420838, 1.408765, 1.410646, 1.388576, 
287.000, 1.28695, 1.289726, 1.288897, 1.331195, 1.314231, 1.364856, 1.345817, 1.351472, 1.359153, 1.371703, 1.365291, 1.364124, 1.365607, 1.365448, 1.366548, 1.360133, 1.361054, 1.362216, 1.369558, 1.36949, 1.372007, 1.380677, 1.38842, 1.365462, 1.365212, 1.369472, 1.357521, 1.366319, 1.389492, 1.38693, 1.352573, 1.380272, 1.36375, 1.356356, 1.380959, 1.378938, 1.392276, 1.38936, 1.393824, 1.377116, 
288.000, 1.262374, 1.25997, 1.270984, 1.308119, 1.275092, 1.329013, 1.327449, 1.338179, 1.329708, 1.340794, 1.330739, 1.345194, 1.333575, 1.355691, 1.333295, 1.337808, 1.335653, 1.351324, 1.351318, 1.352313, 1.342743, 1.347263, 1.348243, 1.324783, 1.340696, 1.339199, 1.350496, 1.345185, 1.333992, 1.348549, 1.336808, 1.348135, 1.361047, 1.346812, 1.346266, 1.328117, 1.355772, 1.359662, 1.346827, 1.347386, 
289.000, 1.250257, 1.26261, 1.25321, 1.31133, 1.274851, 1.328796, 1.322456, 1.342501, 1.333943, 1.351379, 1.330739, 1.326783, 1.339036, 1.326251, 1.340888, 1.340328, 1.346434, 1.347361, 1.34483, 1.322185, 1.323124, 1.341316, 1.343529, 1.327093, 1.331812, 1.33226, 1.356898, 1.326855, 1.351004, 1.35898, 1.338596, 1.350304, 1.338133, 1.322352, 1.352042, 1.323921, 1.349132, 1.348732, 1.344611, 1.321837, 
290.000, 1.243968, 1.221672, 1.226276, 1.268939, 1.240001, 1.289413, 1.295513, 1.2946, 1.291773, 1.298477, 1.32705, 1.297893, 1.307805, 1.300059, 1.301581, 1.29196, 1.313708, 1.319186, 1.31535, 1.304177, 1.307715, 1.303939, 1.312179, 1.294499, 1.313796, 1.299789, 1.329522, 1.305217, 1.309168, 1.316658, 1.280982, 1.314116, 1.308178, 1.303586, 1.32032, 1.318352, 1.306473, 1.314854, 1.303657, 1.312787, 
291.000, 1.219782, 1.209707, 1.223001, 1.279363, 1.244724, 1.285844, 1.269835, 1.271392, 1.268497, 1.310853, 1.295654, 1.312915, 1.289352, 1.312789, 1.289718, 1.297213, 1.295086, 1.296064, 1.303945, 1.295309, 1.295433, 1.295513, 1.309749, 1.2927, 1.302583, 1.30048, 1.293278, 1.290477, 1.29208, 1.277824, 1.29495, 1.294594, 1.298833, 1.303491, 1.29567, 1.290555, 1.306846, 1.310644, 1.306233, 1.305326, 
292.000, 1.196301, 1.203523, 1.199029, 1.25514, 1.221133, 1.267487, 1.266901, 1.275399, 1.272933, 1.286203, 1.255822, 1.271333, 1.273378, 1.279547, 1.262186, 1.273, 1.279232, 1.275847, 1.28726, 1.281494, 1.279171, 1.267426, 1.28232, 1.254566, 1.265187, 1.276553, 1.281665, 1.266994, 1.273012, 1.283373, 1.290763, 1.292242, 1.27294, 1.28563, 1.278656, 1.275631, 1.27379, 1.273701, 1.279354, 1.270771, 
293.000, 1.192046, 1.187576, 1.192262, 1.23382, 1.211216, 1.260673, 1.252459, 1.250278, 1.242115, 1.247408, 1.274385, 1.268446, 1.250071, 1.268763, 1.260364, 1.277215, 1.250092, 1.263381, 1.269413, 1.261007, 1.252536, 1.268934, 1.265979, 1.254802, 1.263051, 1.257987, 1.252691, 1.268971, 1.26356, 1.2614, 1.260955, 1.280663, 1.271611, 1.24472, 1.263467, 1.258111, 1.265934, 1.271287, 1.266171, 1.26316, 
294.000, 1.178801, 1.178893, 1.167372, 1.232539, 1.199995, 1.240306, 1.248404, 1.23796, 1.246078, 1.243244, 1.234622, 1.256262, 1.240605, 1.259356, 1.25118, 1.256458, 1.246011, 1.25387, 1.245822, 1.243075, 1.253989, 1.242974, 1.262111, 1.243023, 1.25383, 1.248569, 1.254086, 1.24293, 1.243076, 1.237987, 1.254032, 1.262311, 1.253695, 1.251455, 1.253888, 1.245766, 1.250894, 1.2648, 1.253951, 1.253813, 
