Wavelength [nm], Absorbance, absorbance, absorbance, absorbance, absorbance, absorbance, absorbance, absorbance, absorbance, absorbance, absorbance, absorbance, absorbance, absorbance, absorbance, absorbance, absorbance, absorbance, absorbance, absorbance, absorbance, absorbance, absorbance, absorbance, absorbance, absorbance, absorbance, absorbance, absorbance, absorbance, absorbance, absorbance, absorbance, absorbance, absorbance, absorbance, absorbance, absorbance, absorbance, absorbance, 
607.000, 0.4158015, 0.4621048, 0.4642839, 0.4229836, 0.4657464, 0.4540586, 0.4541326, 0.4581847, 0.4496741, 0.4391694, 0.4473901, 0.4334364, 0.4344282, 0.4287486, 0.4371238, 0.4350128, 0.4215326, 0.4306798, 0.4257722, 0.4301672, 0.4230447, 0.4290214, 0.4293485, 0.4217072, 0.4281721, 0.4268603, 0.4265423, 0.4232864, 0.4318428, 0.4229164, 0.413559, 0.4261813, 0.4314761, 0.4272976, 0.4173646, 0.4107356, 0.4303198, 0.4217424, 0.4157271, 0.4176903, 
608.000, 0.4185705, 0.4183478, 0.4226189, 0.4589458, 0.4517541, 0.4753127, 0.4832959, 0.4579778, 0.4627895, 0.4565783, 0.4595456, 0.4709568, 0.4606652, 0.4683347, 0.4773459, 0.4702244, 0.4621172, 0.4634867, 0.4719915, 0.4791908, 0.4726381, 0.4706516, 0.4729986, 0.4676485, 0.4674845, 0.4696727, 0.4717979, 0.4721122, 0.468977, 0.4747238, 0.4607491, 0.464807, 0.4561467, 0.4638104, 0.4657593, 0.4623923, 0.4579663, 0.460638, 0.4567714, 0.4681659, 
609.000, 0.4698353, 0.4471278, 0.4426699, 0.4685454, 0.5007863, 0.5109034, 0.5141511, 0.5117869, 0.5132375, 0.4999399, 0.5065799, 0.4978075, 0.5043354, 0.5120811, 0.5120187, 0.5147934, 0.4966521, 0.4986, 0.5015507, 0.5006824, 0.5086651, 0.509522, 0.5003209, 0.498178, 0.5063887, 0.5049667, 0.5107765, 0.5063314, 0.5074391, 0.4996319, 0.5111189, 0.4963984, 0.4982424, 0.5010629, 0.4983153, 0.496047, 0.4980383, 0.4933262, 0.4943719, 0.5016804, 
610.000, 0.5076628, 0.4818277, 0.4893169, 0.443954, 0.5306988, 0.5212274, 0.5327806, 0.5249057, 0.5101237, 0.5187335, 0.5153556, 0.5048652, 0.5112529, 0.5053654, 0.4933619, 0.4951158, 0.491395, 0.4988141, 0.4985323, 0.4931464, 0.4941645, 0.4947128, 0.4861879, 0.4802418, 0.4898701, 0.4880738, 0.4822645, 0.488678, 0.4938359, 0.4843001, 0.4855261, 0.483377, 0.4851508, 0.4788175, 0.4812775, 0.4750781, 0.4766316, 0.4749947, 0.472023, 0.4779429, 
611.000, 0.4708128, 0.4988956, 0.5087218, 0.4029779, 0.4918966, 0.4865479, 0.4704542, 0.4803834, 0.4707656, 0.4706182, 0.4498377, 0.4549079, 0.4392886, 0.4409013, 0.4361777, 0.435792, 0.4455595, 0.4509306, 0.4393492, 0.4446039, 0.4273472, 0.4315858, 0.4386749, 0.4263606, 0.4377904, 0.4357824, 0.4304347, 0.4323573, 0.4281101, 0.4302068, 0.4226189, 0.426116, 0.4347034, 0.4222913, 0.4317255, 0.417232, 0.4248166, 0.4263253, 0.420393, 0.42415, 
612.000, 0.4229131, 0.4698381, 0.4658356, 0.4370127, 0.4599762, 0.460279, 0.463367, 0.4725494, 0.450995, 0.4434276, 0.4501557, 0.4392819, 0.4454784, 0.44662, 0.443954, 0.444355, 0.445919, 0.4438686, 0.4393716, 0.4361382, 0.4535012, 0.4329906, 0.4398537, 0.4340277, 0.4325409, 0.4417286, 0.4517803, 0.4382915, 0.4466729, 0.4522028, 0.4399047, 0.440876, 0.441505, 0.4409242, 0.4365778, 0.4382377, 0.440239, 0.4345441, 0.4409823, 0.4363904, 
613.000, 0.4152913, 0.4175363, 0.4158096, 0.4676991, 0.4519362, 0.4591317, 0.4676003, 0.4612451, 0.4704189, 0.4630251, 0.473403, 0.482842, 0.46981, 0.4713187, 0.464704, 0.463738, 0.4579639, 0.4643183, 0.4735231, 0.4605722, 0.4606051, 0.4672503, 0.4596071, 0.4696541, 0.4721742, 0.4605527, 0.4567556, 0.4596801, 0.4790821, 0.4744253, 0.4500155, 0.4791112, 0.4600024, 0.4652877, 0.463129, 0.4688878, 0.4552383, 0.4739003, 0.4679914, 0.465167, 
614.000, 0.4904332, 0.457119, 0.4576526, 0.4966884, 0.5251694, 0.5431347, 0.5273762, 0.5209713, 0.527854, 0.527494, 0.5199838, 0.5263605, 0.5197034, 0.5326076, 0.5280218, 0.536253, 0.5280509, 0.5235605, 0.5297751, 0.5423837, 0.5234756, 0.517107, 0.5287552, 0.5302854, 0.5218749, 0.5283785, 0.5200052, 0.529171, 0.5293851, 0.5132675, 0.514616, 0.514338, 0.501421, 0.5214796, 0.529274, 0.5103068, 0.5201497, 0.5189166, 0.5258656, 0.5208635, 
615.000, 0.5049253, 0.5121636, 0.5049253, 0.4384918, 0.542388, 0.5346322, 0.5158286, 0.5463181, 0.523253, 0.5195251, 0.5121636, 0.4978056, 0.5121636, 0.5013509, 0.5013509, 0.4978056, 0.4942889, 0.5121636, 0.4908009, 0.4704394, 0.4908009, 0.4908009, 0.4839072, 0.4737673, 0.48734, 0.4908009, 0.4805007, 0.4805007, 0.4908009, 0.48734, 0.4978056, 0.4805007, 0.4771209, 0.4737673, 0.4805007, 0.4704394, 0.4805007, 0.4704394, 0.4704394, 0.4805007, 
616.000, 0.4950938, 0.5189047, 0.5173011, 0.4294815, 0.5002317, 0.5130095, 0.4903951, 0.4836888, 0.4828119, 0.4750876, 0.4601927, 0.4589095, 0.4605322, 0.4550977, 0.4498734, 0.4487262, 0.4571137, 0.4577541, 0.4585018, 0.4506731, 0.4318247, 0.4412508, 0.4438071, 0.4423575, 0.4352098, 0.4480124, 0.4370384, 0.4524541, 0.436265, 0.4375973, 0.4386044, 0.4283752, 0.4327216, 0.4402857, 0.4428282, 0.4333072, 0.4286065, 0.4428301, 0.4288273, 0.4225278, 
617.000, 0.4279532, 0.4583273, 0.466712, 0.434175, 0.4431262, 0.4520049, 0.4475622, 0.4413114, 0.4464331, 0.4400258, 0.4377594, 0.4494352, 0.4418278, 0.4391513, 0.4338613, 0.4465632, 0.4205647, 0.4314113, 0.4306202, 0.4333034, 0.4414821, 0.4348326, 0.4541268, 0.436873, 0.4406385, 0.4480324, 0.4441266, 0.4380631, 0.4384356, 0.4327779, 0.4472837, 0.4402947, 0.4384489, 0.4401708, 0.4364562, 0.4383068, 0.4276662, 0.4396181, 0.4248352, 0.4324989, 
618.000, 0.4407883, 0.4380755, 0.4332719, 0.4844546, 0.4741578, 0.4987655, 0.5032148, 0.4880428, 0.4891825, 0.4801216, 0.504571, 0.5066361, 0.5010304, 0.483407, 0.5101986, 0.4992967, 0.4894423, 0.491508, 0.5069828, 0.4789362, 0.4977837, 0.5019693, 0.4986668, 0.5048003, 0.5094786, 0.5155463, 0.4929399, 0.4945703, 0.4902802, 0.5045819, 0.5020885, 0.5035224, 0.4875207, 0.4836555, 0.4925966, 0.4959111, 0.5016541, 0.4996295, 0.4877639, 0.4880533, 
619.000, 0.5032072, 0.4631891, 0.4767041, 0.5007191, 0.5144882, 0.5388269, 0.5353665, 0.5149155, 0.5250454, 0.5057015, 0.5092845, 0.5380273, 0.5129504, 0.505537, 0.521698, 0.5035892, 0.5131888, 0.523387, 0.5314031, 0.5088344, 0.501091, 0.5175323, 0.5142894, 0.5143499, 0.5109534, 0.5037942, 0.5203605, 0.5034013, 0.5279799, 0.510601, 0.5130529, 0.4978452, 0.5000577, 0.5016599, 0.5006499, 0.5136738, 0.5165648, 0.5071206, 0.4957247, 0.5002084, 
620.000, 0.5185423, 0.5075245, 0.4992332, 0.4420309, 0.5269203, 0.542099, 0.5368438, 0.5490956, 0.5209732, 0.5097041, 0.49791, 0.514298, 0.514082, 0.5069833, 0.5152454, 0.5077243, 0.5024695, 0.4881339, 0.4896812, 0.4963136, 0.5009899, 0.4954591, 0.489841, 0.5012956, 0.4890962, 0.5071263, 0.4885726, 0.4902959, 0.4927292, 0.4903898, 0.4790306, 0.4916091, 0.4789557, 0.4919472, 0.4807835, 0.4804153, 0.4692593, 0.5054135, 0.480722, 0.4776993, 
621.000, 0.5032086, 0.5069747, 0.5215273, 0.4213457, 0.5146866, 0.515595, 0.5030932, 0.4945683, 0.4780793, 0.4789572, 0.479548, 0.4608741, 0.488482, 0.4563656, 0.4434347, 0.4524961, 0.4756837, 0.478785, 0.4868593, 0.4559498, 0.4558163, 0.4728026, 0.4393806, 0.4478865, 0.4540596, 0.4439735, 0.4715571, 0.44244, 0.4387298, 0.4682932, 0.4411864, 0.4402962, 0.4320664, 0.4480314, 0.4498177, 0.4332404, 0.4515219, 0.4459743, 0.4434237, 0.4414115, 
622.000, 0.4374704, 0.4720464, 0.4975266, 0.4343057, 0.459867, 0.4764581, 0.4415631, 0.4530473, 0.4457407, 0.4487791, 0.4110417, 0.4287181, 0.4339819, 0.4337859, 0.4304471, 0.4460931, 0.4427934, 0.4237795, 0.4198585, 0.4438596, 0.4281344, 0.4520726, 0.4329844, 0.4153757, 0.4366989, 0.4184065, 0.4348392, 0.4285612, 0.4235892, 0.438911, 0.4188519, 0.4121614, 0.4160204, 0.425334, 0.4242034, 0.4362764, 0.4247131, 0.4270926, 0.4151139, 0.4479856, 
623.000, 0.4474502, 0.4417553, 0.4413695, 0.4794335, 0.4602399, 0.4730029, 0.4850917, 0.4882283, 0.4827719, 0.4790559, 0.4939399, 0.4842272, 0.4748492, 0.4695601, 0.4699903, 0.4909544, 0.4665484, 0.4591241, 0.4622197, 0.4507031, 0.479104, 0.4641585, 0.4776592, 0.4773259, 0.4803205, 0.4668813, 0.469276, 0.4763384, 0.4743047, 0.4813533, 0.4857693, 0.4883633, 0.477417, 0.4886103, 0.4670157, 0.4705606, 0.4737778, 0.4921317, 0.4544258, 0.4799523, 
624.000, 0.4712095, 0.4406614, 0.4352565, 0.4947348, 0.461165, 0.5043688, 0.5129514, 0.483017, 0.520916, 0.5059748, 0.5196528, 0.5121546, 0.5067058, 0.5046959, 0.5046859, 0.5159755, 0.5164261, 0.5157843, 0.5020494, 0.5189819, 0.4908156, 0.5114841, 0.5111203, 0.5188618, 0.492146, 0.5055695, 0.516336, 0.5160151, 0.4964609, 0.5075107, 0.4970427, 0.508482, 0.4918537, 0.4840961, 0.506773, 0.5010452, 0.5125122, 0.5085464, 0.5119376, 0.5114422, 
625.000, 0.5448728, 0.5070844, 0.5122852, 0.4819736, 0.5621319, 0.5680408, 0.5448728, 0.5448728, 0.5621319, 0.55055, 0.5448728, 0.55055, 0.5448728, 0.5563021, 0.55055, 0.5563021, 0.539269, 0.5448728, 0.5282736, 0.539269, 0.55055, 0.5175495, 0.5448728, 0.5175495, 0.5282736, 0.539269, 0.5448728, 0.5448728, 0.5337362, 0.5282736, 0.55055, 0.5282736, 0.5337362, 0.5175495, 0.5228786, 0.5282736, 0.5282736, 0.5228786, 0.5122852, 0.5282736, 
626.000, 0.5340614, 0.5637851, 0.5551438, 0.4334869, 0.520432, 0.5217886, 0.5110421, 0.5338821, 0.4703751, 0.4800801, 0.4851999, 0.4658852, 0.466342, 0.4579954, 0.4434876, 0.4598541, 0.4845233, 0.4662886, 0.4534979, 0.4405727, 0.4382391, 0.4522033, 0.4483099, 0.4492731, 0.4444346, 0.4339867, 0.4533639, 0.4342971, 0.4493546, 0.4467511, 0.4465413, 0.4285669, 0.4216309, 0.4357872, 0.4442444, 0.4452639, 0.4447474, 0.4383035, 0.4395156, 0.4232087, 
627.000, 0.460073, 0.5538669, 0.540072, 0.452003, 0.4693413, 0.4840622, 0.4860191, 0.4724145, 0.4515944, 0.4658594, 0.4625926, 0.4590244, 0.4578991, 0.4443784, 0.4479513, 0.4511747, 0.450357, 0.4500012, 0.474545, 0.4602346, 0.4568553, 0.4597068, 0.4439459, 0.4317656, 0.4398093, 0.4487028, 0.43642, 0.4547343, 0.4398808, 0.4653649, 0.432147, 0.4368834, 0.4378624, 0.442009, 0.4365349, 0.4452929, 0.4403477, 0.4321976, 0.4401813, 0.4411402, 
628.000, 0.4703507, 0.4764991, 0.4813643, 0.4914622, 0.460712, 0.4683638, 0.4733357, 0.4819651, 0.5067616, 0.4580164, 0.4901772, 0.4827471, 0.488452, 0.506217, 0.4986901, 0.4881029, 0.4689269, 0.4902925, 0.484437, 0.4765582, 0.5092788, 0.4973054, 0.4856787, 0.5058045, 0.4856119, 0.4850936, 0.4964247, 0.4817286, 0.4823103, 0.4879842, 0.4821067, 0.4945545, 0.5174541, 0.4707208, 0.4993353, 0.4843607, 0.4949861, 0.4973159, 0.5056124, 0.4844513, 
629.000, 0.5235419, 0.4587545, 0.4603724, 0.5144434, 0.5258832, 0.5289102, 0.5269737, 0.499598, 0.5403905, 0.5327473, 0.5603404, 0.5498986, 0.5181632, 0.5328736, 0.5319591, 0.5159068, 0.5183029, 0.5511074, 0.5403886, 0.5075793, 0.5494757, 0.5397267, 0.5212402, 0.5359092, 0.5297537, 0.5320063, 0.5324869, 0.5243216, 0.526269, 0.5339556, 0.4990048, 0.5318203, 0.5241036, 0.5248933, 0.5381217, 0.5327821, 0.5283322, 0.5058722, 0.5147429, 0.5059252, 
630.000, 0.5292916, 0.5193715, 0.5123892, 0.4859762, 0.5562792, 0.5856256, 0.5649028, 0.5508342, 0.5452929, 0.5517864, 0.5380392, 0.5634389, 0.5461397, 0.5405931, 0.5368128, 0.541039, 0.5367384, 0.5677032, 0.5469174, 0.5476723, 0.5417452, 0.5374794, 0.5469332, 0.5322456, 0.524642, 0.5292478, 0.5495429, 0.540596, 0.5114193, 0.5176392, 0.5382218, 0.5147219, 0.5127831, 0.516892, 0.551949, 0.5332551, 0.5102453, 0.5141597, 0.5069108, 0.5243011, 
631.000, 0.5314431, 0.5584631, 0.5384703, 0.433424, 0.5198631, 0.511322, 0.4970083, 0.5304241, 0.5046701, 0.4699082, 0.4890342, 0.4494081, 0.4878807, 0.4719324, 0.4665275, 0.4609361, 0.4791126, 0.4510522, 0.456986, 0.4249148, 0.446516, 0.4507647, 0.4443107, 0.4562111, 0.4464579, 0.4448252, 0.4513745, 0.4167352, 0.4357886, 0.4511065, 0.4290504, 0.4422774, 0.4328775, 0.4681582, 0.4650836, 0.4201498, 0.4431992, 0.4187479, 0.4472666, 0.4429317, 
632.000, 0.5091982, 0.5256057, 0.5314617, 0.4865503, 0.4919176, 0.4743781, 0.4599037, 0.4473414, 0.443902, 0.4654679, 0.4683805, 0.4726219, 0.4386492, 0.4485531, 0.4355559, 0.4196515, 0.4363451, 0.4532428, 0.454751, 0.4421053, 0.4364815, 0.453732, 0.440309, 0.45223, 0.4580703, 0.439836, 0.4473524, 0.4474401, 0.4332204, 0.4387674, 0.4240198, 0.4358244, 0.418221, 0.4348092, 0.4570856, 0.4332571, 0.4288244, 0.4288578, 0.4210424, 0.4560142, 
633.000, 0.4286489, 0.4814997, 0.4641719, 0.4880538, 0.4492097, 0.4540176, 0.4939308, 0.4661436, 0.4679022, 0.460372, 0.4716482, 0.4441123, 0.4768548, 0.4498925, 0.4492989, 0.464159, 0.4782038, 0.4540291, 0.4205265, 0.4695134, 0.5257764, 0.4426937, 0.4963627, 0.4502511, 0.4450846, 0.4719486, 0.4948621, 0.4461665, 0.5115342, 0.4753504, 0.4469047, 0.4815445, 0.4255958, 0.4782023, 0.4544349, 0.4354677, 0.4234524, 0.445363, 0.4489808, 0.46455, 
634.000, 0.4827971, 0.4306574, 0.4456882, 0.4964409, 0.4539247, 0.4857683, 0.4678259, 0.4875245, 0.4852657, 0.4373298, 0.4938478, 0.5042448, 0.4883533, 0.4860702, 0.4945197, 0.4371538, 0.4865737, 0.494638, 0.4528522, 0.4544563, 0.4698672, 0.4937716, 0.4482684, 0.5145779, 0.4762015, 0.4669971, 0.4771852, 0.4851046, 0.4798923, 0.5166636, 0.5280232, 0.4766207, 0.5262313, 0.4868679, 0.4846311, 0.4743028, 0.4646053, 0.4742193, 0.4577489, 0.4675012, 
635.000, 0.5291524, 0.4950294, 0.530344, 0.4794273, 0.5560851, 0.505899, 0.5180001, 0.4933805, 0.5415707, 0.517992, 0.5528836, 0.5287795, 0.4819994, 0.4931312, 0.5282578, 0.5425582, 0.5162468, 0.503036, 0.5286732, 0.5412774, 0.505619, 0.5283256, 0.5167575, 0.5262332, 0.4709668, 0.4926696, 0.5043941, 0.4809599, 0.4700131, 0.5265098, 0.479836, 0.5038037, 0.5025606, 0.5038733, 0.5034699, 0.4796395, 0.4926038, 0.5166101, 0.4703889, 0.4592481, 
636.000, 0.5759072, 0.5980225, 0.5908055, 0.4272733, 0.5794101, 0.5840449, 0.5567951, 0.5543952, 0.5338283, 0.5305691, 0.4817405, 0.5258012, 0.5263805, 0.5237417, 0.5106087, 0.5183768, 0.5006337, 0.4743466, 0.4995131, 0.4734058, 0.5222116, 0.5077276, 0.4786139, 0.4528604, 0.5115395, 0.4685359, 0.4910526, 0.4800682, 0.4654565, 0.4652452, 0.4849591, 0.4726815, 0.4829688, 0.4814701, 0.4704852, 0.4404244, 0.4788775, 0.5083356, 0.4737859, 0.4651742, 
637.000, 0.5021563, 0.5585961, 0.5718403, 0.4169807, 0.4853258, 0.4681158, 0.4548244, 0.4804378, 0.4532042, 0.4220257, 0.4501166, 0.4013352, 0.4520621, 0.4169998, 0.419827, 0.4353399, 0.4249578, 0.4359131, 0.4392233, 0.4204226, 0.4316344, 0.4257283, 0.4249773, 0.4363294, 0.4149494, 0.4053373, 0.4143806, 0.4137521, 0.4195919, 0.4409132, 0.4146314, 0.4285183, 0.4307117, 0.4180818, 0.4166379, 0.4245386, 0.4127684, 0.4106178, 0.4082842, 0.413588, 
638.000, 0.4006624, 0.4265327, 0.4631419, 0.4542627, 0.4369731, 0.4356623, 0.4431462, 0.4169941, 0.4289937, 0.4575806, 0.4205928, 0.4420791, 0.4521213, 0.4063258, 0.423584, 0.4346061, 0.4395103, 0.3957582, 0.4446316, 0.4540911, 0.4472804, 0.454771, 0.436377, 0.4504757, 0.4452925, 0.4559317, 0.4053636, 0.4577327, 0.4291854, 0.4180675, 0.4240508, 0.4171267, 0.437511, 0.4297934, 0.4063845, 0.4006505, 0.443933, 0.4356775, 0.4090023, 0.4222932, 
639.000, 0.5143485, 0.4846807, 0.4497523, 0.5233698, 0.5161662, 0.5093584, 0.5360408, 0.5067797, 0.4767323, 0.5276294, 0.5111089, 0.523355, 0.4948096, 0.4873085, 0.5073094, 0.5233698, 0.4924784, 0.5099859, 0.5050559, 0.4678388, 0.5159297, 0.5045142, 0.5198278, 0.4993558, 0.4927368, 0.525888, 0.4892268, 0.4920788, 0.5430012, 0.5159688, 0.536685, 0.4853439, 0.4810386, 0.5418248, 0.5049109, 0.4642229, 0.4718747, 0.4966121, 0.5012703, 0.4954762, 
640.000, 0.5671773, 0.4845743, 0.4948521, 0.6024022, 0.5083599, 0.5314207, 0.5921807, 0.5159688, 0.6759467, 0.4860544, 0.7144566, 0.5293641, 0.5054927, 0.5995088, 0.5418921, 0.5311546, 0.572679, 0.6313872, 0.5829954, 0.6198139, 0.517457, 0.6226072, 0.5485129, 0.6108775, 0.5211201, 0.5353761, 0.5389743, 0.5540719, 0.558569, 0.5379906, 0.5052772, 0.5081282, 0.597847, 0.5222983, 0.6016173, 0.5301824, 0.5627699, 0.5105462, 0.5512247, 0.4832525, 
641.000, 0.6512275, 0.6306839, 0.5877934, 0.5558014, 0.5850658, 0.5315003, 0.4804506, 0.477675, 0.5080323, 0.4701958, 0.5396471, 0.4988523, 0.4447718, 0.5933504, 0.4440589, 0.4427066, 0.5133491, 0.4657607, 0.4949875, 0.494977, 0.509233, 0.5281053, 0.4541426, 0.526135, 0.4538498, 0.4821982, 0.4710479, 0.4537368, 0.486804, 0.3717771, 0.4717989, 0.4329467, 0.4840374, 0.5900984, 0.5199656, 0.5236034, 0.5193133, 0.5298786, 0.4958057, 0.4051871, 
642.000, 0.4601011, 0.5405011, 0.5503154, 0.3976455, 0.5624127, 0.4684482, 0.4350424, 0.4899459, 0.355011, 0.4142346, 0.4460416, 0.4433155, 0.3912334, 0.3669591, 0.4389567, 0.4469242, 0.4413838, 0.4125204, 0.4187889, 0.3535504, 0.3240633, 0.3250623, 0.3222098, 0.4870806, 0.369925, 0.3507943, 0.332747, 0.4186664, 0.3975005, 0.372436, 0.3764076, 0.3433056, 0.3203006, 0.3570461, 0.3656778, 0.3677335, 0.417685, 0.3523688, 0.3393021, 0.3702483, 
643.000, 0.4840126, 0.4533129, 0.4172912, 0.4591322, 0.3881397, 0.3797936, 0.3536334, 0.4030185, 0.4347124, 0.402586, 0.5561776, 0.4636407, 0.3239474, 0.4227228, 0.3627176, 0.3650055, 0.510591, 0.4431009, 0.4682126, 0.447298, 0.3965435, 0.4382319, 0.4408817, 0.365582, 0.4035602, 0.4605756, 0.4435554, 0.4213462, 0.3412743, 0.3630748, 0.3797884, 0.3471828, 0.3953071, 0.4204011, 0.437573, 0.4113383, 0.4346781, 0.451447, 0.4392881, 0.3650508, 
644.000, 0.4547257, 0.3949194, 0.3630319, 0.3960156, 0.4061956, 0.4422994, 0.403585, 0.4280443, 0.3847661, 0.4305496, 0.3546782, 0.5561852, 0.404952, 0.4077611, 0.428894, 0.3832979, 0.431489, 0.3618698, 0.3733907, 0.3738179, 0.3736405, 0.3962584, 0.3741426, 0.4294887, 0.3646154, 0.4831667, 0.3833146, 0.4189529, 0.4295902, 0.38304, 0.4819469, 0.4423499, 0.4673934, 0.3642225, 0.4311223, 0.4304147, 0.3851428, 0.3755507, 0.3751831, 0.4180717, 
645.000, 0.5460973, 0.4959526, 0.4586673, 0.4737039, 0.4768267, 0.4430943, 0.6076784, 0.5409055, 0.4596057, 0.4267712, 0.5525341, 0.4350543, 0.4982438, 0.4139733, 0.4835091, 0.4890437, 0.4424706, 0.5743999, 0.5427213, 0.4668117, 0.4879713, 0.4414597, 0.4916883, 0.4422879, 0.3550415, 0.3512836, 0.5666747, 0.4178119, 0.4386835, 0.5024414, 0.3789978, 0.4082279, 0.5179329, 0.4655509, 0.4255133, 0.4733105, 0.4505749, 0.3918858, 0.3561831, 0.4056849, 
646.000, 0.4494047, 0.4357495, 0.5504756, 0.4622412, 0.5889091, 0.5205965, 0.4534554, 0.4017282, 0.4849944, 0.5237474, 0.7300439, 0.5436502, 0.4435649, 0.4832711, 0.4496274, 0.4773908, 0.4935346, 0.4798312, 0.463316, 0.3897924, 0.4765863, 0.4397898, 0.4768147, 0.4732728, 0.4825735, 0.3809681, 0.3780742, 0.5225582, 0.4531837, 0.4244595, 0.4229527, 0.5029249, 0.4749527, 0.5322909, 0.4631472, 0.4689183, 0.5244617, 0.5016484, 0.3515434, 0.3765345, 
647.000, 0.5591426, 0.5531735, 0.5509906, 0.3899388, 0.5458307, 0.4470425, 0.5747852, 0.5563378, 0.4284077, 0.4589868, 0.3360634, 0.4078746, 0.432384, 0.4376183, 0.4080739, 0.4039917, 0.4165459, 0.5170488, 0.3504605, 0.3855143, 0.4283996, 0.4047074, 0.3749542, 0.3408532, 0.387454, 0.4123263, 0.4690027, 0.4163976, 0.3616562, 0.3875804, 0.37392, 0.4908586, 0.3568377, 0.4195457, 0.4433546, 0.2992625, 0.3741536, 0.4538841, 0.365272, 0.3669944, 
648.000, 0.4071808, 0.4624648, 0.4331326, 0.4170365, 0.4586205, 0.4805508, 0.4308038, 0.3332448, 0.4729152, 0.3464146, 0.4735322, 0.3197775, 0.389564, 0.3893995, 0.4176126, 0.4240875, 0.4030895, 0.3817329, 0.3781428, 0.4078045, 0.3969479, 0.4399586, 0.3994212, 0.4209857, 0.3761358, 0.3996968, 0.3824606, 0.4390488, 0.3408241, 0.4847856, 0.3447604, 0.3749838, 0.3873677, 0.4194651, 0.4357953, 0.3283486, 0.4295535, 0.3842683, 0.3604035, 0.3650789, 
649.000, 0.4107952, 0.457706, 0.4720588, 0.4256334, 0.4183288, 0.459404, 0.4153399, 0.4308677, 0.4266415, 0.3940129, 0.4396267, 0.5344586, 0.3890948, 0.438478, 0.3533082, 0.4591727, 0.4461508, 0.3816943, 0.3759551, 0.4660444, 0.4500456, 0.3683596, 0.4407411, 0.4526172, 0.4386225, 0.4219866, 0.4403138, 0.4560184, 0.4539719, 0.4229765, 0.3892932, 0.4719524, 0.4306827, 0.421124, 0.4991698, 0.3976789, 0.4305334, 0.4501767, 0.3866482, 0.4753966, 
650.000, 0.5377445, 0.4842257, 0.4715023, 0.4879713, 0.5114408, 0.5184078, 0.6264377, 0.5220175, 0.5186949, 0.6293325, 0.5351334, 0.467802, 0.6751218, 0.5593953, 0.5342197, 0.5441904, 0.5674319, 0.5681281, 0.6753812, 0.4908562, 0.5454988, 0.590395, 0.4872484, 0.5097718, 0.527576, 0.5665293, 0.5614996, 0.5429401, 0.5939169, 0.6156254, 0.5231552, 0.5229254, 0.559422, 0.5506854, 0.5274587, 0.5559874, 0.5187764, 0.509027, 0.4847231, 0.5347137, 
651.000, 0.6165152, 0.567389, 0.5247707, 0.4443579, 0.6186261, 0.5394249, 0.56147, 0.5805855, 0.6769748, 0.5740185, 0.670423, 0.523191, 0.5406127, 0.5279775, 0.5604887, 0.4643373, 0.5884647, 0.584703, 0.5875335, 0.6216135, 0.5079451, 0.6611915, 0.5121474, 0.5937223, 0.5071239, 0.488245, 0.5960464, 0.528409, 0.4891005, 0.5580087, 0.497839, 0.6074352, 0.5241327, 0.4063272, 0.4289098, 0.437552, 0.4516392, 0.5217729, 0.5030546, 0.4606605, 
652.000, 0.6028237, 0.5643497, 0.5201588, 0.3677678, 0.5881643, 0.5239201, 0.5274682, 0.555573, 0.4422402, 0.5066781, 0.4424095, 0.4800963, 0.4573374, 0.4862628, 0.5358362, 0.4661937, 0.5668836, 0.4184871, 0.491703, 0.4454322, 0.4595561, 0.4833198, 0.4717317, 0.4614215, 0.4853992, 0.4408574, 0.4497328, 0.4364343, 0.4419103, 0.4873371, 0.4555564, 0.444314, 0.4582424, 0.4470544, 0.528419, 0.3965659, 0.4432912, 0.4611654, 0.4167776, 0.3933702, 
653.000, 0.58953, 0.6808982, 0.6629486, 0.4472251, 0.5319672, 0.5105381, 0.4214334, 0.5232043, 0.6258874, 0.4858437, 0.4559836, 0.4229712, 0.5225062, 0.4856801, 0.4680505, 0.5088053, 0.4678216, 0.4825654, 0.4980025, 0.4498334, 0.4760938, 0.5181689, 0.5454369, 0.4619775, 0.4850006, 0.4224138, 0.4221692, 0.39078, 0.4521227, 0.5348706, 0.43297, 0.5085082, 0.4211941, 0.4653535, 0.4469995, 0.4136591, 0.4126344, 0.4551277, 0.4403825, 0.3916426, 
654.000, 0.4561801, 0.4483151, 0.4339108, 0.5264225, 0.5415344, 0.4297118, 0.5994191, 0.4466438, 0.4504771, 0.4980292, 0.5566034, 0.4611859, 0.4319324, 0.5036602, 0.4236369, 0.455184, 0.4481807, 0.4691777, 0.4553876, 0.4703655, 0.4351044, 0.496089, 0.4423614, 0.4587922, 0.4991393, 0.4868927, 0.4476123, 0.5467992, 0.486413, 0.4311657, 0.4591112, 0.3978915, 0.5145574, 0.4601092, 0.4477296, 0.4501982, 0.503407, 0.3742228, 0.4855056, 0.503511, 
