Wavelength [nm], Absorbance, absorbance, absorbance, absorbance, absorbance, absorbance, absorbance, absorbance, absorbance, absorbance, absorbance, absorbance, absorbance, absorbance, absorbance, absorbance, absorbance, absorbance, absorbance, absorbance, absorbance, absorbance, absorbance, absorbance, absorbance, absorbance, absorbance, absorbance, absorbance, absorbance, absorbance, absorbance, absorbance, absorbance, absorbance, absorbance, absorbance, absorbance, absorbance, absorbance, absorbance, absorbance, absorbance, absorbance, absorbance, absorbance, absorbance, absorbance, absorbance, absorbance, absorbance, absorbance, absorbance, absorbance, absorbance, absorbance, absorbance, absorbance, absorbance, absorbance, absorbance, absorbance, absorbance, absorbance, absorbance, absorbance, absorbance, absorbance, absorbance, absorbance, absorbance, absorbance, absorbance, absorbance, 
929.000, 1.039003, 1.041579, 0.5896492, 1.045862, 0.7199645, 1.03381, 0.5751052, 1.045696, 1.026658, 0.5767837, 1.019891, 1.035599, 1.011727, 0.7212911, 1.026985, 1.021787, 1.014254, 1.021242, 0.7346106, 1.01895, 0.7474952, 1.038157, 0.357511, 0.3630147, 1.026281, 0.3192086, 1.019976, 0.4283199, 0.3080001, 0.5547838, 0.3178577, 0.4562974, 0.5601315, 0.426836, 0.5715251, 0.4450536, 0.5581021, 0.4381442, 0.317421, 0.2363358, 0.1368871, 0.2594886, 0.4445095, 0.2016644, 0.3462219, 0.2514734, 0.1697741, 0.08338833, 0.2727165, 0.4260364, 0.178081, 0.1353149, 0.3318934, -0.03308105, 0.1289096, 0.1938272, -0.06293297, 0.08710718, -0.001651287, 0.001025677, 0.05217552, 0.04150295, 0.1819725, 0.04543066, 0.04018259, -0.03588295, -0.07818985, -0.1326895, 0.1292486, 0.04024744, -0.07223463, 0.1340599, -0.01320028, -0.03606701, 
930.000, 0.5877337, 0.7258143, 1.013825, 0.7489185, 0.6764245, 0.4506564, 0.7321887, 0.9905577, 0.3736763, 0.7692294, 0.3681788, 0.5206103, 0.2465343, 0.4675775, 0.437542, 0.1653256, 0.3704824, 0.1891031, 0.377358, 0.4669261, 0.9990935, 0.4520993, 0.7176824, 1.035846, 0.3642974, 0.3052783, 0.4148512, 0.590652, 0.4150472, 0.2768998, 0.3405914, 0.7626996, 0.2955456, 0.2824779, 1.017608, 1.007998, 0.4035859, 0.211309, 0.2899666, 0.2403526, 0.365469, 0.7340641, 0.4483738, 0.4592209, 0.2692084, 0.1701288, 0.1210341, 0.1164074, 0.3092957, 0.1587229, 0.2306981, 0.1658483, 0.04843473, 0.3080029, 0.06727839, -0.04153442, 0.08658457, 0.03725672, 0.03939056, -0.003622532, 0.1656022, 0.09793901, 0.06782436, 0.2059226, -0.07079506, 0.03810787, -0.001776695, 0.07460451, -0.03173828, -0.004616737, 0.09518528, -0.1442313, -0.09812784, 0.02960348, 
931.000, 0.564363, 0.4068637, 0.3302655, 0.4959698, 0.7290769, 0.4694171, 0.7550616, 0.4739265, 0.7386756, 0.41714, 0.2620211, 0.3424749, 0.5032554, 0.4360046, 0.3691773, 0.3775468, 0.5264378, 0.2348375, 0.1524105, 0.4246101, 0.1919889, 0.1810112, 0.1059508, 0.01824427, 0.2867398, 0.5051107, 0.3759408, 0.213922, 0.5846438, 0.231503, 0.2002425, 0.2990708, 0.1972251, 0.3348312, -0.109261, 0.08131552, 0.123034, 0.1978788, 0.1330895, 0.08644342, 0.09174633, 0.05997419, 0.03833914, 0.05397558, -0.03995895, 0.09741831, 0.1678047, 0.0531764, 0.07077217, 0.04817009, 0.1050348, 0.01429605, 0.09619188, -0.008321285, -0.01655865, 0.09165287, 0.1024704, -0.02813435, 0.04484797, 0.02063227, 0.011024, 0.002158165, -0.005043507, 0.02995253, -0.01286793, -0.07874107, 0.08715963, -0.1300755, 0.04456615, 0.005976677, -0.04283905, -0.06971073, -0.03977299, -0.05361891, 
932.000, 0.7959094, 0.7622604, 0.845161, 0.1924438, 0.4501562, 0.6566477, 1.057595, 0.8855109, 0.3206644, 0.3186588, 0.641438, 0.5611954, 0.6162453, 0.3178892, 0.8081627, 0.7338009, 0.300848, 0.7239413, 0.6240687, 0.3289547, 0.2699804, 0.4691296, 0.266345, 0.6759629, 0.2635832, 0.06248903, 0.4353352, 0.2019129, -0.0973978, 0.3502736, 0.3072858, 0.1549454, 0.2262988, 0.1950397, 0.6104393, 0.03010225, 0.08048964, 0.1690054, 0.6313443, 0.07649279, 0.07365322, 0.1232066, 0.4503164, 0.1130114, 0.283915, 0.04901028, -0.1111379, 0.02757883, -0.004791737, 0.1244721, 0.1586838, -0.02660179, -0.03934002, -0.01227188, 0.1170716, -0.07429361, -0.07533312, -0.03171778, -0.1473308, -0.06285954, -0.0267005, -0.0966692, -0.1351876, -0.01832628, -0.1022692, -0.10464, -0.2150254, -0.09722042, -0.1667972, -0.105701, -0.2341571, -0.08588076, -0.1943698, -0.142343, 
933.000, 0.4444656, 0.5744238, 0.3722782, 0.6543789, 1.115789, 1.1818, 0.5712037, 0.3728247, 0.3530788, 0.8087974, 0.6079059, 0.385993, 0.5653152, 0.351799, 0.3169789, 0.4439812, 0.3610349, 0.3968186, 0.4844036, 0.4488988, 0.2758522, 0.2773876, 0.3537221, 0.4640789, 0.3920197, 0.6331468, 0.2862678, 0.6597676, 0.6073298, 0.4660583, 0.4036112, 0.4198012, 0.1886296, 0.3868732, 0.419333, 0.4005237, 0.3182812, 0.4091568, 0.5717864, 0.3972979, 0.2083287, 0.2741628, 0.2167134, 0.4388428, 0.2748685, 0.3632884, 0.3202167, 0.2050185, 0.1319709, 0.2322335, 0.314342, 0.2156501, 0.1099811, 0.0366869, 0.05297518, 0.1626492, 0.2186885, 0.07063627, 0.1871018, 0.09119177, -0.05187082, 0.1103935, 0.1092205, 0.1275997, 0.06605291, -0.019104, -0.01779127, -0.004328251, 0.2005076, 0.04793167, -0.01977777, -0.03997946, 0.05350924, -0.05138826, 
934.000, 0.4836469, 0.8801498, 0.3992453, 0.2744417, 0.4681792, 0.475246, 0.5780988, 0.4846749, 0.8776631, 0.5746846, 0.5761342, 0.5815363, 0.2744293, 0.4037862, 1.185222, 0.5827551, 0.3377843, 0.4057956, 0.2820473, 0.4833808, 0.5796709, 0.7065029, 0.3321347, 0.274066, 0.4787693, 0.2153816, 0.4767766, 0.2245193, 0.4795952, 0.2794561, 0.2293377, 0.2729979, 0.4017353, 0.4823461, 0.3410726, 0.2215028, 0.2205095, 0.3997288, 0.1430192, 0.2672071, 0.1766052, 0.3389974, 0.1796231, 0.2267866, 0.224484, 0.2238011, 0.1703849, 0.03553009, 0.1346579, 0.2214193, 0.1330061, 0.09952593, 0.1748071, 0.09436989, 0.133666, 0.1750188, 0.06149387, 0.1317406, 0.1735783, 0.132895, 0.06541491, 0.09523439, 0.1322455, 0.1343699, 0.1320968, 0.00448513, -0.002729893, 0.0310359, 0.02623463, 0.0941577, -0.03006983, 0.05977821, -0.004544258, 0.0001182556, 
935.000, 1.041655, 0.9416223, 0.611968, 1.060946, 0.5559492, 0.9967155, 1.024534, 1.024101, 1.025535, 0.9560947, 0.6720352, 0.9068375, 0.6710763, 0.9769411, 0.8233585, 0.8915567, 0.9252787, 1.033243, 0.9290404, 0.9100332, 1.024652, 0.8959417, 0.7767119, 0.3926206, 0.6294284, 0.5162511, 0.3915286, 0.9898181, 0.9212632, 0.9304962, 0.9315586, 0.4715271, 0.4228263, 0.9099102, 0.9083567, 0.4747005, 0.3748412, 0.6461916, 0.932857, 0.3090639, 0.3616099, 0.8740625, 0.5755262, 0.9975204, 0.301579, 0.4240432, 0.1415324, 0.6387095, 0.2379308, 0.2822933, 0.3549142, 0.4470601, 0.1204634, 0.006103516, 0.004180908, 0.2426519, 0.2783809, 0.07913065, 0.1102695, 0.03631973, 0.2200651, 0.1508684, 0.09712029, 0.07923365, 0.04696941, 0.2937946, -0.05573797, 0.1094036, 0.02044344, -0.04117012, 0.05044222, -0.107286, -0.1113801, -0.01454115, 
936.000, 0.7693577, 0.4678655, 0.85604, 0.9026823, 0.6801505, 0.5481272, 0.8462272, 0.8951449, 0.588511, 0.7306161, 0.7638445, 0.5594831, 0.2762733, 0.6074066, 0.3423028, 0.6485462, 0.6288962, 0.8901744, 0.6176934, 0.6336665, 0.8238506, 0.1878443, 0.8884044, 0.3115206, 0.4279776, 1.019176, 0.4489799, 0.7371044, 0.6222334, 0.6478214, 0.1009464, 0.3675652, 0.2028527, 0.6460042, 0.1620159, 0.3957467, 0.2806969, 0.6794872, 0.1569858, 0.5413408, 0.2045422, 0.4684534, 0.5414438, 0.620759, 0.4491544, 0.2497153, 0.2958298, 0.07056427, 0.2083445, 0.2937808, 0.3659148, 0.157814, 0.05257368, 0.2335706, 0.08661556, 0.1487765, -0.04435253, 0.1553197, 0.03386545, -0.003430367, 0.002534866, 0.02904654, 0.01221848, -0.03645468, 0.03839827, 0.1725097, -0.04528856, -0.214664, -0.01861095, -0.04611015, -4.148483E-5, 0.02675772, 0.01408339, -0.1515822, 
937.000, 0.7885151, 0.029634, 0.5971565, 0.9307775, 0.3599534, 0.8163924, 0.2893887, 1.011784, 0.3166966, 0.6936579, 0.7676568, 1.04653, 0.3728256, 0.4238386, 0.9480162, 0.4785118, 0.5475554, 1.026494, 0.5915666, 0.5490561, 0.4502587, 0.1451473, 0.2229066, 0.8388953, 0.509953, 0.6772461, 0.1030979, 0.6148157, 0.5908008, 0.3675919, 0.4312344, 0.5206199, 0.3534703, 0.4368224, 0.8650398, 0.3386021, 0.1370168, 0.4487591, 0.3624258, 0.06338167, 0.6887445, 0.5567551, 0.1184449, 0.2907944, 0.5015912, 0.3472366, 0.08097935, 0.2045393, 0.1692834, 0.1087165, 0.004528046, 0.3045793, 0.009391785, 0.02483606, 0.1487865, 0.1204953, -0.067204, -0.04106712, 0.1151686, 0.001748562, 0.06341171, 0.001786709, -0.1317453, 0.006486893, -0.1099949, 0.2742977, -0.06709576, -0.05623913, -0.1340461, -0.09055948, -0.1613731, -0.09884644, -0.1847477, -0.119092, 
938.000, 1.152367, 0.9593568, 0.8044562, 1.120806, 1.035875, 1.155267, 0.9663186, 0.5623403, 0.4695225, 0.4584541, 0.7951984, 0.6656785, 1.016497, 0.7324023, 0.4352202, 0.9415655, 0.9719214, 0.5210938, 0.6868825, 0.9651842, 1.017472, 0.5161567, 0.9556742, 0.6589227, 1.000209, 1.104942, 0.4865017, 1.018331, 0.5882921, 0.3012524, 0.4588585, 0.3193169, 0.517663, 0.4719472, 0.5920544, 0.5599813, 0.6906519, 0.2903843, 0.079741, 0.5529327, 0.2495208, 0.4610791, 0.212378, 0.7140212, 0.4381046, 0.3211141, 0.3649206, 0.7813606, 0.3437495, 0.2208652, 0.2357049, 0.4310088, 0.2836823, 0.05576897, 0.07341385, 0.3240566, 0.3225365, 0.1044374, 0.05641556, 0.02021694, 0.04832888, -0.008546829, 0.1255889, 0.1918283, 0.1116252, 0.02266645, 0.03898573, 0.008722782, 0.1360655, -0.001160145, 0.08610535, 0.04487419, 0.06934643, -0.0231905, 
939.000, 0.3979397, 0.6989698, 0.3979397, 0.3979397, 0.09691, 0.2218485, 0.6989698, 0.3979397, 0.6989698, 0.3979397, 0.3979397, 0.3979397, 0.6989698, 0.3979397, 0.09691, 0.6989698, 0.6989698, 0.6989698, 0.6989698, 0.6989698, 0.6989698, 0.6989698, 0.6989698, 0.6989698, 0.6989698, -0.07918167, 0.6989698, 0.3979397, 0, 0.09691, 0.6989698, 0.6989698, 0.6989698, 0.6989698, 0.2218485, 0.09691, 0.3979397, 0.3979397, 0.6989698, 0.2218485, 0.6989698, -0.1461282, 0.09691, 0.2218485, 0.09691, 0.2218485, 0.09691, -0.1461282, -0.07918167, -0.07918167, -0.1461282, 0.2218485, -0.07918167, -0.07918167, 0, 0.09691, -0.342423, -0.2552729, -0.1461282, 0.2218485, 0, 0.09691, -0.2041202, 0, -0.07918167, -0.3010302, -0.2041202, -0.3010302, -0.07918167, -0.2552729, -0.3802114, -0.1461282, -0.3802114, -0.1461282, 
940.000, 1.156998, 0.7128959, 0.9658146, 0.7969818, 0.4161396, 0.992836, 0.6353278, 0.7231488, 0.5452719, 0.5834155, 1.17205, 0.5258908, 0.6667604, 0.6945844, 0.55195, 0.4373922, 0.9369993, 0.312542, 0.5312362, 0.576076, 0.9391255, 0.1915088, 0.7850327, 0.3204918, 0.3749323, 0.5309305, 0.4312143, 0.3478923, 0.3236518, 0.2307553, 0.4713893, 0.4213791, 0.3187528, 0.3376603, 0.437695, 0.3562827, 0.1563339, 0.3988991, 0.2052827, 0.1376429, 0.1270204, 0.25776, 0.2877226, 0.3633084, 0.6776447, 0.16857, 0.2249465, 0.4067063, 0.2000074, 0.3975525, 0.2162561, 0.08557653, 0.08593988, 0.06847, 0.1147285, 0.01052284, 0.2982535, 0.09407282, 0.222404, 0.1214995, 0.1690826, 0.04635048, 0.02903891, 0.099154, 0.03618479, 0.07239294, 0.06635904, 0.133894, 0.1776257, 0.2006598, 0.1301475, -0.07118607, -0.01614666, 0.07201529, 
941.000, 0.2552438, 0.5702891, 0.7090807, 0.8431792, 0.7285285, 0.6943049, 1.040051, 0.5764084, 0.8759151, 0.8240891, 0.4965467, 0.5628858, 0.7373362, 0.7183371, 0.532846, 0.5989914, 0.7635012, 0.5092659, 0.3134418, 0.7686057, 0.7409396, 0.4594603, 0.7103357, 0.06158972, 0.3512545, 0.7195201, 0.7742786, 0.3432217, 0.3552828, 0.2680035, 0.3101544, 0.7965188, 0.2179146, 0.3281827, 0.07992554, 0.1949377, 0.2825704, 0.8229585, 0.1669087, 0.3919053, 0.09291124, 0.26612, 0.2559929, 0.3160911, 0.06174278, 0.06842279, 0.05286884, 0.266397, 0.04422522, 0.07102823, -0.07249641, 0.04090881, 0.009452343, -0.02229452, 0.0658474, 0.1771636, -0.01786947, 0.0429492, -0.06418705, 0.01478672, -0.1239371, -0.02055693, -0.04234409, -0.05203485, -0.09934378, 0.01062202, -0.01924467, -0.1684427, -0.04762125, -0.1803589, 0.00239706, -0.06651115, -0.03516674, -0.12363, 
942.000, 0.8138223, 0.6219025, 0.9127431, 0.6106453, 0.8964, 0.9407325, 1.202322, 1.006997, 0.2681451, 0.4973736, 0.3148394, 0.4750576, 0.3967152, 0.7907157, 0.5661736, 0.713676, 0.5916595, 0.2586055, 0.4299064, 0.5498719, 0.7384396, 0.4045248, 0.4742246, 0.4587908, 0.2970681, 0.2949934, 0.1432076, 0.3588653, 0.5246015, 0.1420355, 0.4804187, 0.5335126, 0.6304235, 0.3069205, 0.5724683, 0.1873541, 0.3414254, 0.3283024, 0.2095776, 0.2180486, 0.3278856, 0.1713572, 0.4896083, 0.4874721, 0.3760204, 0.19205, 0.1037235, 0.09841728, 0.2412224, 0.2490401, 0.04803324, 0.1779342, 0.2142301, 0.07784748, 0.2099328, 0.09571505, 0.1336694, 0.09505653, -0.02601719, -0.00325346, 0.1350636, -0.01026249, 0.002193928, 0.01830959, 0.06427002, -0.05190134, 0.1650181, 0.02600765, 0.01058245, -0.03217554, 0.0152545, -0.03210735, -0.02980852, -0.003108978, 
943.000, 1.148075, 0.3950748, 0.6707659, 0.5671353, 0.3549709, 0.5258493, 0.4417133, 0.5627408, 0.9200802, 0.3617315, 0.6554184, 0.3940325, 0.4319978, 1.128109, 0.2678571, 0.5800591, 0.35569, 0.9543982, 0.5801644, 0.9994011, 0.3000355, 0.3673611, 0.5795994, 0.03647375, 0.2242479, 0.3648729, 0.3056159, 0.5422478, 0.2010298, 0.2872906, 0.2682066, 0.3209195, 0.2350192, 0.1534834, 0.2569423, 0.1804919, -0.03908777, 0.1448641, 0.04590893, 0.3896341, -0.0290947, 0.1723876, 0.2321935, 0.1825056, 0.1139045, -0.03358603, 0.1799579, 0.2244315, 0.09771967, 0.1924329, 0.3213868, 0.08332443, 0.04414845, 0.07171202, 0.0665164, -0.08757067, -0.02275324, -0.06077433, 0.0170188, -0.05670261, -0.1569948, -0.02887201, -0.02183676, -0.1209311, -0.09177923, -0.1033936, -0.1406927, 0.03462887, -0.1477175, -0.1380615, -0.0668211, -0.08461523, -0.102778, -0.1863031, 
944.000, 0.1091442, 0.9542422, 0.3521824, 0.2552724, 0.1760912, 0.6532125, 0.1760912, 0.1760912, 0.4771209, 0.9542422, 0.3521824, 0.6532125, 0.3521824, 0.3521824, 0.3521824, 0.4771209, 0.3521824, 0.1760912, 0.05115223, 0.05115223, 0.4771209, 0.4771209, 0.3521824, 0.3521824, 0.2552724, 0.05115223, 0.1091442, 0.1091442, 0.2552724, 0.2552724, 0.05115223, 0.1091442, 0.1091442, 0.1760912, 0.1091442, -0.04575777, 0.2552724, 0.05115223, 0.05115223, 0, 0.3521824, -0.04575777, 0.05115223, 0.05115223, 0.1760912, 0.05115223, -0.04575777, 0, 0.05115223, -0.04575777, -0.1597009, 0, 0.1091442, -0.08715057, -0.04575777, 0, -0.1597009, -0.04575777, -0.1597009, -0.124939, 0, -0.08715057, -0.08715057, -0.08715057, -0.1597009, -0.1597009, -0.04575777, -0.1597009, -0.1597009, -0.124939, -0.1918859, -0.221849, -0.1918859, -0.124939, 
945.000, 1.020978, 0.9027963, 0.3764348, 0.4095559, 0.3188396, 0.58606, 0.2365451, 0.4602661, 0.2330961, 0.3743672, 0.2368665, 0.2238188, 0.4099998, 0.9204602, 0.293201, 0.2891254, 0.3121562, 0.3641415, 0.7296958, 0.6544037, 0.1087999, 0.5235033, 0.4459796, 0.6295171, 0.3365006, 0.3147016, 0.2906923, 0.3590012, 0.05250454, 0.2208872, 0.07825899, 0.2227249, 0.0810008, 0.3400083, 0.321775, 0.08542252, 0.2295203, 0.0930109, 0.6604733, 0.1321726, -0.0922823, 0.1280432, 0.1212778, 0.1880522, 0.371408, 0.1006646, 0.2413516, 0.2035661, -0.08975554, -0.08352804, 0.1176305, -0.015306, 0.05655718, -0.1334448, -0.01335573, -0.1323409, -0.02291918, -0.1762509, -0.06385899, -0.196857, -0.1700635, -0.1130881, -0.1153736, -0.1167989, -0.1412272, -0.1380711, -0.1865873, -0.04579258, -0.1705036, -0.173121, -0.2195296, -0.2062926, -0.2030826, -0.1745424, 
946.000, 0.616334, 0.7364249, 0.5996547, 0.9691973, 0.4976134, 0.6077085, 1.088032, 0.7502804, 1.064538, 0.8279743, 1.069381, 0.6619263, 0.8557115, 0.50318, 1.094883, 1.052337, 0.9217081, 0.8223991, 0.7500067, 0.7655711, 0.9392838, 0.7487197, 0.3404202, 0.4412622, 0.3338289, 0.1672392, 0.7307777, 0.8005962, 0.4113793, 0.67981, 0.2600231, 0.3633556, 0.7249937, 0.3633194, 0.2396307, 0.4751215, 0.4377966, 0.3794641, 0.4718738, 0.8408456, 0.4436083, 0.4822798, 0.2133942, 0.2458725, 0.09940672, 0.1778679, 0.4942875, 0.3504815, 0.1371021, 0.1786594, -0.06870699, 0.01154709, 0.1645069, 0.0290947, 0.08107805, 0.3647766, 0.0523839, 0.03680229, 0.09325075, 0.03014803, -0.006333828, -0.06219387, -0.0136342, 0.1946182, -0.1088848, 0.08617353, 0.08280182, -0.1066747, -0.0493412, -0.04559374, -0.1426396, 0.07937336, 0.01062536, -0.2075348, 
947.000, 0.2968707, 0.3739438, 0.9211483, 0.2649503, 0.5222025, 0.4671745, 0.6867099, 0.1955085, 0.8912764, 0.9375963, 0.8571906, 0.6971655, 0.414783, 0.7637687, 0.6403308, 0.9166446, 0.7096577, 0.6483836, 0.2955351, 0.952539, 0.7736769, 0.5974326, 0.664125, 0.6784887, 0.3130093, 0.578023, 0.5475183, 0.3515801, 0.309103, 0.4537406, 0.4414263, 0.4502444, 0.5005755, 0.3451958, 0.2820058, 0.632544, 0.2175169, 0.4611573, 0.4176669, 0.2404857, 0.2747622, 0.3288317, 0.3234057, 0.4239125, 0.5166135, 0.2516456, 0.1221514, 0.07250404, 0.1796927, 0.1253214, 0.166904, 0.412097, -0.02485466, -0.001436234, 0.08832312, 0.3193555, 0.103292, -0.001204491, 0.1946154, 0.02372551, 0.2359834, -0.01661921, 0.05024719, -0.03785992, -0.08599377, -0.03399277, -0.1341915, -0.007511616, -0.1362391, -0.0240097, -0.03402519, 0.101377, -0.06836987, 0.07092714, 
948.000, 0.8689423, 0.8503509, 0.8807135, 0.8121753, 0.5254321, 0.8086619, 0.4082661, 0.6919312, 0.6050706, 0.575119, 0.8665147, 0.8088908, 0.8527417, 0.4352975, 0.7957335, 0.4485869, 0.917448, 0.878046, 0.4109459, 0.560205, 0.4656706, 0.8748732, 0.3930335, 0.2227392, 0.8222103, 0.9129748, 0.8791952, 0.8780265, 0.9002385, 0.9644856, 0.4380345, 0.6101069, 0.904489, 0.8172908, 0.1739326, 0.1747923, 0.2572894, 0.566514, 0.4372172, 0.06094599, 0.8324418, 0.4117532, 0.3958025, 0.8986244, 0.09916162, 0.2660799, 0.2980123, 0.5776463, 0.2710619, 0.3521767, 0.187479, 0.3456597, 0.1631875, 0.2783861, 0.2250457, -0.1253071, 0.3048778, 0.273015, -0.02396393, -0.1670403, 0.008629322, -0.02204514, -0.06660318, 0.1985974, 0.09765768, -0.06043005, -0.05155802, -0.1139598, -0.04921055, -0.121634, -0.10777, -0.153141, -0.1399035, -0.02157021, 
949.000, 0.6989698, 0.6989698, 0.6989698, 0.5228786, 1, 1, 0.5228786, 1, 0.6989698, 1, 1, 0.6989698, 0.6989698, 1, 1, 0.6989698, 0.5228786, 1, 0.3979397, 1, 0.6989698, 1, 0.3979397, 0.5228786, 1, 0.6989698, 1, 0.5228786, 0.3979397, 0.3979397, 0.3979397, 0.3010297, 1, 1, 0.6989698, 0.3979397, 0.3979397, 0.6989698, 0.5228786, 0.6989698, 0.3979397, 0.3010297, 0.3979397, 0.1549015, 0.3979397, 0.3010297, 0.1549015, 0.1549015, 0.3010297, 0.3979397, 0.3010297, 0.2218485, 0.09691, 0, 0.04575729, 0.2218485, 0.09691, 0, 0.09691, 0.5228786, 0.2218485, 0.04575729, 0, -0.0413928, 0.04575729, 0, -0.1139436, -0.07918167, 0.09691, 0.1549015, 0.04575729, 0.3010297, 0.04575729, -0.07918167, 
950.000, 0.7368956, 0.4853692, 0.8055825, 1.000299, 0.3303161, 0.4037342, 0.8341546, 0.2690115, 0.5152464, 0.771534, 1.042847, 0.3264527, 0.8014226, 0.5305734, 0.7006645, 0.585536, 0.5755334, 0.3856311, 0.4341164, 0.3111057, 0.5680676, 0.3228536, 0.3152294, 0.3568001, 0.3711896, 0.5541296, 0.262702, 0.5699239, 0.7280097, 0.4657059, 0.2132931, 0.3751945, 0.6776233, 0.1154275, 0.3999057, 0.1522379, 0.08283949, 0.3294883, 0.3563657, 0.1806726, 0.1358905, 0.2841625, 0.03434944, 0.1785851, 0.2312441, 0.07685804, 0.1910825, 0.242806, -0.05045462, 0.07894087, 0.04164362, 0.06596327, 0.2334762, 0.2303891, 0.02736378, -0.04371262, 0.1352391, 0.03319216, 0.03350973, -0.1535263, 0.1292629, 0.03163671, 0.03898859, 0.08828163, 0.01218224, 0.02025986, -0.02238131, 0.02724695, -0.1159301, -0.07049131, -0.03588104, -0.1714249, -0.1910439, -0.04182911, 
951.000, 0.8109326, 0.637176, 0.9731145, 0.3017316, 0.8638144, 0.2902455, 0.7763348, 0.8766079, 1.04968, 0.9004378, 0.9865551, 0.7910609, 1.015308, 0.3530588, 0.8401413, 0.6013031, 0.7604885, 0.4283853, 0.4756198, 1.144029, 0.7656546, 1.127234, 0.4405255, 0.483273, 0.5710087, 0.7824602, 1.123742, 0.2703595, 0.389462, 0.6076865, 0.2250285, 0.3480134, 0.2509756, 0.4352298, 0.4464593, 0.2737918, 0.3707128, 0.3759265, 0.1292367, 0.7320504, 0.4144478, 0.2323599, 0.197526, 0.1132183, 0.1334047, 0.1062241, 0.4158931, 0.2495131, 0.2286644, 0.1970634, -0.1011524, 0.009378433, 0.09766102, 0.06621361, 0.032197, 0.1470075, 0.1037288, 0.08760214, -0.02312803, -0.04657125, -0.03788042, -0.01302671, -0.09697151, -0.1400952, 0.03927326, -0.01682186, 0.04501867, -0.1433449, 0.0362525, -0.06785536, -0.1021037, -0.1083879, -0.123508, -0.1974902, 
952.000, 0.8212838, 1.123695, 1.152726, 0.7701888, 0.876586, 0.3987761, 0.7111773, 0.8548398, 0.9253473, 0.6077542, 0.8494215, 0.4641018, 0.8168225, 0.4843788, 0.6665444, 0.6209202, 0.5729175, 0.5412064, 0.7277741, 0.4854469, 1.270262, 0.5993676, 0.621594, 0.9884386, 0.2593236, 0.472755, 0.6515503, 0.5483203, 0.3906422, 0.4194403, 0.4316306, 0.5580907, 0.3465304, 0.5087018, 0.5277596, 0.5342846, 0.3335233, 0.4505391, 0.7832532, 0.111496, 0.3227873, 0.2962184, 0.3479071, 0.7744064, 0.5925303, 0.333952, 0.2498717, 0.1955256, 0.2808003, 0.2898779, 0.192894, 0.2682185, 0.1995902, 0.2585192, 0.1650381, 0.1757855, 0.09228277, 0.2135754, 0.2956824, 0.1410379, 0.2014208, 0.1978197, 0.07446671, 0.2669687, 0.1582727, 0.1247392, 0.1568871, 0.2057042, 0.07495689, 0.2038436, 0.0532341, 0.03619099, -0.01502848, 0.1627908, 
953.000, 1.066621, 0.6343279, 1.126315, 1.132588, 0.6117535, 1.067729, 1.102994, 0.7626872, 1.059036, 0.7563238, 0.7525659, 0.644598, 0.244812, 1.081653, 0.5527215, 0.3188829, 0.6576757, 0.5552893, 0.3176918, 0.4322643, 0.5344872, 0.7103362, 0.577323, 0.2499809, 0.2394185, 0.6520982, 0.3435802, 0.3398981, 0.5551829, 0.4472938, 0.3948975, 0.5818715, 0.2611017, 0.2720518, 0.3955665, 0.2958112, 0.1550255, 0.3152242, 0.3245063, 0.5829782, 0.2263045, 0.241046, 0.2165165, 0.3149405, 0.143074, 0.09571552, 0.27775, 0.2095242, 0.261065, 0.1586161, 0.2364783, 0.1377101, 0.1434183, 0.2044868, 0.06208992, 0.05539942, 0.2427416, -0.02377796, 0.03532934, 0.0508523, -0.07304478, -0.04342175, 0.04502201, 0.02360058, 0.1552434, -0.05254078, 0.01596546, -0.0934062, -0.106245, -0.03872538, 0.04897165, -0.007940769, -0.05400515, 0.01129436, 
954.000, 0.4767652, 1.173307, 0.694881, 0.3306527, 0.5790672, 0.472158, 0.6985078, 0.7016697, 0.6889029, 0.7012472, 0.6967077, 0.5656462, 0.4795465, 0.4676647, 0.5776348, 0.5770917, 0.4832807, 0.6943059, 0.4815202, 1.169672, 0.8736024, 0.469131, 0.3932462, 0.5779862, 0.6959977, 0.2236018, 0.5766816, 0.3993678, 0.3962989, 0.1329989, 0.4791231, 0.6954336, 0.6973696, 0.2721486, 0.2778692, 0.3297462, 0.4772754, 0.2738137, 0.5733542, 0.3246694, 0.2769647, 0.1749206, 0.3984742, 0.09820843, 0.2769151, 0.1773586, 0.1336408, 0.2202997, 0.2194438, 0.1769981, 0.03331232, 0.09708786, 0.1355095, 0.02863836, 0.03018904, 0.1334262, -0.001812935, 0.06340551, 0.0993433, 0.09952259, 0.273901, 0.1761594, 0.0007271767, 0.1752682, 0.06321144, 0.06451225, 0.03002739, 0.06480646, 0.06178665, 0.1789536, -0.0554986, 0.02985954, 0.0275898, 0.1764202, 
