,cavity_after,
Wavenumbers [1/cm],Transmittance,
3026.176,0.01048516,
3024.247,0.01009988,
3022.318,0.00972061,
3020.389,0.009376908,
3018.461,0.009081317,
3016.532,0.008815543,
3014.603,0.008557121,
3012.675,0.008288234,
3010.746,0.008010712,
3008.817,0.007756141,
3006.888,0.007540679,
3004.960,0.007336789,
3003.031,0.00712205,
3001.102,0.006908915,
2999.173,0.006717864,
2997.245,0.006551542,
2995.316,0.006393572,
2993.387,0.0062341,
2991.458,0.006080873,
2989.530,0.005938054,
2987.601,0.00581339,
2985.672,0.005702178,
2983.744,0.005564153,
2981.815,0.005385582,
2979.886,0.005204301,
2977.957,0.005056731,
2976.029,0.004930727,
2974.100,0.004768497,
2972.171,0.004553909,
2970.242,0.004321781,
2968.314,0.004066295,
2966.385,0.003763365,
2964.456,0.003426437,
2962.528,0.003092121,
2960.599,0.002799828,
2958.670,0.002563773,
2956.741,0.002378658,
2954.813,0.002233627,
2952.884,0.002097238,
2950.955,0.001944768,
2949.026,0.001777384,
2947.098,0.001615354,
2945.169,0.001477419,
2943.240,0.001354351,
2941.312,0.001256516,
2939.383,0.001222328,
2937.454,0.001236282,
2935.525,0.001274841,
2933.597,0.00137082,
2931.668,0.001536582,
2929.739,0.001770744,
2927.810,0.002094326,
2925.882,0.002474049,
2923.953,0.002860172,
2922.024,0.003254649,
2920.096,0.00365581,
2918.167,0.00403236,
2916.238,0.004329204,
2914.309,0.004516577,
2912.381,0.004630269,
2910.452,0.004701996,
2908.523,0.004727918,
2906.594,0.004719593,
2904.666,0.004706552,
2902.737,0.004697255,
2900.808,0.004680217,
2898.880,0.004646597,
2896.951,0.004600215,
2895.022,0.004557477,
2893.093,0.004519952,
2891.165,0.004473221,
2889.236,0.004422675,
2887.307,0.004384501,
2885.378,0.004343183,
2883.450,0.00426123,
2881.521,0.004133454,
2879.592,0.003992312,
2877.663,0.003857103,
2875.735,0.003714107,
2873.806,0.003553534,
2871.877,0.003373895,
2869.949,0.003159902,
2868.020,0.002929132,
2866.091,0.002741264,
2864.162,0.002647252,
2862.234,0.002674868,
2860.305,0.002824023,
2858.376,0.00307688,
2856.447,0.003398887,
2854.519,0.003740257,
2852.590,0.004060275,
2850.661,0.004310956,
2848.733,0.004453002,
2846.804,0.004515668,
2844.875,0.004553442,
2842.946,0.004577477,
2841.018,0.004581097,
2839.089,0.004568627,
2837.160,0.004551496,
2835.231,0.004539416,
2833.303,0.004528325,
2831.374,0.004507256,
2829.445,0.004474628,
2827.517,0.004455056,
2825.588,0.004475817,
2823.659,0.004517109,
2821.730,0.004543785,
2819.802,0.004566289,
2817.873,0.004608226,
2815.944,0.004648446,
2814.015,0.004666217,
2812.087,0.004687701,
2810.158,0.004731261,
2808.229,0.004786616,
2806.301,0.004841721,
2804.372,0.004889762,
2802.443,0.004936145,
2800.514,0.004985298,
2798.586,0.005032585,
2796.657,0.005076769,
2794.728,0.005129623,
2792.799,0.005207723,
2790.871,0.005285789,
2788.942,0.005334028,
2787.013,0.00539256,
2785.085,0.005493069,
2783.156,0.005604836,
2781.227,0.00570248,
2779.298,0.005796029,
2777.370,0.005900702,
2775.441,0.006009927,
2773.512,0.006117219,
2771.583,0.006229136,
2769.655,0.006350802,
2767.726,0.006488703,
2765.797,0.006642868,
2763.868,0.006800333,
2761.940,0.00694521,
2760.011,0.007084234,
2758.082,0.007250858,
2756.154,0.007461103,
2754.225,0.007695417,
2752.296,0.007922632,
2750.367,0.008130448,
2748.439,0.008343632,
2746.510,0.008594693,
2744.581,0.008873926,
2742.652,0.009159728,
2740.724,0.009472629,
2738.795,0.009826325,
2736.866,0.01018909,
2734.938,0.010541,
2733.009,0.01090682,
2731.080,0.0113239,
2729.151,0.01179624,
2727.223,0.01229008,
2725.294,0.01280437,
2723.365,0.01338607,
2721.436,0.01404151,
2719.508,0.01473385,
2717.579,0.01545047,
2715.650,0.01620691,
2713.722,0.01702772,
2711.793,0.01792524,
2709.864,0.01890145,
2707.935,0.01997544,
2706.007,0.02116058,
2704.078,0.02244189,
2702.149,0.02382006,
2700.220,0.02533464,
2698.292,0.02702403,
2696.363,0.02888753,
2694.434,0.03090703,
2692.506,0.03309244,
2690.577,0.03546739,
2688.648,0.0380227,
2686.719,0.04068783,
2684.791,0.04332192,
2682.862,0.04575946,
2680.933,0.04790043,
2679.004,0.04976925,
2677.076,0.05151999,
2675.147,0.05336324,
2673.218,0.05539592,
2671.290,0.05757964,
2669.361,0.06000973,
2667.432,0.06302273,
2665.503,0.06681982,
2663.575,0.07110416,
2661.646,0.07524878,
2659.717,0.07871119,
2657.788,0.08122693,
2655.860,0.08279962,
2653.931,0.08361481,
2652.002,0.08387246,
2650.073,0.08369747,
2648.145,0.08320088,
2646.216,0.08246505,
2644.287,0.08146767,
2642.359,0.08012713,
2640.430,0.07837097,
2638.501,0.07614641,
2636.572,0.07344718,
2634.644,0.07034303,
2632.715,0.06696581,
2630.786,0.0634528,
2628.857,0.05988782,
2626.929,0.0563276,
2625.000,0.05284528,
2623.071,0.04949694,
2621.143,0.0463068,
2619.214,0.04330355,
2617.285,0.04052494,
2615.356,0.03797187,
2613.428,0.03561318,
2611.499,0.03344589,
2609.570,0.03147107,
2607.641,0.02964558,
2605.713,0.02792225,
2603.784,0.02629107,
2601.855,0.02474058,
2599.927,0.02324019,
2597.998,0.02179608,
2596.069,0.02044016,
2594.140,0.01918066,
2592.212,0.01802046,
2590.283,0.01695778,
2588.354,0.01598024,
2586.425,0.01508392,
2584.497,0.01424063,
2582.568,0.01341499,
2580.639,0.01265829,
2578.711,0.01205017,
2576.782,0.01155041,
2574.853,0.01105736,
2572.924,0.01056215,
2570.996,0.01010225,
2569.067,0.009665826,
2567.138,0.009238682,
2565.209,0.008832691,
2563.281,0.008464142,
2561.352,0.008136325,
2559.423,0.007817179,
2557.494,0.007491999,
2555.566,0.007201884,
2553.637,0.006967937,
2551.708,0.006763521,
2549.780,0.006565822,
2547.851,0.006367534,
2545.922,0.006173634,
2543.993,0.005982659,
2542.065,0.005778012,
2540.136,0.005570825,
2538.207,0.00539194,
2536.278,0.005255783,
2534.350,0.00515508,
2532.421,0.005064055,
2530.492,0.004952764,
2528.564,0.004807329,
2526.635,0.004652124,
2524.706,0.004526665,
2522.777,0.004432822,
2520.849,0.004350152,
2518.920,0.004268355,
2516.991,0.004171796,
2515.062,0.004059285,
2513.134,0.003964261,
2511.205,0.003896359,
2509.276,0.003836077,
2507.348,0.003781546,
2505.419,0.003729807,
2503.490,0.003670867,
2501.561,0.003615683,
2499.633,0.003569466,
2497.704,0.003513112,
2495.775,0.003448907,
2493.846,0.003393324,
2491.918,0.003343824,
2489.989,0.003306521,
2488.060,0.003281494,
2486.132,0.003237682,
2484.203,0.003157172,
2482.274,0.003070059,
2480.345,0.003020281,
2478.417,0.003010314,
2476.488,0.003004387,
2474.559,0.00297584,
2472.630,0.00293454,
2470.702,0.002905408,
2468.773,0.002887801,
2466.844,0.002867675,
2464.916,0.002851234,
2462.987,0.002844923,
2461.058,0.002828602,
2459.129,0.002784104,
2457.201,0.002725834,
2455.272,0.002673216,
2453.343,0.002640477,
2451.414,0.002635316,
2449.486,0.002636764,
2447.557,0.00263974,
2445.628,0.002659771,
2443.699,0.002686461,
2441.771,0.002697749,
2439.842,0.002674941,
2437.913,0.002635168,
2435.985,0.002629544,
2434.056,0.00265728,
2432.127,0.002664887,
2430.198,0.002633537,
2428.270,0.002591721,
2426.341,0.002568483,
2424.412,0.002572588,
2422.483,0.002579498,
2420.555,0.002568854,
2418.626,0.002564353,
2416.697,0.002582957,
2414.769,0.00261238,
2412.840,0.002620083,
2410.911,0.00258953,
2408.982,0.00256974,
2407.054,0.002592402,
2405.125,0.0026251,
2403.196,0.002647312,
2401.267,0.002665691,
2399.339,0.002685701,
2397.410,0.002699158,
2395.481,0.002702622,
2393.553,0.00271473,
2391.624,0.002727137,
2389.695,0.002716132,
2387.766,0.002704956,
2385.838,0.002721528,
2383.909,0.002755317,
2381.980,0.0027906,
2380.051,0.002823471,
2378.123,0.002854339,
2376.194,0.002879663,
2374.265,0.002892449,
2372.337,0.00289814,
2370.408,0.002906003,
2368.479,0.002908783,
2366.550,0.002897464,
2364.622,0.002887303,
2362.693,0.002904792,
2360.764,0.002961323,
2358.835,0.003048228,
2356.907,0.003129991,
2354.978,0.003181937,
2353.049,0.003236157,
2351.121,0.003314737,
2349.192,0.003385013,
2347.263,0.003432357,
2345.334,0.003476528,
2343.406,0.003522827,
2341.477,0.003560093,
2339.548,0.003594799,
2337.619,0.003657682,
2335.691,0.003754294,
2333.762,0.003859335,
2331.833,0.003968093,
2329.904,0.004087166,
2327.976,0.004207601,
2326.047,0.004328368,
2324.118,0.004464088,
2322.190,0.004620099,
2320.261,0.004782551,
2318.332,0.004932091,
2316.403,0.005069158,
2314.475,0.005218716,
2312.546,0.005399242,
2310.617,0.005602685,
2308.688,0.005820418,
2306.760,0.006056569,
2304.831,0.006295677,
2302.902,0.006519025,
2300.974,0.006748388,
2299.045,0.00700893,
2297.116,0.007299357,
2295.187,0.007615599,
2293.259,0.007956356,
2291.330,0.008322698,
2289.401,0.008718621,
2287.472,0.009152038,
2285.544,0.009628726,
2283.615,0.01014172,
2281.686,0.01069566,
2279.758,0.01130912,
2277.829,0.01198083,
2275.900,0.01270343,
2273.971,0.01348811,
2272.043,0.01435454,
2270.114,0.01532269,
2268.185,0.01640819,
2266.256,0.01761407,
2264.328,0.01894173,
2262.399,0.02041055,
2260.470,0.02203817,
2258.542,0.02382678,
2256.613,0.02578347,
2254.684,0.02790706,
2252.755,0.03020733,
2250.827,0.03273872,
2248.898,0.03552371,
2246.969,0.03850982,
2245.040,0.04163233,
2243.112,0.04483566,
2241.183,0.04805142,
2239.254,0.05120006,
2237.326,0.05420678,
2235.397,0.05698637,
2233.468,0.05942229,
2231.539,0.06140123,
2229.611,0.06285718,
2227.682,0.0637591,
2225.753,0.06407127,
2223.824,0.06377003,
2221.896,0.06288908,
2219.967,0.06150374,
2218.038,0.05968182,
2216.109,0.05747801,
2214.181,0.05498569,
2212.252,0.05233845,
2210.323,0.04963175,
2208.395,0.04689997,
2206.466,0.04414792,
2204.537,0.04138997,
2202.608,0.03868063,
2200.680,0.03607606,
2198.751,0.03359965,
2196.822,0.03125052,
2194.893,0.02900417,
2192.965,0.02684912,
2191.036,0.02480625,
2189.107,0.02288968,
2187.179,0.02111451,
2185.250,0.01950433,
2183.321,0.01804433,
2181.392,0.01670002,
2179.464,0.01547494,
2177.535,0.014391,
2175.606,0.01344376,
2173.677,0.01260222,
2171.749,0.01183788,
2169.820,0.01113097,
2167.891,0.0104559,
2165.963,0.009807584,
2164.034,0.009203528,
2162.105,0.008646456,
2160.176,0.008136207,
2158.248,0.007671818,
2156.319,0.007236531,
2154.390,0.006825218,
2152.461,0.006450564,
2150.533,0.006117601,
2148.604,0.005813231,
2146.675,0.005522202,
2144.747,0.005252219,
2142.818,0.005012339,
2140.889,0.004791633,
2138.960,0.004586987,
2137.032,0.004401676,
2135.103,0.004235463,
2133.174,0.004087094,
2131.245,0.003943759,
2129.317,0.003803539,
2127.388,0.0036719,
2125.459,0.003532808,
2123.530,0.003389616,
2121.602,0.003279365,
2119.673,0.003201839,
2117.744,0.003116412,
2115.816,0.003011278,
2113.887,0.002901938,
2111.958,0.002804788,
2110.029,0.00273246,
2108.101,0.002671682,
2106.172,0.002603381,
2104.243,0.002537237,
2102.314,0.002477044,
2100.386,0.002405063,
2098.457,0.002328784,
2096.528,0.002264137,
2094.600,0.002204467,
2092.671,0.002153256,
2090.742,0.002112067,
2088.813,0.002064469,
2086.885,0.002008125,
2084.956,0.001962618,
2083.027,0.001944099,
2081.098,0.001930295,
2079.170,0.001890771,
2077.241,0.001839792,
2075.312,0.001810757,
2073.384,0.001797467,
2071.455,0.001766935,
2069.526,0.001727434,
2067.597,0.001701789,
2065.669,0.001678575,
2063.740,0.001654194,
2061.811,0.001635158,
2059.882,0.001609141,
2057.954,0.001574347,
2056.025,0.001545873,
2054.096,0.001527225,
2052.168,0.001512765,
2050.239,0.001500919,
2048.310,0.001496671,
2046.381,0.00149614,
2044.453,0.001477028,
2042.524,0.001438608,
2040.595,0.001407257,
2038.666,0.001393293,
2036.738,0.001392617,
2034.809,0.001392693,
2032.880,0.001373906,
2030.952,0.001342826,
2029.023,0.001325207,
2027.094,0.001323657,
2025.165,0.001321596,
2023.237,0.001309993,
2021.308,0.001292123,
2019.379,0.001278539,
2017.450,0.001282289,
2015.522,0.001295448,
2013.593,0.001294117,
2011.664,0.001279944,
2009.735,0.00126494,
2007.807,0.00125258,
2005.878,0.001252124,
2003.949,0.001258751,
2002.021,0.001260748,
2000.092,0.001269442,
1998.163,0.001290618,
1996.234,0.001302648,
1994.306,0.001298346,
1992.377,0.001293671,
1990.448,0.001289078,
1988.519,0.001283316,
1986.591,0.001281431,
1984.662,0.001279282,
1982.733,0.001270912,
1980.805,0.001259109,
1978.876,0.00125426,
1976.947,0.001256855,
1975.018,0.001261804,
1973.090,0.001272349,
1971.161,0.001281401,
1969.232,0.001279163,
1967.303,0.001277244,
1965.375,0.001286672,
1963.446,0.001307702,
1961.517,0.001335418,
1959.589,0.001360211,
1957.660,0.001378575,
1955.731,0.001393872,
1953.802,0.001403784,
1951.874,0.001410962,
1949.945,0.001429919,
1948.016,0.001461057,
1946.087,0.001483458,
1944.159,0.001493011,
1942.230,0.00150021,
1940.301,0.001499293,
1938.373,0.001494801,
1936.444,0.001507754,
1934.515,0.001536758,
1932.586,0.001563823,
1930.658,0.001588522,
1928.729,0.001628936,
1926.800,0.001671354,
1924.871,0.001684684,
1922.943,0.001694571,
1921.014,0.001734808,
1919.085,0.001783947,
1917.157,0.001823278,
1915.228,0.001860177,
1913.299,0.001896913,
1911.370,0.001936771,
1909.442,0.001993206,
1907.513,0.002062088,
1905.584,0.002119585,
1903.655,0.002169271,
1901.727,0.002229514,
1899.798,0.00229537,
1897.869,0.002360625,
1895.940,0.002429517,
1894.012,0.002508709,
1892.083,0.002591895,
1890.154,0.002671679,
1888.226,0.002772983,
1886.297,0.002901956,
1884.368,0.003024799,
1882.439,0.003140592,
1880.511,0.003274182,
1878.582,0.003416729,
1876.653,0.003550737,
1874.724,0.003691664,
1872.796,0.003860264,
1870.867,0.00405079,
1868.938,0.004246172,
1867.010,0.004453942,
1865.081,0.004700894,
1863.152,0.00500409,
1861.223,0.005367936,
1859.295,0.005775071,
1857.366,0.00621081,
1855.437,0.006701466,
1853.508,0.007278922,
1851.580,0.0079454,
1849.651,0.008694822,
1847.722,0.009525688,
1845.794,0.01045846,
1843.865,0.01156505,
1841.936,0.01288795,
1840.007,0.01439031,
1838.079,0.01605527,
1836.150,0.0179033,
1834.221,0.01989924,
1832.292,0.02195498,
1830.364,0.0240638,
1828.435,0.02622616,
1826.506,0.02827117,
1824.578,0.02998083,
1822.649,0.03113661,
1820.720,0.03147788,
1818.791,0.03089778,
1816.863,0.02950948,
1814.934,0.02750976,
1813.005,0.02515486,
1811.076,0.0228088,
1809.148,0.02084294,
1807.219,0.01944283,
1805.290,0.01852533,
1803.362,0.01783019,
1801.433,0.01710297,
1799.504,0.01618486,
1797.575,0.01501436,
1795.647,0.01360495,
1793.718,0.01205357,
1791.789,0.01055034,
1789.860,0.009211281,
1787.932,0.008006745,
1786.003,0.00692547,
1784.074,0.005997582,
1782.145,0.0052073,
1780.217,0.004525845,
1778.288,0.003954977,
1776.359,0.003479914,
1774.431,0.003061454,
1772.502,0.002702869,
1770.573,0.002433304,
1768.644,0.002241135,
1766.716,0.002092967,
1764.787,0.001964199,
1762.858,0.001834409,
1760.929,0.001696513,
1759.001,0.001555619,
1757.072,0.001414484,
1755.143,0.001277894,
1753.215,0.001157698,
1751.286,0.001072261,
1749.357,0.001024653,
1747.428,0.000974569,
1745.500,0.0008920941,
1743.571,0.0008068129,
1741.642,0.0007407001,
1739.713,0.0006876868,
1737.785,0.0006462243,
1735.856,0.0006023069,
1733.927,0.0005562975,
1731.999,0.000518322,
1730.070,0.0004703016,
1728.141,0.000390733,
1726.212,0.0002768614,
1724.284,0.0001609363,
1722.355,8.648956E-5,
1720.426,5.646563E-5,
1718.497,4.594936E-5,
1716.569,4.510917E-5,
1714.640,3.624391E-5,
1712.711,3.015595E-5,
1710.783,4.351167E-5,
1708.854,4.617008E-5,
1706.925,4.034581E-5,
1704.996,2.770381E-5,
1703.068,7.239712E-5,
1701.139,0.0001948565,
1699.210,0.0003653859,
1697.281,0.0005696071,
1695.353,0.0008362231,
1693.424,0.001231816,
1691.495,0.001807928,
1689.567,0.002622018,
1687.638,0.003687122,
1685.709,0.004941847,
1683.780,0.006255561,
1681.852,0.007291694,
1679.923,0.007704505,
1677.994,0.007574834,
1676.065,0.007322031,
1674.137,0.007200761,
1672.208,0.007096422,
1670.279,0.006860309,
1668.350,0.006530081,
1666.422,0.006116221,
1664.493,0.005554896,
1662.564,0.004889562,
1660.636,0.004233751,
1658.707,0.003642666,
1656.778,0.003124965,
1654.849,0.002689747,
1652.921,0.002371099,
1650.992,0.00217111,
1649.063,0.002016375,
1647.134,0.001865075,
1645.206,0.001741591,
1643.277,0.001658534,
1641.348,0.001581057,
1639.420,0.00147266,
1637.491,0.001361199,
1635.562,0.001298489,
1633.633,0.001280766,
1631.705,0.001257719,
1629.776,0.001205504,
1627.847,0.001150221,
1625.918,0.001112539,
1623.990,0.001087482,
1622.061,0.00106584,
1620.132,0.001024984,
1618.204,0.000954387,
1616.275,0.0008947003,
1614.346,0.0008678066,
1612.417,0.0008478887,
1610.489,0.0008400183,
1608.560,0.000846574,
1606.631,0.0008328317,
1604.702,0.0007975348,
1602.774,0.0007746043,
1600.845,0.0007706659,
1598.916,0.0007674515,
1596.988,0.0007590864,
1595.059,0.0007480202,
1593.130,0.0007212542,
1591.201,0.0006766134,
1589.273,0.0006356525,
1587.344,0.0006149842,
1585.415,0.00061392,
1583.486,0.0006212041,
1581.558,0.0006234328,
1579.629,0.0006199518,
1577.700,0.0006182119,
1575.771,0.0006205792,
1573.843,0.0006190771,
1571.914,0.0005975001,
1569.985,0.0005720547,
1568.057,0.0005682173,
1566.128,0.0005675725,
1564.199,0.0005594657,
1562.270,0.0005549004,
1560.342,0.0005398549,
1558.413,0.0005183386,
1556.484,0.0005186944,
1554.555,0.000526418,
1552.627,0.0005248303,
1550.698,0.0005250075,
1548.769,0.0005323509,
1546.841,0.0005443687,
1544.912,0.0005499969,
1542.983,0.0005416325,
1541.054,0.000522386,
1539.126,0.0005050063,
1537.197,0.0005016131,
1535.268,0.000511543,
1533.339,0.0005222844,
1531.411,0.0005163689,
1529.482,0.0004990615,
1527.553,0.0004931933,
1525.625,0.0005029315,
1523.696,0.0005125959,
1521.767,0.0005082016,
1519.838,0.0004977263,
1517.910,0.0004960155,
1515.981,0.0004890357,
1514.052,0.0004732803,
1512.123,0.0004717776,
1510.195,0.000488797,
1508.266,0.0005042717,
1506.337,0.0005030869,
1504.409,0.0004980883,
1502.480,0.0005091917,
1500.551,0.0005224145,
1498.622,0.000518375,
1496.694,0.0005164318,
1494.765,0.0005267933,
1492.836,0.0005358467,
1490.907,0.000537564,
1488.979,0.0005420402,
1487.050,0.0005536097,
1485.121,0.0005657985,
1483.193,0.000578748,
1481.264,0.0005944972,
1479.335,0.0006044941,
1477.406,0.0006117528,
1475.478,0.000620466,
1473.549,0.0006273106,
1471.620,0.0006393021,
1469.691,0.000652311,
1467.763,0.0006606837,
1465.834,0.0006719766,
1463.905,0.0006712387,
1461.976,0.0006611386,
1460.048,0.0006688262,
1458.119,0.0006779094,
1456.190,0.0006608186,
1454.262,0.0006101594,
1452.333,0.0005234926,
1450.404,0.0004310662,
1448.475,0.0003836213,
1446.547,0.0003916626,
1444.618,0.0004339571,
1442.689,0.000498069,
1440.760,0.0005642304,
1438.832,0.0006063051,
1436.903,0.0006274848,
1434.974,0.0006364915,
1433.046,0.0006206142,
1431.117,0.0005835756,
1429.188,0.0005475064,
1427.259,0.0005244715,
1425.331,0.000521993,
1423.402,0.000532712,
1421.473,0.0005310069,
1419.544,0.0005202394,
1417.616,0.0005354558,
1415.687,0.0005816297,
1413.758,0.0006229886,
1411.830,0.0006389294,
1409.901,0.0006616198,
1407.972,0.0007137488,
1406.043,0.0007745372,
1404.115,0.0008381865,
1402.186,0.0009059153,
1400.257,0.0009615793,
1398.328,0.001012027,
1396.400,0.001076367,
1394.471,0.001159854,
1392.542,0.001261653,
1390.614,0.001367424,
1388.685,0.001464291,
1386.756,0.001562152,
1384.827,0.001668228,
1382.899,0.001786295,
1380.970,0.001934904,
1379.041,0.002117327,
1377.112,0.002334011,
1375.184,0.002605174,
1373.255,0.002917716,
1371.326,0.003233849,
1369.398,0.003547167,
1367.469,0.003838773,
1365.540,0.00405485,
1363.611,0.004214259,
1361.683,0.004432954,
1359.754,0.004750975,
1357.825,0.005043917,
1355.896,0.005103,
1353.968,0.004706871,
1352.039,0.00381862,
1350.110,0.002776155,
1348.181,0.002043899,
1346.253,0.001797626,
1344.324,0.0018404,
1342.395,0.001828302,
1340.467,0.001621568,
1338.538,0.001447489,
1336.609,0.001623629,
1334.680,0.002206215,
1332.752,0.003003152,
1330.823,0.003765201,
1328.894,0.004275688,
1326.965,0.00437269,
1325.037,0.004017292,
1323.108,0.003352534,
1321.179,0.002600891,
1319.251,0.001917809,
1317.322,0.001362639,
1315.393,0.0009460298,
1313.464,0.0006925091,
1311.536,0.000644726,
1309.607,0.0008186101,
1307.678,0.001211278,
1305.749,0.001823332,
1303.821,0.002644331,
1301.892,0.003617635,
1299.963,0.0046068,
1298.035,0.005408951,
1296.106,0.005845014,
1294.177,0.005850402,
1292.248,0.005489661,
1290.320,0.004903609,
1288.391,0.004235083,
1286.462,0.003586369,
1284.533,0.003013549,
1282.605,0.002528078,
1280.676,0.002127393,
1278.747,0.001826517,
1276.819,0.001624791,
1274.890,0.001492694,
1272.961,0.001397348,
1271.032,0.001303586,
1269.104,0.001204314,
1267.175,0.001132073,
1265.246,0.001088857,
1263.317,0.001046736,
1261.389,0.001005482,
1259.460,0.0009514415,
1257.531,0.0008561006,
1255.603,0.0007517448,
1253.674,0.0006888639,
1251.745,0.0006431947,
1249.816,0.0005809295,
1247.888,0.0005266346,
1245.959,0.0005018387,
1244.030,0.0004897858,
1242.101,0.0004629772,
1240.173,0.0004182537,
1238.244,0.0003742634,
1236.315,0.0003352814,
1234.386,0.0002933072,
1232.458,0.0002643446,
1230.529,0.0002532229,
1228.600,0.0002400957,
1226.672,0.0002086994,
1224.743,0.0001794111,
1222.814,0.0001863074,
1220.885,0.0002415798,
1218.957,0.0003257334,
1217.028,0.000394476,
1215.099,0.0004321449,
1213.170,0.0004499601,
1211.242,0.0004476265,
1209.313,0.0004214961,
1207.384,0.0003788962,
1205.456,0.000348118,
1203.527,0.0003433742,
1201.598,0.0003348674,
1199.669,0.0003104686,
1197.741,0.0002947274,
1195.812,0.0002938926,
1193.883,0.0002847449,
1191.954,0.000259737,
1190.026,0.0002367713,
1188.097,0.0002241271,
1186.168,0.000212909,
1184.240,0.0001995448,
1182.311,0.0001839541,
1180.382,0.0001846302,
1178.453,0.0001877189,
1176.525,0.0001814925,
1174.596,0.0001710862,
1172.667,0.0001484431,
1170.738,0.000119395,
1168.810,0.0001147634,
1166.881,0.0001376713,
1164.952,0.0001428713,
1163.024,0.0001347178,
1161.095,0.0001278095,
1159.166,0.0001288938,
1157.237,0.0001355368,
1155.309,0.0001231688,
1153.380,8.734735E-5,
1151.451,8.522972E-5,
1149.522,0.0001090415,
1147.594,0.000128054,
1145.665,0.0001479892,
1143.736,0.0001388979,
1141.807,0.0001112683,
1139.879,0.0001210723,
1137.950,0.0001426598,
1136.021,0.0001613821,
1134.093,0.0001734903,
1132.164,0.0001444321,
1130.235,0.0001132022,
1128.306,0.0001144365,
1126.378,0.0001235781,
1124.449,0.0001085206,
1122.520,0.0001085682,
1120.591,8.944009E-5,
1118.663,5.426861E-5,
1116.734,7.828278E-5,
1114.805,7.043063E-5,
1112.877,7.450522E-5,
1110.948,7.46016E-5,
1109.019,0.0001011912,
1107.090,0.0001385223,
1105.162,0.0001187587,
1103.233,7.433198E-5,
1101.304,3.645085E-5,
1099.375,5.515406E-5,
1097.447,7.31304E-5,
1095.518,6.213297E-5,
1093.589,4.09142E-5,
1091.661,6.333143E-5,
1089.732,8.519688E-5,
1087.803,6.547874E-5,
1085.874,4.499688E-5,
1083.946,4.197059E-5,
1082.017,5.816254E-5,
1080.088,3.172618E-5,
1078.159,7.220572E-5,
1076.231,7.58257E-5,
1074.302,7.049544E-5,
1072.373,7.934051E-5,
1070.445,4.191813E-5,
1068.516,8.106537E-5,
1066.587,0.0001047161,
1064.658,0.0001080504,
1062.730,0.0001122834,
1060.801,0.0001322432,
1058.872,0.0001384622,
1056.943,0.0001167538,
1055.015,9.179601E-5,
1053.086,0.0001101511,
1051.157,0.0001087592,
1049.229,8.908153E-5,
1047.300,9.907497E-5,
1045.371,8.278804E-5,
1043.442,5.886957E-5,
1041.514,6.760365E-5,
1039.585,9.654355E-5,
1037.656,0.0001034189,
1035.727,9.095178E-5,
1033.799,8.367885E-5,
1031.870,6.259899E-5,
1029.941,4.906875E-5,
1028.012,6.133266E-5,
1026.084,8.600055E-5,
1024.155,8.635805E-5,
1022.226,6.795112E-5,
1020.298,9.155177E-5,
1018.369,8.421964E-5,
1016.440,4.789932E-5,
1014.511,2.817382E-5,
1012.583,1.647283E-5,
1010.654,5.008702E-5,
1008.725,4.240837E-5,
1006.796,2.945474E-5,
1004.868,4.45905E-5,
1002.939,7.616617E-5,
1001.010,7.686688E-5,
999.082,5.345971E-5,
997.153,5.728977E-5,
995.224,7.912319E-5,
993.295,9.187002E-5,
991.367,6.942834E-5,
989.438,4.365054E-5,
987.509,4.526395E-5,
985.580,3.533059E-5,
983.652,4.279063E-5,
981.723,5.624142E-5,
979.794,7.251096E-5,
977.866,0.0001011642,
975.937,8.803726E-5,
974.008,4.701101E-5,
972.079,3.0721E-5,
970.151,4.724647E-5,
968.222,6.224159E-5,
966.293,7.60343E-5,
964.364,8.658298E-5,
962.436,4.70247E-5,
960.507,4.208315E-5,
958.578,6.31884E-5,
956.650,6.704515E-5,
954.721,3.151651E-5,
952.792,5.121075E-5,
950.863,6.819974E-5,
948.935,8.859582E-5,
947.006,0.0001020085,
945.077,7.397631E-5,
943.148,6.79862E-5,
941.220,9.587879E-5,
939.291,9.383078E-5,
937.362,9.52012E-5,
935.434,0.0001386111,
933.505,0.0001690373,
931.576,0.0001109604,
929.647,5.094793E-5,
927.719,3.877271E-5,
925.790,5.459085E-5,
923.861,5.056144E-5,
921.932,5.218553E-5,
920.004,9.455371E-5,
918.075,0.0001098647,
916.146,0.0001055927,
914.217,0.000101291,
912.289,0.0001204229,
910.360,0.0001627912,
908.431,0.0001539638,
906.503,9.531364E-5,
904.574,5.316609E-5,
902.645,3.85278E-5,
900.716,3.448601E-5,
898.788,5.298365E-5,
896.859,7.997339E-5,
894.930,0.0001078876,
893.001,8.721155E-5,
891.073,4.783525E-5,
889.144,7.314055E-5,
887.215,7.504545E-5,
885.287,9.165704E-5,
883.358,0.0001416808,
881.429,0.0001510516,
879.500,0.0001227814,
877.572,8.985845E-5,
875.643,8.720648E-5,
873.714,0.0001225519,
871.785,0.0001271783,
869.857,9.514519E-5,
867.928,7.519976E-5,
865.999,6.898095E-5,
864.071,8.077148E-5,
862.142,0.0001112071,
860.213,8.886545E-5,
858.284,6.268336E-5,
856.356,0.0001005869,
854.427,0.0001229277,
852.498,0.0001093208,
850.569,0.000120251,
848.641,0.0001130128,
846.712,0.0001203504,
844.783,0.0001664247,
842.855,0.0001271614,
