,2-PROPANONE,
Wavenumbers [1/cm],Transmittance,
1211.958,0.0759,
1210.919,0.1253,
1209.879,0.2121,
1208.840,0.2501,
1207.800,0.307,
1206.760,0.353,
1205.721,0.397,
1204.681,0.437,
1203.641,0.463,
1202.602,0.4959,
1201.562,0.5149,
1200.522,0.5331,
1199.483,0.5621,
1198.443,0.581,
1197.403,0.594,
1196.364,0.6,
1195.324,0.608,
1194.285,0.62,
1193.245,0.634,
1192.205,0.646,
1191.166,0.6739,
1190.126,0.6941,
1189.086,0.717,
1188.047,0.733,
1187.007,0.752,
1185.967,0.77,
1184.928,0.781,
1183.888,0.796,
1182.849,0.807,
1181.809,0.811,
1180.769,0.822,
1179.730,0.833,
1178.690,0.84,
1177.650,0.845,
1176.611,0.853,
1175.571,0.857,
1174.531,0.863,
1173.492,0.868,
1172.452,0.873,
1171.412,0.876,
1170.373,0.883,
1169.333,0.886,
1168.294,0.888,
1167.254,0.889,
1166.214,0.896,
1165.175,0.899,
1164.135,0.902,
1163.095,0.905,
1162.056,0.906,
1161.016,0.909,
1159.976,0.912,
1158.937,0.917,
1157.897,0.918,
1156.858,0.918,
1155.818,0.92,
1154.778,0.922,
1153.739,0.923,
1152.699,0.923,
1151.659,0.926,
1150.620,0.929,
1149.580,0.931,
1148.540,0.932,
1147.501,0.932,
1146.461,0.934,
1145.421,0.934,
1144.382,0.934,
1143.342,0.934,
1142.303,0.932,
1141.263,0.932,
1140.223,0.932,
1139.184,0.934,
1138.144,0.934,
1137.104,0.935,
1136.065,0.937,
1135.025,0.937,
1133.985,0.937,
1132.946,0.937,
1131.906,0.937,
1130.867,0.935,
1129.827,0.934,
1128.787,0.932,
1127.748,0.931,
1126.708,0.929,
1125.668,0.926,
1124.629,0.922,
1123.589,0.917,
1122.549,0.912,
1121.510,0.911,
1120.470,0.908,
1119.430,0.903,
1118.391,0.9,
1117.351,0.897,
1116.312,0.896,
1115.272,0.889,
1114.232,0.886,
1113.193,0.882,
1112.153,0.877,
1111.113,0.87,
1110.074,0.862,
1109.034,0.853,
1107.994,0.845,
1106.955,0.836,
1105.915,0.825,
1104.876,0.81,
1103.836,0.795,
1102.796,0.792,
1101.757,0.784,
1100.717,0.752,
1099.677,0.715,
1098.638,0.683,
1097.598,0.6491,
1096.558,0.6169,
1095.519,0.5839,
1094.479,0.5449,
1093.439,0.5089,
1092.400,0.44,
1091.360,0.432,
1090.321,0.432,
1089.281,0.449,
1088.241,0.4899,
1087.202,0.5319,
1086.162,0.5732,
1085.122,0.6331,
1084.083,0.6751,
1083.043,0.7171,
1082.003,0.747,
1080.964,0.769,
1079.924,0.801,
1078.885,0.822,
1077.845,0.839,
1076.805,0.853,
1075.766,0.863,
1074.726,0.874,
1073.686,0.886,
1072.647,0.892,
1071.607,0.9,
1070.567,0.906,
1069.528,0.911,
1068.488,0.915,
1067.448,0.918,
1066.409,0.92,
1065.369,0.923,
1064.330,0.925,
1063.290,0.928,
1062.250,0.929,
1061.211,0.931,
1060.171,0.932,
1059.131,0.935,
1058.092,0.941,
1057.052,0.943,
1056.012,0.944,
1054.973,0.948,
1053.933,0.949,
1052.894,0.952,
1051.854,0.955,
1050.814,0.958,
1049.775,0.963,
1048.735,0.964,
1047.695,0.966,
1046.656,0.967,
1045.616,0.969,
1044.576,0.97,
1043.537,0.972,
1042.497,0.974,
1041.457,0.975,
1040.418,0.977,
1039.378,0.977,
1038.339,0.978,
1037.299,0.98,
1036.259,0.981,
1035.220,0.983,
1034.180,0.984,
1033.140,0.986,
1032.101,0.986,
1031.061,0.987,
1030.021,0.987,
1028.982,0.989,
1027.942,0.989,
1026.902,0.99,
1025.863,0.992,
1024.823,0.992,
1023.784,0.992,
1022.744,0.993,
1021.704,0.993,
1020.665,0.993,
1019.625,0.993,
1018.585,0.993,
1017.546,0.995,
1016.506,0.995,
1015.466,0.996,
1014.427,0.996,
1013.387,0.996,
1012.348,0.998,
1011.308,0.998,
1010.268,0.998,
1009.229,0.998,
1008.189,0.998,
1007.149,0.998,
1006.110,0.998,
1005.070,0.998,
1004.030,0.998,
1002.991,0.998,
1001.951,0.996,
1000.911,0.996,
999.872,0.995,
998.832,0.992,
997.793,0.99,
996.753,0.987,
995.713,0.986,
994.674,0.986,
993.634,0.983,
992.594,0.98,
991.555,0.978,
990.515,0.978,
989.475,0.977,
988.436,0.977,
987.396,0.977,
986.357,0.977,
985.317,0.977,
984.277,0.975,
983.238,0.974,
982.198,0.974,
981.158,0.972,
980.119,0.969,
979.079,0.967,
978.039,0.966,
977.000,0.964,
975.960,0.964,
974.920,0.964,
973.881,0.964,
972.841,0.966,
971.802,0.966,
970.762,0.967,
969.722,0.969,
968.683,0.97,
967.643,0.97,
966.603,0.972,
965.564,0.975,
964.524,0.977,
963.484,0.98,
962.445,0.983,
961.405,0.984,
960.366,0.986,
959.326,0.987,
958.286,0.987,
957.247,0.986,
956.207,0.986,
955.167,0.984,
954.128,0.981,
953.088,0.98,
952.048,0.978,
951.009,0.977,
949.969,0.969,
948.929,0.963,
947.890,0.961,
946.850,0.96,
945.811,0.958,
944.771,0.957,
943.731,0.955,
942.692,0.954,
941.652,0.951,
940.612,0.948,
939.573,0.948,
938.533,0.946,
937.493,0.944,
936.454,0.943,
935.414,0.941,
934.375,0.937,
933.335,0.934,
932.295,0.931,
931.256,0.929,
930.216,0.923,
929.176,0.92,
928.137,0.912,
927.097,0.911,
926.057,0.906,
925.018,0.9,
923.978,0.896,
922.938,0.888,
921.899,0.885,
920.859,0.877,
919.820,0.871,
918.780,0.863,
917.740,0.857,
916.701,0.851,
915.661,0.844,
914.621,0.834,
913.582,0.827,
912.542,0.818,
911.502,0.807,
910.463,0.796,
909.423,0.7849,
908.384,0.767,
907.344,0.761,
906.304,0.753,
905.265,0.743,
904.225,0.732,
903.185,0.721,
902.146,0.714,
901.106,0.706,
900.066,0.703,
899.027,0.703,
897.987,0.706,
896.947,0.7171,
895.908,0.7381,
894.868,0.756,
893.829,0.775,
892.789,0.79,
891.749,0.805,
890.710,0.819,
889.670,0.837,
888.630,0.862,
887.591,0.871,
886.551,0.882,
885.511,0.892,
884.472,0.902,
883.432,0.911,
882.393,0.92,
881.353,0.926,
880.313,0.932,
879.274,0.938,
878.234,0.943,
877.194,0.946,
876.155,0.949,
875.115,0.952,
874.075,0.954,
873.036,0.957,
871.996,0.958,
870.956,0.96,
869.917,0.963,
868.877,0.964,
867.838,0.966,
866.798,0.966,
865.758,0.967,
864.719,0.97,
863.679,0.974,
862.639,0.975,
861.600,0.977,
860.560,0.978,
859.520,0.984,
858.481,0.992,
857.441,0.993,
856.402,0.996,
855.362,0.998,
854.322,1,
853.283,1.001,
852.243,1.007,
851.203,1.009,
850.164,1.012,
849.124,1.015,
848.084,1.019,
847.045,1.022,
846.005,1.024,
844.965,1.024,
843.926,1.025,
842.886,1.025,
841.847,1.027,
840.807,1.027,
839.767,1.025,
838.728,1.024,
837.688,1.021,
836.648,1.019,
835.609,1.019,
834.569,1.018,
833.529,1.016,
832.490,1.016,
831.450,1.015,
830.411,1.013,
829.371,1.013,
828.331,1.012,
827.292,1.01,
826.252,1.01,
825.212,1.009,
824.173,1.009,
823.133,1.009,
822.093,1.009,
821.054,1.009,
820.014,1.009,
818.974,1.009,
817.935,1.007,
816.895,1.007,
815.856,1.007,
814.816,1.007,
813.776,1.007,
812.737,1.006,
811.697,1.004,
810.657,1.004,
809.618,1.004,
808.578,1.004,
807.538,1.004,
806.499,1.003,
805.459,1.001,
804.420,1.001,
803.380,1,
802.340,1,
801.301,0.998,
800.261,0.996,
799.221,0.993,
798.182,0.99,
797.142,0.984,
796.102,0.984,
795.063,0.978,
794.023,0.972,
792.983,0.963,
791.944,0.955,
790.904,0.949,
789.865,0.931,
788.825,0.92,
787.785,0.906,
786.746,0.899,
785.706,0.891,
784.666,0.889,
783.627,0.891,
782.587,0.899,
781.547,0.908,
780.508,0.918,
779.468,0.928,
778.429,0.938,
777.389,0.952,
776.349,0.957,
775.310,0.966,
774.270,0.974,
773.230,0.978,
772.191,0.984,
771.151,0.987,
770.111,0.993,
769.072,0.998,
768.032,1,
766.992,1,
765.953,1.001,
764.913,1.007,
763.874,1.007,
762.834,1.009,
761.794,1.012,
760.755,1.013,
759.715,1.013,
758.675,1.015,
757.636,1.016,
756.596,1.018,
755.556,1.018,
754.517,1.019,
753.477,1.021,
752.438,1.022,
751.398,1.022,
750.358,1.022,
749.319,1.024,
748.279,1.024,
747.239,1.025,
746.200,1.027,
745.160,1.027,
744.120,1.029,
743.081,1.03,
742.041,1.03,
741.001,1.03,
739.962,1.03,
738.922,1.03,
737.883,1.03,
736.843,1.032,
735.803,1.032,
734.764,1.032,
733.724,1.032,
732.684,1.032,
731.645,1.032,
730.605,1.032,
729.565,1.032,
728.526,1.032,
727.486,1.032,
726.447,1.032,
725.407,1.032,
724.367,1.032,
723.328,1.032,
722.288,1.032,
721.248,1.033,
720.209,1.033,
719.169,1.033,
718.129,1.032,
717.090,1.032,
716.050,1.033,
715.010,1.033,
713.971,1.033,
712.931,1.033,
711.892,1.033,
710.852,1.033,
709.812,1.033,
708.773,1.035,
707.733,1.035,
706.693,1.033,
705.654,1.033,
704.614,1.032,
703.574,1.032,
702.535,1.032,
701.495,1.032,
700.456,1.032,
699.416,1.032,
698.376,1.032,
697.337,1.032,
696.297,1.032,
695.257,1.032,
694.218,1.032,
693.178,1.032,
692.138,1.032,
691.099,1.032,
690.059,1.032,
689.019,1.032,
687.980,1.032,
686.940,1.03,
685.901,1.03,
684.861,1.029,
683.821,1.027,
682.782,1.027,
681.742,1.025,
680.702,1.025,
679.663,1.024,
678.623,1.024,
677.583,1.022,
676.544,1.022,
675.504,1.022,
674.465,1.021,
673.425,1.019,
672.385,1.018,
671.346,1.016,
670.306,1.016,
669.266,1.015,
668.227,1.013,
667.187,1.012,
666.147,1.01,
665.108,1.007,
664.068,1.006,
663.028,1.001,
661.989,0.996,
660.949,0.993,
659.910,0.98,
658.870,0.974,
657.830,0.966,
656.791,0.957,
655.751,0.955,
654.711,0.954,
653.672,0.955,
652.632,0.958,
651.592,0.992,
650.553,0.998,
649.513,1.0031,
648.474,1.0121,
647.434,1.027,
646.394,1.03,
645.355,1.032,
644.315,1.033,
643.275,1.033,
642.236,1.035,
641.196,1.036,
640.156,1.038,
639.117,1.041,
638.077,1.042,
637.037,1.044,
635.998,1.045,
634.958,1.047,
633.919,1.048,
632.879,1.05,
631.839,1.05,
630.800,1.051,
629.760,1.051,
628.720,1.051,
627.681,1.053,
626.641,1.056,
625.601,1.056,
624.562,1.056,
623.522,1.056,
622.483,1.056,
621.443,1.056,
620.403,1.056,
619.364,1.056,
618.324,1.058,
617.284,1.058,
616.245,1.056,
615.205,1.056,
614.165,1.055,
613.126,1.055,
612.086,1.055,
611.046,1.055,
610.007,1.053,
608.967,1.053,
607.928,1.053,
606.888,1.051,
605.848,1.051,
604.809,1.05,
603.769,1.05,
602.729,1.048,
601.690,1.047,
600.650,1.047,
599.610,1.042,
598.571,1.039,
597.531,1.036,
596.492,1.035,
595.452,1.033,
594.412,1.032,
593.373,1.03,
592.333,1.03,
591.293,1.03,
590.254,1.03,
589.214,1.03,
588.174,1.029,
587.135,1.027,
586.095,1.025,
585.055,1.024,
584.016,1.024,
582.976,1.022,
581.937,1.021,
580.897,1.021,
579.857,1.019,
578.818,1.019,
577.778,1.016,
576.738,1.013,
575.699,1.012,
574.659,1.009,
573.619,1.007,
572.580,1.007,
571.540,1.006,
570.501,1.001,
569.461,1,
568.421,0.995,
567.382,0.992,
566.342,0.989,
565.302,0.986,
564.263,0.983,
563.223,0.978,
562.183,0.975,
561.144,0.97,
560.104,0.966,
559.064,0.961,
558.025,0.957,
556.985,0.949,
555.946,0.943,
554.906,0.935,
553.866,0.928,
552.827,0.918,
551.787,0.908,
550.747,0.8959,
549.708,0.874,
548.668,0.853,
547.628,0.831,
546.589,0.811,
545.549,0.7879,
544.510,0.7609,
543.470,0.7298,
542.430,0.6938,
541.391,0.6488,
540.351,0.5928,
539.311,0.5208,
538.272,0.3909,
537.232,0.325,
536.192,0.275,
535.153,0.2197,
534.113,0.1768,
533.073,0.143,
532.034,0.139,
530.994,0.1391,
529.955,0.1713,
528.915,0.2761,
527.875,0.3481,
526.836,0.4171,
525.796,0.498,
524.756,0.5302,
523.717,0.5613,
522.677,0.6073,
521.637,0.6651,
520.598,0.6862,
519.558,0.7441,
518.519,0.781,
517.479,0.802,
516.439,0.819,
515.400,0.834,
514.360,0.8481,
513.320,0.8621,
512.281,0.873,
511.241,0.882,
510.201,0.889,
509.162,0.897,
508.122,0.902,
507.082,0.908,
506.043,0.912,
505.003,0.917,
503.964,0.92,
502.924,0.923,
501.884,0.926,
500.845,0.928,
499.805,0.929,
498.765,0.931,
497.726,0.931,
496.686,0.929,
495.646,0.922,
494.607,0.9,
493.567,0.8849,
492.528,0.874,
491.488,0.873,
490.448,0.874,
489.409,0.8851,
488.369,0.903,
487.329,0.912,
486.290,0.922,
485.250,0.932,
484.210,0.941,
483.171,0.951,
482.131,0.958,
481.091,0.964,
480.052,0.969,
479.012,0.974,
477.973,0.977,
476.933,0.98,
475.893,0.983,
474.854,0.984,
473.814,0.986,
472.774,0.987,
471.735,0.989,
470.695,0.99,
469.655,0.992,
468.616,0.995,
467.576,0.995,
466.537,0.996,
465.497,0.996,
464.457,0.998,
463.418,0.998,
462.378,0.998,
461.338,0.998,
460.299,0.998,
459.259,0.998,
458.219,0.998,
457.180,0.996,
456.140,0.995,
455.100,0.993,
454.061,0.992,
453.021,0.99,
451.982,0.987,
450.942,0.986,
449.902,0.984,
448.863,0.983,
447.823,0.981,
446.783,0.981,
445.744,0.98,
444.704,0.98,
443.664,0.98,
442.625,0.978,
441.585,0.978,
440.546,0.978,
439.506,0.98,
438.466,0.98,
437.427,0.98,
436.387,0.981,
435.347,0.981,
434.308,0.981,
433.268,0.983,
432.228,0.983,
431.189,0.981,
430.149,0.978,
429.109,0.974,
428.070,0.967,
427.030,0.964,
425.991,0.96,
424.951,0.955,
423.911,0.951,
422.872,0.946,
421.832,0.94,
