,cavity_after2,
Wavenumbers [1/cm],Transmittance %,
4215.000,6.87,
4214.000,6.98,
4213.000,7.09,
4212.000,7.2,
4211.000,7.31,
4210.000,7.43,
4209.000,7.55,
4208.000,7.66,
4207.000,7.78,
4206.000,7.9,
4205.000,8.03,
4204.000,8.15,
4203.000,8.27,
4202.000,8.4,
4201.000,8.52,
4200.000,8.65,
4199.000,8.78,
4198.000,8.91,
4197.000,9.03,
4196.000,9.16,
4195.000,9.29,
4194.000,9.42,
4193.000,9.55,
4192.000,9.68,
4191.000,9.82,
4190.000,9.95,
4189.000,10.08,
4188.000,10.21,
4187.000,10.35,
4186.000,10.48,
4185.000,10.61,
4184.000,10.75,
4183.000,10.88,
4182.000,11.02,
4181.000,11.15,
4180.000,11.29,
4179.000,11.42,
4178.000,11.56,
4177.000,11.69,
4176.000,11.82,
4175.000,11.95,
4174.000,12.08,
4173.000,12.2,
4172.000,12.32,
4171.000,12.44,
4170.000,12.56,
4169.000,12.67,
4168.000,12.77,
4167.000,12.86,
4166.000,12.95,
4165.000,13.03,
4164.000,13.1,
4163.000,13.16,
4162.000,13.21,
4161.000,13.25,
4160.000,13.28,
4159.000,13.29,
4158.000,13.29,
4157.000,13.27,
4156.000,13.24,
4155.000,13.19,
4154.000,13.13,
4153.000,13.05,
4152.000,12.96,
4151.000,12.85,
4150.000,12.72,
4149.000,12.58,
4148.000,12.42,
4147.000,12.26,
4146.000,12.07,
4145.000,11.88,
4144.000,11.68,
4143.000,11.46,
4142.000,11.24,
4141.000,11.01,
4140.000,10.77,
4139.000,10.52,
4138.000,10.28,
4137.000,10.02,
4136.000,9.77,
4135.000,9.51,
4134.000,9.25,
4133.000,9,
4132.000,8.74,
4131.000,8.49,
4130.000,8.24,
4129.000,8,
4128.000,7.77,
4127.000,7.53,
4126.000,7.31,
4125.000,7.09,
4124.000,6.88,
4123.000,6.67,
4122.000,6.47,
4121.000,6.27,
4120.000,6.09,
4119.000,5.9,
4118.000,5.73,
4117.000,5.56,
4116.000,5.39,
4115.000,5.24,
4114.000,5.09,
4113.000,4.94,
4112.000,4.8,
4111.000,4.67,
4110.000,4.54,
4109.000,4.41,
4108.000,4.29,
4107.000,4.18,
4106.000,4.08,
4105.000,3.97,
4104.000,3.88,
4103.000,3.78,
4102.000,3.69,
4101.000,3.6,
4100.000,3.52,
4099.000,3.44,
4098.000,3.36,
4097.000,3.29,
4096.000,3.22,
4095.000,3.16,
4094.000,3.1,
4093.000,3.04,
4092.000,2.98,
4091.000,2.93,
4090.000,2.88,
4089.000,2.83,
4088.000,2.78,
4087.000,2.73,
4086.000,2.69,
4085.000,2.65,
4084.000,2.61,
4083.000,2.58,
4082.000,2.55,
4081.000,2.51,
4080.000,2.48,
4079.000,2.45,
4078.000,2.43,
4077.000,2.4,
4076.000,2.38,
4075.000,2.36,
4074.000,2.33,
4073.000,2.31,
4072.000,2.29,
4071.000,2.28,
4070.000,2.26,
4069.000,2.25,
4068.000,2.23,
4067.000,2.22,
4066.000,2.2,
4065.000,2.19,
4064.000,2.18,
4063.000,2.18,
4062.000,2.17,
4061.000,2.16,
4060.000,2.16,
4059.000,2.15,
4058.000,2.15,
4057.000,2.14,
4056.000,2.14,
4055.000,2.14,
4054.000,2.14,
4053.000,2.15,
4052.000,2.15,
4051.000,2.15,
4050.000,2.16,
4049.000,2.16,
4048.000,2.17,
4047.000,2.18,
4046.000,2.19,
4045.000,2.2,
4044.000,2.21,
4043.000,2.22,
4042.000,2.24,
4041.000,2.26,
4040.000,2.27,
4039.000,2.29,
4038.000,2.31,
4037.000,2.33,
4036.000,2.36,
4035.000,2.38,
4034.000,2.41,
4033.000,2.43,
4032.000,2.46,
4031.000,2.5,
4030.000,2.53,
4029.000,2.56,
4028.000,2.6,
4027.000,2.64,
4026.000,2.68,
4025.000,2.72,
4024.000,2.77,
4023.000,2.82,
4022.000,2.87,
4021.000,2.92,
4020.000,2.97,
4019.000,3.03,
4018.000,3.08,
4017.000,3.14,
4016.000,3.2,
4015.000,3.26,
4014.000,3.33,
4013.000,3.4,
4012.000,3.47,
4011.000,3.54,
4010.000,3.61,
4009.000,3.69,
4008.000,3.77,
4007.000,3.85,
4006.000,3.93,
4005.000,4.01,
4004.000,4.1,
4003.000,4.19,
4002.000,4.28,
4001.000,4.37,
4000.000,4.46,
3999.000,4.56,
3998.000,4.66,
3997.000,4.76,
3996.000,4.86,
3995.000,4.96,
3994.000,5.06,
3993.000,5.17,
3992.000,5.27,
3991.000,5.38,
3990.000,5.48,
3989.000,5.59,
3988.000,5.7,
3987.000,5.81,
3986.000,5.91,
3985.000,6.02,
3984.000,6.13,
3983.000,6.24,
3982.000,6.35,
3981.000,6.46,
3980.000,6.57,
3979.000,6.68,
3978.000,6.79,
3977.000,6.91,
3976.000,7.02,
3975.000,7.14,
3974.000,7.25,
3973.000,7.37,
3972.000,7.49,
3971.000,7.61,
3970.000,7.73,
3969.000,7.85,
3968.000,7.97,
3967.000,8.1,
3966.000,8.22,
3965.000,8.34,
3964.000,8.46,
3963.000,8.59,
3962.000,8.71,
3961.000,8.84,
3960.000,8.96,
3959.000,9.09,
3958.000,9.21,
3957.000,9.34,
3956.000,9.46,
3955.000,9.58,
3954.000,9.71,
3953.000,9.83,
3952.000,9.96,
3951.000,10.09,
3950.000,10.22,
3949.000,10.36,
3948.000,10.51,
3947.000,10.66,
3946.000,10.8,
3945.000,10.94,
3944.000,11.07,
3943.000,11.21,
3942.000,11.35,
3941.000,11.5,
3940.000,11.64,
3939.000,11.78,
3938.000,11.9,
3937.000,12.02,
3936.000,12.13,
3935.000,12.23,
3934.000,12.32,
3933.000,12.4,
3932.000,12.49,
3931.000,12.57,
3930.000,12.64,
3929.000,12.69,
3928.000,12.73,
3927.000,12.73,
3926.000,12.71,
3925.000,12.68,
3924.000,12.65,
3923.000,12.59,
3922.000,12.52,
3921.000,12.43,
3920.000,12.31,
3919.000,12.16,
3918.000,11.99,
3917.000,11.8,
3916.000,11.6,
3915.000,11.38,
3914.000,11.15,
3913.000,10.91,
3912.000,10.65,
3911.000,10.38,
3910.000,10.11,
3909.000,9.85,
3908.000,9.58,
3907.000,9.32,
3906.000,9.06,
3905.000,8.79,
3904.000,8.51,
3903.000,8.23,
3902.000,7.95,
3901.000,7.68,
3900.000,7.4,
3899.000,7.13,
3898.000,6.87,
3897.000,6.62,
3896.000,6.39,
3895.000,6.17,
3894.000,5.96,
3893.000,5.76,
3892.000,5.56,
3891.000,5.36,
3890.000,5.18,
3889.000,5,
3888.000,4.84,
3887.000,4.68,
3886.000,4.53,
3885.000,4.38,
3884.000,4.23,
3883.000,4.1,
3882.000,3.97,
3881.000,3.85,
3880.000,3.73,
3879.000,3.61,
3878.000,3.51,
3877.000,3.41,
3876.000,3.32,
3875.000,3.23,
3874.000,3.15,
3873.000,3.07,
3872.000,3,
3871.000,2.93,
3870.000,2.86,
3869.000,2.79,
3868.000,2.73,
3867.000,2.66,
3866.000,2.61,
3865.000,2.55,
3864.000,2.49,
3863.000,2.44,
3862.000,2.39,
3861.000,2.34,
3860.000,2.3,
3859.000,2.27,
3858.000,2.24,
3857.000,2.22,
3856.000,2.19,
3855.000,2.16,
3854.000,2.13,
3853.000,2.1,
3852.000,2.06,
3851.000,2.03,
3850.000,2,
3849.000,1.97,
3848.000,1.94,
3847.000,1.92,
3846.000,1.89,
3845.000,1.88,
3844.000,1.86,
3843.000,1.85,
3842.000,1.84,
3841.000,1.82,
3840.000,1.81,
3839.000,1.8,
3838.000,1.79,
3837.000,1.79,
3836.000,1.78,
3835.000,1.77,
3834.000,1.76,
3833.000,1.75,
3832.000,1.74,
3831.000,1.73,
3830.000,1.73,
3829.000,1.72,
3828.000,1.71,
3827.000,1.71,
3826.000,1.71,
3825.000,1.72,
3824.000,1.72,
3823.000,1.72,
3822.000,1.72,
3821.000,1.73,
3820.000,1.74,
3819.000,1.75,
3818.000,1.75,
3817.000,1.76,
3816.000,1.77,
3815.000,1.77,
3814.000,1.78,
3813.000,1.79,
3812.000,1.8,
3811.000,1.81,
3810.000,1.83,
3809.000,1.84,
3808.000,1.86,
3807.000,1.88,
3806.000,1.91,
3805.000,1.93,
3804.000,1.95,
3803.000,1.98,
3802.000,2.01,
3801.000,2.04,
3800.000,2.07,
3799.000,2.09,
3798.000,2.12,
3797.000,2.15,
3796.000,2.18,
3795.000,2.21,
3794.000,2.25,
3793.000,2.29,
3792.000,2.33,
3791.000,2.37,
3790.000,2.42,
3789.000,2.46,
3788.000,2.51,
3787.000,2.57,
3786.000,2.63,
3785.000,2.69,
3784.000,2.76,
3783.000,2.82,
3782.000,2.89,
3781.000,2.96,
3780.000,3.03,
3779.000,3.1,
3778.000,3.17,
3777.000,3.25,
3776.000,3.33,
3775.000,3.41,
3774.000,3.5,
3773.000,3.59,
3772.000,3.68,
3771.000,3.78,
3770.000,3.88,
3769.000,3.97,
3768.000,4.07,
3767.000,4.16,
3766.000,4.26,
3765.000,4.36,
3764.000,4.46,
3763.000,4.56,
3762.000,4.67,
3761.000,4.78,
3760.000,4.89,
3759.000,5.01,
3758.000,5.13,
3757.000,5.26,
3756.000,5.39,
3755.000,5.53,
3754.000,5.67,
3753.000,5.82,
3752.000,5.97,
3751.000,6.13,
3750.000,6.3,
3749.000,6.46,
3748.000,6.61,
3747.000,6.74,
3746.000,6.87,
3745.000,7.01,
3744.000,7.15,
3743.000,7.29,
3742.000,7.41,
3741.000,7.52,
3740.000,7.63,
3739.000,7.74,
3738.000,7.84,
3737.000,7.96,
3736.000,8.09,
3735.000,8.23,
3734.000,8.37,
3733.000,8.51,
3732.000,8.64,
3731.000,8.79,
3730.000,8.95,
3729.000,9.09,
3728.000,9.21,
3727.000,9.29,
3726.000,9.38,
3725.000,9.49,
3724.000,9.63,
3723.000,9.8,
3722.000,9.97,
3721.000,10.15,
3720.000,10.31,
3719.000,10.48,
3718.000,10.64,
3717.000,10.8,
3716.000,10.95,
3715.000,11.08,
3714.000,11.18,
3713.000,11.3,
3712.000,11.43,
3711.000,11.6,
3710.000,11.78,
3709.000,11.93,
3708.000,12.05,
3707.000,12.13,
3706.000,12.17,
3705.000,12.18,
3704.000,12.17,
3703.000,12.14,
3702.000,12.12,
3701.000,12.09,
3700.000,12.06,
3699.000,12,
3698.000,11.91,
3697.000,11.78,
3696.000,11.64,
3695.000,11.47,
3694.000,11.29,
3693.000,11.1,
3692.000,10.88,
3691.000,10.64,
3690.000,10.39,
3689.000,10.11,
3688.000,9.81,
3687.000,9.52,
3686.000,9.23,
3685.000,8.94,
3684.000,8.65,
3683.000,8.35,
3682.000,8.05,
3681.000,7.77,
3680.000,7.5,
3679.000,7.25,
3678.000,7,
3677.000,6.75,
3676.000,6.48,
3675.000,6.21,
3674.000,5.95,
3673.000,5.71,
3672.000,5.49,
3671.000,5.28,
3670.000,5.05,
3669.000,4.83,
3668.000,4.61,
3667.000,4.42,
3666.000,4.24,
3665.000,4.08,
3664.000,3.93,
3663.000,3.78,
3662.000,3.64,
3661.000,3.52,
3660.000,3.4,
3659.000,3.29,
3658.000,3.19,
3657.000,3.09,
3656.000,2.99,
3655.000,2.9,
3654.000,2.81,
3653.000,2.74,
3652.000,2.67,
3651.000,2.6,
3650.000,2.53,
3649.000,2.46,
3648.000,2.39,
3647.000,2.32,
3646.000,2.26,
3645.000,2.2,
3644.000,2.14,
3643.000,2.09,
3642.000,2.04,
3641.000,1.99,
3640.000,1.95,
3639.000,1.91,
3638.000,1.87,
3637.000,1.84,
3636.000,1.8,
3635.000,1.77,
3634.000,1.74,
3633.000,1.71,
3632.000,1.69,
3631.000,1.66,
3630.000,1.64,
3629.000,1.61,
3628.000,1.59,
3627.000,1.57,
3626.000,1.54,
3625.000,1.52,
3624.000,1.49,
3623.000,1.47,
3622.000,1.45,
3621.000,1.44,
3620.000,1.42,
3619.000,1.41,
3618.000,1.4,
3617.000,1.39,
3616.000,1.38,
3615.000,1.37,
3614.000,1.36,
3613.000,1.35,
3612.000,1.34,
3611.000,1.33,
3610.000,1.32,
3609.000,1.31,
3608.000,1.31,
3607.000,1.3,
3606.000,1.29,
3605.000,1.28,
3604.000,1.28,
3603.000,1.27,
3602.000,1.27,
3601.000,1.26,
3600.000,1.26,
3599.000,1.26,
3598.000,1.26,
3597.000,1.25,
3596.000,1.25,
3595.000,1.25,
3594.000,1.25,
3593.000,1.25,
3592.000,1.26,
3591.000,1.26,
3590.000,1.27,
3589.000,1.27,
3588.000,1.27,
3587.000,1.28,
3586.000,1.28,
3585.000,1.29,
3584.000,1.29,
3583.000,1.3,
3582.000,1.3,
3581.000,1.31,
3580.000,1.32,
3579.000,1.33,
3578.000,1.34,
3577.000,1.35,
3576.000,1.36,
3575.000,1.38,
3574.000,1.39,
3573.000,1.41,
3572.000,1.43,
3571.000,1.45,
3570.000,1.47,
3569.000,1.49,
3568.000,1.51,
3567.000,1.53,
3566.000,1.56,
3565.000,1.58,
3564.000,1.61,
3563.000,1.63,
3562.000,1.66,
3561.000,1.69,
3560.000,1.72,
3559.000,1.76,
3558.000,1.79,
3557.000,1.83,
3556.000,1.87,
3555.000,1.91,
3554.000,1.95,
3553.000,2,
3552.000,2.05,
3551.000,2.1,
3550.000,2.15,
3549.000,2.2,
3548.000,2.26,
3547.000,2.31,
3546.000,2.37,
3545.000,2.43,
3544.000,2.49,
3543.000,2.55,
3542.000,2.61,
3541.000,2.68,
3540.000,2.74,
3539.000,2.81,
3538.000,2.88,
3537.000,2.95,
3536.000,3.02,
3535.000,3.09,
3534.000,3.17,
3533.000,3.24,
3532.000,3.32,
3531.000,3.39,
3530.000,3.47,
3529.000,3.55,
3528.000,3.63,
3527.000,3.71,
3526.000,3.79,
3525.000,3.87,
3524.000,3.95,
3523.000,4.04,
3522.000,4.12,
3521.000,4.2,
3520.000,4.29,
3519.000,4.37,
3518.000,4.45,
3517.000,4.53,
3516.000,4.62,
3515.000,4.71,
3514.000,4.8,
3513.000,4.89,
3512.000,4.98,
3511.000,5.08,
3510.000,5.17,
3509.000,5.27,
3508.000,5.36,
3507.000,5.46,
3506.000,5.55,
3505.000,5.65,
3504.000,5.75,
3503.000,5.85,
3502.000,5.96,
3501.000,6.07,
3500.000,6.17,
3499.000,6.28,
3498.000,6.38,
3497.000,6.49,
3496.000,6.59,
3495.000,6.7,
3494.000,6.81,
3493.000,6.92,
3492.000,7.02,
3491.000,7.13,
3490.000,7.24,
3489.000,7.35,
3488.000,7.46,
3487.000,7.57,
3486.000,7.67,
3485.000,7.77,
3484.000,7.87,
3483.000,7.96,
3482.000,8.05,
3481.000,8.14,
3480.000,8.23,
3479.000,8.31,
3478.000,8.37,
3477.000,8.43,
3476.000,8.48,
3475.000,8.52,
3474.000,8.55,
3473.000,8.57,
3472.000,8.57,
3471.000,8.56,
3470.000,8.54,
3469.000,8.5,
3468.000,8.44,
3467.000,8.37,
3466.000,8.28,
3465.000,8.17,
3464.000,8.04,
3463.000,7.91,
3462.000,7.75,
3461.000,7.59,
3460.000,7.41,
3459.000,7.22,
3458.000,7.03,
3457.000,6.83,
3456.000,6.62,
3455.000,6.4,
3454.000,6.19,
3453.000,5.98,
3452.000,5.77,
3451.000,5.56,
3450.000,5.35,
3449.000,5.15,
3448.000,4.95,
3447.000,4.75,
3446.000,4.56,
3445.000,4.38,
3444.000,4.21,
3443.000,4.04,
3442.000,3.88,
3441.000,3.72,
3440.000,3.58,
3439.000,3.43,
3438.000,3.3,
3437.000,3.17,
3436.000,3.05,
3435.000,2.93,
3434.000,2.82,
3433.000,2.71,
3432.000,2.61,
3431.000,2.51,
3430.000,2.42,
3429.000,2.34,
3428.000,2.26,
3427.000,2.18,
3426.000,2.11,
3425.000,2.04,
3424.000,1.98,
3423.000,1.92,
3422.000,1.86,
3421.000,1.8,
3420.000,1.75,
3419.000,1.7,
3418.000,1.66,
3417.000,1.62,
3416.000,1.58,
3415.000,1.54,
3414.000,1.51,
3413.000,1.48,
3412.000,1.45,
3411.000,1.42,
3410.000,1.39,
3409.000,1.37,
3408.000,1.35,
3407.000,1.33,
3406.000,1.31,
3405.000,1.29,
3404.000,1.27,
3403.000,1.26,
3402.000,1.25,
3401.000,1.23,
3400.000,1.22,
3399.000,1.21,
3398.000,1.2,
3397.000,1.19,
3396.000,1.17,
3395.000,1.16,
3394.000,1.15,
3393.000,1.14,
3392.000,1.12,
3391.000,1.11,
3390.000,1.1,
3389.000,1.09,
3388.000,1.08,
3387.000,1.07,
3386.000,1.06,
3385.000,1.05,
3384.000,1.04,
3383.000,1.04,
3382.000,1.03,
3381.000,1.02,
3380.000,1.01,
3379.000,1.01,
3378.000,1,
3377.000,1,
3376.000,0.99,
3375.000,0.99,
3374.000,0.98,
3373.000,0.98,
3372.000,0.98,
3371.000,0.98,
3370.000,0.97,
3369.000,0.97,
3368.000,0.97,
3367.000,0.97,
3366.000,0.97,
3365.000,0.97,
3364.000,0.96,
3363.000,0.97,
3362.000,0.97,
3361.000,0.97,
3360.000,0.97,
3359.000,0.98,
3358.000,0.98,
3357.000,0.98,
3356.000,0.99,
3355.000,0.99,
3354.000,1,
3353.000,1,
3352.000,1.01,
3351.000,1.01,
3350.000,1.02,
3349.000,1.03,
3348.000,1.04,
3347.000,1.05,
3346.000,1.06,
3345.000,1.07,
3344.000,1.08,
3343.000,1.09,
3342.000,1.11,
3341.000,1.12,
3340.000,1.14,
3339.000,1.15,
3338.000,1.17,
3337.000,1.19,
3336.000,1.21,
3335.000,1.23,
3334.000,1.25,
3333.000,1.27,
3332.000,1.3,
3331.000,1.32,
3330.000,1.35,
3329.000,1.38,
3328.000,1.41,
3327.000,1.44,
3326.000,1.48,
3325.000,1.51,
3324.000,1.55,
3323.000,1.59,
3322.000,1.63,
3321.000,1.67,
3320.000,1.72,
3319.000,1.77,
3318.000,1.82,
3317.000,1.87,
3316.000,1.93,
3315.000,1.99,
3314.000,2.05,
3313.000,2.11,
3312.000,2.18,
3311.000,2.24,
3310.000,2.31,
3309.000,2.38,
3308.000,2.46,
3307.000,2.53,
3306.000,2.61,
3305.000,2.69,
3304.000,2.77,
3303.000,2.85,
3302.000,2.94,
3301.000,3.02,
3300.000,3.11,
3299.000,3.2,
3298.000,3.29,
3297.000,3.38,
3296.000,3.47,
3295.000,3.57,
3294.000,3.66,
3293.000,3.76,
3292.000,3.85,
3291.000,3.95,
3290.000,4.05,
3289.000,4.14,
3288.000,4.24,
3287.000,4.33,
3286.000,4.43,
3285.000,4.53,
3284.000,4.63,
3283.000,4.74,
3282.000,4.84,
3281.000,4.94,
3280.000,5.05,
3279.000,5.15,
3278.000,5.26,
3277.000,5.36,
3276.000,5.47,
3275.000,5.57,
3274.000,5.68,
3273.000,5.79,
3272.000,5.9,
3271.000,6.02,
3270.000,6.13,
3269.000,6.24,
3268.000,6.35,
3267.000,6.46,
3266.000,6.58,
3265.000,6.69,
3264.000,6.81,
3263.000,6.93,
3262.000,7.04,
3261.000,7.16,
3260.000,7.27,
3259.000,7.39,
3258.000,7.5,
3257.000,7.61,
3256.000,7.72,
3255.000,7.82,
3254.000,7.92,
3253.000,8.01,
3252.000,8.09,
3251.000,8.17,
3250.000,8.24,
3249.000,8.29,
3248.000,8.34,
3247.000,8.36,
3246.000,8.38,
3245.000,8.38,
3244.000,8.36,
3243.000,8.32,
3242.000,8.27,
3241.000,8.19,
3240.000,8.1,
3239.000,7.98,
3238.000,7.85,
3237.000,7.7,
3236.000,7.53,
3235.000,7.35,
3234.000,7.16,
3233.000,6.95,
3232.000,6.74,
3231.000,6.52,
3230.000,6.3,
3229.000,6.07,
3228.000,5.85,
3227.000,5.62,
3226.000,5.4,
3225.000,5.18,
3224.000,4.96,
3223.000,4.75,
3222.000,4.55,
3221.000,4.35,
3220.000,4.16,
3219.000,3.98,
3218.000,3.81,
3217.000,3.64,
3216.000,3.48,
3215.000,3.33,
3214.000,3.19,
3213.000,3.05,
3212.000,2.92,
3211.000,2.8,
3210.000,2.68,
3209.000,2.57,
3208.000,2.47,
3207.000,2.37,
3206.000,2.28,
3205.000,2.2,
3204.000,2.11,
3203.000,2.04,
3202.000,1.96,
3201.000,1.9,
3200.000,1.83,
3199.000,1.77,
3198.000,1.71,
3197.000,1.66,
3196.000,1.61,
3195.000,1.56,
3194.000,1.51,
3193.000,1.47,
3192.000,1.43,
3191.000,1.39,
3190.000,1.35,
3189.000,1.32,
3188.000,1.28,
3187.000,1.25,
3186.000,1.22,
3185.000,1.2,
3184.000,1.17,
3183.000,1.15,
3182.000,1.13,
3181.000,1.1,
3180.000,1.08,
3179.000,1.06,
3178.000,1.04,
3177.000,1.02,
3176.000,1,
3175.000,0.99,
3174.000,0.97,
3173.000,0.96,
3172.000,0.94,
3171.000,0.93,
3170.000,0.91,
3169.000,0.9,
3168.000,0.89,
3167.000,0.88,
3166.000,0.87,
3165.000,0.86,
3164.000,0.85,
3163.000,0.84,
3162.000,0.83,
3161.000,0.83,
3160.000,0.82,
3159.000,0.81,
3158.000,0.81,
3157.000,0.8,
3156.000,0.8,
3155.000,0.79,
3154.000,0.79,
3153.000,0.78,
3152.000,0.78,
3151.000,0.77,
3150.000,0.77,
3149.000,0.77,
3148.000,0.77,
3147.000,0.77,
3146.000,0.77,
3145.000,0.76,
3144.000,0.76,
3143.000,0.76,
3142.000,0.77,
3141.000,0.77,
3140.000,0.77,
3139.000,0.77,
3138.000,0.77,
3137.000,0.77,
3136.000,0.77,
3135.000,0.78,
3134.000,0.78,
3133.000,0.79,
3132.000,0.79,
3131.000,0.8,
3130.000,0.8,
3129.000,0.81,
3128.000,0.81,
3127.000,0.82,
3126.000,0.83,
3125.000,0.84,
3124.000,0.85,
3123.000,0.86,
3122.000,0.87,
3121.000,0.88,
3120.000,0.9,
3119.000,0.91,
3118.000,0.92,
3117.000,0.94,
3116.000,0.96,
3115.000,0.97,
3114.000,0.99,
3113.000,1.01,
3112.000,1.03,
3111.000,1.06,
3110.000,1.08,
3109.000,1.11,
3108.000,1.13,
3107.000,1.17,
3106.000,1.2,
3105.000,1.23,
3104.000,1.27,
3103.000,1.31,
3102.000,1.35,
3101.000,1.39,
3100.000,1.44,
3099.000,1.49,
3098.000,1.54,
3097.000,1.6,
3096.000,1.66,
3095.000,1.72,
3094.000,1.78,
3093.000,1.85,
3092.000,1.92,
3091.000,1.99,
3090.000,2.07,
3089.000,2.15,
3088.000,2.23,
3087.000,2.31,
3086.000,2.4,
3085.000,2.48,
3084.000,2.57,
3083.000,2.66,
3082.000,2.75,
3081.000,2.85,
3080.000,2.94,
3079.000,3.03,
3078.000,3.13,
3077.000,3.23,
3076.000,3.32,
3075.000,3.42,
3074.000,3.52,
3073.000,3.61,
3072.000,3.71,
3071.000,3.81,
3070.000,3.9,
3069.000,4,
3068.000,4.1,
3067.000,4.19,
3066.000,4.29,
3065.000,4.39,
3064.000,4.48,
3063.000,4.58,
3062.000,4.68,
3061.000,4.78,
3060.000,4.87,
3059.000,4.97,
3058.000,5.07,
3057.000,5.18,
3056.000,5.28,
3055.000,5.39,
3054.000,5.49,
3053.000,5.6,
3052.000,5.71,
3051.000,5.82,
3050.000,5.93,
3049.000,6.04,
3048.000,6.14,
3047.000,6.24,
3046.000,6.33,
3045.000,6.41,
3044.000,6.48,
3043.000,6.53,
3042.000,6.56,
3041.000,6.57,
3040.000,6.55,
3039.000,6.5,
3038.000,6.42,
3037.000,6.31,
3036.000,6.18,
3035.000,6.01,
3034.000,5.83,
3033.000,5.62,
3032.000,5.4,
3031.000,5.16,
3030.000,4.92,
3029.000,4.68,
3028.000,4.43,
3027.000,4.19,
3026.000,3.95,
3025.000,3.73,
3024.000,3.5,
3023.000,3.29,
3022.000,3.09,
3021.000,2.9,
3020.000,2.72,
3019.000,2.55,
3018.000,2.39,
3017.000,2.24,
3016.000,2.1,
3015.000,1.97,
3014.000,1.85,
3013.000,1.74,
3012.000,1.63,
3011.000,1.53,
3010.000,1.45,
3009.000,1.36,
3008.000,1.29,
3007.000,1.22,
3006.000,1.15,
3005.000,1.1,
3004.000,1.04,
3003.000,0.99,
3002.000,0.94,
3001.000,0.9,
3000.000,0.86,
2999.000,0.82,
2998.000,0.79,
2997.000,0.76,
2996.000,0.73,
2995.000,0.7,
2994.000,0.68,
2993.000,0.66,
2992.000,0.64,
2991.000,0.62,
2990.000,0.6,
2989.000,0.58,
2988.000,0.57,
2987.000,0.56,
2986.000,0.55,
2985.000,0.53,
2984.000,0.52,
2983.000,0.51,
2982.000,0.5,
2981.000,0.49,
2980.000,0.48,
2979.000,0.48,
2978.000,0.47,
2977.000,0.46,
2976.000,0.44,
2975.000,0.43,
2974.000,0.42,
2973.000,0.4,
2972.000,0.38,
2971.000,0.35,
2970.000,0.33,
2969.000,0.3,
2968.000,0.27,
2967.000,0.24,
2966.000,0.22,
2965.000,0.19,
2964.000,0.16,
2963.000,0.14,
2962.000,0.12,
2961.000,0.11,
2960.000,0.1,
2959.000,0.08,
2958.000,0.07,
2957.000,0.07,
2956.000,0.06,
2955.000,0.05,
2954.000,0.05,
2953.000,0.05,
2952.000,0.04,
2951.000,0.04,
2950.000,0.03,
2949.000,0.03,
2948.000,0.03,
2947.000,0.02,
2946.000,0.02,
2945.000,0.02,
2944.000,0.02,
2943.000,0.02,
2942.000,0.02,
2941.000,0.01,
2940.000,0.01,
2939.000,0.01,
2938.000,0.01,
2937.000,0.01,
2936.000,0.01,
2935.000,0.01,
2934.000,0.01,
2933.000,0.01,
2932.000,0.02,
2931.000,0.02,
2930.000,0.02,
2929.000,0.03,
2928.000,0.03,
2927.000,0.04,
2926.000,0.04,
2925.000,0.05,
2924.000,0.06,
2923.000,0.07,
2922.000,0.08,
2921.000,0.09,
2920.000,0.1,
2919.000,0.12,
2918.000,0.13,
2917.000,0.15,
2916.000,0.17,
2915.000,0.19,
2914.000,0.21,
2913.000,0.23,
2912.000,0.24,
2911.000,0.26,
2910.000,0.27,
2909.000,0.28,
2908.000,0.28,
2907.000,0.29,
2906.000,0.3,
2905.000,0.3,
2904.000,0.31,
2903.000,0.31,
2902.000,0.32,
2901.000,0.32,
2900.000,0.33,
2899.000,0.33,
2898.000,0.33,
2897.000,0.33,
2896.000,0.34,
2895.000,0.34,
2894.000,0.33,
2893.000,0.33,
2892.000,0.33,
2891.000,0.33,
2890.000,0.33,
2889.000,0.33,
2888.000,0.32,
2887.000,0.32,
2886.000,0.32,
2885.000,0.31,
2884.000,0.31,
2883.000,0.3,
2882.000,0.3,
2881.000,0.29,
2880.000,0.28,
2879.000,0.27,
2878.000,0.26,
2877.000,0.25,
2876.000,0.24,
2875.000,0.23,
2874.000,0.22,
2873.000,0.21,
2872.000,0.19,
2871.000,0.18,
2870.000,0.16,
2869.000,0.14,
2868.000,0.13,
2867.000,0.12,
2866.000,0.11,
2865.000,0.1,
2864.000,0.09,
2863.000,0.09,
2862.000,0.09,
2861.000,0.09,
2860.000,0.1,
2859.000,0.11,
2858.000,0.12,
2857.000,0.14,
2856.000,0.16,
2855.000,0.18,
2854.000,0.21,
2853.000,0.24,
2852.000,0.27,
2851.000,0.29,
2850.000,0.32,
2849.000,0.35,
2848.000,0.37,
2847.000,0.38,
2846.000,0.39,
2845.000,0.4,
2844.000,0.41,
2843.000,0.41,
2842.000,0.42,
2841.000,0.42,
2840.000,0.42,
2839.000,0.42,
2838.000,0.42,
2837.000,0.43,
2836.000,0.43,
2835.000,0.43,
2834.000,0.43,
2833.000,0.43,
2832.000,0.44,
2831.000,0.44,
2830.000,0.44,
2829.000,0.45,
2828.000,0.45,
2827.000,0.46,
2826.000,0.46,
2825.000,0.47,
2824.000,0.47,
2823.000,0.48,
2822.000,0.49,
2821.000,0.5,
2820.000,0.51,
2819.000,0.52,
2818.000,0.54,
2817.000,0.55,
