,cavity_after2,
Wavenumbers [1/cm],Transmittance %,
2816.000,0.56,
2815.000,0.58,
2814.000,0.6,
2813.000,0.62,
2812.000,0.64,
2811.000,0.66,
2810.000,0.68,
2809.000,0.71,
2808.000,0.74,
2807.000,0.77,
2806.000,0.8,
2805.000,0.83,
2804.000,0.87,
2803.000,0.91,
2802.000,0.95,
2801.000,0.99,
2800.000,1.04,
2799.000,1.08,
2798.000,1.13,
2797.000,1.18,
2796.000,1.23,
2795.000,1.28,
2794.000,1.34,
2793.000,1.4,
2792.000,1.47,
2791.000,1.54,
2790.000,1.62,
2789.000,1.71,
2788.000,1.8,
2787.000,1.89,
2786.000,1.99,
2785.000,2.09,
2784.000,2.19,
2783.000,2.29,
2782.000,2.39,
2781.000,2.49,
2780.000,2.59,
2779.000,2.69,
2778.000,2.79,
2777.000,2.89,
2776.000,3,
2775.000,3.1,
2774.000,3.21,
2773.000,3.32,
2772.000,3.43,
2771.000,3.54,
2770.000,3.65,
2769.000,3.76,
2768.000,3.87,
2767.000,3.98,
2766.000,4.09,
2765.000,4.2,
2764.000,4.31,
2763.000,4.42,
2762.000,4.54,
2761.000,4.66,
2760.000,4.79,
2759.000,4.92,
2758.000,5.06,
2757.000,5.21,
2756.000,5.36,
2755.000,5.51,
2754.000,5.66,
2753.000,5.79,
2752.000,5.91,
2751.000,6.01,
2750.000,6.09,
2749.000,6.15,
2748.000,6.18,
2747.000,6.18,
2746.000,6.15,
2745.000,6.09,
2744.000,5.99,
2743.000,5.86,
2742.000,5.71,
2741.000,5.53,
2740.000,5.33,
2739.000,5.11,
2738.000,4.88,
2737.000,4.65,
2736.000,4.41,
2735.000,4.18,
2734.000,3.95,
2733.000,3.72,
2732.000,3.51,
2731.000,3.3,
2730.000,3.11,
2729.000,2.93,
2728.000,2.75,
2727.000,2.59,
2726.000,2.43,
2725.000,2.29,
2724.000,2.15,
2723.000,2.02,
2722.000,1.9,
2721.000,1.79,
2720.000,1.69,
2719.000,1.6,
2718.000,1.51,
2717.000,1.43,
2716.000,1.36,
2715.000,1.29,
2714.000,1.22,
2713.000,1.17,
2712.000,1.11,
2711.000,1.06,
2710.000,1.01,
2709.000,0.97,
2708.000,0.93,
2707.000,0.9,
2706.000,0.86,
2705.000,0.83,
2704.000,0.8,
2703.000,0.77,
2702.000,0.75,
2701.000,0.72,
2700.000,0.7,
2699.000,0.68,
2698.000,0.66,
2697.000,0.64,
2696.000,0.62,
2695.000,0.61,
2694.000,0.59,
2693.000,0.58,
2692.000,0.56,
2691.000,0.55,
2690.000,0.54,
2689.000,0.53,
2688.000,0.52,
2687.000,0.5,
2686.000,0.49,
2685.000,0.48,
2684.000,0.47,
2683.000,0.46,
2682.000,0.46,
2681.000,0.45,
2680.000,0.44,
2679.000,0.44,
2678.000,0.43,
2677.000,0.42,
2676.000,0.42,
2675.000,0.41,
2674.000,0.41,
2673.000,0.4,
2672.000,0.4,
2671.000,0.4,
2670.000,0.39,
2669.000,0.39,
2668.000,0.39,
2667.000,0.39,
2666.000,0.39,
2665.000,0.38,
2664.000,0.38,
2663.000,0.38,
2662.000,0.38,
2661.000,0.38,
2660.000,0.37,
2659.000,0.37,
2658.000,0.37,
2657.000,0.37,
2656.000,0.37,
2655.000,0.37,
2654.000,0.37,
2653.000,0.36,
2652.000,0.36,
2651.000,0.36,
2650.000,0.36,
2649.000,0.36,
2648.000,0.36,
2647.000,0.36,
2646.000,0.36,
2645.000,0.36,
2644.000,0.36,
2643.000,0.36,
2642.000,0.36,
2641.000,0.36,
2640.000,0.37,
2639.000,0.37,
2638.000,0.37,
2637.000,0.37,
2636.000,0.38,
2635.000,0.38,
2634.000,0.38,
2633.000,0.38,
2632.000,0.39,
2631.000,0.39,
2630.000,0.39,
2629.000,0.4,
2628.000,0.4,
2627.000,0.4,
2626.000,0.41,
2625.000,0.42,
2624.000,0.42,
2623.000,0.43,
2622.000,0.43,
2621.000,0.44,
2620.000,0.45,
2619.000,0.45,
2618.000,0.46,
2617.000,0.47,
2616.000,0.48,
2615.000,0.49,
2614.000,0.5,
2613.000,0.5,
2612.000,0.51,
2611.000,0.52,
2610.000,0.53,
2609.000,0.55,
2608.000,0.56,
2607.000,0.57,
2606.000,0.59,
2605.000,0.61,
2604.000,0.62,
2603.000,0.64,
2602.000,0.66,
2601.000,0.69,
2600.000,0.71,
2599.000,0.74,
2598.000,0.77,
2597.000,0.8,
2596.000,0.83,
2595.000,0.87,
2594.000,0.9,
2593.000,0.94,
2592.000,0.99,
2591.000,1.03,
2590.000,1.08,
2589.000,1.13,
2588.000,1.18,
2587.000,1.23,
2586.000,1.29,
2585.000,1.35,
2584.000,1.41,
2583.000,1.47,
2582.000,1.54,
2581.000,1.6,
2580.000,1.67,
2579.000,1.74,
2578.000,1.81,
2577.000,1.89,
2576.000,1.96,
2575.000,2.03,
2574.000,2.1,
2573.000,2.18,
2572.000,2.25,
2571.000,2.33,
2570.000,2.4,
2569.000,2.48,
2568.000,2.55,
2567.000,2.63,
2566.000,2.71,
2565.000,2.79,
2564.000,2.88,
2563.000,2.97,
2562.000,3.06,
2561.000,3.15,
2560.000,3.24,
2559.000,3.34,
2558.000,3.43,
2557.000,3.53,
2556.000,3.63,
2555.000,3.74,
2554.000,3.84,
2553.000,3.95,
2552.000,4.05,
2551.000,4.16,
2550.000,4.26,
2549.000,4.37,
2548.000,4.47,
2547.000,4.58,
2546.000,4.68,
2545.000,4.78,
2544.000,4.88,
2543.000,4.98,
2542.000,5.07,
2541.000,5.16,
2540.000,5.25,
2539.000,5.32,
2538.000,5.39,
2537.000,5.44,
2536.000,5.48,
2535.000,5.5,
2534.000,5.5,
2533.000,5.48,
2532.000,5.44,
2531.000,5.37,
2530.000,5.29,
2529.000,5.18,
2528.000,5.06,
2527.000,4.91,
2526.000,4.75,
2525.000,4.58,
2524.000,4.39,
2523.000,4.2,
2522.000,4.01,
2521.000,3.81,
2520.000,3.62,
2519.000,3.43,
2518.000,3.24,
2517.000,3.06,
2516.000,2.88,
2515.000,2.71,
2514.000,2.55,
2513.000,2.39,
2512.000,2.25,
2511.000,2.11,
2510.000,1.98,
2509.000,1.86,
2508.000,1.75,
2507.000,1.64,
2506.000,1.54,
2505.000,1.45,
2504.000,1.37,
2503.000,1.29,
2502.000,1.22,
2501.000,1.15,
2500.000,1.09,
2499.000,1.04,
2498.000,0.99,
2497.000,0.94,
2496.000,0.89,
2495.000,0.85,
2494.000,0.81,
2493.000,0.78,
2492.000,0.75,
2491.000,0.72,
2490.000,0.69,
2489.000,0.66,
2488.000,0.64,
2487.000,0.62,
2486.000,0.6,
2485.000,0.58,
2484.000,0.56,
2483.000,0.54,
2482.000,0.52,
2481.000,0.51,
2480.000,0.49,
2479.000,0.48,
2478.000,0.47,
2477.000,0.46,
2476.000,0.44,
2475.000,0.43,
2474.000,0.42,
2473.000,0.41,
2472.000,0.4,
2471.000,0.39,
2470.000,0.39,
2469.000,0.38,
2468.000,0.37,
2467.000,0.36,
2466.000,0.36,
2465.000,0.35,
2464.000,0.35,
2463.000,0.34,
2462.000,0.33,
2461.000,0.33,
2460.000,0.32,
2459.000,0.32,
2458.000,0.31,
2457.000,0.31,
2456.000,0.31,
2455.000,0.3,
2454.000,0.3,
2453.000,0.3,
2452.000,0.29,
2451.000,0.29,
2450.000,0.29,
2449.000,0.28,
2448.000,0.28,
2447.000,0.28,
2446.000,0.28,
2445.000,0.27,
2444.000,0.27,
2443.000,0.27,
2442.000,0.27,
2441.000,0.27,
2440.000,0.27,
2439.000,0.26,
2438.000,0.26,
2437.000,0.26,
2436.000,0.26,
2435.000,0.26,
2434.000,0.26,
2433.000,0.26,
2432.000,0.25,
2431.000,0.25,
2430.000,0.25,
2429.000,0.25,
2428.000,0.25,
2427.000,0.25,
2426.000,0.25,
2425.000,0.25,
2424.000,0.25,
2423.000,0.25,
2422.000,0.25,
2421.000,0.25,
2420.000,0.26,
2419.000,0.26,
2418.000,0.26,
2417.000,0.26,
2416.000,0.26,
2415.000,0.26,
2414.000,0.26,
2413.000,0.26,
2412.000,0.26,
2411.000,0.26,
2410.000,0.27,
2409.000,0.27,
2408.000,0.27,
2407.000,0.28,
2406.000,0.28,
2405.000,0.28,
2404.000,0.28,
2403.000,0.29,
2402.000,0.29,
2401.000,0.29,
2400.000,0.3,
2399.000,0.3,
2398.000,0.3,
2397.000,0.31,
2396.000,0.31,
2395.000,0.32,
2394.000,0.32,
2393.000,0.33,
2392.000,0.34,
2391.000,0.34,
2390.000,0.35,
2389.000,0.36,
2388.000,0.36,
2387.000,0.37,
2386.000,0.38,
2385.000,0.39,
2384.000,0.4,
2383.000,0.41,
2382.000,0.42,
2381.000,0.43,
2380.000,0.44,
2379.000,0.46,
2378.000,0.47,
2377.000,0.49,
2376.000,0.5,
2375.000,0.52,
2374.000,0.54,
2373.000,0.56,
2372.000,0.59,
2371.000,0.61,
2370.000,0.64,
2369.000,0.67,
2368.000,0.7,
2367.000,0.73,
2366.000,0.76,
2365.000,0.8,
2364.000,0.84,
2363.000,0.88,
2362.000,0.92,
2361.000,0.97,
2360.000,1.01,
2359.000,1.06,
2358.000,1.12,
2357.000,1.17,
2356.000,1.22,
2355.000,1.28,
2354.000,1.35,
2353.000,1.41,
2352.000,1.47,
2351.000,1.53,
2350.000,1.6,
2349.000,1.66,
2348.000,1.73,
2347.000,1.8,
2346.000,1.87,
2345.000,1.95,
2344.000,2.02,
2343.000,2.09,
2342.000,2.16,
2341.000,2.23,
2340.000,2.29,
2339.000,2.35,
2338.000,2.42,
2337.000,2.49,
2336.000,2.56,
2335.000,2.63,
2334.000,2.7,
2333.000,2.78,
2332.000,2.85,
2331.000,2.94,
2330.000,3.01,
2329.000,3.12,
2328.000,3.15,
2327.000,3.38,
2326.000,4.87,
2325.000,4.81,
2324.000,4.87,
2323.000,4.87,
2322.000,4.89,
2321.000,4.91,
2320.000,4.94,
2319.000,4.97,
2318.000,4.99,
2317.000,5.02,
2316.000,5.03,
2315.000,5.04,
2314.000,5.05,
2313.000,5.05,
2312.000,5.03,
2311.000,5.01,
2310.000,4.95,
2309.000,4.89,
2308.000,4.8,
2307.000,4.7,
2306.000,4.56,
2305.000,4.41,
2304.000,4.24,
2303.000,4.06,
2302.000,3.86,
2301.000,3.66,
2300.000,3.45,
2299.000,3.24,
2298.000,3.04,
2297.000,2.84,
2296.000,2.65,
2295.000,2.48,
2294.000,2.31,
2293.000,2.16,
2292.000,2.02,
2291.000,1.89,
2290.000,1.77,
2289.000,1.65,
2288.000,1.55,
2287.000,1.45,
2286.000,1.36,
2285.000,1.28,
2284.000,1.2,
2283.000,1.12,
2282.000,1.06,
2281.000,0.99,
2280.000,0.94,
2279.000,0.88,
2278.000,0.84,
2277.000,0.79,
2276.000,0.75,
2275.000,0.71,
2274.000,0.68,
2273.000,0.64,
2272.000,0.62,
2271.000,0.59,
2270.000,0.56,
2269.000,0.54,
2268.000,0.52,
2267.000,0.5,
2266.000,0.48,
2265.000,0.46,
2264.000,0.44,
2263.000,0.43,
2262.000,0.41,
2261.000,0.4,
2260.000,0.39,
2259.000,0.37,
2258.000,0.36,
2257.000,0.35,
2256.000,0.34,
2255.000,0.33,
2254.000,0.32,
2253.000,0.32,
2252.000,0.31,
2251.000,0.3,
2250.000,0.29,
2249.000,0.29,
2248.000,0.28,
2247.000,0.27,
2246.000,0.27,
2245.000,0.26,
2244.000,0.26,
2243.000,0.25,
2242.000,0.25,
2241.000,0.24,
2240.000,0.24,
2239.000,0.23,
2238.000,0.23,
2237.000,0.23,
2236.000,0.23,
2235.000,0.22,
2234.000,0.22,
2233.000,0.22,
2232.000,0.21,
2231.000,0.21,
2230.000,0.21,
2229.000,0.2,
2228.000,0.2,
2227.000,0.2,
2226.000,0.2,
2225.000,0.19,
2224.000,0.19,
2223.000,0.19,
2222.000,0.19,
2221.000,0.19,
2220.000,0.19,
2219.000,0.19,
2218.000,0.18,
2217.000,0.18,
2216.000,0.18,
2215.000,0.18,
2214.000,0.18,
2213.000,0.18,
2212.000,0.18,
2211.000,0.18,
2210.000,0.18,
2209.000,0.18,
2208.000,0.18,
2207.000,0.18,
2206.000,0.17,
2205.000,0.17,
2204.000,0.17,
2203.000,0.17,
2202.000,0.17,
2201.000,0.17,
2200.000,0.17,
2199.000,0.17,
2198.000,0.17,
2197.000,0.17,
2196.000,0.17,
2195.000,0.18,
2194.000,0.18,
2193.000,0.18,
2192.000,0.18,
2191.000,0.18,
2190.000,0.18,
2189.000,0.18,
2188.000,0.18,
2187.000,0.18,
2186.000,0.18,
2185.000,0.18,
2184.000,0.19,
2183.000,0.19,
2182.000,0.19,
2181.000,0.19,
2180.000,0.19,
2179.000,0.19,
2178.000,0.19,
2177.000,0.2,
2176.000,0.2,
2175.000,0.2,
2174.000,0.2,
2173.000,0.2,
2172.000,0.21,
2171.000,0.21,
2170.000,0.21,
2169.000,0.22,
2168.000,0.22,
2167.000,0.22,
2166.000,0.23,
2165.000,0.23,
2164.000,0.23,
2163.000,0.24,
2162.000,0.24,
2161.000,0.25,
2160.000,0.25,
2159.000,0.26,
2158.000,0.26,
2157.000,0.27,
2156.000,0.28,
2155.000,0.29,
2154.000,0.3,
2153.000,0.3,
2152.000,0.31,
2151.000,0.32,
2150.000,0.33,
2149.000,0.35,
2148.000,0.36,
2147.000,0.37,
2146.000,0.38,
2145.000,0.4,
2144.000,0.42,
2143.000,0.43,
2142.000,0.45,
2141.000,0.48,
2140.000,0.5,
2139.000,0.52,
2138.000,0.55,
2137.000,0.58,
2136.000,0.61,
2135.000,0.64,
2134.000,0.67,
2133.000,0.71,
2132.000,0.75,
2131.000,0.79,
2130.000,0.83,
2129.000,0.88,
2128.000,0.92,
2127.000,0.98,
2126.000,1.03,
2125.000,1.09,
2124.000,1.14,
2123.000,1.21,
2122.000,1.27,
2121.000,1.33,
2120.000,1.39,
2119.000,1.46,
2118.000,1.52,
2117.000,1.59,
2116.000,1.65,
2115.000,1.72,
2114.000,1.78,
2113.000,1.85,
2112.000,1.92,
2111.000,1.99,
2110.000,2.06,
2109.000,2.13,
2108.000,2.2,
2107.000,2.27,
2106.000,2.34,
2105.000,2.41,
2104.000,2.48,
2103.000,2.55,
2102.000,2.62,
2101.000,2.69,
2100.000,2.76,
2099.000,2.83,
2098.000,2.9,
2097.000,2.97,
2096.000,3.03,
2095.000,3.1,
2094.000,3.17,
2093.000,3.23,
2092.000,3.29,
2091.000,3.34,
2090.000,3.39,
2089.000,3.43,
2088.000,3.46,
2087.000,3.47,
2086.000,3.47,
2085.000,3.45,
2084.000,3.4,
2083.000,3.33,
2082.000,3.24,
2081.000,3.12,
2080.000,2.99,
2079.000,2.84,
2078.000,2.68,
2077.000,2.51,
2076.000,2.35,
2075.000,2.18,
2074.000,2.02,
2073.000,1.87,
2072.000,1.73,
2071.000,1.59,
2070.000,1.47,
2069.000,1.36,
2068.000,1.25,
2067.000,1.16,
2066.000,1.08,
2065.000,1,
2064.000,0.94,
2063.000,0.88,
2062.000,0.83,
2061.000,0.78,
2060.000,0.74,
2059.000,0.7,
2058.000,0.66,
2057.000,0.63,
2056.000,0.6,
2055.000,0.57,
2054.000,0.54,
2053.000,0.51,
2052.000,0.49,
2051.000,0.46,
2050.000,0.44,
2049.000,0.42,
2048.000,0.4,
2047.000,0.38,
2046.000,0.36,
2045.000,0.35,
2044.000,0.34,
2043.000,0.32,
2042.000,0.31,
2041.000,0.3,
2040.000,0.29,
2039.000,0.28,
2038.000,0.27,
2037.000,0.26,
2036.000,0.25,
2035.000,0.24,
2034.000,0.24,
2033.000,0.23,
2032.000,0.22,
2031.000,0.22,
2030.000,0.21,
2029.000,0.21,
2028.000,0.2,
2027.000,0.2,
2026.000,0.19,
2025.000,0.19,
2024.000,0.18,
2023.000,0.18,
2022.000,0.17,
2021.000,0.17,
2020.000,0.17,
2019.000,0.17,
2018.000,0.16,
2017.000,0.16,
2016.000,0.16,
2015.000,0.16,
2014.000,0.15,
2013.000,0.15,
2012.000,0.15,
2011.000,0.15,
2010.000,0.14,
2009.000,0.14,
2008.000,0.14,
2007.000,0.14,
2006.000,0.13,
2005.000,0.13,
2004.000,0.13,
2003.000,0.13,
2002.000,0.13,
2001.000,0.13,
2000.000,0.13,
1999.000,0.13,
1998.000,0.12,
1997.000,0.12,
1996.000,0.12,
1995.000,0.12,
1994.000,0.12,
1993.000,0.12,
1992.000,0.12,
1991.000,0.12,
1990.000,0.12,
1989.000,0.12,
1988.000,0.12,
1987.000,0.12,
1986.000,0.12,
1985.000,0.12,
1984.000,0.12,
1983.000,0.12,
1982.000,0.12,
1981.000,0.12,
1980.000,0.12,
1979.000,0.12,
1978.000,0.12,
1977.000,0.12,
1976.000,0.12,
1975.000,0.12,
1974.000,0.12,
1973.000,0.12,
1972.000,0.12,
1971.000,0.12,
1970.000,0.12,
1969.000,0.12,
1968.000,0.12,
1967.000,0.12,
1966.000,0.12,
1965.000,0.12,
1964.000,0.12,
1963.000,0.12,
1962.000,0.12,
1961.000,0.12,
1960.000,0.12,
1959.000,0.13,
1958.000,0.13,
1957.000,0.13,
1956.000,0.13,
1955.000,0.13,
1954.000,0.13,
1953.000,0.13,
1952.000,0.14,
1951.000,0.14,
1950.000,0.14,
1949.000,0.14,
1948.000,0.14,
1947.000,0.15,
1946.000,0.15,
1945.000,0.15,
1944.000,0.15,
1943.000,0.16,
1942.000,0.16,
1941.000,0.16,
1940.000,0.17,
1939.000,0.17,
1938.000,0.17,
1937.000,0.18,
1936.000,0.18,
1935.000,0.19,
1934.000,0.19,
1933.000,0.2,
1932.000,0.21,
1931.000,0.21,
1930.000,0.22,
1929.000,0.23,
1928.000,0.23,
1927.000,0.24,
1926.000,0.25,
1925.000,0.26,
1924.000,0.27,
1923.000,0.28,
1922.000,0.3,
1921.000,0.32,
1920.000,0.33,
1919.000,0.35,
1918.000,0.37,
1917.000,0.39,
1916.000,0.41,
1915.000,0.44,
1914.000,0.46,
1913.000,0.49,
1912.000,0.52,
1911.000,0.55,
1910.000,0.59,
1909.000,0.63,
1908.000,0.67,
1907.000,0.72,
1906.000,0.77,
1905.000,0.82,
1904.000,0.87,
1903.000,0.93,
1902.000,0.98,
1901.000,1.04,
1900.000,1.1,
1899.000,1.17,
1898.000,1.23,
1897.000,1.29,
1896.000,1.35,
1895.000,1.42,
1894.000,1.49,
1893.000,1.56,
1892.000,1.63,
1891.000,1.69,
1890.000,1.76,
1889.000,1.83,
1888.000,1.89,
1887.000,1.95,
1886.000,2,
1885.000,2.04,
1884.000,2.1,
1883.000,2.15,
1882.000,2.2,
1881.000,2.24,
1880.000,2.27,
1879.000,2.3,
1878.000,2.33,
1877.000,2.34,
1876.000,2.34,
1875.000,2.33,
1874.000,2.31,
1873.000,2.29,
1872.000,2.26,
1871.000,2.21,
1870.000,2.15,
1869.000,2.07,
1868.000,1.99,
1867.000,1.91,
1866.000,1.82,
1865.000,1.73,
1864.000,1.62,
1863.000,1.52,
1862.000,1.41,
1861.000,1.3,
1860.000,1.2,
1859.000,1.1,
1858.000,1,
1857.000,0.92,
1856.000,0.84,
1855.000,0.77,
1854.000,0.7,
1853.000,0.64,
1852.000,0.59,
1851.000,0.54,
1850.000,0.5,
1849.000,0.46,
1848.000,0.43,
1847.000,0.41,
1846.000,0.39,
1845.000,0.36,
1844.000,0.34,
1843.000,0.31,
1842.000,0.29,
1841.000,0.27,
1840.000,0.25,
1839.000,0.24,
1838.000,0.23,
1837.000,0.22,
1836.000,0.21,
1835.000,0.2,
1834.000,0.19,
1833.000,0.19,
1832.000,0.18,
1831.000,0.17,
1830.000,0.17,
1829.000,0.16,
1828.000,0.15,
1827.000,0.15,
1826.000,0.14,
1825.000,0.14,
1824.000,0.13,
1823.000,0.13,
1822.000,0.12,
1821.000,0.12,
1820.000,0.12,
1819.000,0.11,
1818.000,0.11,
1817.000,0.11,
1816.000,0.11,
1815.000,0.1,
1814.000,0.1,
1813.000,0.1,
1812.000,0.1,
1811.000,0.1,
1810.000,0.09,
1809.000,0.09,
1808.000,0.09,
1807.000,0.09,
1806.000,0.09,
1805.000,0.09,
1804.000,0.09,
1803.000,0.09,
1802.000,0.09,
1801.000,0.08,
1800.000,0.08,
1799.000,0.08,
1798.000,0.08,
1797.000,0.08,
1796.000,0.08,
1795.000,0.08,
1794.000,0.08,
1793.000,0.08,
1792.000,0.08,
1791.000,0.08,
1790.000,0.08,
1789.000,0.08,
1788.000,0.08,
1787.000,0.08,
1786.000,0.08,
1785.000,0.08,
1784.000,0.08,
1783.000,0.08,
1782.000,0.08,
1781.000,0.08,
1780.000,0.08,
1779.000,0.08,
1778.000,0.08,
1777.000,0.08,
1776.000,0.09,
1775.000,0.09,
1774.000,0.09,
1773.000,0.09,
1772.000,0.1,
1771.000,0.1,
1770.000,0.1,
1769.000,0.1,
1768.000,0.1,
1767.000,0.1,
1766.000,0.1,
1765.000,0.1,
1764.000,0.11,
1763.000,0.11,
1762.000,0.12,
1761.000,0.13,
1760.000,0.13,
1759.000,0.14,
1758.000,0.15,
1757.000,0.17,
1756.000,0.18,
1755.000,0.19,
1754.000,0.2,
1753.000,0.22,
1752.000,0.23,
1751.000,0.24,
1750.000,0.25,
1749.000,0.26,
1748.000,0.28,
1747.000,0.29,
1746.000,0.3,
1745.000,0.31,
1744.000,0.31,
1743.000,0.3,
1742.000,0.28,
1741.000,0.26,
1740.000,0.22,
1739.000,0.18,
1738.000,0.15,
1737.000,0.12,
1736.000,0.1,
1735.000,0.08,
1734.000,0.06,
1733.000,0.05,
1732.000,0.04,
1731.000,0.03,
1730.000,0.03,
1729.000,0.02,
1728.000,0.02,
1727.000,0.01,
1726.000,0.01,
1725.000,0.01,
1724.000,0.01,
1723.000,1E-8,
1722.000,1E-8,
1721.000,1E-8,
1720.000,1E-8,
1719.000,1E-8,
1718.000,1E-8,
1717.000,1E-8,
1716.000,1E-8,
1715.000,1E-8,
1714.000,1E-8,
1713.000,1E-8,
1712.000,1E-8,
1711.000,1E-8,
1710.000,1E-8,
1709.000,1E-8,
1708.000,1E-8,
1707.000,1E-8,
1706.000,1E-8,
1705.000,1E-8,
1704.000,1E-8,
1703.000,1E-8,
1702.000,1E-8,
1701.000,1E-8,
1700.000,0.01,
1699.000,0.01,
1698.000,0.02,
1697.000,0.03,
1696.000,0.04,
1695.000,0.06,
1694.000,0.08,
1693.000,0.1,
1692.000,0.12,
1691.000,0.14,
1690.000,0.16,
1689.000,0.17,
1688.000,0.18,
1687.000,0.17,
1686.000,0.16,
1685.000,0.15,
1684.000,0.13,
1683.000,0.12,
1682.000,0.1,
1681.000,0.09,
1680.000,0.08,
1679.000,0.08,
1678.000,0.07,
1677.000,0.07,
1676.000,0.07,
1675.000,0.07,
1674.000,0.07,
1673.000,0.07,
1672.000,0.07,
1671.000,0.07,
1670.000,0.07,
1669.000,0.06,
1668.000,0.06,
1667.000,0.06,
1666.000,0.06,
1665.000,0.06,
1664.000,0.06,
1663.000,0.06,
1662.000,0.07,
1661.000,0.06,
1660.000,0.06,
1659.000,0.06,
1658.000,0.07,
1657.000,0.07,
1656.000,0.07,
1655.000,0.08,
1654.000,0.08,
1653.000,0.08,
1652.000,0.08,
1651.000,0.08,
1650.000,0.08,
1649.000,0.08,
1648.000,0.08,
1647.000,0.09,
1646.000,0.09,
1645.000,0.09,
1644.000,0.09,
1643.000,0.09,
1642.000,0.09,
1641.000,0.1,
1640.000,0.1,
1639.000,0.11,
1638.000,0.11,
1637.000,0.12,
1636.000,0.13,
1635.000,0.13,
1634.000,0.14,
1633.000,0.13,
1632.000,0.14,
1631.000,0.14,
1630.000,0.15,
1629.000,0.15,
1628.000,0.16,
1627.000,0.18,
1626.000,0.19,
1625.000,0.21,
1624.000,0.22,
1623.000,0.25,
1622.000,0.27,
1621.000,0.29,
1620.000,0.31,
1619.000,0.34,
1618.000,0.37,
1617.000,0.4,
1616.000,0.45,
1615.000,0.49,
1614.000,0.52,
1613.000,0.55,
1612.000,0.58,
1611.000,0.62,
1610.000,0.66,
1609.000,0.7,
1608.000,0.75,
1607.000,0.81,
1606.000,0.87,
1605.000,0.92,
1604.000,0.98,
1603.000,1.04,
1602.000,1.1,
1601.000,1.15,
1600.000,1.21,
1599.000,1.26,
1598.000,1.3,
1597.000,1.34,
1596.000,1.36,
1595.000,1.39,
1594.000,1.4,
1593.000,1.39,
1592.000,1.37,
1591.000,1.33,
1590.000,1.29,
1589.000,1.24,
1588.000,1.18,
1587.000,1.13,
1586.000,1.07,
1585.000,1,
1584.000,0.93,
1583.000,0.86,
1582.000,0.79,
1581.000,0.72,
1580.000,0.66,
1579.000,0.6,
1578.000,0.54,
1577.000,0.49,
1576.000,0.45,
1575.000,0.41,
1574.000,0.38,
1573.000,0.35,
1572.000,0.33,
1571.000,0.31,
1570.000,0.28,
1569.000,0.26,
1568.000,0.24,
1567.000,0.22,
1566.000,0.21,
1565.000,0.19,
1564.000,0.18,
1563.000,0.18,
1562.000,0.17,
1561.000,0.18,
1560.000,0.17,
1559.000,0.17,
1558.000,0.14,
1557.000,0.12,
1556.000,0.12,
1555.000,0.11,
1554.000,0.11,
1553.000,0.1,
1552.000,0.1,
1551.000,0.1,
1550.000,0.09,
1549.000,0.09,
1548.000,0.09,
1547.000,0.09,
1546.000,0.08,
1545.000,0.08,
1544.000,0.08,
1543.000,0.08,
1542.000,0.08,
1541.000,0.08,
1540.000,0.08,
1539.000,0.07,
1538.000,0.07,
1537.000,0.07,
1536.000,0.07,
1535.000,0.06,
1534.000,0.06,
1533.000,0.06,
1532.000,0.06,
1531.000,0.06,
1530.000,0.06,
1529.000,0.06,
1528.000,0.06,
1527.000,0.06,
1526.000,0.06,
1525.000,0.06,
1524.000,0.06,
1523.000,0.05,
1522.000,0.05,
1521.000,0.05,
1520.000,0.05,
1519.000,0.05,
1518.000,0.05,
1517.000,0.05,
1516.000,0.05,
1515.000,0.05,
1514.000,0.05,
1513.000,0.05,
1512.000,0.05,
1511.000,0.05,
1510.000,0.05,
1509.000,0.05,
1508.000,0.05,
1507.000,0.05,
1506.000,0.05,
1505.000,0.05,
1504.000,0.05,
1503.000,0.04,
1502.000,0.04,
1501.000,0.04,
1500.000,0.04,
1499.000,0.04,
1498.000,0.05,
1497.000,0.05,
1496.000,0.05,
1495.000,0.05,
1494.000,0.05,
1493.000,0.05,
1492.000,0.05,
1491.000,0.05,
1490.000,0.05,
1489.000,0.05,
1488.000,0.05,
1487.000,0.05,
1486.000,0.05,
1485.000,0.05,
1484.000,0.05,
1483.000,0.05,
1482.000,0.05,
1481.000,0.05,
1480.000,0.05,
1479.000,0.05,
1478.000,0.05,
1477.000,0.05,
1476.000,0.06,
1475.000,0.06,
1474.000,0.06,
1473.000,0.06,
1472.000,0.07,
1471.000,0.07,
1470.000,0.07,
1469.000,0.07,
1468.000,0.07,
1467.000,0.07,
1466.000,0.07,
1465.000,0.07,
1464.000,0.07,
1463.000,0.07,
1462.000,0.07,
1461.000,0.07,
1460.000,0.07,
1459.000,0.08,
1458.000,0.08,
1457.000,0.08,
1456.000,0.07,
1455.000,0.06,
1454.000,0.05,
1453.000,0.04,
1452.000,0.03,
1451.000,0.02,
1450.000,0.02,
1449.000,0.02,
1448.000,0.02,
1447.000,0.02,
1446.000,0.02,
1445.000,0.03,
1444.000,0.03,
1443.000,0.04,
1442.000,0.04,
1441.000,0.05,
1440.000,0.05,
1439.000,0.05,
1438.000,0.06,
1437.000,0.06,
1436.000,0.06,
1435.000,0.06,
1434.000,0.06,
1433.000,0.05,
1432.000,0.05,
1431.000,0.05,
1430.000,0.04,
1429.000,0.04,
1428.000,0.04,
1427.000,0.04,
1426.000,0.04,
1425.000,0.04,
1424.000,0.04,
1423.000,0.04,
1422.000,0.04,
