Wavelength nm.	kine_114252 - ...	kine_114252 - ...	kine_114252 - ...	kine_114252 - ...	kine_114252 - ...	kine_114252 - ...	kine_114252 - ...	kine_114252 - ...	kine_114252 - ...	kine_114252 - ...	kine_114252 - ...	kine_114252 - ...	kine_114252 - ...	kine_114252 - ...	kine_114252 - ...	kine_114252 - ...	kine_114252 - ...	kine_114252 - ...	kine_114252 - ...	kine_114252 - ...	kine_114252 - ...	kine_114252 - ...	kine_114252 - ...	kine_114252 - ...	kine_114252 - ...	kine_114252 - ...	kine_114252 - ...	kine_114252 - ...	kine_114252 - ...	kine_114252 - ...	kine_114252 - ...	kine_114252 - ...	kine_114252 - ...	kine_114252 - ...	kine_114252 - ...	kine_114252 - ...	kine_114252 - ...	kine_114252 - ...	kine_114252 - ...	kine_114252 - ...	kine_114252 - ...	kine_114252 - ...	kine_114252 - ...	kine_114252 - ...	kine_114252 - ...	kine_114252 - ...	kine_114252 - ...	kine_114252 - ...	kine_114252 - ...	kine_114252 - ...	kine_114252 - ...	kine_114252 - ...	kine_114252 - ...	kine_114252 - ...	kine_114252 - ...	kine_114252 - ...	kine_114252 - ...	kine_114252 - ...	kine_114252 - ...	kine_114252 - ...	kine_114252 - ...	kine_114252 - ...	kine_114252 - ...	kine_114252 - ...	kine_114252 - ...	kine_114252 - ...	kine_114252 - ...	kine_114252 - ...	kine_114252 - ...	kine_114252 - ...	kine_114252 - ...	kine_114252 - ...	kine_114252 - ...	kine_114252 - ...	kine_114252 - ...	kine_114252 - ...	kine_114252 - ...	kine_114252 - ...	kine_114252 - ...	kine_114252 - ...	kine_114252 - ...
584.00	0.79259	0.76382	0.73906	0.71809	0.70008	0.68472	0.67275	0.66162	0.65273	0.64395	0.63518	0.62770	0.61967	0.61341	0.60602	0.60097	0.59502	0.59067	0.58647	0.58273	0.57815	0.57494	0.57123	0.56752	0.56363	0.56010	0.55700	0.55374	0.55125	0.54877	0.54647	0.54457	0.54203	0.54016	0.53923	0.53621	0.53618	0.53459	0.53309	0.53198	0.53093	0.53032	0.52938	0.52820	0.52753	0.52723	0.52707	0.52698	0.52603	0.52544	0.52459	0.52309	0.52331	0.52358	0.52354	0.52405	0.52541	0.52552	0.52527	0.52467	0.52442	0.52362	0.52345	0.52198	0.52001	0.51915	0.51827	0.51655	0.51570	0.51526	0.51377	0.51306	0.51250	0.51135	0.51027	0.50929	0.50810	0.50733	0.50622	0.50472	0.50408
585.00	0.78265	0.75235	0.72623	0.70474	0.68695	0.67100	0.65796	0.64641	0.63661	0.62849	0.61932	0.61055	0.60363	0.59575	0.58951	0.58332	0.57823	0.57336	0.56948	0.56498	0.56074	0.55768	0.55332	0.54967	0.54546	0.54042	0.53734	0.53422	0.53261	0.52965	0.52729	0.52486	0.52296	0.52051	0.51856	0.51748	0.51569	0.51439	0.51309	0.51180	0.51080	0.50992	0.50893	0.50800	0.50763	0.50696	0.50682	0.50634	0.50594	0.50411	0.50374	0.50347	0.50339	0.50262	0.50303	0.50472	0.50554	0.50670	0.50510	0.50487	0.50573	0.50438	0.50335	0.50157	0.50003	0.49942	0.49704	0.49555	0.49503	0.49374	0.49278	0.49209	0.49097	0.49017	0.48859	0.48749	0.48653	0.48528	0.48408	0.48274	0.48199
586.00	0.76619	0.73610	0.70886	0.68735	0.66769	0.65231	0.63880	0.62768	0.61709	0.60883	0.60006	0.59059	0.58219	0.57469	0.56873	0.56194	0.55619	0.55153	0.54820	0.54378	0.53935	0.53624	0.53065	0.52746	0.52280	0.51846	0.51523	0.51236	0.50920	0.50627	0.50465	0.50241	0.49992	0.49747	0.49573	0.49461	0.49263	0.49105	0.49061	0.48882	0.48740	0.48671	0.48571	0.48501	0.48411	0.48304	0.48372	0.48351	0.48214	0.48167	0.48057	0.48034	0.48047	0.47976	0.47957	0.48096	0.48250	0.48347	0.48214	0.48170	0.48230	0.48202	0.48054	0.47878	0.47682	0.47583	0.47332	0.47239	0.47092	0.47028	0.46932	0.46809	0.46693	0.46642	0.46543	0.46417	0.46298	0.46195	0.46045	0.45929	0.45860
587.00	0.74955	0.71837	0.69107	0.66942	0.64943	0.63414	0.61988	0.60826	0.59859	0.59003	0.58034	0.57049	0.56297	0.55547	0.54842	0.54217	0.53705	0.53312	0.52754	0.52352	0.51960	0.51604	0.51159	0.50788	0.50332	0.49966	0.49566	0.49260	0.48968	0.48705	0.48456	0.48227	0.47983	0.47763	0.47603	0.47494	0.47361	0.47136	0.47042	0.46885	0.46793	0.46715	0.46567	0.46551	0.46480	0.46389	0.46363	0.46364	0.46258	0.46078	0.46065	0.46111	0.46040	0.45886	0.45955	0.46119	0.46214	0.46265	0.46148	0.46183	0.46137	0.46019	0.45894	0.45788	0.45616	0.45483	0.45269	0.45164	0.45032	0.44877	0.44899	0.44810	0.44733	0.44583	0.44490	0.44416	0.44267	0.44183	0.44064	0.43942	0.43958
588.00	0.73004	0.69929	0.67186	0.64828	0.62942	0.61406	0.60129	0.58829	0.57878	0.56919	0.56099	0.55175	0.54357	0.53610	0.52901	0.52374	0.51806	0.51353	0.50904	0.50433	0.49929	0.49642	0.49196	0.48848	0.48460	0.48031	0.47654	0.47390	0.47135	0.46833	0.46658	0.46376	0.46200	0.45944	0.45767	0.45642	0.45462	0.45323	0.45234	0.45055	0.44899	0.44885	0.44734	0.44706	0.44599	0.44469	0.44509	0.44458	0.44285	0.44202	0.44208	0.44179	0.44089	0.44085	0.44020	0.44092	0.44139	0.44236	0.44108	0.44155	0.44141	0.43998	0.43963	0.43790	0.43633	0.43542	0.43311	0.43232	0.43196	0.43106	0.43057	0.42944	0.42875	0.42828	0.42631	0.42630	0.42500	0.42459	0.42304	0.42319	0.42226
589.00	0.70970	0.67988	0.65342	0.63159	0.61178	0.59619	0.58326	0.57199	0.56170	0.55343	0.54454	0.53534	0.52838	0.52113	0.51437	0.50823	0.50260	0.49716	0.49296	0.48948	0.48461	0.48085	0.47748	0.47324	0.47004	0.46640	0.46318	0.46049	0.45852	0.45532	0.45338	0.45147	0.44958	0.44683	0.44599	0.44385	0.44188	0.44073	0.44007	0.43770	0.43658	0.43618	0.43505	0.43398	0.43309	0.43258	0.43203	0.43155	0.43033	0.42963	0.42849	0.42829	0.42737	0.42705	0.42654	0.42733	0.42665	0.42705	0.42639	0.42626	0.42591	0.42460	0.42383	0.42281	0.42213	0.42139	0.42109	0.41979	0.41885	0.41860	0.41794	0.41761	0.41697	0.41649	0.41568	0.41570	0.41453	0.41457	0.41409	0.41371	0.41312
590.00	0.69396	0.66397	0.63953	0.61813	0.59928	0.58465	0.57153	0.56034	0.55111	0.54246	0.53529	0.52742	0.51997	0.51288	0.50719	0.50132	0.49555	0.49140	0.48556	0.48170	0.47858	0.47462	0.47110	0.46810	0.46511	0.46213	0.45976	0.45697	0.45418	0.45230	0.45028	0.44739	0.44601	0.44423	0.44311	0.44143	0.44055	0.43847	0.43752	0.43595	0.43474	0.43361	0.43296	0.43178	0.43082	0.43028	0.42909	0.42886	0.42698	0.42674	0.42587	0.42523	0.42488	0.42422	0.42336	0.42325	0.42280	0.42184	0.42102	0.42046	0.42013	0.41980	0.41923	0.41848	0.41780	0.41844	0.41770	0.41691	0.41680	0.41644	0.41553	0.41616	0.41579	0.41588	0.41551	0.41557	0.41552	0.41598	0.41605	0.41607	0.41592
591.00	0.68195	0.65370	0.62942	0.61017	0.59267	0.57899	0.56692	0.55668	0.54764	0.54013	0.53340	0.52596	0.52036	0.51394	0.50900	0.50276	0.49802	0.49332	0.48874	0.48468	0.48116	0.47725	0.47409	0.47188	0.46901	0.46730	0.46502	0.46336	0.46156	0.45897	0.45749	0.45547	0.45466	0.45314	0.45134	0.45035	0.44839	0.44788	0.44663	0.44492	0.44396	0.44300	0.44212	0.44135	0.44000	0.43898	0.43755	0.43643	0.43553	0.43446	0.43453	0.43408	0.43325	0.43228	0.43156	0.42975	0.42839	0.42689	0.42684	0.42668	0.42529	0.42571	0.42470	0.42468	0.42454	0.42595	0.42564	0.42613	0.42593	0.42662	0.42736	0.42708	0.42759	0.42782	0.42769	0.42828	0.42838	0.42970	0.43019	0.43046	0.43048
592.00	0.67476	0.64876	0.62735	0.60878	0.59409	0.58173	0.57059	0.56203	0.55452	0.54759	0.54143	0.53525	0.53022	0.52550	0.51932	0.51516	0.51065	0.50563	0.50218	0.49774	0.49401	0.49138	0.48902	0.48779	0.48525	0.48364	0.48258	0.48105	0.47972	0.47815	0.47673	0.47530	0.47433	0.47323	0.47223	0.47130	0.47009	0.46825	0.46761	0.46567	0.46526	0.46347	0.46353	0.46260	0.46172	0.46094	0.45773	0.45753	0.45666	0.45598	0.45591	0.45554	0.45403	0.45358	0.45204	0.45006	0.44722	0.44486	0.44500	0.44387	0.44358	0.44298	0.44404	0.44395	0.44534	0.44653	0.44731	0.44807	0.44872	0.44969	0.45046	0.45053	0.45114	0.45136	0.45234	0.45336	0.45426	0.45507	0.45587	0.45705	0.45708
593.00	0.67688	0.65360	0.63329	0.61723	0.60525	0.59328	0.58327	0.57599	0.56915	0.56338	0.55839	0.55375	0.54879	0.54469	0.54091	0.53553	0.53223	0.52726	0.52287	0.51949	0.51747	0.51396	0.51283	0.51145	0.51009	0.50952	0.50828	0.50689	0.50606	0.50450	0.50404	0.50207	0.50278	0.50122	0.50007	0.49932	0.49827	0.49684	0.49558	0.49464	0.49458	0.49342	0.49193	0.49138	0.49017	0.48991	0.48714	0.48560	0.48596	0.48568	0.48473	0.48342	0.48335	0.48261	0.48099	0.47816	0.47439	0.47312	0.47302	0.47275	0.47099	0.47149	0.47178	0.47354	0.47442	0.47623	0.47714	0.47889	0.47900	0.48048	0.48108	0.48145	0.48227	0.48257	0.48481	0.48480	0.48590	0.48663	0.48835	0.48978	0.48997
594.00	0.68617	0.66436	0.64730	0.63327	0.62248	0.61195	0.60365	0.59727	0.59111	0.58544	0.58179	0.57808	0.57428	0.57093	0.56651	0.56249	0.55877	0.55468	0.55005	0.54787	0.54538	0.54357	0.54146	0.54105	0.53965	0.53950	0.53840	0.53755	0.53703	0.53532	0.53489	0.53407	0.53391	0.53262	0.53135	0.53105	0.53005	0.52856	0.52781	0.52731	0.52640	0.52581	0.52446	0.52385	0.52309	0.52214	0.52068	0.51901	0.51888	0.51909	0.51832	0.51691	0.51632	0.51528	0.51481	0.51140	0.50899	0.50690	0.50728	0.50627	0.50463	0.50498	0.50558	0.50788	0.50814	0.51021	0.51131	0.51181	0.51302	0.51442	0.51495	0.51619	0.51533	0.51724	0.51786	0.51838	0.52020	0.52078	0.52155	0.52267	0.52408
595.00	0.69849	0.67971	0.66427	0.65144	0.64153	0.63279	0.62502	0.61901	0.61374	0.60841	0.60607	0.60194	0.59855	0.59602	0.59143	0.58748	0.58478	0.58083	0.57751	0.57452	0.57302	0.57052	0.56873	0.56776	0.56675	0.56606	0.56587	0.56440	0.56409	0.56370	0.56172	0.56063	0.56044	0.55935	0.55869	0.55794	0.55667	0.55675	0.55550	0.55488	0.55431	0.55288	0.55202	0.55186	0.55067	0.55083	0.54878	0.54796	0.54728	0.54741	0.54646	0.54624	0.54463	0.54444	0.54330	0.54104	0.53860	0.53721	0.53799	0.53668	0.53528	0.53611	0.53643	0.53760	0.53884	0.54041	0.54110	0.54181	0.54276	0.54259	0.54341	0.54437	0.54429	0.54518	0.54552	0.54637	0.54690	0.54743	0.54875	0.54920	0.54947
596.00	0.71195	0.69414	0.68020	0.66909	0.65859	0.65083	0.64400	0.63741	0.63274	0.62786	0.62444	0.62090	0.61654	0.61405	0.61099	0.60710	0.60364	0.60050	0.59708	0.59442	0.59281	0.59065	0.58915	0.58808	0.58643	0.58583	0.58414	0.58348	0.58200	0.58200	0.57989	0.58017	0.57887	0.57753	0.57714	0.57622	0.57590	0.57495	0.57411	0.57383	0.57252	0.57191	0.57141	0.56984	0.56997	0.56941	0.56801	0.56709	0.56690	0.56727	0.56583	0.56598	0.56535	0.56467	0.56407	0.56199	0.56009	0.56009	0.55969	0.55930	0.55867	0.55819	0.55841	0.55974	0.56059	0.56099	0.56100	0.56094	0.56204	0.56193	0.56287	0.56281	0.56284	0.56350	0.56364	0.56402	0.56463	0.56348	0.56445	0.56471	0.56459
597.00	0.72419	0.70822	0.69446	0.68285	0.67278	0.66398	0.65715	0.65048	0.64604	0.64169	0.63694	0.63318	0.62976	0.62619	0.62205	0.61898	0.61615	0.61222	0.60987	0.60642	0.60498	0.60256	0.60045	0.59927	0.59766	0.59627	0.59457	0.59327	0.59183	0.59127	0.59021	0.58839	0.58722	0.58648	0.58586	0.58530	0.58396	0.58359	0.58259	0.58178	0.58165	0.58096	0.58050	0.57925	0.57846	0.57832	0.57740	0.57665	0.57620	0.57678	0.57548	0.57552	0.57493	0.57536	0.57448	0.57394	0.57326	0.57283	0.57269	0.57268	0.57172	0.57218	0.57182	0.57162	0.57167	0.57174	0.57168	0.57127	0.57184	0.57157	0.57177	0.57180	0.57089	0.57132	0.57126	0.57119	0.57019	0.57043	0.57084	0.57067	0.56913
598.00	0.73340	0.71620	0.70093	0.68882	0.67905	0.67001	0.66335	0.65605	0.65118	0.64613	0.64230	0.63670	0.63274	0.62892	0.62499	0.62132	0.61780	0.61453	0.61300	0.60943	0.60757	0.60482	0.60235	0.60084	0.59872	0.59697	0.59527	0.59350	0.59202	0.59077	0.58876	0.58792	0.58689	0.58585	0.58441	0.58354	0.58239	0.58218	0.58178	0.58039	0.57993	0.57935	0.57899	0.57826	0.57744	0.57796	0.57711	0.57706	0.57611	0.57584	0.57539	0.57512	0.57454	0.57449	0.57492	0.57517	0.57521	0.57481	0.57466	0.57453	0.57450	0.57369	0.57272	0.57375	0.57230	0.57119	0.57089	0.57098	0.57115	0.57030	0.56907	0.56982	0.57007	0.56839	0.56770	0.56870	0.56781	0.56636	0.56570	0.56563	0.56462
599.00	0.73417	0.71654	0.70114	0.68883	0.67730	0.66792	0.65939	0.65278	0.64710	0.64237	0.63602	0.63272	0.62724	0.62190	0.61818	0.61457	0.61158	0.60867	0.60563	0.60240	0.60100	0.59840	0.59625	0.59348	0.59045	0.58830	0.58675	0.58410	0.58262	0.58118	0.58001	0.57873	0.57724	0.57532	0.57444	0.57292	0.57278	0.57200	0.57152	0.57140	0.56943	0.56952	0.56832	0.56815	0.56775	0.56767	0.56766	0.56767	0.56659	0.56656	0.56575	0.56543	0.56517	0.56528	0.56562	0.56594	0.56700	0.56790	0.56719	0.56674	0.56779	0.56676	0.56604	0.56498	0.56369	0.56347	0.56159	0.56158	0.56008	0.56004	0.55894	0.55837	0.55800	0.55717	0.55671	0.55508	0.55547	0.55375	0.55361	0.55277	0.55166
600.00	0.72885	0.71032	0.69358	0.68050	0.66761	0.65735	0.64930	0.64237	0.63602	0.63017	0.62462	0.61904	0.61410	0.60933	0.60426	0.60119	0.59690	0.59506	0.59194	0.58907	0.58609	0.58420	0.58140	0.57845	0.57581	0.57327	0.57036	0.56852	0.56627	0.56478	0.56351	0.56178	0.56051	0.55926	0.55718	0.55632	0.55652	0.55544	0.55386	0.55367	0.55291	0.55224	0.55074	0.55108	0.54987	0.54996	0.55093	0.55123	0.55062	0.54989	0.54879	0.54902	0.54844	0.54824	0.54806	0.55068	0.55143	0.55246	0.55115	0.55201	0.55222	0.55147	0.55107	0.54884	0.54823	0.54687	0.54573	0.54452	0.54352	0.54286	0.54146	0.54054	0.54061	0.53926	0.53791	0.53739	0.53586	0.53562	0.53442	0.53339	0.53231
